"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.4706,0.2108,0.924,0.1806,0.6973,0.479,0.0169,0.8088,0.5643,0.002,0.8144,0.5899
