"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.0336,0.4528,0.7694,0.3516,0.0247,0.096,0.1367,0.5048,0.9366,0.1637,0.2929,0.9752
