"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.2249,0.482,0.9577,0.221,0.6731,0.9593,0.1755,0.8401,0.6081,0.0026,0.7823,0.6525
