,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
Valence Evaluation,90.92857142857143,77.42857142857143,94.21428571428571,95.35714285714286,79.64285714285714,24.642857142857142,71.64285714285714,60.142857142857146,60.714285714285715,18.357142857142858,84.92857142857143,91.71428571428571,59.357142857142854,81.92857142857143,6.142857142857143,1.7857142857142858,3.142857142857143,7.857142857142857,78.21428571428571,79.78571428571429,13.571428571428571,94.57142857142857,64.07142857142857,92.0,66.78571428571429,93.92857142857143,82.42857142857143,83.64285714285714,83.85714285714286,64.78571428571429,76.92857142857143,82.71428571428571,64.92857142857143,90.07142857142857,83.07142857142857,53.92857142857143,84.0,61.214285714285715,70.07142857142857,71.14285714285714,58.285714285714285,10.357142857142858,2.2142857142857144,68.0,58.92857142857143,59.42857142857143,77.14285714285714,73.71428571428571,63.357142857142854,75.71428571428571,83.07142857142857,81.64285714285714,43.42857142857143,69.07142857142857,61.214285714285715,65.07142857142857,78.78571428571429,71.35714285714286,78.85714285714286,77.14285714285714,88.78571428571429,73.42857142857143,68.35714285714286,84.07142857142857,4.142857142857143,70.42857142857143,92.07142857142857,83.78571428571429,90.0,97.92857142857143,98.78571428571429,80.78571428571429,90.21428571428571,9.0,39.214285714285715,66.78571428571429,86.28571428571429,90.35714285714286,80.57142857142857,94.85714285714286,52.92857142857143,81.5,89.78571428571429,70.21428571428571,85.5,83.85714285714286,88.64285714285714,73.14285714285714,80.0,83.28571428571429,88.0,66.85714285714286,10.642857142857142,8.357142857142858,13.642857142857142,15.142857142857142,49.357142857142854,43.214285714285715,90.5,78.35714285714286,74.28571428571429,88.78571428571429,89.14285714285714,91.14285714285714,81.35714285714286,92.92857142857143,94.42857142857143,86.64285714285714,86.0,81.71428571428571,83.78571428571429,83.71428571428571,68.92857142857143,82.14285714285714,58.92857142857143,19.357142857142858,76.5,71.14285714285714,84.0,4.214285714285714,7.928571428571429,86.07142857142857,74.21428571428571,85.35714285714286,87.5,91.42857142857143,87.71428571428571,84.92857142857143,89.0,90.0,75.07142857142857,53.857142857142854,77.07142857142857,79.14285714285714,4.714285714285714,60.0,96.57142857142857,74.21428571428571,93.42857142857143,96.85714285714286,15.428571428571429,51.57142857142857,75.35714285714286,87.21428571428571,82.07142857142857,19.0,80.64285714285714,90.92857142857143,92.57142857142857,75.92857142857143,95.42857142857143,97.92857142857143,97.0,90.42857142857143,1.5,81.57142857142857,89.07142857142857,95.35714285714286,96.0
Equality,5.428571428571429,7.642857142857143,98.85714285714286,97.07142857142857,88.85714285714286,88.07142857142857,65.21428571428571,9.285714285714286,7.0,3.357142857142857,18.5,26.857142857142858,38.5,94.78571428571429,84.57142857142857,79.78571428571429,90.42857142857143,88.57142857142857,7.857142857142857,13.571428571428571,0.6428571428571429,99.5,95.64285714285714,92.78571428571429,91.21428571428571,21.571428571428573,19.857142857142858,27.857142857142858,21.785714285714285,56.5,67.42857142857143,92.71428571428571,89.5,99.21428571428571,86.28571428571429,5.214285714285714,17.5,10.357142857142858,28.357142857142858,21.214285714285715,57.5,4.785714285714286,15.214285714285714,35.07142857142857,15.857142857142858,5.0,92.0,58.07142857142857,35.5,33.5,18.5,25.785714285714285,15.5,8.285714285714286,11.642857142857142,21.285714285714285,34.714285714285715,22.571428571428573,95.78571428571429,92.85714285714286,69.07142857142857,53.285714285714285,37.142857142857146,32.214285714285715,10.214285714285714,43.285714285714285,96.21428571428571,97.0,86.92857142857143,97.0,99.57142857142857,93.28571428571429,97.5,84.5,4.857142857142857,14.142857142857142,95.92857142857143,1.9285714285714286,17.857142857142858,94.21428571428571,61.07142857142857,97.42857142857143,96.57142857142857,73.71428571428571,11.857142857142858,5.785714285714286,6.571428571428571,3.7857142857142856,3.9285714285714284,9.714285714285714,11.928571428571429,8.285714285714286,10.785714285714286,3.0,52.714285714285715,3.0714285714285716,10.0,3.7857142857142856,21.0,28.142857142857142,21.571428571428573,10.285714285714286,17.642857142857142,11.285714285714286,35.785714285714285,8.428571428571429,16.0,11.5,12.785714285714286,4.5,13.857142857142858,5.357142857142857,27.142857142857142,29.928571428571427,15.5,0.35714285714285715,38.142857142857146,26.428571428571427,89.71428571428571,84.28571428571429,90.71428571428571,88.42857142857143,79.57142857142857,7.285714285714286,5.714285714285714,20.5,94.5,86.35714285714286,86.64285714285714,63.0,41.0,9.071428571428571,11.928571428571429,12.071428571428571,25.571428571428573,41.42857142857143,98.0,99.07142857142857,86.85714285714286,98.85714285714286,90.14285714285714,90.92857142857143,97.0,37.0,34.07142857142857,91.57142857142857,95.35714285714286,9.785714285714286,2.0,97.28571428571429,96.57142857142857,94.42857142857143,97.42857142857143,96.92857142857143,91.57142857142857,58.857142857142854,97.14285714285714,98.21428571428571,87.07142857142857
Activity Intensity,96.78571428571429,90.57142857142857,98.21428571428571,97.35714285714286,90.5,51.57142857142857,59.92857142857143,41.57142857142857,16.5,52.5,40.92857142857143,69.35714285714286,14.285714285714286,65.21428571428571,28.285714285714285,54.857142857142854,48.42857142857143,58.285714285714285,64.92857142857143,56.785714285714285,52.285714285714285,93.42857142857143,25.285714285714285,78.64285714285714,40.357142857142854,80.0,76.35714285714286,56.142857142857146,56.5,28.428571428571427,74.28571428571429,75.0,26.071428571428573,94.07142857142857,69.92857142857143,48.857142857142854,32.357142857142854,36.785714285714285,24.5,34.07142857142857,33.785714285714285,25.214285714285715,43.0,15.928571428571429,18.785714285714285,59.214285714285715,40.0,38.357142857142854,32.07142857142857,65.14285714285714,44.92857142857143,64.28571428571429,15.714285714285714,66.57142857142857,18.142857142857142,25.571428571428573,41.357142857142854,22.571428571428573,50.714285714285715,53.714285714285715,85.64285714285714,33.5,19.571428571428573,36.142857142857146,63.357142857142854,21.0,77.92857142857143,50.642857142857146,81.92857142857143,99.14285714285714,99.71428571428571,46.42857142857143,38.785714285714285,16.928571428571427,45.785714285714285,45.214285714285715,69.07142857142857,98.28571428571429,89.28571428571429,99.14285714285714,63.92857142857143,91.0,89.35714285714286,66.21428571428571,31.928571428571427,43.357142857142854,45.07142857142857,36.785714285714285,40.57142857142857,45.142857142857146,36.142857142857146,39.57142857142857,24.714285714285715,23.071428571428573,28.071428571428573,25.642857142857142,11.357142857142858,49.07142857142857,33.57142857142857,19.857142857142858,18.857142857142858,39.42857142857143,49.142857142857146,61.92857142857143,21.357142857142858,59.285714285714285,68.35714285714286,48.357142857142854,27.5,51.642857142857146,50.92857142857143,58.42857142857143,25.928571428571427,23.071428571428573,22.857142857142858,58.357142857142854,27.214285714285715,22.071428571428573,62.642857142857146,35.0,55.642857142857146,71.07142857142857,29.5,42.857142857142854,39.214285714285715,74.14285714285714,79.5,78.64285714285714,74.71428571428571,87.21428571428571,27.714285714285715,22.214285714285715,23.357142857142858,27.142857142857142,15.785714285714286,11.571428571428571,93.85714285714286,19.357142857142858,44.785714285714285,97.78571428571429,56.714285714285715,7.928571428571429,45.642857142857146,64.85714285714286,70.42857142857143,59.642857142857146,74.85714285714286,85.57142857142857,99.21428571428571,7.785714285714286,78.14285714285714,98.57142857142857,84.14285714285714,77.64285714285714,39.214285714285715,65.28571428571429,72.0,85.78571428571429,84.5
Socioemotional,91.42857142857143,87.85714285714286,94.07142857142857,94.0,92.0,45.57142857142857,73.35714285714286,13.428571428571429,14.214285714285714,8.357142857142858,25.214285714285715,32.285714285714285,9.714285714285714,18.214285714285715,8.642857142857142,8.642857142857142,15.571428571428571,51.857142857142854,29.571428571428573,23.642857142857142,15.571428571428571,94.78571428571429,51.5,50.5,74.21428571428571,89.57142857142857,82.85714285714286,77.35714285714286,83.64285714285714,66.42857142857143,79.71428571428571,83.14285714285714,70.92857142857143,95.71428571428571,82.71428571428571,15.071428571428571,18.071428571428573,11.785714285714286,9.428571428571429,24.285714285714285,20.5,9.571428571428571,10.142857142857142,12.785714285714286,12.5,15.071428571428571,55.142857142857146,33.714285714285715,16.714285714285715,49.857142857142854,22.642857142857142,24.5,22.214285714285715,79.5,11.785714285714286,28.857142857142858,26.928571428571427,10.714285714285714,64.0,51.07142857142857,81.0,34.142857142857146,22.642857142857142,22.642857142857142,52.285714285714285,55.857142857142854,84.35714285714286,77.5,82.78571428571429,90.35714285714286,97.78571428571429,55.642857142857146,70.07142857142857,57.92857142857143,12.142857142857142,19.142857142857142,88.5,92.21428571428571,89.57142857142857,89.5,75.35714285714286,90.85714285714286,95.14285714285714,83.78571428571429,6.642857142857143,10.5,10.785714285714286,6.357142857142857,8.785714285714286,10.214285714285714,9.214285714285714,5.928571428571429,23.285714285714285,13.0,7.285714285714286,8.857142857142858,9.928571428571429,8.5,9.142857142857142,10.357142857142858,9.357142857142858,14.142857142857142,13.142857142857142,26.357142857142858,27.071428571428573,26.142857142857142,37.0,22.285714285714285,11.714285714285714,32.0,53.642857142857146,43.285714285714285,16.285714285714285,10.142857142857142,12.714285714285714,10.285714285714286,32.5,9.857142857142858,20.857142857142858,33.642857142857146,68.07142857142857,27.428571428571427,11.428571428571429,14.714285714285714,10.785714285714286,38.07142857142857,66.64285714285714,77.64285714285714,79.5,84.64285714285714,21.357142857142858,7.0,6.928571428571429,46.214285714285715,37.714285714285715,20.0,90.85714285714286,70.42857142857143,9.071428571428571,92.42857142857143,74.5,24.142857142857142,47.57142857142857,91.0,89.07142857142857,61.214285714285715,88.21428571428571,90.35714285714286,91.64285714285714,36.142857142857146,86.21428571428571,92.85714285714286,87.07142857142857,85.28571428571429,27.5,85.28571428571429,68.14285714285714,92.21428571428571,63.785714285714285
Formality and Regulation,11.857142857142858,15.0,11.285714285714286,11.714285714285714,8.357142857142858,41.857142857142854,32.785714285714285,90.21428571428571,89.42857142857143,80.64285714285714,85.71428571428571,89.07142857142857,84.64285714285714,75.64285714285714,90.21428571428571,78.07142857142857,75.78571428571429,28.642857142857142,79.21428571428571,76.71428571428571,88.42857142857143,9.714285714285714,17.0,40.285714285714285,24.0,18.0,11.642857142857142,22.428571428571427,22.214285714285715,17.785714285714285,11.714285714285714,14.571428571428571,26.285714285714285,3.4285714285714284,7.928571428571429,86.28571428571429,89.14285714285714,80.92857142857143,86.92857142857143,37.07142857142857,58.57142857142857,80.14285714285714,86.71428571428571,81.5,81.07142857142857,83.07142857142857,40.5,39.92857142857143,81.78571428571429,34.214285714285715,78.14285714285714,86.35714285714286,82.07142857142857,27.142857142857142,91.71428571428571,63.42857142857143,69.85714285714286,90.57142857142857,16.214285714285715,26.0,25.5,53.92857142857143,74.57142857142857,73.64285714285714,25.142857142857142,22.857142857142858,4.214285714285714,23.5,19.428571428571427,4.5,1.7142857142857142,51.214285714285715,15.071428571428571,14.357142857142858,87.14285714285714,86.35714285714286,6.071428571428571,2.0714285714285716,13.928571428571429,24.714285714285715,11.071428571428571,3.857142857142857,5.142857142857143,1.7857142857142858,86.14285714285714,91.42857142857143,90.14285714285714,87.64285714285714,90.85714285714286,87.64285714285714,95.0,95.64285714285714,34.214285714285715,54.785714285714285,89.35714285714286,86.35714285714286,80.5,95.14285714285714,92.21428571428571,89.92857142857143,86.71428571428571,92.71428571428571,78.71428571428571,76.85714285714286,61.357142857142854,67.85714285714286,74.57142857142857,76.0,80.21428571428571,74.71428571428571,49.642857142857146,83.5,75.92857142857143,81.21428571428571,90.42857142857143,86.07142857142857,78.71428571428571,83.64285714285714,82.07142857142857,34.285714285714285,19.5,24.357142857142858,96.21428571428571,90.28571428571429,85.5,69.21428571428571,20.0,24.785714285714285,21.071428571428573,22.142857142857142,73.28571428571429,88.14285714285714,87.71428571428571,38.142857142857146,28.0,33.642857142857146,2.0714285714285716,18.928571428571427,79.85714285714286,4.142857142857143,11.285714285714286,42.714285714285715,32.142857142857146,6.071428571428571,5.785714285714286,19.285714285714285,6.571428571428571,5.5,2.142857142857143,36.642857142857146,12.285714285714286,1.8571428571428572,4.428571428571429,8.857142857142858,68.78571428571429,13.071428571428571,14.428571428571429,4.214285714285714,34.92857142857143
Intimacy,66.14285714285714,44.642857142857146,98.78571428571429,99.0,57.07142857142857,24.928571428571427,31.642857142857142,7.428571428571429,6.357142857142857,3.642857142857143,22.214285714285715,29.857142857142858,8.071428571428571,12.071428571428571,5.785714285714286,3.7142857142857144,2.7857142857142856,9.5,23.714285714285715,19.428571428571427,11.857142857142858,64.85714285714286,20.071428571428573,34.357142857142854,20.5,53.642857142857146,52.714285714285715,32.92857142857143,40.285714285714285,11.642857142857142,86.0,38.57142857142857,20.928571428571427,54.42857142857143,34.357142857142854,3.642857142857143,10.785714285714286,3.2857142857142856,6.142857142857143,13.357142857142858,5.928571428571429,1.7142857142857142,2.0,7.5,7.714285714285714,3.2857142857142856,17.285714285714285,6.785714285714286,5.571428571428571,80.21428571428571,20.785714285714285,28.5,8.785714285714286,27.571428571428573,2.4285714285714284,11.785714285714286,19.714285714285715,7.928571428571429,31.428571428571427,24.214285714285715,56.07142857142857,24.071428571428573,13.714285714285714,12.5,5.5,17.357142857142858,60.642857142857146,22.785714285714285,83.28571428571429,99.0,99.5,29.142857142857142,20.785714285714285,8.071428571428571,8.642857142857142,12.0,26.142857142857142,60.714285714285715,37.42857142857143,98.92857142857143,52.785714285714285,42.42857142857143,52.642857142857146,40.142857142857146,2.4285714285714284,3.5,3.642857142857143,1.0,3.0,3.857142857142857,4.5,2.7857142857142856,0.8571428571428571,1.1428571428571428,1.4285714285714286,2.142857142857143,3.2857142857142856,1.4285714285714286,1.1428571428571428,1.2142857142857142,3.5714285714285716,3.5,1.3571428571428572,22.785714285714285,5.357142857142857,10.642857142857142,8.928571428571429,5.214285714285714,2.0,12.642857142857142,22.0,17.785714285714285,55.857142857142854,2.857142857142857,6.071428571428571,5.428571428571429,12.642857142857142,2.642857142857143,17.142857142857142,2.0714285714285716,26.571428571428573,5.928571428571429,2.857142857142857,5.571428571428571,6.357142857142857,9.357142857142858,40.07142857142857,37.57142857142857,30.071428571428573,47.714285714285715,6.785714285714286,1.7857142857142858,0.7857142857142857,14.785714285714286,1.2857142857142858,2.0,64.42857142857143,3.5,6.642857142857143,98.28571428571429,40.57142857142857,0.5714285714285714,14.5,31.857142857142858,35.642857142857146,17.642857142857142,29.428571428571427,46.5,67.28571428571429,1.3571428571428572,42.5,99.71428571428571,64.35714285714286,38.285714285714285,3.5,58.285714285714285,27.714285714285715,86.92857142857143,29.642857142857142
Visibility,43.857142857142854,39.285714285714285,35.285714285714285,44.57142857142857,43.42857142857143,22.142857142857142,41.785714285714285,80.07142857142857,41.0,58.285714285714285,53.714285714285715,15.214285714285714,88.71428571428571,58.714285714285715,56.857142857142854,91.64285714285714,59.57142857142857,38.642857142857146,82.85714285714286,65.14285714285714,34.142857142857146,35.92857142857143,67.14285714285714,82.28571428571429,53.57142857142857,45.92857142857143,37.857142857142854,44.285714285714285,48.857142857142854,38.07142857142857,0.21428571428571427,43.857142857142854,41.57142857142857,39.357142857142854,46.642857142857146,87.0,72.85714285714286,72.28571428571429,60.285714285714285,11.142857142857142,40.642857142857146,59.57142857142857,73.85714285714286,79.07142857142857,91.21428571428571,64.78571428571429,71.21428571428571,47.07142857142857,32.07142857142857,7.571428571428571,75.71428571428571,17.571428571428573,92.78571428571429,17.0,77.78571428571429,68.64285714285714,44.57142857142857,36.142857142857146,62.357142857142854,74.0,56.285714285714285,62.857142857142854,95.71428571428571,71.42857142857143,53.57142857142857,88.35714285714286,45.857142857142854,30.571428571428573,21.5,33.92857142857143,33.07142857142857,77.5,87.71428571428571,66.71428571428571,59.07142857142857,69.92857142857143,44.07142857142857,26.0,43.0,47.57142857142857,1.4285714285714286,36.07142857142857,35.142857142857146,18.071428571428573,88.64285714285714,83.42857142857143,79.57142857142857,85.28571428571429,81.14285714285714,87.35714285714286,52.07142857142857,93.64285714285714,49.07142857142857,46.42857142857143,86.07142857142857,70.57142857142857,96.42857142857143,48.214285714285715,56.857142857142854,88.21428571428571,87.5,33.642857142857146,67.92857142857143,32.07142857142857,67.42857142857143,81.57142857142857,76.71428571428571,89.5,87.28571428571429,89.57142857142857,38.642857142857146,90.78571428571429,24.357142857142858,91.92857142857143,95.21428571428571,71.5,95.78571428571429,61.07142857142857,81.78571428571429,95.71428571428571,33.857142857142854,16.928571428571427,79.57142857142857,86.35714285714286,79.64285714285714,69.57142857142857,34.57142857142857,69.42857142857143,62.0,57.42857142857143,72.85714285714286,72.14285714285714,62.857142857142854,94.28571428571429,93.28571428571429,90.57142857142857,46.92857142857143,82.64285714285714,82.64285714285714,20.357142857142858,22.5,91.35714285714286,84.28571428571429,38.07142857142857,42.357142857142854,47.714285714285715,41.42857142857143,34.214285714285715,25.285714285714285,80.0,22.642857142857142,28.0,39.642857142857146,38.142857142857146,86.21428571428571,15.785714285714286,49.285714285714285,15.785714285714286,55.214285714285715
Communal Sharing,86.21428571428571,89.78571428571429,97.64285714285714,97.35714285714286,95.85714285714286,20.214285714285715,80.42857142857143,9.428571428571429,10.5,7.285714285714286,24.357142857142858,26.357142857142858,7.785714285714286,52.07142857142857,7.142857142857143,19.428571428571427,8.214285714285714,22.142857142857142,46.857142857142854,39.214285714285715,4.428571428571429,92.85714285714286,67.35714285714286,73.78571428571429,72.0,94.64285714285714,77.42857142857143,86.42857142857143,85.5,67.78571428571429,64.07142857142857,83.78571428571429,64.64285714285714,94.78571428571429,86.35714285714286,10.214285714285714,36.285714285714285,22.857142857142858,8.428571428571429,3.4285714285714284,48.857142857142854,5.214285714285714,9.785714285714286,6.714285714285714,23.785714285714285,17.857142857142858,68.71428571428571,42.285714285714285,19.571428571428573,16.142857142857142,29.571428571428573,26.571428571428573,12.357142857142858,57.214285714285715,11.5,42.142857142857146,20.5,12.214285714285714,73.64285714285714,76.0,81.92857142857143,41.714285714285715,26.571428571428573,47.285714285714285,20.785714285714285,33.285714285714285,85.57142857142857,78.64285714285714,67.57142857142857,99.28571428571429,94.78571428571429,84.14285714285714,74.64285714285714,36.785714285714285,6.928571428571429,28.214285714285715,90.28571428571429,90.78571428571429,91.21428571428571,94.85714285714286,39.0,96.35714285714286,93.85714285714286,84.14285714285714,5.285714285714286,10.428571428571429,35.5,6.428571428571429,16.0,15.214285714285714,3.4285714285714284,10.571428571428571,8.214285714285714,5.928571428571429,11.142857142857142,5.428571428571429,12.142857142857142,5.357142857142857,11.142857142857142,5.857142857142857,3.7142857142857144,12.571428571428571,33.714285714285715,18.571428571428573,11.214285714285714,41.714285714285715,53.214285714285715,49.285714285714285,34.142857142857146,34.92857142857143,36.285714285714285,43.285714285714285,1.2857142857142858,14.071428571428571,17.428571428571427,1.0714285714285714,11.214285714285714,1.0,51.285714285714285,35.214285714285715,40.42857142857143,63.0,19.785714285714285,29.428571428571427,26.428571428571427,50.142857142857146,84.92857142857143,84.35714285714286,83.92857142857143,82.78571428571429,35.857142857142854,1.6428571428571428,5.571428571428571,35.0,27.785714285714285,17.0,97.35714285714286,65.5,51.714285714285715,97.0,51.857142857142854,30.785714285714285,79.57142857142857,88.92857142857143,86.85714285714286,46.285714285714285,92.35714285714286,91.64285714285714,91.14285714285714,55.42857142857143,81.07142857142857,98.78571428571429,96.07142857142857,91.85714285714286,35.142857142857146,68.57142857142857,77.07142857142857,93.92857142857143,81.64285714285714
Expected Reciprocity,51.642857142857146,50.92857142857143,83.07142857142857,79.5,78.5,56.57142857142857,38.142857142857146,39.5,33.42857142857143,16.857142857142858,26.785714285714285,28.071428571428573,49.42857142857143,88.14285714285714,46.0,47.0,27.857142857142858,50.285714285714285,28.571428571428573,49.857142857142854,14.428571428571429,78.71428571428571,60.642857142857146,80.92857142857143,52.57142857142857,44.857142857142854,32.142857142857146,47.785714285714285,46.42857142857143,21.214285714285715,61.857142857142854,68.28571428571429,55.214285714285715,72.35714285714286,60.42857142857143,33.785714285714285,49.214285714285715,36.5,47.142857142857146,51.5,16.285714285714285,4.714285714285714,13.5,38.357142857142854,33.07142857142857,30.642857142857142,65.5,32.0,38.42857142857143,77.21428571428571,44.5,34.714285714285715,21.214285714285715,20.785714285714285,31.0,32.5,31.5,32.857142857142854,66.14285714285714,65.85714285714286,57.0,31.071428571428573,34.785714285714285,37.42857142857143,15.142857142857142,26.5,77.0,71.28571428571429,83.64285714285714,81.0,84.64285714285714,66.5,48.214285714285715,29.642857142857142,23.285714285714285,27.571428571428573,81.21428571428571,12.5,42.142857142857146,88.78571428571429,48.357142857142854,91.14285714285714,92.0,11.357142857142858,22.071428571428573,27.5,21.357142857142858,14.142857142857142,21.714285714285715,27.857142857142858,30.214285714285715,26.0,10.571428571428571,1.5,33.857142857142854,6.214285714285714,7.642857142857143,4.357142857142857,30.142857142857142,32.785714285714285,22.0,20.571428571428573,24.714285714285715,15.357142857142858,21.071428571428573,28.857142857142858,45.785714285714285,39.0,15.928571428571429,14.428571428571429,7.357142857142857,33.642857142857146,35.642857142857146,27.857142857142858,10.285714285714286,1.0714285714285714,23.5,50.214285714285715,77.64285714285714,48.357142857142854,36.5,70.07142857142857,72.0,26.642857142857142,17.142857142857142,33.214285714285715,86.21428571428571,90.78571428571429,93.0,69.21428571428571,24.785714285714285,21.428571428571427,15.928571428571429,8.5,2.7857142857142856,14.357142857142858,96.85714285714286,65.57142857142857,77.78571428571429,97.64285714285714,33.357142857142854,29.857142857142858,82.57142857142857,45.642857142857146,42.785714285714285,52.714285714285715,85.14285714285714,39.0,19.857142857142858,54.57142857142857,89.85714285714286,97.71428571428571,94.0,93.35714285714286,56.214285714285715,56.0,87.0,94.0,92.21428571428571
Strategic,7.928571428571429,16.357142857142858,4.5,7.857142857142857,5.5,50.857142857142854,16.5,84.14285714285714,84.42857142857143,63.214285714285715,31.642857142857142,46.714285714285715,90.28571428571429,84.57142857142857,96.21428571428571,84.5,87.57142857142857,46.857142857142854,28.785714285714285,60.285714285714285,57.92857142857143,3.5714285714285716,12.428571428571429,38.5,4.857142857142857,3.9285714285714284,15.785714285714286,9.785714285714286,5.285714285714286,8.071428571428571,27.785714285714285,8.785714285714286,5.285714285714286,4.357142857142857,11.928571428571429,75.21428571428571,59.5,85.71428571428571,93.28571428571429,58.642857142857146,27.142857142857142,65.07142857142857,76.21428571428571,88.42857142857143,71.14285714285714,57.0,22.928571428571427,36.0,56.5,56.642857142857146,61.285714285714285,58.142857142857146,68.64285714285714,13.857142857142858,63.285714285714285,45.285714285714285,49.57142857142857,68.85714285714286,9.5,12.5,15.285714285714286,35.42857142857143,61.92857142857143,45.0,30.928571428571427,38.5,3.5714285714285716,5.214285714285714,37.857142857142854,3.0714285714285716,4.214285714285714,24.857142857142858,8.928571428571429,36.785714285714285,71.07142857142857,59.07142857142857,5.0,3.5714285714285716,9.285714285714286,11.214285714285714,25.857142857142858,1.7142857142857142,8.857142857142858,2.7857142857142856,66.85714285714286,79.92857142857143,74.92857142857143,82.07142857142857,76.57142857142857,69.57142857142857,89.71428571428571,84.85714285714286,58.5,68.85714285714286,78.21428571428571,70.5,65.07142857142857,80.64285714285714,87.57142857142857,60.0,75.07142857142857,55.857142857142854,71.28571428571429,53.857142857142854,42.357142857142854,73.64285714285714,60.07142857142857,62.5,84.92857142857143,68.0,34.357142857142854,66.35714285714286,88.0,70.35714285714286,66.35714285714286,66.42857142857143,68.57142857142857,93.14285714285714,62.214285714285715,39.142857142857146,48.785714285714285,77.71428571428571,86.21428571428571,71.42857142857143,75.71428571428571,60.5,23.142857142857142,21.5,21.071428571428573,9.0,49.0,85.35714285714286,75.42857142857143,23.714285714285715,38.285714285714285,47.57142857142857,7.214285714285714,11.357142857142858,81.42857142857143,10.714285714285714,23.357142857142858,23.0,28.428571428571427,4.642857142857143,6.428571428571429,36.642857142857146,5.428571428571429,14.857142857142858,1.2857142857142858,24.5,42.57142857142857,8.571428571428571,14.142857142857142,5.857142857142857,51.92857142857143,30.071428571428573,36.285714285714285,19.285714285714285,19.714285714285715
