"","V1","V2"
"wife and husband",-0.0064242793601628,-0.00291431694508486
"nurse and patient",1.01036565863825e-05,-0.0012856284127614
"officer and soldier",0.00412422046029753,-0.00449145018881607
"neighbors",-0.00322882533674783,-0.000977925049319684
"athletic trainer and trainee",0.00013399960371995,-0.00447497331637103
"police officer and offender",0.00142435561978192,0.00332525807793095
"principal and teacher",0.0040522636809157,-0.00443908689921239
"doctor and nurse",-0.000346602306287196,-0.000886313665501186
"victim and criminal",0.00666533813232175,0.00557391299169136
"coach and athlete",0.00376663315611725,-0.00583222188684877
"man and god",9.15783781004709e-05,-0.00697356909826507
"half siblings",-0.0054808476042544,0.00417219055873098
"parent and teenager",-0.00557020620705082,0.00498859146158476
"prostitute and customer",0.00230383670828349,0.00647901986099703
"church members",0.00769392148938167,0.000210640282343664
"foreman and laborer",0.00107031995533607,0.0066759931624846
"a person and their family friends",-0.00603091471676463,0.00310532016375153
"a person and their social media follower",0.00485798100479975,-0.000857202529294458
"guide and tourist",0.00397315186116567,-0.00527856650271766
"bride and bridesmaid",-0.00355072146557737,-0.00246572159972976
"teammates in sports",-0.00520330045828726,-0.00276307209085065
"twins",-0.00601354994030457,0.00416584117768479
"celebrity and haters",0.00475430670950819,-0.000466474374499242
"employer and employee",0.00400887756262644,-0.0043714970415009
"teacher and student",0.00177286545541705,-0.00641333041453193
"guest and host",0.00511971742222096,0.00015435133374364
"man wife and man mistress",0.00233155006744846,0.00109310854065024
"religious followers",0.00769061909811371,0.000512712756922834
"intern and employee",0.00312746083691178,-0.00560993526127027
"criminal and police officer",0.00507306524941634,-0.00234700868699796
"step grandparent and step grandchild",-0.00321780806037141,0.00330820168489552
"chef and customer",0.00110594052490412,-0.000198627836246818
"union leader and union member",-0.00022083173169824,-0.000678442804201439
"professor and graduate student",0.00179431209787819,-0.00657993418714147
"second cousins",-0.002700760939277,0.00283194129324766
"fans of the same sports team",-0.0035916309016397,-0.00360243169337285
"master and servant",0.00786854344357827,0.00427181022535041
"siblings",-0.00612073538388213,0.00423417027084925
"landlord and housekeeper",0.000988355947071987,0.0073159442731358
"close friends",-0.00634334846519911,-0.00322999431452743
"entrepreneur and investor",-0.000763484549007706,-0.00110354262229862
"fraternity brothers",-0.00482095573707209,-0.00258129630808264
"psychologist and client",-0.000223204561290541,0.000570684227330396
"chief and deputy",0.00165860966902942,-0.000178252879376442
"sugar daddy and sugar baby",-0.00162202678957195,-0.00233544512103629
"uncle and niece/nephew",-0.00440537112482093,0.00452303849083791
"childhood friends",-0.00386761248446128,-0.00256282691174093
"ex lovers",0.0051674448558496,0.0048460743470216
"man and his mistress",0.00244561047303799,0.00669743638819093
"step siblings",-0.00399572191880746,0.00655094061681604
"confidants",-0.00603314400733634,-0.00269577639051044
"parole officer and parolee",0.00541015831759697,-0.00278762563331402
"grandparent and grandchild",-0.00370726292488129,0.00518019347261063
"judge and contestant",0.0055377561324282,0.00125559087697763
"romantic lovers",-0.00651356978596618,-0.00352366606054075
"researcher and research subject",-0.00085305414563177,-0.00122242836195577
"brother and sister",-0.00518131279272352,0.00470344775888838
"therapist and patient",6.21629888985535e-06,0.000717560155117402
"parent and infant",-0.00552818773161036,0.00477409252771786
"slave and master",0.00790703333481806,0.00420846073505799
"reader and writer",-0.00161944829731154,-0.00629249385259138
"representative and citizen",-0.000722550714437417,0.00237083403745396
"criminal and hostage",0.00281066428816731,0.00723747562700972
"ancestor and descendant",-0.00504185751153362,0.00419596371254116
"peers",-0.00589680409643844,-0.00306285176822001
"groom and groomsman",-0.00498269228870685,-0.00249297080240954
"opposing negotiators",0.00692323783739396,0.00437964287171801
"adoptive parents and adopted kids",-0.00368378001305477,0.00418565880478263
"driver and passenger",0.000434880100901582,-0.00491622342480701
"a person and their significant other",-0.00609717494975653,-0.00353443081948842
"romantic rivals",0.00463694419621985,0.00481793480248117
"strangers",0.0034625210410032,0.00185827369892285
"predecessor and successor",-0.00193499448032465,0.0064712053572793
"a person and their crush",0.00430713467292156,0.00608010143966864
"brothers in arms",-0.00554336727060201,-0.00297172483778474
"playmates",-0.00347029910516397,-0.0037472788144272
"volunteer and organizer",0.00161912695300221,-0.000830013741324522
"a monarch and their minister",0.00569400689602053,-0.00138611792247744
"roommates",-0.00684977520028745,-0.00152122013069934
"criminal and prosecutor",0.00469494503426661,-0.00384438320021232
"friends",-0.00589875446364619,-0.00311546314851507
"television host and guest",0.00588074627913741,0.000798596768249791
"university student and administrator",4.74880196402224e-05,-0.00458778000875226
"life partners",-0.00671949754659526,-0.00325128260678744
"political allies",-0.0062661732000212,0.000234217985256889
"criminal and their accomplice",0.00244052404482212,0.000819061048203462
"consultant and client",-0.00017713064280554,-0.000654966326843404
"diplomats",-0.00564241473331606,-0.000259441504674264
"bully and victim",0.00810098120138352,0.003844702049654
"close relatives",-0.00467021958919395,0.00486871655589228
"godparent and godchild",-0.00272741870994264,0.00414892753275905
"guard and prisoner",0.0054669074681304,-0.00288380205890592
"fans of opposing sports teams",0.00580690334909787,0.00417747723157068
"pen friends",-0.00293841350321102,0.00139800309172267
"mentor and mentee",0.0031392399791507,-0.00595364814570712
"casual acquaintances",0.00254197318083211,0.0030104617959935
"judge and lawyer",0.00674791732255218,-0.000916823028377295
"student and dorm resident assistant",0.00253446759019682,-0.00545827179787058
"superior and subordinate",0.00383454453475884,-0.00422453076909553
"step parent and step child",-0.00335926463456135,0.00366133439648101
"boss and secretary",0.00419196270633139,-0.00447246296377562
"dealer and buyer",-0.000438654297150298,0.000359455925069713
"salesperson and customer",0.00157489019433438,-0.00124820536541523
"sports rivals",0.00668711018522732,0.00396172608894328
"professor and teaching assistant",0.00176255106811421,-0.00670757027940586
"cohabitants",-0.00377660461733252,-0.000391723516995271
"celebrity and fans",0.00480341864502149,-0.000547790164700403
"athlete and referee",0.00430947688391421,-0.0037901048696796
"soul mates",-0.00658454676419604,-0.00342666218675628
"enemies",0.00803007976612535,0.00411437845160048
"long distance lovers",-0.00505151435456614,-0.000750396847037729
"team captain and team members",-0.000359669511521799,-0.00124286705109205
"alumni",-0.00333821188764342,-0.00382251696042361
"politician and supporter",-0.00139823494222724,-0.00626658868126579
"patient and caretaker",-0.000534434734805407,0.00222502310692734
"babysitter and infant",-0.00251665595470347,0.00654104194167056
"co workers",-0.00500539453997633,-0.00258525085260089
"competitors in sports",0.00232242508945832,0.00475346040565181
"manager and staff",0.00401990153952249,-0.00421285353613732
"interviewer and job applicant",0.00123478550333848,-0.00106097229513607
"reviewer and writer",-0.0015125253929949,-0.00611641411522084
"performer and audience",-0.000341164032607939,0.00385004348807867
"frenemies",0.00528653189415452,0.00490040504163225
"religious leader and congregant",-0.000273592562421052,0.00406106514572322
"a person and their deceased spouse",-0.00635629311440747,-0.00281540689984283
"distant relatives",-0.00323398927682481,0.00644562167086492
"divorced spouses",0.00266536266499781,0.0017979308143644
"defendant and plaintiff",0.00558375769449752,-0.0030538849449652
"a person and their in laws",-0.00283574388008313,0.00516055613283542
"lawyer and client",0.00120485493682135,-0.00112375378355133
"customer and businessman",-0.000651642851303104,0.000695643053119322
"fiance and fiancee",-0.00633709894649193,-0.00303006981461053
"facebook friends",0.00265279832822185,0.00324016943065285
"drug dealer and addict",0.00185379871953827,0.0030736340098593
"police officer and civilian",0.00570931901105869,-0.00130063132165635
"cousins",-0.00333783852280118,0.0074728426137972
"mother and infant",-0.00554246516154459,0.00486068553120524
"landlord and tenant",0.00412093392771931,-0.00453166241432348
"director and performer",-0.000790526433345486,-0.000794881299249737
"native and tourist",-0.000109170832082223,-0.00435173004680612
"owner and manager",0.00370328707933009,-0.00379983196101722
"customer and server",0.00382448363063941,-0.00498518567177172
"companions",-0.00589095553804016,-0.00313284320875124
"doctor and patient",-0.000366610716328901,0.000820023126046445
"aunt and niece/nephew",-0.00451481585712071,0.00478789074254826
"parent and child",-0.00544140585266959,0.00490399792577169
"leader and follower",-0.000471925530339766,0.00425088205223195
