rel,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Parent and Child,1.0317346121315085,-1.2358423808871954,1.8642966417052143,1.4067421820025563,-1.20404589053875,1.417534189143136,-0.3347295002466383,1.7487942064733584,0.6687038936906728,-1.6219633464350396,0.23038696482379223,0.8183781437829312,1.7401014440978952,0.681855415221497,-0.33805793508061827,0.09371864444084164,0.3447621038278942,1.81453701452519,1.6194671747574738,-0.08218445486135362,-0.3068791151752389,0.2061851151869259,1.8978875577601793,1.9358376673009274,1.3761823893297587,-0.8878251109685661,1.3033540898180156,1.5704182376264135,1.579599900227284,1.7840820884790827,1.4415626183428047,1.4680259535583373,1.9287993211784928
Parent and Teenager,-0.1331566674789527,-0.9559700935332587,1.2904835341217853,1.200468549655373,-1.2659341291720114,0.8231470316086993,-0.5725711838047192,1.4048071706849405,0.692294723816749,-0.9655984671218846,0.3314629327018268,0.6960857919260967,1.186380222069023,-0.021642329939033977,-0.32955814732321925,-0.12415512111380421,0.1367029575411942,0.9048477682168408,1.1985067073671076,0.593248332460057,0.23805258691926004,0.1102307734127172,1.7900818797402511,1.785441084710433,1.0901826462555686,-0.9822939339136166,1.0800878830080824,0.9462610066485807,1.17890727998462,1.3996860695273772,1.4415626183428047,1.0704337462140008,1.3731301104106195
Wife and Husband,1.453241325148451,1.9721937129073037,2.114315210009423,1.767721038610127,-1.2590576582127602,2.312454179138803,-0.7311323061767726,1.9458701123938067,2.301189338415143,-1.5336803509718668,-0.07284093881031267,0.4262450590246026,1.52691243813369,0.1547820576840886,0.22255850091827442,-0.16082272157896982,-0.1785608116975393,1.067120377535639,2.232364204027916,0.5154276481349854,0.3263807547521149,-0.60603446467961,1.5617875027568735,2.0110359585961746,1.2045825434852446,-0.8234145498696681,1.208635092989559,1.6256533908102926,0.9191991001977082,1.6099026423915912,1.4475337800576529,1.290155755535871,-1.2953743552537034
Fiance and Fiancee,1.3306211904526135,1.9267144662122886,1.958565937951063,1.7367799937580495,-1.4825429643884256,2.329150447608871,-0.835448834053124,1.8598733534467022,2.0039448788265832,-1.5605490887215279,-0.1498512000507204,0.5968340281002598,1.5158253427269335,-0.10479497148708919,-0.37907864990980544,-0.2780737695780452,-0.28016240557542477,0.9791081148542572,1.9264892050158429,0.0848762533364904,0.28101000187622216,-0.7519044488919175,0.5725118691622374,1.2658892539432707,1.1874225589007932,-0.9307654850344982,0.8297591056757333,0.5927560262717549,0.592708817037019,1.0092838627795513,1.3221393840458442,0.9239524066660875,-1.1079975283668622
Between Siblings,-0.34774190319666903,0.42589932527680335,0.9420970045175598,1.2932916842116056,-0.9461782295668286,0.25213464993235896,-0.15530507229931367,1.1969816698961055,1.1829839904391333,-0.5510522275556813,0.30739722606419956,0.4842896173334624,0.9969492776907248,-0.1439515063959616,-0.8236545052207269,-0.4068367386533937,-0.7097279679267798,0.7838309070299398,-0.7265940676651295,0.7577714096473014,-0.4400953683002002,0.1354309035756406,1.1686138535077233,1.149673712850616,0.7469829545665404,-0.9865879713202098,0.4914769741455316,1.76374127376999,0.3404208709583047,0.49875790010931736,0.9638696811549623,0.7251563029939193,-1.4633673724625953
Between divorced spouses,-1.6774039888046621,0.6323051372003315,-1.3039714451661497,-1.0547898306738295,0.5597689105091948,-1.303957571478019,-0.9981826175402323,-1.2109275806228208,-1.4025709913788136,0.7923846599273842,0.3940337699596581,0.45460270583198475,-0.929037581540135,-2.1932901536490896,-0.3321450392493842,-0.6264159739971169,-1.2618130993661734,-1.2755185205539645,-0.34730906889015833,2.20633577819823,0.7849149593489033,-0.05938548729926826,-0.5372524633958479,-1.2771802334959979,-1.0033354730475028,-1.0509985324191078,-1.0037300472179598,-0.7384111654597293,-1.024902131350032,-2.204026608144862,-1.0902099487527606,-1.6447025118348226,-1.469828642355245
Between a person and their in-laws,-0.2519449229655455,0.15302384510671516,-0.23421986602847059,0.3444329754145629,0.10248359171898691,-0.5659825051009941,-0.4682546559283674,-0.03922173996852187,0.19688729116914966,-0.013677472562454756,0.40847319394223414,0.4094077062327198,-0.07628155768331339,-1.5329085929949577,-1.0749525780481803,-1.0327441512448226,-1.174779381081073,-0.5607626841688332,-0.7564168800688065,0.30268958174633837,-1.270766279996066,-0.7712891644018587,0.06519103142139844,-0.5593783620413656,-0.7516556991422155,-1.2141719538696496,-0.6180884172735299,0.2889626837604204,-1.195567506638574,-1.7655748990280729,-0.12288175094737945,-0.7134997104230874,1.7478837641843015
Between cousins,0.29601380395647997,0.5938226976891654,-0.18913455043262947,0.8429275869202555,-0.674557626676404,-0.1452365396552699,-0.24293095571544873,0.31193169239882135,0.15914196296742797,-0.9195377738367508,0.321836650046776,0.1426685909507831,0.3111332332442098,-1.1936986108068592,-1.2386658813754772,-1.0395660304011323,-1.1631997876611668,-0.16058192728942328,-0.7350056301379614,-0.6243916141262561,-1.4271505771427602,-0.8386510507989045,-0.18846938744902106,-0.2790938217590806,-0.31693608966944664,-1.1239971683311922,-0.6857448435795703,0.6258971181820824,-1.1065247021402043,-1.795605838008675,-0.0034585166504188247,0.10784208632771278,-0.8947756219094224
Employer and Employee,0.8470380342459018,-1.2092545135885715,-0.029286613320102704,-1.2576255691485598,1.4399571932933544,-1.438863420716172,1.0864788755407715,-1.3005075378593878,0.6800274921511892,1.2184460728148707,1.4731400555908694,0.11067762064620504,-0.18119715764667885,1.0227372494618843,1.267367194297357,-1.0470700974730733,0.24091929832034908,0.1370095359020004,-0.7923571924527252,0.2597190299668421,0.16767965320324774,0.610065662836551,1.6594467640219848,1.211655334766698,0.7629989401786949,1.563211440714834,0.8464476908312234,0.798599030470344,1.3881578705557893,0.6897546720259458,0.8723118681939596,0.1137710929284616,0.9268717364916145
Interviewer and Job applicant,0.32896796515598653,-1.5122162646492077,-1.3424988966753224,-1.390328272625248,1.7088272078000786,-1.4695845547010977,0.551543720590842,-1.0425172610180744,0.28181427962302424,1.4579616778975668,0.5750078838746159,-0.2577945525572144,-0.4889749261382418,0.3254869514441173,0.183976855619471,-1.1616776672990787,-0.9367627060112611,-0.94595385256032,-0.8576615047418028,-0.4058169964132285,0.013612160458726834,-0.5663927214617804,0.9711814941535801,0.7322092593570017,0.39005527520995137,1.1761755358005672,0.2961754235420951,-1.491818654887839,0.43342113343437955,0.8891601068571433,0.8141925608361053,-0.3898457030410314,0.8458904871704045
