rel,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Parent and Child,0.6451442383509135,-0.9225622539294539,1.4461541238673492,1.2633589960099738,-1.1442157826681159,1.1928976279831545,0.20407334397536211,1.6354400586339704,0.8235967282001456,-1.2132632554621554,1.2272144146105104,0.7721691798985021,2.00102843904329,0.958112423482974,-0.07801545475667564,0.32644030058142426,-0.06491784983128332,1.9112603360903877,2.0403562226325387,-0.23770579718013513,0.028773952884495874,0.5021532209611435,1.5707905150155042,1.6276805111189103,1.3117829038145468,-0.778773000854942,1.449774252405805,1.6588337164599503,1.6963814981898362,1.5039256054427652,1.267442715305142,1.2230003928867748,1.421627016638924
Parent and Teenager,-0.21149607981261884,-0.6904622660633535,0.7146459228418455,0.8791548762639657,-1.3390620340550516,0.3675369836661793,-0.2256831738127974,1.1991087167917505,0.3141406400980933,-0.7965939138635282,1.2359429780452822,0.571228968431603,1.1243292741868556,0.0959308717938379,-0.2690462763886086,0.015187271305071947,-0.31689558744736096,0.4708514934343925,1.3291602709300228,0.5486989403837997,0.3106832415820228,0.48959304492556577,1.3847958331233392,1.4530230479349688,1.2582514392390627,-1.034129613843785,1.0959891706256437,1.3962721697988458,1.4602874988137384,0.918402734332174,1.3011082510424161,0.9309275946437899,0.6372100650020363
Wife and Husband,1.2622156539771856,1.9024261698122271,1.8500076098501792,1.5746968171834628,-1.1117414074369598,2.1270267293031413,0.15035377925184235,1.8570686767125595,2.1736553616705847,-1.1767133132166614,0.42418657861146736,-0.1822968245692684,1.867804546344518,0.27062125154784583,0.09342246209249501,0.004266112383094674,-0.6528659042687978,1.0580245248355624,2.434328080769904,0.5034382360635732,0.12474307244110079,-0.5277812139562315,1.3499218302685585,1.7399603088800157,1.0869507525975135,-0.8940953422047421,1.2667819687264112,1.1862229324699622,1.014332166658887,1.2449443355284653,1.2898864057966581,1.0819997316660235,-1.1609149472117526
Fiance and Fiancee,1.08072406114593,1.8560061722390062,1.8042883472860851,1.4289642200384256,-1.429990284702288,2.2229988972469754,0.20407334397536211,1.6977731074685734,1.9104363828178585,-1.2132632554621554,0.3630866345680613,-0.05391835613208291,1.6744150246850105,0.033943962848867325,-0.4747717766076134,-0.06672142060975761,-0.6923918238948492,0.8378346380601237,1.7384816819818305,-0.11889644833954066,0.16073149227482764,-0.697343590436531,0.5943184350816391,1.2035123862436237,1.0227129951069325,-0.9847057532652992,0.5836107763233412,0.6610998391477533,0.9880995000615428,0.44548041535823496,1.0654495008814975,0.5482115141874648,-0.8109443072506796
Between Siblings,-0.0009658321283608438,1.0270776441457903,0.6003477664316106,0.985142219642175,-0.8844207808188684,-0.18270344587847093,0.1963991204434308,1.0813685134375008,0.8405785978035479,-0.1752448956901366,0.9129861309587111,0.2921453413942432,0.9438323873046486,-0.14074641690514064,-0.8519351936757888,-0.3397503936591894,-1.0184806608097732,0.28735992112152686,-0.7430293725197546,0.701453817464564,-0.42707936500937743,-0.1886564609956324,1.2685491569407363,1.1536102539053545,0.7764682580597055,-0.9682311330724707,0.37621952148669496,1.3857697079324016,0.7651218339841172,0.4792605809992306,0.9756747389154333,0.6086403689963582,-1.1005751817012226
Between divorced spouses,-1.9392960435661835,0.48993195794138583,-1.8075333952773394,-1.419445633250943,0.3431106029188266,-1.3087768830861268,-1.4765816095176172,-1.3634721797419227,-1.9444480171543406,0.28528437660308287,-0.6057839066916536,-0.13764344424329084,-1.0158480988450282,-1.9778129910924502,-0.7441742173705959,-1.1970613690344054,-1.1864658192204915,-1.3732388083099072,-0.5793008080990315,2.551485106553821,0.08875465260737395,0.2760700523207441,-0.5100249886530891,-1.017132502809348,-0.7759442146293342,-0.9764684431688849,-1.6854935413011416,-1.344870377343085,-1.058048494531305,-2.1781124494257607,-1.6726807390834617,-1.8286567749623437,-1.5350214933770374
Between a person and their in-laws,-0.43654565492337716,-0.1267908669599669,-0.3140374848502697,0.10412242781081225,-0.22194352610328688,-0.11872200058258119,-0.3791676444514251,-0.10988530873490941,0.0763944656504681,-0.5772942603905662,0.3630866345680613,0.16376687295705772,-0.13914893398859382,-1.1494424806460253,-1.0870500510689372,-0.842123704070144,-1.1914065591737482,-0.7814784876009154,-0.7941945489012306,0.5883020566639978,-0.9968960123767191,-0.5466214780095981,0.10608239511470663,-0.2686005177353127,-0.41193025551604207,-1.1165027148079278,-0.5997393248034052,0.1989915170242094,-1.21544449411537,-1.4912490813921824,0.5268009290851121,-0.36829278374741903,0.9630447987588974
Between cousins,0.216824079269147,0.9077119361003673,-0.44357539544853547,0.24323081599471164,-0.6635950292470079,-0.36185149270696154,-0.5556747856858477,-0.06832994284517416,-0.6198621880890035,-0.6796340986779484,0.9217146943934827,0.13027683771257456,0.24333256440465448,-0.6704527297076164,-1.268284420309489,-0.9731776111338712,-1.1074139799683889,-0.17595629896845888,-0.7532624077960499,-0.4074334383809844,-1.1168574118224752,-0.6785033263831645,0.001460386550363959,0.14309207405540678,-0.058622589317846835,-0.8117222412405992,-0.5509413824889001,0.10446936022621177,-0.7170238287658302,-1.0858870937002345,0.5941320005596603,0.05470919991483505,-1.0281674630885869
Employer and Employee,1.0008677603001763,-1.3270793756389434,-0.11592068040586202,-1.2472162002613532,1.3173418598535047,-1.302378738556538,1.1403286148709941,-1.017177463994129,1.078324772251172,0.804293556489092,0.5376579032635059,-0.029358996952795372,0.17199331863692494,1.0505292695463846,1.4335771492334404,-0.9010979622488213,0.44891910530738477,0.4240611424946118,-0.6304659844805075,1.0363830294342398,0.6261817221243616,0.7922932873829893,1.4429191712146408,1.112025143623464,0.48739834935209125,1.5441484463338868,0.22575919935030406,0.5000620905289421,1.538985498605771,0.5580809674948871,0.6577224569522893,0.14870964072866938,0.6533006691381777
Interviewer and Job applicant,0.3765366809606532,-1.2408708087172489,-0.6645518311749898,-1.2008467375333869,1.3887854853620483,-1.3535638947932496,1.0866090501474748,-1.2665096593325404,0.7896329889933427,0.8481534871836843,0.3543580711332896,-0.14545778580033678,0.185745462399379,0.9243013822402627,0.2736771860939088,-0.8486763994233303,-0.2941681836623813,-0.4200000901445701,-0.7450759795750137,0.05875181611734808,-0.24713726584074325,-0.29290592209092764,1.194926262025088,0.8458804378193621,0.08055921857841189,1.5661146065909923,0.6486746994093476,-1.0823088306819806,1.4253106100172792,1.076043507323487,0.7549784490821918,-0.32129256334050227,0.6372100650020363
Guard and Prisoner,-1.3803019376459125,-1.4066565143358922,-1.0760251942518357,-1.3465793346784243,1.3822906103158168,-1.3727583283820166,0.49569383818875556,-1.7998035215841428,-0.942517710553637,-0.13138496499554425,0.24088674648125102,0.3189373695898298,-0.9419303261218387,-1.55517497555856,-0.878385615132518,-1.0933103592756213,-0.42855631039095626,-0.8236815492328745,-0.761448836017086,1.4799379317724595,-1.1876346374954714,2.420092101593865,0.7609386709433698,-0.4349409588628766,-1.603897533396822,0.9455705793277819,0.022434439706533672,0.2760095707114668,0.8656803892739368,0.5806010779222175,-0.12780671025077278,-0.999438600640306,-0.2155919542134518
Nurse and Patient,0.6814425569171646,0.045626266883422396,-0.7712301104912092,-0.8696362894764837,1.0705366080967198,-0.9120919222516117,0.07361154393252767,-0.7470675857108499,-1.1717729501995604,-0.4822644105522829,-0.09079866404009293,0.2921453413942432,1.2859169633956886,0.6718456076280193,-0.5805734624345301,-0.5516208767455486,1.3263945210057257,0.5635147374523896,-0.6795845538067244,-0.3304902410365994,-0.890130366869996,-0.14218380966399471,1.5126671769242026,0.4050782688313192,-0.019366181962492214,0.6270612555997631,0.03870042047803546,-0.7672349746886551,0.8656803892739368,0.12269216589983216,0.897121822195127,0.7529981888176035,-0.12709363146467528
Therapist and Patient,0.8484148223219207,-0.212999433881661,-0.29117785356822273,-0.5384258414195804,1.012082732680639,-0.8289160433669553,-1.2847260212193319,-0.9409926265296146,-1.2227185590097658,-0.5261243412468752,-0.7628980485175529,0.5689962994153043,0.5364251283419526,0.9964316035580464,0.8849758153160944,-0.7088855652220213,0.8837042211939501,0.6662700179475944,-0.7287031231329413,0.29410747858252584,-0.24713726584074325,-0.1220875280070704,1.1794267052007406,1.1951953641872453,-0.340554969415397,0.5007558341214106,0.1932272378073012,-0.23511024012215043,1.2154492772385257,0.8208155891470753,1.1440024176018038,0.8872845328373671,0.21885435746236295
Salesperson and Customer,0.39831567210040403,0.15172911847935366,-1.4112997863885248,-1.0021204686992449,-0.07905627508620079,-1.2511935823198261,0.9101019089130519,-1.5504713262457313,-0.10191516518525034,0.6288538337107226,1.1312002168280157,-0.0025669687572087694,0.12386081546833642,-0.16666821519121935,2.0213642927163114,2.4451451314450154,1.3975411763326182,-0.2805464951867923,-0.7205166949119052,-0.4753244948613241,1.6050667416017312,0.8123895690399137,0.4664470912807758,-0.5680133117649269,-0.7759442146293342,1.0169606001633724,0.05496640124953654,-1.3553728392095292,1.416566387818165,0.9634429551868349,0.6876473776076436,-0.43543595575730054,0.395851002959917
Between Business Partners,0.46365264551965646,0.8480290820776557,0.3184123139530308,-0.7967699909039648,0.44053372861229445,-1.3535638947932496,0.1733764498476366,-0.3522916097583651,-0.10191516518525034,0.9212533716746717,0.45037226891578397,0.515412243024131,0.22012582180551366,0.23004800205659215,1.0965791869699275,0.051227095747597075,-0.396935574690115,0.5635147374523896,-0.6713981255856883,0.15832536562184643,0.8852983449271947,0.7922932873829893,0.9701826880720551,1.0704400333415727,0.9085125373458995,1.494724585755401,1.1447871129401488,1.1022032375384088,1.005587944459772,0.2127726076091539,0.47069170285632195,0.48442550077807744,0.06599361816902015
Between opposing negotiators,-1.2641473182339082,0.7485576587064698,-1.0988848255338826,-1.0551141403883493,1.0185776077268704,-1.3471657502636605,0.7259205441466979,-1.2526578707026288,-0.4840072312617899,1.3233027363751015,1.105014526523699,0.20283858074228808,-0.9281781823593847,-0.45518910046235506,-0.45517887182485106,-0.1934068641046939,-0.5076081496430589,-0.9411161555131086,-0.761448836017086,1.6066679038690934,1.5954698296460712,0.7119081607552917,0.6524417731729406,0.288639960042025,-1.3041213317741107,1.1377744815774489,0.6161427378663448,-0.7322267684671744,1.3466126102252467,1.0385099899446033,0.036780353353677894,-1.0867247242531521,0.13035603471358576
Between political opponents,-2.0627103266914384,1.6073276138110415,0.1012458167735844,-1.1312925434414371,1.236155921775615,-1.350364822528455,1.85019429157465,-0.6016238050967765,-0.7726990145196193,0.9870432677165601,-1.4131760244080822,0.4037787922091871,-0.9213021104781578,0.033943962848867325,0.22077634318045034,0.6649962271627197,-0.15385116898989895,-1.1301124749953602,-0.6918641961382787,1.9008624819505653,1.1684072476191791,1.2369235190424415,1.3034231597955173,0.29101625205813253,-1.5926814170095778,0.9863648769481194,1.3295221802736323,-0.011057720304674203,1.1342529282467466,-0.4874955880597402,-0.5585118182546289,-1.6948500250283651,-0.07997114792311806
Between business rivals,-1.8558099108638055,1.5874333291368043,-0.5159642278416844,-1.2803372450670436,1.333579047469083,-1.350364822528455,1.3206728678713826,-1.287287342277408,-0.68354419910176,0.8993234063273755,-0.9156479086260664,-0.21020518727300438,-1.1017989973603648,-1.0705500510796992,-0.1906746572575592,0.37012493626933335,-0.4700585259983101,-1.1301124749953602,-0.7430293725197546,1.9234928341106785,0.41265043111091554,1.41276598354053,0.552801765016424,0.034376714318463446,-1.4336164936995675,0.8686890184279153,0.9809654494557389,-0.22110695763355778,0.7819856910824097,-0.9250291620764458,-0.5456868522594772,-1.6775846379401103,0.20276375332622154
Between enemies,-2.3349477159383234,0.5927190954249449,0.8098943865170412,0.2796639652809709,-0.1472524630716283,-1.0912399690801025,0.28465269106064195,-1.2561208178601067,-1.8680296039390327,0.31817932462402715,-1.832147069277148,-0.5339421946363417,-1.1963449857272352,-1.3184976868595815,-0.9058156818283853,-1.1697584717294622,-1.003658440950004,-1.387000676233372,-0.6406990197568027,2.4892516381135095,-0.595025324233436,2.480380946564638,-0.8288730147539428,-0.6214798821273578,-1.3907913220391803,-0.6516830736531216,-0.015906800683434152,-0.5811913644830724,0.13741159754766655,-0.6226162506237228,-1.9179582137407445,-1.798442347557897,-0.09376309432552551
Teacher and Student,1.1279118752820563,-1.3370265179760619,0.4669999172863362,-1.0418657224660732,1.3628059851771233,-1.3983509065003723,1.758103609191473,0.6034818057055454,0.32263157489979405,0.8006385622645428,0.7209577353937222,-1.5721332872153202,0.29920064843962335,1.3300338771527973,-0.5923292053041875,-0.06672142060975761,0.6761931431571803,0.1818522670416291,-0.6509320550330979,-0.37348791014081456,-0.2111488460070164,0.18186873205391102,0.7255111124877195,0.8042953275374715,0.5546950476755569,0.802790537656601,0.7648602763486453,1.135210974832948,0.8194609290786161,0.9409228447595045,0.8714718902048231,0.7971208447098117,1.519894634756073
Professor and Graduate student,1.0190169195833023,-1.06845367487386,0.009807291645396425,-0.8431394536319313,1.3628059851771233,-1.369559256117222,1.746592273893576,0.5411487568709427,0.4754684013304099,0.6800237528544139,0.799514806306672,-0.24369522251748757,0.04134795289361324,1.12716762969653,-0.4747717766076134,0.020647850766060585,0.5971413039050775,0.15432853119469928,-0.5895338433753267,-0.5205851991815506,0.3886581512217643,-0.5215011259384427,0.3668070831242585,0.982517228745575,0.6954063259882584,0.807497571997409,0.7369757378832139,1.1772208222987246,0.8794213098725455,0.6449442505717331,0.897121822195127,0.854672135003996,1.3337033583235807
Master and Servant,-0.7124128760268876,-1.675229357438094,1.5414025875425448,-1.518808767668014,1.1777020463595345,-0.7169485140991486,-0.6477654680690247,-0.7574564271832837,-1.9826572237619944,0.822568527611839,1.1137430899584715,0.2140019258237825,-0.7236150438928833,-1.081820398160603,0.9946960820995635,-0.1104060562976667,1.6841040936214908,-0.7264310159070557,-0.7327963372434595,0.610932408824111,-0.2951218256190457,0.3953917246587327,-0.8886570196478532,-0.7355418989005442,-1.855750328637671,-0.3316047384781665,-0.5666264353757052,-0.527178703455645,-0.5671228767810067,-0.15934540754721108,-1.6935213088255838,-1.1768884123807075,0.16138791411900125
Between Close Friends,1.3130332999699383,1.9753718802844293,1.9300163193373436,1.8297288621872785,-1.6670532238897267,1.6439668173191757,-0.41753876211108226,1.9228646727046395,2.156673492067184,-1.4910428165279066,-1.66194008229909,-0.8241891667551959,1.5626788566150729,1.30749318299099,-0.34741789551965807,0.3482826184253788,-0.44041408627877154,1.677308581391484,0.3109732609386506,-1.097659179264438,-0.3071179655636213,-0.5968621821519091,-0.1845342953418008,1.0538059892288165,0.946239474284812,-1.2588905036173748,-0.029849069916150165,1.615323517298967,0.6845500722922739,1.0374376037337776,0.8394094752169426,1.2805516831809598,-1.190222833316867
Between casual acquaintances,-0.40750700007037616,0.7916619421673169,-0.9731568534826242,0.22998239807243542,-0.3226140893198704,0.0412316126571426,0.7566174382744238,0.06326204913898734,-0.02125128456909152,-0.2958597051002655,-0.5097697089091588,-1.1925795544445108,0.2218448397758203,-0.8226024152998169,-0.3376214431282769,0.5448634790209697,0.12283026839246079,-0.37779702851261104,0.44400271953048814,-1.0750288271043247,-0.5710330443442848,-0.6471028862942201,-0.1845342953418008,-1.0135680647851861,-0.020385828906786613,-1.1694568511420196,-1.319508973942354,-1.055302500168267,-0.4322120199946645,-0.7255653268629476,-0.5392743692619008,-0.342394703115036,-0.2730583975568135
Between teammates in sports,0.6959618843436649,0.290989111199014,1.3166162132690826,-1.2140951554556632,0.07682072602334775,-0.05474055528669173,1.539388238531428,-0.296884455238718,0.8151057933984452,1.6522522165845441,0.07504404122057849,-0.22136853235449877,0.4940226850743862,1.0895998060935177,-0.4094620939984055,-0.08856373845371215,-0.15714499562540363,0.5366026401798356,0.18817683762310825,0.5279544509036955,1.656250272031921,0.3451510205164217,-0.4984003210348288,-0.38088031549641804,1.3760206613051278,0.7616039871745296,1.0593907138897651,-0.14758972456844854,1.2241934994376407,1.1098236729644828,1.0093402746527074,0.6086403689963582,-1.5953612588875672
