rel,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Parent and Child,0.6102522715202376,-0.950056816931149,1.4501585067805338,1.2944992509782347,-1.2635727030756274,1.5430228216982822,0.08580126188235271,1.6810282973468282,0.81408927882464,-1.3296639513566628,1.244031467771272,0.6630533365356238,1.9232203490296205,0.9117271407195279,0.006520753236186305,0.5710456533435289,-0.09727892381524464,1.8921284567182122,2.253437799992091,-0.26831124378998067,0.11321122946074615,0.4761143616387541,1.242534566447439,1.4186099146718996,1.4833996191950205,-0.8829065516423161,1.3212010328555117,1.630261814243162,1.5926610448369038,1.5167352129244742,1.070491348848169,1.1311902988887343,1.4959536363748018
Parent and Teenager,-0.28234729177203965,-0.7102915628697274,0.6763363246431591,0.9005098175921145,-1.4625409057915892,0.6698061169000441,-0.3478153723156233,1.2271279576767329,0.3041737901030501,-0.9051580594655301,1.253491889768653,0.43382354492365965,1.0083594848658664,0.040918132045155334,-0.19562558234106142,0.21301437925683947,-0.36829946168648914,0.4161735482695496,1.4946348361688395,0.5373935771640558,0.42196754890965626,0.46241119531196206,1.0603449906719287,1.2227515877636164,1.4216820907369936,-1.1581992067733526,0.94661390219232,1.355149256359113,1.3452547816401697,0.9070559602972457,1.105314073244358,0.8367112679519161,0.6813543425574021
Wife and Husband,1.253226533213826,1.968228846787869,1.8773728365022093,1.6137665504462972,-1.2304113359563005,2.5313145961210934,0.031599182607605865,1.911580850830052,2.1653653239368533,-1.2924265924188438,0.37367264401219713,-0.425788173621206,1.7841973745733637,0.21735655863930925,0.1879341313183317,0.20045187841169249,-0.7296601788481485,1.017836695662635,2.673781887865403,0.49102207667749254,0.2183197637412262,-0.6475452771581927,1.0261844452140205,1.5445188391129387,1.2241859996713074,-1.0072322668627842,1.1274490687193781,1.1350592100518737,0.8779318400463384,1.2470693896470462,1.0937064984456284,0.9890280080916496,-1.1859578848086374
Fiance and Fiancee,1.0641164562451244,1.9202757959755838,1.8290089501186235,1.4643222826101832,-1.555392733725705,2.6328514222604236,0.08580126188235271,1.7458712030139847,1.901908988097366,-1.3296639513566628,0.3074496900305277,-0.2793358067580067,1.5823898310078297,-0.02168905158502832,-0.4133216360396359,0.118795622918237,-0.772173204396579,0.792213015390228,1.931355966426826,-0.14658605501275213,0.2577354640964062,-0.8325380225698851,0.2860392936260105,0.9429539778946404,1.150124965521675,-1.104916757393152,0.4041084026111458,0.5848340942837756,0.8504422552467013,0.414622717790638,0.8615550024710352,0.45084219293125766,-0.8225212767977974
Between Siblings,-0.06297960248834432,1.0639713171847927,0.5554266086841942,1.0091965578365616,-0.9982817661210117,0.08766164703455201,0.07805810770024611,1.1046469136387709,0.8310864617820268,-0.27212295752261273,0.9034562758655471,0.11544883435148719,0.8200057775380347,-0.19812747817918225,-0.8124310678203558,-0.19526689821043794,-1.1229056651711307,0.22815381470921045,-0.7162658857622171,0.6938973913062068,-0.3860543083715341,-0.2775597863348077,0.9464765058122349,0.8869944559208451,0.8662243346147511,-1.087155940933085,0.184522843256861,1.344144754043751,0.6167807844497857,0.44979652082682425,0.768694404081198,0.5117688889871511,-1.1232964006688373
Between divorced spouses,-2.08267522451409,0.5090860149283593,-1.9917380741846649,-1.4566338614593275,0.25521791098954916,-1.10370377966692,-1.609949503999016,-1.4386359419730324,-1.956451543229333,0.1970677650939023,-0.7426571516787909,-0.37484821992965844,-1.2249773305927099,-2.0535767384918975,-0.698399801597293,-1.1814232145544772,-1.3035860237519603,-1.4734247740118591,-0.5415774336590224,2.5893324736944794,0.17890406338604617,0.22945736775649747,-0.7957113125410812,-1.5472447499392457,-0.9235839906680305,-1.0960363491631187,-1.9984159526769116,-1.5170258479503589,-1.2937453591249948,-2.3172093180198283,-1.9706932484190014,-1.9456078519338837,-1.5744590864753971
Between a person and their in-laws,-0.516843787213231,-0.12800451729198964,-0.411851118987525,0.10573802955459682,-0.32178987688674066,0.1553528644607722,-0.5026784559577568,-0.13457306133355232,0.0662132286996408,-0.6817339058386178,0.3074496900305277,-0.031003532511712152,-0.3101164664289557,-1.216917102706716,-1.0612265577615838,-0.7731419370871998,-1.3089001519455141,-0.8670611332797653,-0.7708560270444653,0.5779686400897986,-1.0101362306618844,-0.6681000266483806,-0.19220834278470372,-0.7078519203323178,-0.5039047971534473,-1.247003289073687,-0.8488209654691852,0.10063599240784939,-1.4586828679228176,-1.602008656284041,0.30439141213201165,-0.4732126972497926,1.019726356912322
Between cousins,0.1639524898740987,0.9406634722389187,-0.5488821304076845,0.24838937612543338,-0.7727844697095879,-0.10187376175886391,-0.6807710021462112,-0.09134445755544801,-0.6306712725531987,-0.7859985108645102,0.9129166978629278,-0.06920849778037286,0.08901400862287823,-0.7331343201098425,-1.2530064145912803,-0.9238919472289637,-1.2185599726550993,-0.246596012530646,-0.7271839140186667,-0.44220437061459283,-1.1415218985124844,-0.811983273079697,-0.2946899791584282,-0.24618586404850748,-0.09656910933046939,-0.9184281845624499,-0.7971537750328829,0.0015954715695917455,-0.9363807567297121,-1.1799230198498059,0.3740368609243896,-0.04672582485853863,-1.0481026197010774
Employer and Employee,0.9809080223788946,-1.3679334025810552,-0.20227427799198552,-1.280017908562101,1.2500589245693587,-1.096934657924298,1.0304660720993706,-1.0783975771554963,1.069047023185435,0.725838262010927,0.49665812997815323,-0.25131883222765566,0.014569448107592255,1.0050687599499835,1.6060684239833314,-0.8409794416509937,0.455390408314352,0.3682285162116632,-0.5961675749412708,1.0370464949067748,0.7675118553567346,0.79265750378765,1.1172792331017756,0.8403615209426828,0.5329496809414055,1.6213685692271136,0.02521567274492837,0.41609839211489186,1.427723536039081,0.5318687279112588,0.4398131181171912,0.04804903567285124,0.6980640716613489
Interviewer and Job applicant,0.33036935760655733,-1.278877736786813,-0.7826409145950166,-1.2324674597051557,1.3230139322318786,-1.1510876318652739,0.9762639928246242,-1.3377691998241221,0.7800949129098678,0.7705230927363094,0.29798926803314696,-0.3837627118256791,0.028920206761141543,0.8775777678303368,0.3786773402732732,-0.7806794375942879,-0.3438544719961415,-0.49666225816589704,-0.718449491413507,0.03542208439700848,-0.18897580659563398,-0.39129606684718155,0.8743597987344289,0.5419107370824412,0.06389646466040069,1.645049657840537,0.4729979898595486,-1.24191329006631,1.30860200190732,1.071200374466115,0.5404120997061812,-0.4258252669840981,0.6813543425574021
Guard and Prisoner,-1.5002161874504854,-1.4501386325449712,-1.2179158920472901,-1.3819117275412702,1.316381658808013,-1.1713949970931399,0.3800411208024073,-1.8925362816431275,-0.9536177487435392,-0.22743812679723036,0.1750037820671909,0.14601280656641583,-1.1478420028298835,-1.626709577377009,-0.840420560438744,-1.0620794565255807,-0.48839875886080547,-0.9103056719986432,-0.7359183366238264,1.4914871996750947,-1.2190394425443385,2.568587859739897,0.44925078859157147,-0.894383660244969,-1.8781484308188476,0.9760589045113502,-0.19006428740633077,0.1813356760538372,0.7221575261817282,0.5553179299353831,-0.3727171177938849,-1.1095581893891238,-0.20426129995177084
Nurse and Patient,0.648074286913978,0.05010681429649538,-0.895489982823384,-0.8928213964412594,0.9980325344624739,-0.684018231624356,-0.04583235921346175,-0.7974116525978184,-1.1830797186682547,-0.5849167726002894,-0.18449225383329668,0.11544883435148719,1.1769808990450683,0.6225957835910436,-0.5252796065131885,-0.43897941460628975,1.3991795754895096,0.5111235137175208,-0.6485741105722291,-0.36337281978743535,-0.8932029862748502,-0.22685807092567717,1.1856003240175919,0.04760162631391729,-0.05130958846125009,0.6326831196167243,-0.17284189059422986,-0.911778220605451,0.7221575261817282,0.0785174887781916,0.6874413804900904,0.6573159962317852,-0.1123577898800648
Therapist and Patient,0.8220555577251843,-0.21706018308623157,-0.387669175795732,-0.5531753331773627,0.9383420736476852,-0.5960196489702699,-1.4163706494463484,-0.9991451368956387,-1.2340712675404135,-0.6296016033256718,-0.9129447476316529,0.43127654723908243,0.39486455242664303,0.9504297633272775,1.025545614120466,-0.6198794267764064,0.9230336893470876,0.6164145645113109,-0.7009806462031877,0.2765538869271375,-0.18897580659563398,-0.20493300480281,0.8591773340864693,0.9336273908990076,-0.4216147592094118,0.4965168600895448,-0.009229120879272678,-0.3542167699604454,1.0886853235102227,0.8054427515260407,0.9428080260621429,0.792708654133771,0.24690138585478902
