,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Parent and Child,1.336704217,-1.328316063,2.045227455,1.708266649,-1.463530456,1.892569548,-0.150601835,2.00445607,-1.351991158,-1.693129525,-0.740134484,1.830851978,2.210722314,1.555171853,-0.563307822,-0.370164153,-0.070328743,2.152383192,1.657560503,-0.570027221,-0.592197104,-0.232917072,1.936207035,2.354593517,1.285715934,-0.973692455,1.406502937,1.798450226,0.289107792,2.004902917,1.282585115,1.400556945,2.199463284
Parent and Teenager,0.309392822,-1.220803861,1.460464242,1.453271909,-1.489449107,1.249237845,-0.419557238,1.67789602,-1.419555665,-1.47818588,-0.74375552,1.69341474,1.812598044,0.850374424,-0.377443263,-0.241243034,-0.335560128,1.613795723,1.464539112,0.375029252,0.051231249,0.182824893,1.629835036,1.768374043,0.870423439,-0.886659605,1.050050582,1.634810213,-0.204423077,1.465047569,1.094497334,1.001051014,1.833236284
Wife and Husband,1.313435672,1.796414271,1.804311204,1.735749954,-1.353682776,2.6625624,-0.404318961,1.956834693,0.957680183,-1.40008146,-0.479846375,2.342568689,2.114660072,1.241333239,0.120842627,0.024684471,-0.209245453,1.839635025,3.621104712,-0.02600206,0.650970787,-0.607239356,1.314502523,2.142170697,1.272889587,-0.703131378,1.741937558,1.619164962,1.482855749,1.710160327,1.268372491,1.303944389,-1.325375183
Fiance and Fiancee,1.132106391,1.722455876,1.634266668,1.703239411,-1.290923759,2.269487439,-0.557360027,1.652204186,0.592641193,-1.458921186,-0.531407342,1.86525086,2.01061532,0.892714057,-0.324062803,-0.203682507,-0.579144549,1.59661831,3.055985037,-0.417558711,0.56129139,-0.991199109,-0.292025229,1.171352893,0.605107324,-0.948306848,1.182343119,0.869762752,0.85712916,1.221334112,0.970636139,1.074398947,-1.248286516
Between Siblings,0.407140582,1.050009702,1.28986328,1.736131494,-1.553526374,1.035002709,-0.393095048,1.523197769,0.204868492,-1.137180402,-0.663401552,1.717873421,1.578325473,0.455116905,-0.867415734,-0.364445572,-0.944987791,1.304204811,-0.598712293,0.496097412,0.124131203,-0.220239363,0.552235863,1.579617393,0.9180016,-1.077930648,0.347511143,1.71701745,0.398598403,0.931632655,1.115920071,1.075478357,-0.846494957
Between divorced spouses,-2.001085781,0.51081481,-1.546670539,-0.794585877,0.59405607,-0.855068377,-1.007807192,-1.201444721,-0.209481004,0.568181893,0.097169319,0.100732288,-0.47401273,-1.55639484,0.024874439,-0.290101619,-1.260568848,-0.968944077,0.23924665,1.927874257,1.177073036,0.557765498,-0.445024452,-1.341498847,-1.663693306,-1.120043141,-1.597034242,-0.617483822,-1.262477148,-1.997938344,-1.094260223,-1.497546299,-1.339669959
Between a person and their in-laws,-0.360606199,-0.041249866,-0.516734416,0.189359894,-0.003218053,-0.290661116,-0.573613826,0.232606361,-0.270948813,-0.63680511,-0.742189324,0.715052582,0.26427616,-0.820203269,-0.867300422,-0.71336627,-1.05909297,-0.285438163,-0.608389207,0.229307553,-0.625993524,-0.573989913,-0.511138774,-0.384762488,-0.900093777,-0.896792817,-1.184872081,0.05274907,-1.092355987,-1.221629432,-0.091266981,-0.531039539,1.615796686
Between cousins,0.223983742,1.172630498,0.191825476,1.196882165,-1.026962424,0.140300462,-0.274992987,0.680789271,-0.031906767,-1.407805507,-0.849433151,0.725982431,0.831251578,-0.158998548,-1.151425904,-0.665008596,-1.270074094,0.177880941,-0.541396747,-0.617464321,-0.704071491,-0.89322942,-0.361271661,0.071888606,-0.426670701,-1.069995609,-0.89349034,0.730483724,-0.581675513,-0.765300831,0.21551301,0.197944158,-0.798756849
Employer and Employee,0.640706096,-1.111471134,0.206960527,-0.890276559,1.512445107,-0.994533284,1.078303599,-0.615655674,1.314412679,1.393092204,1.956010538,-0.71921386,-0.755578639,0.829661059,2.15523672,0.866047704,1.455533776,-0.374864937,-0.481330865,0.204543486,0.593375456,0.539217182,1.542558732,0.679967462,0.447533708,1.612364499,0.668514109,0.529817449,0.956869837,0.349816266,0.334837269,0.094339716,0.909320973
Interviewer and Job applicant,-0.05347675,-0.846604044,-1.492123336,-1.076602648,1.550578113,-1.132903635,0.3066274,-0.888378879,0.292838276,1.308348038,0.513836414,-1.255800539,-1.000277673,0.265394687,0.167136094,-0.069352188,-0.087077569,-1.184255937,-0.540808373,-0.738862072,0.364933195,-0.340275932,0.696522134,-0.232871064,-0.850054658,1.226525653,-0.083019705,-1.662147738,0.16805164,-0.08499065,0.235856181,-0.564789435,0.719499457
Guard and Prisoner,-1.619523522,-1.430160633,-0.506246999,-0.983974839,1.182037213,-1.213078875,0.080560061,-1.339886629,-1.782570539,-0.275613921,-0.409030318,-1.001284686,-1.178483525,-1.963195074,-1.345983932,-0.853064396,-0.61028877,-1.104974716,-0.647019353,1.402526501,-2.091680369,3.038949491,0.82014694,-1.016345316,-1.934729128,0.472852143,-1.45447013,-0.141126644,-0.689691138,0.565241921,-0.936792287,-1.453622142,0.18365892
Nurse and Patient,0.980655834,0.340791222,-0.059743506,-0.112891964,0.874189645,-0.315109244,0.012857085,-0.13659104,-0.369981549,-0.411031425,0.032271001,-0.897765966,-0.077456407,0.162865942,-0.417425451,-0.438244726,1.172448725,-0.167678009,-0.47480235,-0.914602704,-1.284107334,-0.139266587,1.990447729,0.814117008,0.381823348,1.070999857,0.421295781,-0.692309393,0.157479721,0.804823828,0.63995645,0.691370044,0.329159461
Therapist and Patient,1.023268486,0.204862796,0.689767445,0.1949231,0.833315991,0.021806143,-0.905494612,-0.412428781,0.30389376,-0.220495402,0.175948773,0.053410078,-0.20976417,0.873470585,0.349459296,-0.637399688,1.331242436,0.069791904,-0.481648788,-0.900736501,-0.582185879,-0.100695421,1.713633541,1.162088505,0.656866981,1.082407936,1.122294765,-0.162459473,0.705732554,0.635796147,0.743010032,1.03381245,0.457636596
