rel,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Parent and Child,1.276055026224572,-1.3839396500099714,1.9469937335214649,1.3768619513047988,-1.1049950885438091,1.4929869566329377,-0.7882928302830016,1.622082481978387,0.3553436300462726,-1.7591708738746705,-0.7552509932200155,0.7016209017335896,1.3641393421743742,0.29135359369104225,-0.5455908767099606,-0.1507536560785207,0.6908469526030986,1.5546116229552667,1.0329925098258936,0.07827319458563292,-0.5754439880098025,-0.11584492716646977,1.8684138185621004,1.8205920776623374,1.2389515621528366,-0.9165610955643503,0.8730800164724747,1.2827893153285461,1.0481621477909653,1.7641467160480007,1.3800003754610315,1.5684958328162284,2.116595635506203
Parent and Teenager,-0.03973299883275593,-1.0931135548796331,1.6238016615805513,1.3642572922955238,-1.0287976691212506,1.18568731592008,-0.7956730392894253,1.409599338500225,0.8716877872006177,-0.9775913508559195,-0.5923607729283519,0.6824554288350211,1.1687252128422982,-0.1363886904887298,-0.3445457414455059,-0.2357444740456715,0.5547121993990443,1.259676265414329,0.9414369250729906,0.5677256630068352,0.11229128592127306,-0.2746099722182975,1.857031768523944,1.7252134227940517,0.76673843264109,-0.8430503120073136,0.8257612304215651,0.3894810434182036,0.596497165987285,1.634650458328053,1.3477765905177903,1.1053824825827796,1.8706367951688734
Wife and Husband,1.4529082553989447,1.7892961879677185,2.0057559284198145,1.742397062573779,-1.238340572533286,2.2581003477955623,-1.4377512228483325,1.7701767940995294,1.8408260513980046,-1.6357635807664468,-0.5190601737971033,0.9507720494149788,1.0856742078761659,0.012673014604221088,0.3183598396967507,-0.2903814284531255,0.3042242535035844,0.9805410163130843,1.7940483080843956,0.46732515666402474,0.45615892288681054,-0.5714315781847582,1.4814241172647746,1.844436741379409,1.1445089362504874,-0.6796930152138989,0.884909712985202,1.8411069852725104,0.5839509164927382,1.6993985871880268,1.3692591138132844,1.3714263220785907,-1.221417197643269
Fiance and Fiancee,1.4033893512301199,1.7505193752836734,1.7707071488264206,1.824327346134066,-1.339937131763364,2.1953861354051822,-1.673917911053907,1.7637379109638291,1.586625850952788,-1.649475502222916,-0.5923607729283519,1.1296497964682841,1.2566615710417322,-0.22712190228443907,-0.2358726953566113,-0.43000920082773003,0.15719872004320626,1.0332080444453942,1.9027705649784676,0.2727991756248288,0.339243926318528,-0.6680711708250012,0.4456575637925201,1.0575628387160503,1.1759898115512706,-0.7940431229692893,0.884909712985202,0.4503884255939088,0.05700843772177778,1.3864492976981535,1.3585178521655372,1.2039172379515986,-1.221417197643269
Between Siblings,-0.6410339780256208,-0.21417246737461104,1.1096324562200055,1.433582916846537,-0.882752615228014,0.6526165106018579,-0.46356363400033546,1.145605129936448,1.2053255502849638,-0.8199042541065225,-0.3317364204616908,0.5802395733759892,0.983081789976826,-0.12342680308934281,-0.6868658366255235,-0.39358456455609403,-0.31110483097874037,1.2122759400952494,-0.6321746878675214,0.7246014541674779,-0.35536870035185825,0.4225756604005984,0.8554113651661592,0.9025725245550856,0.6093340561371744,-0.9165610955643503,0.4945297280651981,1.9020143674482155,-0.15627780368551575,0.4368100744185379,0.7999722464826885,0.7703643143287955,-1.5844992952840888
Between divorced spouses,-1.2069643113836113,0.6906198285864411,-0.5944711958320885,-0.5831625246374882,0.6983438377900724,-1.1660956487191354,-0.3454802898975484,-0.9083985903524515,-0.5423008277758973,1.147756474896824,1.2320096943382803,0.9571605403811688,-0.7805307272451574,-2.048267081898318,0.11188105212785084,0.049581843415477285,-1.1551403008438763,-1.0629396752205558,-0.08284117935010622,1.6156559479599244,1.3089506625613445,-0.3712495648585405,-0.46490643926001135,-1.255369541839883,-1.0801395850048527,-1.0309112033197407,-0.12061449059662628,-0.057173092536967667,-0.7208590309401163,-1.8725398549205274,-0.36008401147399743,-1.3087190239532829,-1.174567894721873
Between a person and their in-laws,-0.03973299883275593,0.4062565355701104,-0.11702836228301011,0.5323497976833629,0.4062537300035984,-0.9465959053528085,-0.46356363400033546,0.03167834746002291,0.2600185548793166,0.5170080878992358,0.35240250476329626,0.5738510824098005,-0.008644916383457844,-1.6658914036164003,-0.9205128857166466,-1.0188741538858452,-0.9917785969990113,-0.2887343616755947,-0.6378969119145779,-0.009577248464326624,-1.2631792619408777,-0.8475447000140239,0.013139662342567655,-0.7188646082057747,-0.9752033340022424,-1.202436364952826,-0.4991647790039028,0.338724891605116,-0.8588677753801297,-1.7430435972005798,-0.7252869074973985,-0.9835543312361805,2.2337188928096934
Between cousins,0.3351958470169126,0.21237247214988494,0.0886393198612077,1.3138386562584228,-0.5970122923934198,0.0819171778494079,0.10471245949432949,0.6240555959445954,0.8478565184088787,-1.005015193768858,-0.31544739843252395,0.12665671477653756,0.357756576114184,-1.5233106422231428,-1.045486888718875,-0.9035294723589979,-1.0516778884087952,-0.1307332772786633,-0.6378969119145779,-0.7625810460354087,-1.4213583749450251,-0.8406418719682923,-0.3397038888402883,-0.6234859533374887,-0.5239774546910178,-1.333122202387558,-0.6647805301820864,1.049311016988343,-1.1850702622383433,-2.1854891444104005,-0.5749092444289393,0.14959535550523653,-0.6240885853954689
Employer and Employee,0.5884496711946134,-0.9405914249890557,0.05925822241203409,-1.1188605325316825,1.371421042689338,-1.4257324880153046,0.8250208585213329,-1.3913148255300924,0.13609595716227366,1.4219949040262105,1.9910781208974324,0.22887257023556873,-0.5203856675718315,0.8260314489157579,0.9377962024034487,-0.9870025971481639,0.00608914398670581,-0.16365016986135733,-0.8653553177850701,-0.5241298434712329,-0.32957862757944295,0.3242103607489225,1.5656512875471336,1.0504094396009285,0.9220440841249534,1.4423182701325588,1.2610940620899334,0.984343142667591,0.875023904766221,0.7044356737064297,0.9396086479034007,0.06879685610280517,1.0460890637523024
Interviewer and Job applicant,0.24040251617944913,-1.5842865155442043,-1.7653079291816731,-1.4062467579431561,1.7981265914556652,-1.4332581935021502,-0.06946047305728224,-0.6959154468742895,-0.2642693585389417,1.8086710890986455,0.642347096882458,-0.3189405301151785,-1.1273908068095917,-0.3308170014795353,0.07248707292062663,-1.2419750510496157,-1.423325764655863,-1.3894752496408798,-0.8753692098674188,-0.8096437833836014,0.27218973711024796,-0.7267452092137202,0.5731365242198744,0.4685996449043851,0.6366174813978533,0.6843404130111143,-0.11115073338644424,-1.695581673063437,-0.6305260345793803,0.5663063321384855,0.7419694335848545,-0.4199355305265367,0.9149110155723927
