rel,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Parent and Child,1.0765554295445987,-1.367490860274041,1.8912955487894894,1.4333899801522485,-1.3139096411194926,1.4686751174508148,-0.40300814817830793,1.8004139893869884,0.6261192299285022,-1.7419066989218879,0.18092028898961673,0.8185252612148143,1.7417174074838055,0.7167219611782374,-0.4246944152552894,0.03772179870397075,0.30025715658498836,1.850245048425747,1.5849466883197942,-0.14449644984778168,-0.4388405161412206,0.09981972199186719,1.8776363964134453,1.9945506553980148,1.418446469226078,-1.0130203997409084,1.3399862623360583,1.6097426573436113,1.6663048010812127,1.8949212523902108,1.5568938828670646,1.5435363921772216,1.975592515272836
Parent and Teenager,-0.14951903451227783,-1.0734902819656944,1.294144539302311,1.2151107318210483,-1.3789882731875376,0.8461153314280516,-0.6507804787213232,1.438070882717446,0.6503204298958749,-1.0520373016143063,0.2837481805768832,0.691879410676205,1.1642574657008986,-0.015151631001851011,-0.41587682947125193,-0.18844346799357858,0.07986859521276327,0.900822402746141,1.1497182707250007,0.5515612545413953,0.11840837018249668,0.003848634200343662,1.7666477035258334,1.837584507555619,1.1163587809922362,-1.1141710464382342,1.1074926162487948,0.9511246127218852,1.253150321283099,1.487104685036128,1.5568938828670646,1.1228314317839354,1.3880017654686834
Wife and Husband,1.5202007948283363,2.0024907685853828,2.1514827743517606,1.8153786647318488,-1.3717573140688661,2.406012323372727,-0.8159620324166662,2.0080063942497475,2.3008422676707,-1.6491172478220375,-0.12756338577218396,0.412432588292099,1.519388722804231,0.16838890087070404,0.15688287319623612,-0.2265065070072563,-0.2540774475128341,1.0701827537517243,2.218617127379244,0.471364249151534,0.20873303466189447,-0.7125416069909296,1.531612824469714,2.0730337293192127,1.237193856285773,-0.9440540497200045,1.2413525942990373,1.6680274400534985,0.9853650103028401,1.7101293703078921,1.5631065639580992,1.3553262783170672,-1.4338003237070729
Fiance and Fiancee,1.3911403249276129,1.954715674610276,1.9893989289195253,1.7826367774821688,-1.6067634854256951,2.423499957811568,-0.9246341072162345,1.917420617582362,1.9959071480818027,-1.6773575155480793,-0.20590844602914934,0.5890943725579131,1.5078263097822622,-0.10165826572482577,-0.46724885099564484,-0.3482197131556437,-0.3616998688651591,0.9783262921893743,1.9023748620969239,0.02766559976632263,0.16233675891837854,-0.8584370485325894,0.5131283485598637,1.2953378150091608,1.2190685949917426,-1.058997966421511,0.8468179221509538,0.5781020033786066,0.6487206193562289,1.0729159838171378,1.4326402610463733,0.9678348674285142,-1.2356592569126492
Between Siblings,-0.3753748568385443,0.3781375734317671,0.9315885692565236,1.3133363935700884,-1.0427486741693055,0.24803823361966706,-0.2160921795230503,1.219155255771265,1.1537053892172293,-0.6163303138410969,0.25926534924658173,0.47254348112020705,0.9667053803541149,-0.14239419424516822,-0.9284469248303087,-0.4818829431804185,-0.8167211356121226,0.7745197680979088,-0.8406314863956044,0.7211081844145264,-0.5750678789626072,0.029053162307208346,1.126830532761953,1.1740457916764004,0.753853555111626,-1.1187688031062943,0.49455482201873613,1.8137393968282167,0.38858631726112025,0.5312846052999965,1.059879395584299,0.7574823872318712,-1.6114440387641422
Between divorced spouses,-1.7748743273245182,0.5949629999341727,-1.405831096450433,-1.1714090499334073,0.5408313728197893,-1.3818092960803752,-1.0941625439035612,-1.3172464909155328,-1.4987461272068296,0.79568307246097,0.3474035420356676,0.44179974204018263,-1.0418509388907786,-2.2743936891637735,-0.41856044253595903,-0.7098185837855807,-1.4015223810486546,-1.374777906739899,-0.4484910774455268,2.2139057032203704,0.677631566112321,-0.16579722805740033,-0.6294023135184942,-1.3588170485077138,-1.0949230968794865,-1.1877351531271982,-1.0624480805656658,-0.8265612599296763,-1.0191993176065266,-2.336175633908398,-1.0772828997315926,-1.7501406003754787,-1.6182764893432604
Between a person and their in-laws,-0.2745463647286038,0.09148700958112914,-0.2925710001921929,0.3092518512465674,0.059972591428123785,-0.6088558538835739,-0.5421084039217546,-0.08301528382240357,0.14209523058104606,-0.051524959320269736,0.3620932408338482,0.3949958407541748,-0.15253620017248026,-1.587375389062265,-1.189140765401856,-1.1316101672743568,-1.3093311156990526,-0.6288029708487802,-0.8714651072606305,0.25213004419990237,-1.424514586990169,-0.8778251470763316,-0.009171382675957093,-0.6096604338053702,-0.8290859312337056,-1.3624499065134883,-0.6608681464149376,0.25753569847422675,-1.1951725219649822,-1.8710098617701474,-0.07082856298399243,-0.7648052984017297,1.7842838990575305
Between cousins,0.3021926101402552,0.5545379204167751,-0.24565199230391432,0.8367600347136344,-0.7571257889817743,-0.16816746602476448,-0.3073767223546875,0.28687663756942094,0.10337331063324974,-1.0036254140839498,0.2739550480447627,0.11876105081126544,0.2514875462808921,-1.234483244239971,-1.3589751350683197,-1.1386916629048083,-1.2970653250302213,-0.21114312218246814,-0.8493281486908681,-0.7032603678358379,-1.584433665084841,-0.9451987895158356,-0.27032124829386744,-0.31713261282635985,-0.3699126451182659,-1.2658970164842227,-0.7313207664413811,0.613072873004539,-1.1033604153431793,-1.9028705310946852,0.05342505883669896,0.10428258030545334,-1.0101883878017535
Employer and Employee,0.8821580967566328,-1.339560805334748,-0.07930278251820026,-1.386050310792421,1.4663941400097624,-1.5231093823462156,1.0775401988910083,-1.4116066749440594,0.6377358059128408,1.2434930321167685,1.445213698886393,0.08563123048920859,-0.2619496628260839,1.0713533928362313,1.2407558527019393,-1.1464813080983052,0.19026071123224403,0.09944653847522912,-0.9086235734313033,0.20784734991941362,0.04644478503989444,0.5037707551507355,1.6321555227326094,1.2387348707872055,0.7707704656527209,1.6113791063878882,0.86419623509081,0.7953099602774532,1.4689087718443365,0.7339184622040561,0.9646182855217695,0.11055625076745844,0.9161071788042635
Interviewer and Job applicant,0.3368776114260748,-1.6578164313535333,-1.4459255213731435,-1.5264766272188264,1.7491246415498252,-1.5552866297136843,0.5202697993188229,-1.1398493449419025,0.22921955046358858,1.4952348472746237,0.5315144336395359,-0.29595822352494977,-0.5829222483159421,0.34597924093691684,0.11685870120260414,-1.2654504346898927,-1.057209766854561,-1.0308185159052543,-0.9761412970690786,-0.47801138747996635,-0.11110512152744886,-0.6728929454689769,0.9235688873560128,0.738345817665387,0.37684812019579145,1.1969679720400572,0.2911815922090691,-1.6215656960925389,0.48447896195500323,0.9454733065189869,0.904148189569033,-0.42233669906403754,0.83047379821265
