"","V1","V2"
"opposing negotiators",-0.0241018826178773,-0.0194096630515642
"nurse and patient",-0.0412575982089193,-0.0366456075227933
"man wife and man mistress",-0.114802101132608,-0.182504943617887
"parent and infant",-0.282895882069899,0.558535905051706
"a person and their crush",-0.114802101132606,-0.182504943617886
"volunteer and organizer",-0.0231396891245114,-0.0185377557473026
"doctor and patient",-0.0412575982089197,-0.036645607522794
"prostitute and customer",0.609420490823645,0.110374130564277
"distant relatives",-0.282895882069899,0.558535905051707
"landlord and tenant",0.609420490823645,0.110374130564278
"ancestor and descendant",-0.282895882069899,0.558535905051707
"representative and citizen",-0.143156043510858,-0.327217562002899
"a person and their deceased spouse",-0.114802101132606,-0.182504943617886
"television host and guest",-0.0524598775513326,-0.0499532904845055
"guest and host",-0.114802101132606,-0.182504943617885
"neighbors",-0.114802101132606,-0.182504943617885
"dealer and buyer",0.609420490823645,0.110374130564277
"friends",-0.114802101132606,-0.182504943617885
"judge and lawyer",-0.143156043510858,-0.327217562002899
"officer and soldier",-0.143156043510858,-0.327217562002899
"teammates in sports",-0.114802101132606,-0.182504943617885
"patient and caretaker",-0.114802101132606,-0.182504943617886
"frenemies",-0.023139689124511,-0.0185377557473035
"enemies",-0.114802101132606,-0.182504943617886
"slave and master",-0.143156043510858,-0.327217562002899
"therapist and patient",-0.04125759820892,-0.0366456075227936
"godparent and godchild",-0.282895882069899,0.558535905051707
"step parent and step child",-0.282895882069899,0.558535905051707
"wife and husband",-0.114802101132606,-0.182504943617886
"romantic rivals",-0.114802101132606,-0.182504943617886
"romantic lovers",-0.114802101132606,-0.182504943617886
"brothers in arms",-0.143156043510858,-0.327217562002899
"driver and passenger",0.609420490823645,0.110374130564277
"employer and employee",0.609420490823645,0.110374130564277
"university student and administrator",-0.0412575982089198,-0.0366456075227936
"athletic trainer and trainee",-0.0524598775513324,-0.0499532904845056
"native and tourist",-0.114802101132606,-0.182504943617885
"co workers",0.609420490823645,0.110374130564277
"bride and bridesmaid",-0.114802101132606,-0.182504943617885
"alumni",-0.114802101132606,-0.182504943617885
"sports rivals",-0.0524598775513324,-0.0499532904845056
"classmates",-0.023139689124511,-0.0185377557473035
"psychologist and client",-0.0412575982089199,-0.0366456075227935
"reader and writer",-0.0524598775513324,-0.0499532904845056
"aunt and niece/nephew",-0.282895882069899,0.558535905051707
"guard and prisoner",-0.143156043510858,-0.327217562002899
"criminal and police officer",-0.143156043510858,-0.327217562002899
"church members",-0.0262881040991625,-0.0214250835949648
"friends with benefits",-0.114802101132606,-0.182504943617886
"parent and child",-0.282895882069899,0.558535905051707
"predecessor and successor",-0.0231396891245109,-0.0185377557473036
"defendant and plaintiff",-0.143156043510858,-0.327217562002899
"roommates",-0.114802101132606,-0.182504943617885
"mentor and mentee",-0.0241018826178767,-0.0194096630515642
"customer and businessman",0.609420490823645,0.110374130564277
"superior and subordinate",0.609420490823645,0.110374130564277
"victim and witness",-0.143156043510858,-0.327217562002899
"leader and follower",-0.023139689124511,-0.0185377557473035
"bride and groom",-0.114802101132606,-0.182504943617886
"union leader and union member",0.609420490823645,0.110374130564277
"foster parent and foster child",-0.282895882069899,0.558535905051707
"police officer and civilian",-0.143156043510858,-0.327217562002899
"political opponents",0.609420490823645,0.110374130564277
"teacher and student",-0.04125759820892,-0.0366456075227935
"politician and supporter",-0.143156043510858,-0.327217562002899
"siblings",-0.282895882069899,0.558535905051707
"second cousins",-0.282895882069899,0.558535905051706
"manager and staff",0.609420490823645,0.110374130564277
"drug dealer and addict",0.609420490823645,0.110374130564277
"team captain and team members",-0.0524598775513323,-0.0499532904845055
"life partners",-0.114802101132606,-0.182504943617886
"soul mates",-0.114802101132606,-0.182504943617886
"close friends",-0.114802101132606,-0.182504943617885
"salesperson and customer",0.609420490823645,0.110374130564277
"competitors in sports",-0.0524598775513323,-0.0499532904845055
"boss and secretary",0.609420490823645,0.110374130564277
"bully and victim",-0.114802101132606,-0.182504943617886
"director and performer",-0.0524598775513323,-0.0499532904845055
"confidants",-0.114802101132606,-0.182504943617885
"playmates",-0.114802101132606,-0.182504943617885
"uncle and niece/nephew",-0.282895882069899,0.558535905051706
"step grandparent and step grandchild",-0.282895882069899,0.558535905051707
"guide and tourist",0.609420490823645,0.110374130564277
"fiance and fiancee",-0.114802101132606,-0.182504943617886
"criminal and prosecutor",-0.143156043510858,-0.327217562002899
"long distance lovers",-0.114802101132606,-0.182504943617886
"fraternity brothers",-0.114802101132606,-0.182504943617885
"chief and deputy",-0.143156043510858,-0.327217562002899
"adoptive parents and adopted kids",-0.282895882069899,0.558535905051706
"master and servant",-0.0241018826178776,-0.0194096630515642
"a person and their family friends",-0.282895882069899,0.558535905051707
"owner and manager",0.609420490823645,0.110374130564277
"groom and groomsman",-0.114802101132606,-0.182504943617885
"strangers",-0.0231396891245109,-0.0185377557473035
"a monarch and their minister",-0.0231396891245109,-0.0185377557473035
"step siblings",-0.282895882069899,0.558535905051706
"business rivals",0.609420490823645,0.110374130564277
"interviewer and job applicant",-0.0241018826178767,-0.0194096630515642
"student and dorm resident assistant",-0.04125759820892,-0.0366456075227937
"manager and assistant",0.609420490823645,0.110374130564277
"a person and their significant other",-0.114802101132606,-0.182504943617886
"ex lovers",-0.114802101132606,-0.182504943617886
"chef and customer",0.609420490823645,0.110374130564277
"professor and teaching assistant",-0.0412575982089201,-0.0366456075227936
"grandparent and grandchild",-0.282895882069899,0.558535905051706
"business partners",0.609420490823645,0.110374130564277
"peers",-0.114802101132606,-0.182504943617885
"twins",-0.282895882069899,0.558535905051706
"performer and audience",-0.0524598775513323,-0.0499532904845054
"celebrity and fans",-0.0524598775513324,-0.0499532904845054
"cohabitants",-0.114802101132606,-0.182504943617885
"pen friends",-0.114802101132606,-0.182504943617885
"judge and contestant",-0.143156043510858,-0.327217562002899
"casual acquaintances",-0.114802101132606,-0.182504943617885
"diplomats",-0.143156043510858,-0.327217562002899
"facebook friends",-0.0241018826178766,-0.0194096630515643
"club member and club president",-0.114802101132606,-0.182504943617885
"victim and criminal",-0.143156043510858,-0.327217562002899
"man and his mistress",-0.114802101132606,-0.182504943617886
"sugar daddy and sugar baby",-0.114802101132606,-0.182504943617886
"companions",-0.114802101132606,-0.182504943617885
"criminal and hostage",-0.143156043510858,-0.327217562002899
"fans of opposing sports teams",-0.0524598775513324,-0.0499532904845054
"reviewer and writer",-0.0524598775513324,-0.0499532904845055
"close relatives",-0.282895882069899,0.558535905051706
"lawyer and client",-0.143156043510858,-0.327217562002899
"athlete and referee",-0.0524598775513323,-0.0499532904845055
"consultant and client",0.609420490823645,0.110374130564277
"researcher and research subject",-0.0412575982089199,-0.0366456075227936
"coach and athlete",-0.0524598775513324,-0.0499532904845055
"criminal and their accomplice",-0.143156043510858,-0.327217562002899
"babysitter and infant",-0.114802101132606,-0.182504943617886
"religious followers",-0.0262881040991624,-0.0214250835949648
"mother and infant",-0.282895882069899,0.558535905051706
"childhood friends",-0.114802101132606,-0.182504943617885
"man and god",-0.0262881040991624,-0.0214250835949648
"divorced spouses",-0.114802101132606,-0.182504943617886
"half siblings",-0.282895882069899,0.558535905051706
"parole officer and parolee",-0.143156043510858,-0.327217562002899
"landlord and housekeeper",0.609420490823645,0.110374130564277
"a person and their social media follower",-0.0524598775513324,-0.0499532904845055
"parent and teenager",-0.282895882069899,0.558535905051706
"entrepreneur and investor",0.609420490823645,0.110374130564277
"professor and graduate student",-0.0412575982089199,-0.0366456075227937
"sorority sisters",-0.114802101132606,-0.182504943617885
"doctor and nurse",-0.0412575982089199,-0.0366456075227935
"intern and employee",0.609420490823645,0.110374130564277
"cousins",-0.282895882069899,0.558535905051707
"brother and sister",-0.282895882069899,0.558535905051706
"political allies",-0.143156043510858,-0.327217562002899
"supervisor and subordinate",0.609420490823645,0.110374130564277
"religious leader and congregant",-0.0262881040991624,-0.0214250835949649
"fans of the same sports team",-0.0241018826178767,-0.0194096630515643
"principal and teacher",-0.0412575982089199,-0.0366456075227936
"celebrity and haters",-0.0524598775513323,-0.0499532904845056
"a person and their in laws",-0.282895882069899,0.558535905051707
"police officer and offender",-0.143156043510858,-0.327217562002899
"customer and server",0.609420490823645,0.110374130564277
"foreman and laborer",0.609420490823645,0.110374130564277
