,Q39_1_1,Q39_1_2,Q39_1_3,Q39_1_4,Q40_1_1,Q40_1_2,Q40_1_3,Q40_1_4,Q40_1_5
0,1,50,50,100,1,1,100,100,2
1,1,51,51,93,1,1,100,100,1
2,10,50,50,100,0,10,90,100,20
4,6,50,66,100,6,12,72,90,31
5,3,48,49,92,4,4,90,100,14
6,0,50,50,100,0,0,100,100,0
8,18,76,76,99,5,5,98,98,5
9,0,50,51,100,0,0,100,100,0
10,7,53,71,98,7,7,98,98,7
11,2,53,53,100,2,3,100,100,3
12,0,50,50,85,0,0,100,100,0
13,0,50,61,100,5,10,90,100,15
14,12,53,51,99,0,0,100,100,0
15,6,50,60,96,0,4,74,89,16
16,6,41,57,99,1,1,100,100,8
17,9,55,48,100,4,3,97,100,4
18,1,50,60,100,1,6,84,100,31
19,2,54,54,100,1,1,82,100,21
20,22,48,50,99,4,4,100,100,4
21,5,51,62,100,1,1,100,100,0
22,0,50,60,100,0,0,100,100,0
23,1,67,67,99,0,0,98,99,0
24,3,50,50,100,1,4,84,100,20
25,14,56,71,94,0,0,87,100,0
27,0,52,62,100,0,4,76,100,25
29,3,16,53,100,4,3,100,100,3
30,8,53,53,94,10,10,81,89,16
32,0,49,47,100,1,3,100,100,2
33,14,50,50,87,0,9,81,100,17
34,1,50,70,79,0,0,100,100,0
35,6,52,52,97,6,6,96,96,6
36,7,45,21,100,9,4,89,88,5
37,1,50,50,100,1,1,100,99,1
38,3,56,85,100,0,3,100,100,10
39,0,50,50,100,0,10,60,100,30
40,3,50,58,90,0,8,100,100,25
41,6,29,28,94,6,20,67,100,38
42,1,51,51,100,5,4,100,100,3
43,2,51,51,100,1,1,100,100,1
44,0,49,48,100,0,0,100,100,0
45,24,50,50,91,0,0,100,100,10
46,0,50,60,100,0,0,100,100,0
48,0,50,60,100,0,11,82,100,25
49,4,50,21,93,3,3,100,100,6
50,0,62,73,100,0,0,100,100,0
51,5,50,60,95,2,14,72,97,23
53,2,15,38,100,3,3,100,100,9
54,10,51,60,92,10,16,87,81,17
55,1,50,75,100,2,7,84,100,25
56,8,51,47,100,3,5,75,89,2
57,3,52,55,99,2,4,80,95,8
58,20,50,60,80,0,11,70,100,30
59,6,57,56,90,4,3,95,100,1
60,10,50,61,96,3,14,97,100,23
61,0,60,75,100,0,0,100,100,0
62,22,46,51,85,1,0,100,100,3
63,14,56,56,94,1,1,100,100,1
64,0,50,50,100,0,0,100,100,0
65,2,51,12,91,3,8,98,97,4
66,0,50,54,100,0,0,100,100,0
67,1,29,77,100,0,0,100,98,0
68,0,55,78,100,0,0,100,100,0
70,18,28,30,97,4,12,61,99,39
75,10,58,64,100,12,10,100,100,11
76,12,51,36,100,6,7,98,100,10
77,0,50,50,100,0,0,100,100,0
78,0,52,52,100,0,0,100,100,0
79,8,10,58,100,2,6,100,100,5
80,1,37,80,100,1,1,100,100,1
81,5,48,84,98,5,9,95,98,25
82,0,50,50,100,0,1,77,100,15
83,6,30,49,98,6,5,99,97,10
84,0,57,67,100,0,0,100,100,0
85,6,54,55,100,2,2,100,100,3
86,1,49,50,100,1,17,82,99,29
87,2,49,58,100,2,2,100,100,10
89,4,48,42,100,1,1,93,100,3
90,3,51,50,100,1,1,100,100,32
91,0,50,60,100,0,0,100,100,0
93,5,54,77,100,1,1,100,100,1
94,15,35,45,100,1,1,100,100,15
95,0,68,51,100,0,0,100,100,0
96,8,51,51,100,3,2,100,100,0
97,0,13,8,99,2,3,100,99,2
98,0,13,7,100,1,1,100,100,1
99,1,55,100,100,1,1,100,100,1
100,2,50,50,100,0,2,96,100,6
101,3,55,54,100,2,3,100,100,13
102,5,52,56,95,2,1,78,97,8
103,1,8,17,100,0,3,56,100,18
104,1,46,51,98,0,0,99,99,13
105,14,50,56,94,4,5,72,86,19
107,0,55,52,99,0,0,100,100,0
108,0,60,70,100,0,0,100,100,0
109,0,51,68,100,0,0,100,100,0
110,0,50,50,98,0,0,100,100,0
111,5,45,50,90,1,5,85,100,15
112,0,51,57,100,0,0,100,100,0
113,0,52,62,100,0,0,100,100,0
114,1,50,50,100,1,2,100,100,7
115,2,53,54,100,1,3,91,97,17
116,0,50,60,100,0,6,91,100,22
117,0,41,49,99,0,0,100,100,0
118,7,46,58,92,6,8,82,89,15
119,0,54,74,97,0,0,100,100,0
120,19,50,52,95,2,8,97,100,2
121,23,55,67,95,1,2,90,98,10
122,3,51,54,95,0,0,100,100,0
123,12,21,25,93,0,0,74,100,22
124,2,35,53,100,1,2,100,100,6
125,0,45,63,100,0,0,100,100,0
126,3,54,61,99,10,21,77,100,41
127,3,51,58,100,2,2,100,100,3
128,0,50,50,100,0,0,100,100,0
