,Q39_1_1,Q39_1_2,Q39_1_3,Q39_1_4,Q40_1_1,Q40_1_2,Q40_1_3,Q40_1_4,Q40_1_5
305,5,5,7,100,11,2,100,100,2
306,18,14,22,91,6,6,94,96,15
307,13,50,50,98,1,0,100,100,0
308,1,50,49,100,2,2,100,100,2
309,6,48,60,81,7,10,85,93,28
310,1,50,50,100,2,1,100,100,1
311,23,49,51,100,1,11,67,100,27
312,4,46,44,100,4,4,76,100,10
313,3,59,76,100,5,3,77,98,12
314,0,47,47,100,1,0,100,100,0
315,1,52,77,100,2,1,100,100,1
316,0,53,54,100,1,6,74,100,22
317,13,7,53,95,5,4,100,99,2
318,6,36,41,100,5,6,100,100,4
319,9,84,84,100,1,1,100,100,2
320,4,11,21,100,4,3,100,100,6
321,10,41,17,98,1,20,69,88,1
322,1,51,51,99,1,1,100,100,10
323,22,31,67,95,7,5,86,84,25
324,1,43,72,100,1,1,100,100,1
326,0,50,50,100,1,0,83,100,26
327,2,19,7,94,3,15,66,89,23
328,5,50,50,100,4,11,76,100,23
329,3,31,55,100,2,3,100,100,3
330,8,8,6,94,6,6,96,98,6
331,0,50,50,100,1,0,100,100,0
332,25,50,50,100,1,2,100,100,2
333,24,29,40,80,1,37,77,82,26
335,4,42,53,100,3,4,65,100,11
336,2,8,53,100,1,1,100,100,1
337,2,50,70,100,1,1,100,100,1
338,6,49,12,100,2,3,100,100,30
339,8,51,52,99,1,1,100,100,1
340,24,50,69,100,2,1,100,100,4
341,1,50,70,100,1,1,100,100,1
342,12,55,70,71,1,0,99,98,0
343,0,50,59,100,3,2,100,100,5
344,4,50,50,100,3,10,75,100,31
345,1,89,13,100,1,2,100,100,3
346,5,51,51,99,5,5,99,99,11
347,4,52,53,95,1,2,96,98,11
348,0,30,37,91,1,0,99,100,0
349,0,50,50,100,1,8,62,100,17
350,5,54,70,100,1,0,100,100,0
351,6,12,51,100,8,10,100,100,8
352,4,21,17,88,2,1,96,97,11
353,0,20,20,100,1,0,100,100,0
354,1,52,67,100,1,1,100,100,1
355,1,50,50,100,4,5,100,100,4
356,6,50,58,100,2,5,100,100,3
357,2,53,65,100,1,1,100,100,1
358,12,54,54,92,6,6,95,96,6
359,4,50,62,92,1,1,100,100,2
360,1,50,67,100,3,6,90,100,20
361,0,0,56,100,1,0,100,100,0
362,1,50,35,100,1,14,62,100,29
363,1,48,50,90,1,1,99,99,1
364,4,21,36,100,2,11,88,97,22
365,1,50,79,100,1,1,100,100,1
366,0,51,53,77,1,0,100,100,0
367,1,50,50,100,1,1,100,100,1
368,1,52,51,100,1,8,58,100,22
369,4,48,48,88,2,4,99,99,1
370,5,50,50,100,6,6,100,100,3
371,1,50,70,100,1,1,100,100,1
372,2,48,50,98,2,4,96,88,6
373,6,52,51,98,6,7,85,94,25
374,1,50,50,100,1,2,82,100,11
375,0,6,16,100,1,11,100,100,23
376,18,58,58,100,1,0,100,100,0
377,4,40,54,100,5,5,100,100,4
378,10,44,50,97,2,7,80,100,17
379,2,4,19,100,1,3,100,100,3
380,1,51,50,100,3,11,100,100,7
381,6,31,57,100,8,9,100,100,5
382,1,50,50,100,1,1,100,100,1
383,1,98,50,100,1,1,72,100,12
384,5,7,78,98,6,8,82,85,15
385,19,47,68,98,6,9,82,95,26
386,6,49,48,98,1,3,100,100,3
387,12,16,53,100,4,10,56,100,13
388,2,51,59,100,2,10,84,96,25
389,7,34,69,89,7,6,100,99,6
390,0,44,41,100,1,0,100,100,0
391,23,50,62,100,1,3,100,100,21
392,2,50,48,100,4,4,100,100,4
393,10,60,75,90,2,2,100,100,2
394,4,57,59,100,2,8,100,100,16
395,6,6,32,99,5,5,96,95,6
396,7,51,51,97,1,7,90,100,19
397,4,50,50,100,1,0,99,99,0
398,4,50,60,100,5,8,79,100,11
399,1,50,50,100,2,10,100,100,18
400,2,30,46,100,3,6,100,100,15
401,10,50,49,87,1,1,84,98,13
402,1,50,50,100,1,1,100,100,1
403,1,50,50,100,1,1,100,100,20
404,2,50,62,100,1,2,80,100,13
405,0,42,35,100,1,0,100,100,0
406,3,50,50,100,2,7,80,100,25
407,1,31,33,99,2,5,89,98,6
408,5,51,51,98,1,1,98,98,1
409,10,64,40,82,2,29,88,63,48
410,1,50,85,100,1,1,100,100,1
411,3,53,52,100,4,4,100,100,3
412,6,53,50,76,9,10,100,100,12
413,1,50,50,100,1,1,100,100,25
414,4,23,56,100,2,2,100,100,15
416,1,50,45,100,1,1,100,100,10
417,1,50,50,100,1,1,100,100,1
418,0,50,50,100,2,0,100,100,0
419,1,51,52,100,3,9,71,100,26
420,3,50,50,100,6,10,92,90,15
421,3,58,64,100,4,10,71,83,24
422,8,12,23,84,7,15,56,82,29
423,6,37,70,100,2,3,98,99,2
424,4,40,20,99,1,2,97,98,3
425,5,43,37,97,3,5,88,95,9
426,0,4,11,100,0,0,100,100,0
427,8,50,49,100,0,0,100,75,0
428,3,52,58,100,1,1,96,97,2
429,1,50,50,100,11,5,71,100,28
430,15,52,56,100,2,17,91,99,46
431,4,53,28,100,6,17,85,94,28
432,5,18,52,100,5,7,68,96,4
433,7,54,68,100,7,17,53,83,35
434,0,50,50,99,1,1,100,100,1
435,1,4,3,100,2,4,74,96,20
436,4,52,51,98,2,2,99,99,2
437,18,27,73,90,3,9,77,94,25
438,8,28,28,93,4,7,96,96,3
439,15,48,55,100,1,6,100,100,13
440,3,52,52,100,1,1,99,100,1
441,3,48,49,85,1,3,75,100,17
442,16,42,49,87,0,9,83,100,21
443,3,49,49,100,0,0,100,100,10
444,2,50,50,100,1,1,100,100,1
445,5,48,49,100,1,1,100,100,1
446,24,41,70,95,6,10,61,82,25
447,14,57,57,79,4,10,84,100,26
448,10,50,56,98,2,4,98,98,5
449,6,23,23,100,6,8,97,100,18
450,0,54,54,100,0,1,100,100,15
451,0,50,50,100,29,0,100,100,0
452,0,47,48,100,0,0,100,100,0
453,0,50,50,100,0,0,100,100,0
454,3,50,54,100,2,15,80,100,21
455,0,41,41,100,0,0,100,100,0
457,0,37,63,100,0,0,100,100,0
458,5,66,43,96,2,6,85,100,21
459,4,25,32,100,2,2,100,100,12
460,1,51,52,100,1,1,100,100,1
461,0,52,52,100,15,0,100,100,0
462,3,35,52,100,1,1,100,100,1
463,1,44,49,100,2,2,87,100,20
464,14,57,58,99,6,8,96,94,9
465,1,51,50,99,1,1,100,100,1
466,3,50,91,100,4,5,100,100,5
467,1,41,50,100,1,1,100,100,10
468,4,51,81,99,1,11,75,100,32
469,7,6,43,98,3,5,99,100,16
470,3,55,54,100,5,4,100,100,9
471,2,52,71,100,2,0,100,100,8
472,2,39,39,100,1,4,82,100,21
473,1,50,50,100,1,5,75,100,25
474,12,48,69,82,4,5,93,95,6
475,5,53,52,99,0,2,100,100,1
476,0,54,52,100,0,0,100,100,0
477,15,53,52,97,2,7,99,99,8
478,0,49,49,100,0,1,100,100,3
479,1,51,51,99,1,4,100,100,8
480,1,20,20,100,5,0,100,100,0
481,12,37,57,100,5,15,98,99,17
482,1,50,68,100,1,1,100,100,1
483,6,51,52,100,3,3,100,100,5
484,0,46,47,100,0,0,100,100,18
485,5,51,30,100,1,3,100,100,11
486,18,50,77,96,5,11,92,95,14
487,7,53,46,98,6,6,98,98,1
488,0,16,16,99,0,1,91,91,11
489,27,62,41,95,3,39,99,99,10
490,0,23,15,100,0,0,100,100,0
491,1,6,59,100,4,4,100,100,4
492,0,48,48,100,2,4,100,100,3
493,4,50,50,100,1,2,90,98,9
494,6,51,51,98,5,4,99,99,5
495,4,52,52,99,3,4,92,99,16
496,1,29,44,95,3,2,96,100,1
497,2,51,51,100,2,4,100,100,5
498,5,49,47,100,6,9,100,100,5
499,2,53,52,99,0,2,100,100,6
500,1,48,26,98,2,4,100,100,7
501,9,52,51,98,1,10,70,98,35
503,5,49,47,99,7,14,55,100,30
504,0,51,52,100,0,0,100,100,0
505,3,52,55,98,5,9,88,100,6
506,3,2,50,100,2,3,100,100,3
507,6,49,71,100,1,2,95,99,2
508,1,60,60,100,2,1,100,100,1
509,2,50,50,89,1,1,100,100,1
510,3,55,54,100,5,6,100,100,17
511,35,62,67,60,23,38,55,72,48
512,6,50,50,99,0,4,100,100,0
513,1,53,52,91,1,1,100,100,1
514,20,63,50,100,2,4,100,100,5
515,1,52,57,100,2,9,79,92,22
516,4,50,50,95,0,0,100,100,7
517,1,20,20,100,2,1,75,100,1
518,8,50,76,100,1,1,100,100,1
519,5,50,50,95,4,9,71,100,27
520,0,50,50,89,1,3,100,100,10
521,1,23,66,98,0,1,99,99,1
522,1,14,53,100,3,7,93,100,10
523,2,49,51,96,0,9,98,100,22
524,10,50,50,100,1,2,61,81,5
525,10,49,49,87,0,0,64,78,0
526,20,50,50,100,0,0,100,100,0
527,3,16,0,92,0,0,98,99,0
528,1,52,55,97,6,8,96,98,11
529,1,50,50,100,1,1,100,100,0
530,0,50,50,100,1,0,100,100,0
531,1,50,77,100,6,26,69,94,34
532,3,50,50,90,2,8,76,100,24
533,6,47,61,80,5,5,94,98,7
534,18,30,59,100,0,0,100,100,0
535,3,50,50,100,1,1,100,100,1
536,0,50,50,100,0,0,100,100,0
537,3,5,43,99,5,8,99,98,6
538,7,50,75,100,10,4,100,100,9
539,10,61,61,100,7,5,100,100,0
540,5,47,55,96,5,6,93,93,7
541,0,22,42,100,0,0,100,100,0
542,0,46,44,100,0,0,100,100,0
543,6,52,52,99,0,0,99,99,0
544,8,52,51,100,3,5,100,100,17
545,30,20,35,70,6,10,100,100,40
546,4,50,47,100,0,0,100,100,32
547,25,48,32,100,2,1,100,100,10
548,1,49,61,99,5,5,97,99,5
549,2,48,61,100,0,10,100,100,23
550,1,54,54,100,0,8,84,100,23
552,1,55,65,100,1,1,80,100,10
553,1,50,50,100,1,1,100,100,1
554,4,27,53,92,4,11,92,100,17
555,26,33,49,100,7,9,100,100,23
556,1,14,8,100,0,1,100,100,5
557,9,50,55,100,5,5,97,100,13
558,2,47,60,100,1,1,100,100,3
559,2,2,23,100,0,4,81,100,27
560,17,22,28,83,19,6,100,98,7
561,0,24,26,100,0,0,100,100,0
562,5,23,60,99,2,5,80,94,17
563,7,53,50,100,0,7,77,100,21
564,1,50,50,100,1,1,100,100,2
565,1,53,60,100,1,1,100,100,1
566,18,49,66,100,4,3,100,100,3
567,0,14,30,100,0,0,100,100,0
569,3,54,56,100,0,0,100,100,0
570,5,54,54,100,3,10,72,99,22
571,2,26,38,90,5,3,100,100,21
572,0,49,72,100,0,0,79,100,16
573,5,51,68,94,3,5,88,100,11
574,11,57,58,100,9,11,100,100,13
575,5,29,38,100,3,10,76,100,33
576,0,54,67,100,0,0,100,100,0
577,8,3,47,100,1,3,100,100,3
578,0,51,77,100,0,0,100,100,0
579,0,0,62,100,0,0,57,99,0
580,0,57,61,97,0,0,96,98,18
581,5,54,71,97,5,12,67,93,24
582,3,36,38,100,1,25,77,100,38
583,20,22,52,96,3,2,100,100,9
584,0,46,72,98,0,1,99,97,2
585,7,40,55,100,7,10,75,99,17
586,22,54,87,98,3,3,99,100,13
587,2,56,55,99,1,2,98,99,0
588,0,1,18,89,0,0,98,97,0
589,8,42,42,99,4,11,94,97,17
590,7,57,43,98,5,5,96,98,3
591,10,10,23,100,3,0,100,100,4
592,1,42,50,87,1,0,99,99,1
594,9,53,55,100,4,8,100,100,23
595,5,27,28,92,5,5,97,96,5
596,3,10,34,100,2,2,86,100,11
597,24,27,52,77,11,12,77,77,14
598,5,51,50,100,4,5,100,100,6
599,10,50,63,100,1,1,100,100,23
600,1,51,70,100,1,2,100,100,28
601,1,58,74,100,1,2,89,100,2
602,12,52,56,94,12,17,87,93,20
603,5,5,49,99,5,5,99,98,5
604,2,51,49,100,6,7,89,100,13
605,1,31,50,99,2,9,100,100,17
606,8,34,54,100,3,4,100,100,4
607,1,51,60,100,0,0,100,100,0
609,4,50,69,100,0,0,100,100,0
610,1,56,75,100,1,2,100,100,4
611,1,50,50,100,0,0,100,100,0
612,0,50,50,100,0,0,100,100,0
613,0,53,52,100,0,10,100,100,14
614,0,54,64,96,0,7,69,96,19
615,8,45,45,96,5,6,100,100,10
616,6,42,31,100,2,3,100,100,20
617,1,55,63,100,2,2,100,100,22
618,4,6,8,97,4,5,100,100,5
619,0,50,50,100,0,5,80,100,13
620,0,51,65,99,0,0,100,100,0
621,2,41,64,100,0,0,100,100,0
622,12,17,54,99,14,14,100,96,13
623,6,25,25,100,5,11,100,100,18
624,7,17,21,88,9,11,95,97,26
625,0,0,55,99,1,3,98,95,3
626,2,8,58,100,1,10,60,87,19
627,3,7,12,100,0,5,100,100,8
628,4,54,52,100,3,14,80,100,31
629,0,40,55,100,0,0,100,100,0
630,0,10,21,100,2,8,76,100,19
631,0,19,67,100,0,0,100,100,0
632,0,50,50,100,0,0,100,100,0
633,2,55,49,86,0,0,100,100,0
634,3,45,57,98,4,6,100,100,8
635,30,50,50,100,0,0,100,100,0
636,2,50,59,100,2,1,100,100,13
637,9,49,49,100,3,4,100,100,35
638,0,50,51,100,0,0,100,100,0
639,0,50,50,100,0,0,100,100,0
640,1,51,51,100,1,1,100,100,0
