,Q39_1_1,Q39_1_2,Q39_1_3,Q39_1_4,Q40_1_1,Q40_1_2,Q40_1_3,Q40_1_4,Q40_1_5
312,6,46,100,99,5,5,100,100,5
313,5,51,77,100,2,1,100,100,8
314,13,50,49,98,6,5,99,98,7
316,3,56,78,91,3,2,100,100,4
317,6,46,33,95,3,1,86,89,10
319,3,50,50,100,2,8,84,94,14
320,10,52,67,100,8,9,100,90,23
321,0,6,6,100,0,0,100,100,0
322,10,51,50,100,5,10,92,94,29
323,0,20,20,100,2,1,100,100,5
324,2,50,50,99,1,8,87,100,17
325,1,5,9,100,1,1,100,100,1
326,6,54,44,99,5,7,99,99,9
328,8,62,62,100,2,2,100,100,1
329,5,29,27,100,3,2,100,100,5
330,0,53,100,100,0,0,100,100,0
331,3,50,50,99,2,3,98,100,1
332,3,50,55,100,2,2,100,100,2
333,0,45,47,100,0,0,100,100,0
334,0,52,51,100,5,9,79,100,18
335,18,73,36,100,6,4,100,100,16
336,12,51,55,100,3,15,98,87,30
337,4,49,68,100,4,4,100,100,3
338,9,34,28,100,8,5,100,100,9
339,2,4,58,100,3,3,100,100,2
341,17,38,65,100,0,0,100,100,0
342,0,56,57,100,0,0,100,100,0
343,4,37,54,91,6,5,89,84,27
344,5,46,47,99,5,5,98,99,7
345,0,31,7,100,0,0,100,100,7
347,1,50,50,96,4,2,100,100,2
349,1,13,20,100,3,3,86,100,6
350,6,52,52,100,2,17,100,100,36
351,1,53,79,100,2,3,91,94,6
352,1,26,28,100,1,1,100,100,12
353,1,50,51,100,1,1,100,100,1
354,5,48,100,100,3,3,100,100,14
355,1,50,50,100,1,7,85,100,15
356,0,11,12,100,0,0,100,100,0
357,4,45,44,99,5,13,96,98,22
358,5,57,59,100,2,2,100,100,4
359,1,10,3,100,3,3,100,100,7
360,7,22,39,98,7,6,99,98,13
361,5,59,69,100,3,18,92,100,34
362,1,11,4,100,0,7,100,98,19
363,1,50,78,100,1,1,100,100,1
364,2,9,9,100,1,2,100,100,3
365,1,53,79,100,2,3,91,94,6
366,3,39,81,100,3,8,100,97,7
367,5,6,98,99,5,5,99,98,5
368,10,50,76,100,6,7,100,100,12
369,1,49,54,100,6,5,100,100,11
370,9,51,44,100,5,3,100,100,5
371,6,51,50,100,4,11,70,100,27
372,5,51,52,99,5,4,92,90,5
373,2,5,12,100,2,2,100,100,1
374,6,12,77,90,2,3,95,94,45
375,1,53,53,100,2,3,100,100,3
376,2,44,58,100,5,11,100,100,8
377,7,54,71,98,1,3,97,98,7
378,1,27,13,100,1,1,72,100,7
379,1,30,35,99,1,2,61,100,8
380,7,55,55,100,5,5,97,90,4
381,6,53,52,99,5,4,100,99,31
382,0,22,61,100,0,0,100,100,0
383,3,37,40,100,1,5,100,100,10
384,5,45,68,99,6,5,100,98,16
385,4,31,66,100,3,20,100,100,37
386,0,0,0,100,0,0,100,100,0
387,2,50,52,99,2,2,92,87,7
388,12,51,54,100,7,7,100,100,10
389,5,71,78,96,5,5,72,100,23
390,4,26,44,100,8,12,93,100,21
391,7,49,34,100,5,12,100,100,4
392,12,49,49,99,5,17,97,98,43
393,15,50,50,100,1,1,100,100,1
394,7,6,55,99,11,12,97,98,14
395,1,50,84,100,1,7,100,100,17
396,3,55,56,100,4,4,100,100,6
397,2,52,53,100,0,0,100,100,0
398,0,49,49,100,0,0,100,100,0
399,5,50,50,100,3,5,100,100,3
400,8,52,60,100,8,6,100,100,6
401,0,0,0,97,0,26,78,97,38
402,0,61,52,100,0,0,100,100,7
403,5,49,49,100,7,7,100,100,7
405,7,55,62,95,5,8,72,97,25
406,2,48,53,100,1,4,98,98,3
408,4,50,50,99,5,4,80,99,14
409,0,50,50,100,0,9,71,96,35
410,5,52,51,100,5,4,100,100,20
411,2,18,39,100,3,2,100,100,1
412,1,50,50,91,1,1,97,99,12
413,0,52,29,100,0,0,100,100,0
414,6,35,66,99,1,2,100,100,2
416,3,31,16,100,1,4,100,100,12
417,2,48,85,100,1,4,100,100,12
418,3,16,50,100,1,1,100,100,1
420,5,45,56,99,5,6,91,97,8
421,4,56,55,100,6,10,85,100,3
422,6,44,39,96,2,2,98,97,3
423,1,50,50,100,2,21,100,91,42
424,8,37,47,88,7,9,82,78,22
425,3,47,47,100,4,3,100,100,20
426,10,28,51,100,7,7,97,100,13
427,0,46,76,100,0,0,100,100,0
428,0,58,59,100,2,0,100,100,0
429,0,41,40,100,0,0,100,100,0
430,0,52,52,100,1,1,100,100,1
431,2,50,63,100,4,4,100,99,3
432,1,2,6,100,1,4,100,100,2
433,5,50,51,99,1,3,97,100,3
434,3,52,52,100,3,6,100,100,18
435,6,53,19,100,5,5,74,100,28
436,6,6,6,100,7,10,100,100,9
437,4,100,47,76,5,6,100,100,4
438,1,67,33,100,1,2,100,100,5
439,2,94,93,98,3,19,100,100,9
440,6,51,60,98,0,4,100,100,12
441,0,50,50,100,0,0,100,100,0
442,5,57,50,99,5,10,99,96,10
444,2,46,28,100,1,2,100,100,1
446,2,50,50,95,3,3,95,100,3
447,0,53,53,100,3,8,79,93,31
448,0,50,50,100,0,0,80,100,0
449,4,26,5,100,2,4,96,100,27
450,1,65,53,99,2,3,100,100,3
451,0,41,18,100,0,0,100,100,0
452,5,53,56,100,1,2,100,100,2
453,1,40,50,100,1,1,100,100,10
454,1,53,51,98,1,1,100,100,1
455,1,51,48,95,2,2,79,100,14
456,3,52,80,100,1,3,100,100,4
457,0,52,52,100,0,0,100,100,0
458,0,23,24,100,0,0,100,100,0
459,0,50,25,100,0,5,100,100,5
460,1,56,88,100,0,0,100,100,0
461,7,96,98,97,8,12,98,99,6
462,6,42,50,100,5,14,100,100,33
464,0,46,13,100,3,7,100,100,15
465,1,1,73,99,2,1,100,100,5
466,1,62,80,100,1,1,84,91,2
467,2,48,54,100,1,1,100,100,6
468,1,50,20,100,1,2,100,100,5
469,1,50,88,98,1,1,97,96,4
470,2,50,50,100,0,0,100,100,0
471,1,10,10,100,2,4,91,100,6
472,0,29,49,100,0,0,100,100,0
473,19,57,74,100,2,5,100,100,4
474,1,50,50,100,1,1,90,100,20
475,1,21,28,100,4,9,100,100,19
476,1,53,58,100,1,1,100,100,1
477,3,55,58,100,4,5,100,100,7
478,5,57,57,99,6,7,99,100,6
479,3,52,78,100,3,3,100,100,4
480,10,51,33,100,15,19,100,100,40
482,3,81,52,100,2,3,100,100,7
483,1,8,4,100,1,1,100,100,1
484,10,35,49,100,3,2,100,100,3
485,3,32,52,100,2,5,76,97,23
486,1,44,47,100,1,2,100,100,2
487,1,12,7,100,2,5,100,95,12
488,7,57,69,76,5,6,97,99,5
489,3,50,50,100,2,2,100,99,2
490,2,51,49,100,2,14,92,100,24
491,0,46,65,100,1,4,100,100,3
492,0,1,1,100,0,0,100,100,0
493,9,31,45,100,2,2,100,100,7
495,0,50,60,100,0,0,100,100,0
496,5,46,46,97,4,4,99,99,4
497,1,21,52,100,0,0,100,79,3
498,1,50,50,100,1,1,100,100,1
499,0,55,44,100,0,0,95,94,0
501,0,55,55,100,0,0,100,100,0
502,5,54,52,99,6,17,98,98,29
503,5,50,61,100,6,7,98,99,22
504,1,51,42,100,1,10,100,100,30
505,4,67,77,100,1,7,100,100,8
506,0,23,28,98,0,0,100,100,20
507,2,52,52,100,2,2,100,100,4
508,5,48,74,100,5,17,100,100,9
509,1,1,1,100,1,5,100,100,18
511,3,44,50,100,1,1,100,100,1
512,0,50,50,100,0,0,100,100,0
513,5,54,56,100,4,4,100,100,24
514,2,41,42,98,1,1,63,99,16
515,0,67,67,100,0,0,100,100,0
516,0,50,68,100,0,0,100,100,0
517,1,60,58,100,1,1,100,100,1
518,6,52,53,100,1,2,100,100,1
519,0,44,82,100,0,0,100,100,0
520,2,27,55,100,2,2,100,100,7
521,0,20,11,100,0,0,100,100,0
522,0,50,51,100,0,0,100,100,0
523,0,50,50,100,0,0,100,100,0
524,8,50,69,99,5,5,100,100,5
526,2,2,31,100,3,4,100,100,1
527,0,43,42,98,0,0,100,100,0
528,3,19,32,97,2,2,89,94,1
529,0,50,80,100,0,0,100,100,0
530,0,48,49,100,0,0,100,100,0
532,7,20,15,100,4,6,100,100,14
533,4,60,17,100,5,6,100,100,3
534,1,25,50,100,1,1,100,100,1
536,2,30,34,100,2,2,100,100,1
537,4,54,28,100,1,2,100,100,5
538,10,34,54,91,2,21,94,93,10
539,0,54,53,100,0,0,100,100,0
540,4,48,100,100,4,5,100,100,7
541,7,44,80,100,4,5,100,100,26
542,2,50,50,90,4,4,98,96,5
543,0,50,50,100,0,0,100,100,0
544,10,41,53,100,15,15,95,96,14
546,2,48,53,100,1,4,98,98,3
547,3,16,46,100,3,3,100,100,8
548,3,31,16,100,1,4,100,98,12
549,4,50,50,99,5,4,80,99,14
551,0,49,49,100,0,0,100,100,0
552,1,49,47,100,1,2,100,100,1
553,0,50,50,100,0,0,100,100,0
554,0,52,53,100,0,0,100,100,0
555,0,15,48,100,0,0,99,100,9
556,1,53,54,100,2,7,82,100,19
557,10,52,51,98,7,18,76,98,47
558,0,22,8,100,0,0,100,100,0
559,1,50,50,100,1,4,100,100,12
560,2,53,58,100,3,5,100,98,5
561,3,50,50,90,2,10,90,100,40
562,2,2,16,100,0,0,100,100,3
563,1,1,50,100,1,1,100,100,1
564,1,50,50,99,1,1,100,100,2
565,2,50,53,100,1,4,67,82,15
566,2,50,70,100,3,2,100,100,17
568,4,17,18,100,1,1,100,100,1
569,2,50,50,100,2,2,100,100,2
570,1,54,55,100,0,0,100,100,12
571,5,53,53,99,3,3,97,98,3
572,6,42,50,96,1,1,80,94,27
573,4,53,41,98,5,5,99,99,5
575,3,56,62,100,3,3,85,100,4
576,3,50,50,94,3,2,85,94,6
577,1,20,60,100,1,3,100,100,10
578,1,7,23,100,1,3,100,100,6
579,1,52,52,100,4,12,97,100,24
580,1,51,70,99,5,5,99,100,6
582,4,52,54,100,3,4,100,99,4
583,3,51,51,98,3,3,96,96,13
584,0,52,37,100,0,0,100,100,0
585,1,50,49,99,1,1,98,100,17
586,7,51,52,100,12,6,74,100,27
587,1,51,51,100,1,1,100,100,0
588,2,54,53,98,3,1,98,99,3
589,4,54,58,100,0,0,100,100,5
590,2,38,56,100,2,1,100,100,2
591,9,9,50,100,9,9,100,100,9
592,1,54,51,100,2,6,90,100,21
593,7,43,41,100,3,16,100,100,8
594,2,50,50,100,2,3,100,100,1
595,1,59,77,100,2,14,100,100,37
596,9,20,24,92,2,10,82,93,38
599,2,75,72,99,2,6,98,100,23
600,5,50,64,100,2,3,93,100,18
601,1,50,54,100,2,29,97,96,40
602,2,53,24,90,4,5,100,100,4
603,0,51,52,100,0,0,100,100,4
604,4,49,50,96,0,0,100,100,27
605,6,47,61,98,6,5,98,98,5
606,2,2,39,100,6,6,100,100,4
607,3,76,91,97,4,4,96,95,4
608,9,8,17,100,5,5,76,100,11
609,0,0,100,100,0,0,100,100,0
610,2,13,15,100,2,6,100,100,6
611,7,31,100,100,2,5,100,100,4
612,0,50,50,100,0,0,100,100,1
614,3,21,29,100,1,2,100,100,4
615,0,51,51,100,0,0,100,100,5
616,6,67,65,98,6,14,97,98,39
617,2,46,46,100,1,2,100,100,8
618,1,50,80,96,1,2,100,100,15
619,4,96,62,82,3,2,100,100,21
620,0,52,52,100,0,0,100,100,0
622,1,53,54,100,1,2,100,100,4
623,1,50,50,100,1,1,100,100,1
624,10,12,100,100,7,8,100,100,8
625,6,19,29,95,5,9,99,99,20
626,9,50,49,95,3,3,96,99,6
627,11,44,52,99,7,21,100,100,38
628,6,52,51,100,3,7,70,100,39
629,2,50,50,100,2,2,100,100,2
630,1,50,60,100,1,1,100,100,1
631,4,34,31,100,4,4,100,100,21
632,6,50,46,89,10,8,76,87,30
633,7,52,50,100,3,3,97,98,3
634,4,11,14,100,4,5,100,100,4
635,8,8,53,99,5,6,99,99,23
637,5,36,55,100,4,4,97,82,5
638,4,50,50,100,1,1,100,100,1
639,5,100,53,100,5,7,99,100,12
640,3,45,46,100,1,0,100,100,0
641,15,50,50,100,0,0,63,100,7
642,1,40,50,100,1,1,100,100,8
643,0,35,47,100,0,0,100,100,46
644,4,49,49,100,1,1,100,100,6
645,0,49,53,99,7,7,97,97,5
646,1,54,65,100,0,0,100,100,1
647,4,27,34,96,4,4,91,94,17
648,5,26,57,99,5,6,100,100,5
649,1,48,48,100,2,1,100,100,13
650,4,54,49,100,3,3,100,100,3
651,8,42,57,100,7,12,94,99,21
653,23,47,60,90,9,6,100,100,40
654,4,49,72,99,5,5,97,97,5
655,10,51,70,100,1,8,100,100,14
656,6,51,50,100,3,3,100,100,0
657,2,53,55,100,2,9,79,100,30
658,9,50,51,97,3,4,98,99,16
659,1,55,54,100,1,3,74,93,17
661,0,54,54,92,2,2,100,100,3
662,1,41,56,100,2,2,100,80,37
663,4,5,5,100,4,4,100,100,3
664,2,60,38,100,2,2,100,91,10
665,2,50,60,100,1,1,100,100,1
666,1,59,47,100,3,22,76,98,47
668,12,54,50,93,6,14,72,84,25
669,4,55,55,97,3,5,79,100,17
670,5,55,63,98,5,7,99,100,9
671,4,44,42,100,2,2,100,100,2
672,7,55,69,100,0,0,100,100,0
673,3,48,55,100,3,3,96,100,3
675,0,43,82,100,2,10,100,100,31
677,0,52,74,100,0,0,100,100,0
678,9,55,59,100,0,3,98,97,46
679,8,28,64,100,6,7,100,100,33
680,3,48,48,100,3,0,100,100,0
681,3,63,65,100,3,3,100,100,4
682,0,100,55,100,0,0,100,100,0
683,16,25,17,90,15,22,100,100,28
684,0,32,100,100,0,0,100,100,0
685,4,59,59,100,3,4,100,100,2
686,1,49,47,100,2,2,100,100,1
688,6,62,49,100,4,0,100,100,6
689,5,50,50,90,2,7,96,100,16
690,3,10,46,100,4,6,100,100,45
691,23,16,24,100,4,5,100,100,7
692,1,49,52,100,0,0,100,100,0
693,8,50,55,100,2,4,83,100,11
694,2,46,70,100,3,8,71,100,18
696,1,50,50,82,0,0,100,100,0
697,2,55,54,100,3,3,100,100,8
698,17,52,80,98,5,6,93,92,11
699,6,9,16,100,5,9,100,100,31
700,0,51,51,100,0,1,100,100,0
701,1,55,51,96,4,1,100,100,28
702,0,50,50,100,0,0,100,100,0
704,20,15,10,100,0,0,100,100,0
705,0,18,55,100,3,2,100,100,3
706,0,52,56,100,0,0,100,100,0
707,3,3,14,100,2,2,100,100,8
708,0,50,46,97,0,0,100,100,0
709,6,50,50,100,1,6,100,100,11
710,1,48,69,100,3,2,100,100,2
711,13,27,26,79,4,3,100,100,3
712,1,51,60,100,2,8,81,100,29
713,5,52,44,100,5,6,99,100,5
714,2,17,33,100,3,18,99,100,40
715,1,11,25,100,1,1,100,100,6
716,6,50,50,100,3,3,100,100,3
718,6,54,60,99,2,2,96,97,6
720,0,42,42,97,8,11,100,100,3
721,6,30,18,100,8,18,100,100,38
722,7,43,35,100,1,2,98,95,1
723,7,99,98,90,3,7,97,93,3
724,7,50,49,100,0,0,100,100,0
726,0,53,100,100,0,0,100,100,0
727,20,31,33,90,6,6,70,78,17
728,1,52,51,97,0,0,99,99,8
730,3,52,48,100,2,3,100,100,27
731,8,48,48,100,9,9,100,100,33
732,3,48,47,100,5,9,100,100,16
733,2,53,54,100,2,1,100,100,2
734,5,68,100,100,4,8,100,100,8
735,15,53,70,100,0,7,100,100,13
736,6,47,45,100,15,8,81,100,7
737,3,56,63,99,1,1,100,100,3
738,6,57,9,100,8,10,100,100,4
739,0,71,72,100,0,0,100,100,4
740,0,4,58,100,0,0,100,100,0
741,8,54,72,100,4,8,100,100,11
742,4,44,49,100,5,8,100,100,20
743,6,65,53,92,3,3,80,88,1
744,6,50,50,100,2,3,100,100,7
745,0,45,34,100,0,0,100,100,17
746,5,50,50,100,3,4,100,100,6
747,2,46,43,100,4,5,100,100,6
748,4,50,70,100,2,3,100,100,6
749,11,54,64,100,6,8,79,100,21
750,6,52,58,93,13,15,95,93,17
751,0,29,49,100,0,0,100,100,0
