,Q39_1_1,Q39_1_2,Q39_1_3,Q39_1_4,Q40_1_1,Q40_1_2,Q40_1_3,Q40_1_4,Q40_1_5
249,100,53,5,6,2,8,75,100,28
250,99,75,40,11,1,5,95,98,12
251,100,50,50,1,1,1,100,100,1
252,90,42,17,11,1,2,100,87,11
253,100,77,53,0,0,1,99,100,3
254,100,37,16,0,0,0,100,100,0
255,93,60,54,6,1,1,100,100,7
256,100,80,65,0,0,7,78,100,48
257,100,6,5,4,2,2,100,100,1
258,100,50,50,0,0,0,100,100,0
259,100,80,91,1,5,5,100,100,5
260,100,54,53,7,7,6,99,99,7
261,100,52,4,3,2,6,72,100,16
262,100,100,84,48,1,7,93,100,16
263,100,65,86,3,7,7,100,91,27
264,100,71,34,0,0,0,100,100,0
265,99,31,32,1,5,5,99,98,2
267,100,34,25,4,1,4,75,71,18
268,60,50,50,25,1,1,100,100,1
269,100,60,55,5,2,6,60,100,20
270,61,55,72,1,12,19,59,66,4
271,99,4,22,32,3,8,83,95,10
272,100,55,6,1,2,8,100,92,14
273,72,36,29,19,1,1,100,100,1
274,100,50,50,0,0,0,100,100,0
275,100,52,53,1,1,6,100,100,17
276,97,37,4,7,6,2,99,97,4
277,100,50,50,1,4,7,71,95,15
278,100,27,11,48,9,14,97,100,9
279,87,52,40,3,2,5,67,98,15
280,100,47,14,0,0,0,100,100,0
281,99,12,40,5,2,4,100,100,5
282,87,40,45,4,3,10,82,94,24
283,100,68,44,4,5,11,82,100,30
284,100,67,15,5,1,7,100,86,21
285,100,47,41,47,1,9,73,100,25
286,73,72,71,1,5,1,80,81,2
288,100,49,37,1,1,2,83,100,6
289,100,52,52,0,0,0,100,100,0
290,100,50,35,1,2,1,64,100,1
292,100,79,41,1,10,17,74,84,25
293,67,4,80,40,0,0,100,100,0
294,100,28,33,36,1,1,100,100,1
295,94,51,32,6,3,18,100,100,39
296,100,30,10,1,1,5,90,95,15
297,89,83,74,4,3,10,93,92,23
298,98,85,94,1,8,8,95,100,5
300,100,48,35,3,2,2,100,100,2
301,52,51,48,49,4,4,93,79,15
302,100,50,50,2,5,10,88,100,28
303,100,5,3,1,1,1,100,100,1
304,98,78,39,0,0,16,100,100,41
305,100,49,48,0,0,0,100,100,0
306,100,75,32,2,3,6,74,77,11
307,83,48,35,23,6,16,77,100,38
309,100,100,0,0,1,2,100,100,3
310,61,45,43,10,6,14,52,90,32
311,100,38,28,2,1,1,100,100,3
312,100,79,83,2,1,1,100,100,9
313,100,69,46,5,3,8,100,86,23
314,100,69,25,1,1,5,100,67,11
315,94,96,43,2,2,2,100,100,1
318,100,70,69,1,2,3,100,100,14
319,100,94,95,1,1,1,99,99,5
320,100,84,35,0,0,0,100,100,0
321,100,65,51,0,0,3,90,100,6
322,78,53,6,3,0,0,100,100,0
323,100,40,17,0,0,0,100,100,0
324,100,0,0,0,0,0,100,100,0
325,100,64,38,0,0,0,100,100,0
327,100,33,26,3,3,7,71,100,16
328,100,50,49,1,1,5,77,100,25
329,88,70,25,9,20,16,92,81,15
330,100,45,40,5,2,5,60,100,28
331,91,51,50,1,1,1,74,100,3
332,98,46,52,1,2,2,100,98,4
333,98,58,47,1,1,1,100,100,1
334,100,15,17,1,3,6,90,100,9
335,100,27,27,1,2,5,97,100,10
336,100,63,46,3,4,6,82,100,17
337,100,50,50,0,0,0,100,100,0
338,100,50,4,2,3,8,91,100,20
339,100,53,60,2,1,4,83,100,12
340,100,64,14,0,0,0,100,100,0
341,100,55,50,5,5,5,75,100,25
342,100,62,29,12,1,12,83,100,29
343,95,52,4,1,1,1,100,100,1
344,99,55,46,5,3,5,100,99,3
345,85,35,31,7,1,1,100,100,1
346,100,51,24,4,3,4,92,100,25
347,79,47,9,10,0,0,100,100,0
348,100,50,35,10,5,10,60,85,25
350,100,54,24,15,1,1,100,100,1
351,100,100,6,3,3,3,100,100,38
352,72,43,57,37,6,14,71,88,45
353,100,41,3,0,0,0,100,100,0
354,73,44,30,1,2,7,54,98,22
355,100,42,44,1,5,16,71,97,5
356,56,43,33,1,1,8,56,98,19
357,100,8,86,1,1,3,80,100,8
358,100,21,76,1,0,3,95,100,9
359,97,46,50,6,4,4,97,93,4
360,100,52,53,2,5,12,100,100,30
361,100,97,52,2,2,2,100,100,15
362,86,29,20,42,19,5,82,74,18
363,100,62,92,3,3,4,100,100,7
365,100,50,40,1,1,10,90,100,30
366,84,20,21,1,1,1,100,98,6
367,100,59,72,1,3,13,66,90,29
368,99,99,3,3,4,3,100,100,2
369,100,43,33,3,0,0,100,100,1
370,70,50,75,25,4,11,84,92,21
371,100,22,2,0,2,2,100,100,2
372,100,47,46,4,5,11,59,82,21
373,100,37,23,3,1,1,100,100,1
374,100,68,38,0,2,4,100,92,17
375,100,87,15,3,4,2,100,100,4
376,100,50,50,1,1,2,100,100,16
377,100,65,50,1,2,6,71,88,15
378,100,16,18,8,2,2,100,100,2
379,78,33,31,28,2,5,69,84,15
380,100,43,49,44,4,5,92,100,47
381,100,66,35,0,0,0,100,100,0
382,93,93,66,37,5,5,98,97,5
383,77,79,41,15,15,21,90,100,15
384,100,65,27,4,4,13,66,72,28
385,100,54,46,8,0,0,100,100,0
386,100,50,50,0,0,0,100,100,0
388,100,53,12,4,1,2,100,100,8
391,88,51,30,2,2,3,72,100,17
392,100,50,29,3,3,4,62,88,3
393,100,39,30,0,0,10,74,100,35
394,100,56,55,1,3,5,90,100,10
395,100,41,30,0,1,1,100,100,1
396,100,50,50,1,3,7,95,100,13
397,100,50,50,0,1,15,69,100,44
398,100,50,50,1,4,8,93,100,14
400,100,52,52,2,5,13,93,100,21
401,100,46,44,43,1,3,100,100,5
402,100,55,86,1,5,5,98,97,9
403,100,78,25,3,5,3,100,100,26
404,100,50,50,0,0,10,60,96,25
405,100,67,26,1,1,2,100,84,11
406,100,40,36,9,8,14,83,100,26
407,100,81,68,3,2,7,75,100,19
408,97,79,43,8,7,16,100,100,27
409,100,50,47,1,1,2,85,100,10
410,100,30,39,34,6,6,95,93,5
411,100,81,47,5,1,3,63,100,16
412,100,50,50,0,0,0,100,100,0
413,100,66,30,0,0,0,100,100,0
414,53,75,17,20,0,0,100,100,0
415,100,82,53,0,0,13,76,100,45
416,100,64,36,0,0,0,100,100,0
417,99,31,18,22,10,10,97,100,17
418,100,67,22,0,0,0,100,100,0
419,100,50,46,43,1,11,65,100,28
420,100,50,50,25,2,8,100,100,16
421,74,52,27,31,22,36,80,100,4
422,100,33,45,18,5,6,100,100,6
423,100,71,62,28,2,4,100,100,4
424,100,49,28,0,0,25,75,100,1
425,100,55,53,7,2,1,100,100,1
426,100,48,47,2,2,1,100,100,1
427,100,100,1,1,6,12,76,100,29
428,100,50,50,1,1,1,100,100,10
429,96,49,25,3,2,3,100,98,18
430,72,70,17,14,1,2,90,100,3
431,88,71,24,11,1,1,100,100,1
432,100,57,44,0,5,5,100,100,3
433,100,100,51,1,3,8,86,99,29
434,100,50,51,1,1,1,100,100,1
435,99,49,37,3,0,2,65,97,14
436,74,49,3,3,0,0,100,100,0
437,92,46,27,0,0,0,100,100,0
438,90,76,46,10,1,19,84,66,1
439,100,74,25,0,0,14,85,100,1
440,100,72,59,0,0,13,80,100,48
441,100,33,34,36,26,23,100,100,28
442,100,83,53,0,0,1,100,100,3
443,100,46,46,2,0,0,100,100,4
444,100,82,40,2,6,7,88,96,28
445,100,9,8,7,2,4,89,100,8
446,100,3,21,4,3,1,100,100,1
447,100,83,50,0,0,0,100,100,1
448,100,50,50,0,0,0,100,100,0
449,100,50,50,0,1,1,100,100,1
450,100,60,50,5,1,5,55,100,18
451,98,98,9,12,6,8,98,100,16
452,100,15,94,12,13,13,97,100,9
453,80,61,13,9,1,3,55,100,17
454,100,76,61,0,0,0,100,100,0
455,100,70,74,5,4,9,81,100,20
456,98,51,50,6,6,6,99,98,7
457,100,76,54,0,0,1,100,100,3
458,100,10,43,25,0,0,100,100,0
459,100,52,46,15,2,13,77,100,33
460,100,80,6,3,2,8,66,100,18
461,100,50,45,37,2,2,98,100,2
462,99,57,11,0,0,0,100,100,0
463,70,70,70,32,1,14,79,75,5
464,100,50,50,0,0,0,100,100,0
465,100,44,36,6,3,2,73,97,1
466,100,50,31,1,1,9,78,100,18
467,100,86,33,0,0,0,100,100,0
468,100,100,64,1,4,8,61,100,24
469,100,70,30,5,1,3,100,96,12
470,100,39,48,20,1,8,61,100,23
471,100,50,50,1,2,7,100,100,16
472,100,49,49,5,7,8,100,100,9
473,95,17,13,11,4,3,97,98,5
474,75,75,70,44,1,20,83,82,1
475,100,100,100,10,1,1,100,100,1
476,100,68,34,18,5,7,100,100,27
477,100,75,32,0,0,0,100,100,0
478,73,38,56,4,3,12,61,92,31
479,100,73,34,6,0,0,100,100,0
480,90,55,40,3,4,12,62,97,30
481,100,100,72,9,6,20,100,100,28
483,94,91,16,11,1,2,100,100,2
484,98,47,48,6,8,8,99,97,8
485,100,51,51,22,1,1,100,100,1
486,100,58,5,2,1,2,73,97,9
487,92,50,46,5,4,3,100,100,4
488,100,65,79,2,5,6,99,99,12
489,100,51,50,2,3,3,73,83,8
490,83,52,10,5,1,2,100,98,2
491,54,69,35,7,5,8,93,99,24
492,62,76,60,10,6,9,100,100,14
493,100,62,18,41,3,12,96,76,31
494,100,60,50,5,2,5,60,100,20
495,75,26,18,14,22,35,74,95,1
496,99,49,26,16,2,6,100,100,14
497,99,16,11,5,2,3,98,97,2
498,100,53,38,41,2,1,100,100,21
499,100,50,50,0,2,6,100,100,15
500,94,79,34,5,7,7,94,93,12
501,65,84,16,10,7,12,100,100,11
502,86,51,21,2,2,10,100,100,25
503,100,28,52,17,10,10,99,100,11
504,89,45,27,3,1,5,100,100,14
505,93,46,13,0,0,0,100,100,0
507,99,73,22,5,2,6,100,85,18
508,99,25,80,23,9,9,99,100,8
509,100,53,46,6,1,9,60,100,24
510,100,71,39,0,0,0,100,100,0
511,93,50,50,3,5,7,70,82,25
512,100,50,50,0,0,0,100,100,0
513,100,53,41,1,1,1,67,100,1
514,100,91,51,3,11,24,100,100,29
515,100,18,68,32,0,0,100,100,0
516,100,26,24,1,1,5,65,99,16
517,100,50,50,0,0,0,100,100,0
518,100,50,50,0,0,0,100,100,0
519,100,55,42,43,4,3,100,100,5
520,77,82,34,2,3,10,56,98,25
521,96,98,100,5,1,22,96,98,1
522,99,4,98,25,6,5,98,100,4
523,99,97,100,34,3,3,97,97,2
524,52,51,50,48,6,8,86,91,13
525,100,50,50,0,0,5,84,100,17
526,100,100,56,2,2,16,86,100,33
527,99,50,50,6,4,2,100,100,6
528,100,100,11,10,3,4,100,100,2
529,100,86,45,0,0,12,86,100,35
530,100,100,20,16,2,8,82,100,19
531,100,100,60,0,0,18,60,75,9
532,95,95,6,5,1,2,98,99,2
533,100,69,56,0,5,17,100,100,24
534,100,50,51,7,1,5,76,100,21
535,100,87,47,1,0,3,79,100,9
536,98,83,83,3,3,3,81,100,4
537,91,62,38,5,5,17,64,95,33
538,90,39,38,3,2,6,99,98,13
539,100,50,28,1,1,2,100,100,1
540,100,50,24,1,1,7,100,100,22
541,99,65,27,2,2,10,100,91,24
543,100,31,83,0,5,18,100,70,37
544,97,40,32,10,3,4,92,94,3
545,100,50,51,2,6,17,79,100,1
546,100,46,47,44,1,1,100,100,49
547,100,33,54,7,5,11,100,100,8
548,100,56,56,37,1,16,57,65,1
551,90,50,32,7,5,11,87,97,23
552,100,48,25,5,3,10,65,95,30
553,86,60,26,4,0,0,100,100,0
554,100,61,26,6,3,8,100,100,10
555,100,62,46,0,0,0,100,100,0
556,100,4,3,4,1,1,100,100,1
557,78,65,71,16,0,1,99,100,2
558,100,71,35,0,0,0,100,100,0
559,100,23,45,29,10,7,71,76,17
560,100,57,50,5,1,9,59,100,23
561,80,78,28,8,1,6,87,90,1
562,100,55,40,5,2,10,60,100,35
563,100,6,5,1,2,5,94,100,10
564,100,23,25,2,2,4,94,100,6
565,100,100,100,0,0,0,100,100,0
566,100,60,81,5,5,5,100,100,14
567,95,37,34,7,6,4,100,100,2
568,91,85,19,22,5,4,100,90,16
569,90,70,50,0,0,0,100,100,0
570,100,50,50,0,0,0,100,100,0
571,100,49,48,9,4,8,100,100,8
572,100,51,23,3,1,2,100,100,8
573,100,50,71,5,1,7,58,100,17
574,75,33,12,3,13,30,68,88,49
575,99,49,7,0,0,0,100,100,0
576,98,44,33,3,6,7,79,100,15
577,93,68,48,11,3,3,100,100,3
578,100,100,3,0,4,7,65,100,23
579,100,32,48,23,3,3,99,93,11
580,100,35,83,11,1,1,100,100,1
581,100,48,31,1,1,7,86,100,16
582,97,72,71,45,5,7,99,100,8
583,100,50,57,5,2,6,100,100,23
584,100,54,5,3,0,1,100,100,0
585,76,60,46,1,0,0,100,100,0
586,100,51,69,5,1,9,60,82,26
587,100,68,38,2,2,9,59,100,21
588,97,67,15,3,0,0,100,100,0
589,100,50,50,0,0,0,100,100,0
590,100,100,100,5,1,1,100,100,10
591,100,50,50,0,0,0,100,100,0
592,94,68,47,1,3,10,68,98,27
593,100,59,21,0,17,25,59,74,38
594,92,51,32,7,1,4,97,74,1
595,100,74,53,0,0,12,100,100,28
596,100,50,50,5,0,0,100,100,0
597,100,54,74,5,3,4,100,100,7
598,100,54,54,0,1,1,100,100,1
599,100,57,29,10,1,1,100,100,11
600,99,74,8,10,8,9,100,99,8
601,93,34,30,2,1,3,98,92,7
602,100,89,32,1,2,2,100,100,3
603,100,100,7,4,4,9,100,100,14
604,88,71,46,20,1,1,100,100,1
605,98,98,0,0,1,2,99,99,2
606,82,96,50,5,2,10,85,100,29
607,100,50,4,0,4,16,68,100,25
609,100,36,27,3,1,1,100,92,5
610,99,39,18,1,1,4,100,91,3
611,95,78,54,5,3,5,82,97,12
612,100,91,39,2,0,1,100,97,11
613,100,65,20,4,1,3,100,96,12
614,100,11,2,4,2,2,100,100,2
615,90,27,20,12,8,7,89,90,6
616,100,54,54,0,3,3,100,100,16
617,100,10,10,1,1,1,100,100,1
618,100,22,68,5,6,5,98,98,12
619,100,78,21,5,2,3,100,100,3
620,88,64,55,11,6,6,100,100,8
622,100,50,19,27,0,0,100,100,0
623,56,53,6,6,5,5,100,100,7
624,100,62,41,36,1,1,100,100,1
625,100,37,40,5,8,4,75,88,17
626,100,38,18,9,0,9,55,70,26
