"","PC1","PC2","PC3","PC4","PC5"
"diplomats",0.0631109645524818,1.99946376062809,0.745657048412007,0.457874943957079,0.0572238918431507
"principal and teacher",1.69516696222519,3.13958454537837,0.0360577263341768,-0.834680392694508,1.27174958455287
"professor and teaching assistant",1.94504893258598,3.3147279003742,-0.149830754505719,-0.137377679446476,0.685416233576977
"mentor and mentee",-0.433559336644435,3.17342055113657,-0.280592795217285,0.614513270006147,0.696587349241885
"roommates",-2.5743481473229,1.58665908021825,1.89018777557242,-0.067156898209405,-0.277728793351052
"sorority sisters",-3.44726985728664,0.916033561843542,1.08682980837348,0.217138565880376,-0.433589729977346
"fraternity brothers",-3.43345288347257,0.772954387608317,0.997965939635124,0.492632085733923,-0.131575158710509
"groom and groomsman",-3.96612451179598,1.69575174611285,-0.941083027387778,-0.19687740501052,0.779431347810633
"predecessor and successor",-0.650470196696242,1.81467943512877,0.720227115141928,1.04533765447709,1.20060780534797
"landlord and tenant",3.95163978940698,1.19156755276964,0.384389915832447,-0.389433131320976,0.0453939563797916
"landlord and housekeeper",3.35643591091849,1.29419232405624,0.427415927706558,-0.268611048428889,0.0252454583741966
"celebrity and fans",0.289553433825499,1.55814822340554,2.08567184380039,1.62120550498222,0.199100134132637
"celebrity and haters",1.12511421093061,-2.07154460196543,4.29753348752654,0.825497369174884,1.11056414210474
"native and tourist",1.26547104803522,-0.408559666396078,3.04786845870153,1.67689458432786,-0.195535092009535
"friends",-4.91399239742304,0.449542224704639,0.175198065364384,0.17768758342636,-0.0968027187623832
"facebook friends",-0.67541587338977,-0.703571005800725,3.01154789524222,2.37190255886674,-1.30746643646829
"political allies",1.48996410410498,2.43164516904211,0.649331119793641,1.10845285522837,-0.778258764457186
"romantic lovers",-6.28427336422639,0.516967625470904,-0.857044617970125,-1.74892283276621,-1.01775928785401
"ex lovers",-1.64907906821452,-1.9969324965475,2.63848640575577,-1.88954773958502,-0.80954097575989
"strangers",2.26030615681067,-0.528113569329206,4.23209159590665,2.76546097319139,-1.32370839490558
"neighbors",-1.6011789290979,0.50145119295925,1.71163734040262,1.30507227440561,-1.47606710520479
"aunt and niece/nephew",-4.67634795957664,1.32337623266199,0.611525126557492,-0.363298200679981,0.6755533287284
"uncle and niece/nephew",-5.27616302067561,0.859514690199256,0.505290708780042,-1.03797858121234,-0.167352582588364
"frenemies",-0.203237880444397,-1.31472821926802,3.52143441036,-0.141789236314679,0.509406741501727
"half siblings",-4.88328722430136,0.545871270357362,-0.116973291560983,0.335312303999471,0.186552201377593
"adoptive parents and adopted kids",-5.04274105412502,0.861101200994724,-1.31823956650846,-2.38532712925331,0.586054024747576
"mother and infant",-5.09699222329678,1.51607431042061,-0.00440857766456446,-3.10731710024462,-0.000155669254917182
"alumni",-0.0991256993790961,0.236953900322275,2.46983556533033,2.84375036948609,-0.0987151069121343
"confidants",-1.6364676648538,0.983270692116309,0.574573521506934,0.14392064008187,-1.09405750169064
"a person and their significant other",-6.40280295344962,0.754878437340524,-0.851346864325507,-2.18211582275202,-0.74465676645031
"companions",-3.84920442383619,1.35118764765542,0.45908472535888,0.515028807599833,0.089692903308398
"playmates",-2.3859550305639,1.08386354294707,1.65921165292412,0.316797569218269,-0.669024692574881
"competitors in sports",0.382463302789725,-0.0590983768469536,2.67109908998496,-0.752949470648498,0.51035384104578
"a person and their crush",-2.85499465845958,0.184105069044608,1.46328483302564,-1.68395782416622,-1.82899147303283
"cohabitants",-3.03181926769107,1.72552383828761,1.52940698211859,0.128286738396006,-0.156949788121027
"long distance lovers",-4.89222013633748,-1.43314260244542,1.10197549547904,0.379875644644197,-0.731332400780109
"brothers in arms",-3.01592743969219,1.0807665920135,1.48654636707682,-0.38334166319033,-1.07113851549845
