"","PC1","PC2","PC3","PC4","PC5"
"parent and child",-4.08098175290238,1.38074543157995,-1.06998277229618,-1.15684160747285,1.09501078397579
"parent and teenager",-4.00038800303368,0.264439197282569,-0.753512999735119,-1.05311599842024,1.63072955744943
"wife and husband",-6.26375833788077,1.11837845898506,1.26720353371399,2.96717902711613,-0.892504731225178
"fiance and fiancee",-6.08764622728531,0.808676749232031,1.16910670080207,3.17479627552541,-0.856961554570132
"siblings",-4.56621769093886,-0.0150410732195548,-0.716655141223469,1.79333758344836,1.46534349653292
"divorced spouses",0.952111974127023,-1.71017345184808,2.37723181018397,-1.24829621965164,-1.19968963832626
"a person and their in laws",-2.07070005980742,-1.51665218607164,-1.81349135783975,1.23545145581682,-0.434539964468969
"employer and employee",3.3269336305202,2.27311732497818,-1.16790214662765,-1.03118188332058,-1.27094365198898
"interviewer and job applicant",3.56854232696347,3.07231115020552,0.804417587535859,-0.306674552742912,0.0288182449175276
"guard and prisoner",4.40435975549041,-0.603139497116479,3.04628545077604,-0.300100279837513,2.15566398043741
"nurse and patient",3.06363355766494,2.4611407363724,0.874920128744421,0.218491095730112,1.27778742105468
"therapist and patient",0.682013012779162,2.52448671138036,-0.751518897228847,-0.629012353589114,0.377961935838435
"salesperson and customer",3.74212887682995,2.88002429337811,-0.0554354792248967,0.212793212487765,-2.18718670842983
"business partners",-0.538599527814345,2.55485943608296,-1.63223006561007,0.346661571616764,0.83124656430843
"opposing negotiators",4.11944291196479,1.81790085913191,2.69171012562745,-0.982056485770507,0.45078731168068
"political opponents",2.35475152326362,-0.474952609579396,1.64878620077848,-2.52121521090726,0.867911019568073
"business rivals",3.78768037104144,0.226546176744469,1.50737862034588,-1.23697990299305,0.733933672088368
"enemies",1.00654914455794,-4.27273471921006,2.69582855212458,-0.531262747467808,1.639720809619
"teacher and student",0.419482970765578,2.89998841822311,-0.888497936356368,-1.01912391628174,2.42053968290763
"professor and graduate student",0.810519558425551,3.22195262759071,-0.788486037025277,-0.527887551260656,1.73770261441376
"master and servant",3.31414541137722,0.814562796888075,1.62171654368869,0.833662160602499,-1.19509427581143
"close friends",-4.55166455528078,0.338762877170225,-0.889437241368688,1.88809868975208,1.20540376422204
"casual acquaintances",-0.895241251777844,-2.25797489473329,-1.61207722281646,1.85023129637759,0.472800345216008
"teammates in sports",-2.40145396224102,1.68743723288132,-1.02664812499483,2.81442679682617,2.05423859002547
"second cousins",-1.53532609471358,-3.77095223520519,-1.60122368937709,0.367895306035188,-0.262247429582174
"grandparent and grandchild",-4.44184993716893,0.761230245368835,-1.38458265242888,-0.675060629832855,0.953212911036575
"foster parent and foster child",-3.09830663373842,0.913247620922277,-0.369999035977428,0.0476849797499004,1.78170494124886
"godparent and godchild",-3.85460131272421,0.374169908183202,-1.47368066153968,0.911027440815288,0.518674600289588
"step grandparent and step grandchild",-3.61024543271846,0.0204236055361939,-1.07481859563376,1.31950547115497,0.695729158852274
"ancestor and descendant",-1.15389070314332,-4.69592662338349,-2.24195062963704,-0.842680631224273,-1.72527626596985
"man and his mistress",-3.95583116619004,0.266101829872724,2.88440599704912,1.65960296840636,-1.86059572444684
"step siblings",-3.99607171125091,-0.670204845581573,-1.11991037147705,1.24252069926402,0.709903907888543
"distant relatives",-1.59758536392082,-3.7716143162052,-0.858218805394076,0.0290651987196727,-0.381786936433399
"twins",-4.85453608275204,0.238231788419159,-1.07401070122917,0.943408546486132,1.762914821022
"a person and their family friends",-3.40584353511829,-0.459852003482699,-1.76337800993508,1.2762321905377,0.379994284607411
"manager and staff",3.8215608757637,1.18674660913896,-0.387573787962936,-1.02806281692405,0.0745987649552118
"union leader and union member",2.44138499937115,1.8099982139859,-1.17319246324667,-1.68677971831697,-0.985281476162618
