"","PC1","PC2","PC3","PC4","PC5"
"parent and child",-4.29010107724722,-0.546912715167533,-1.30539527083363,0.414381377590771,0.171558892924086
"parent and teenager",-3.49698644122927,-0.138755621978121,-1.22227212750093,0.660976113532404,-0.0839381028315121
"wife and husband",-5.39422339742969,-0.958853401915551,-1.5387014946632,-0.506605278673731,-0.0349353208803466
"fiance and fiancee",-5.4038040225835,-0.995869337436629,-1.50214198336119,-0.516046232331886,-0.0287960700400888
"siblings",-4.54203100199291,-0.350018669300752,-0.739549944411317,0.0104712144424219,0.0197577634428983
"divorced spouses",-0.561352517165867,3.58538892101364,-3.75575211209581,-1.51300330283741,1.00115722249499
"a person and their in laws",-3.6054140294448,0.769529743964824,-0.963807653671267,0.427761347407091,0.0373863930340988
"employer and employee",2.68090074647689,-0.907883351682461,0.00541898956049517,1.07341050136701,0.586737632693271
"interviewer and job applicant",2.59374606640897,-0.374307143689388,0.608837631305837,1.03805798244636,-1.47483916406526
"guard and prisoner",2.62538755382748,3.44725712554959,-3.00036406027299,2.02241266309623,0.643303106763996
"nurse and patient",0.915523640270003,-0.891985589034646,0.487872883794407,1.5655020254057,-1.33815742558712
"therapist and patient",1.31943151433831,-2.21364697428605,0.115261136606432,0.9022356948448,-0.414431134926864
"salesperson and customer",5.41010877125379,-2.30215087937745,-1.52001949050639,-3.18765703198651,0.22838138634139
"business partners",-0.0775775570985145,-2.56728865784275,-0.986315559476743,0.699362938152459,1.34612832572468
"opposing negotiators",3.24998420057273,3.1520523588356,-2.84420602051063,0.488790642397785,-0.0556956523407374
"political opponents",2.59970563759928,4.09476679908916,-3.31236133350319,1.5729946446979,4.09513286391623
"business rivals",2.62458378605494,3.42909293546475,-3.5336259090114,-0.0482401216642563,1.73890127791273
"enemies",0.350170923857073,4.833420517383,-2.27000703831753,-0.0381501252179934,-0.0317123093979291
"teacher and student",0.330387184798449,-0.421540250148998,1.21130252066698,2.39698782325424,0.701120581168123
"professor and graduate student",0.854105332228858,-1.38379263240892,0.346211910895366,2.0754079968309,0.607010460100583
"master and servant",1.70294276210097,3.43381703338418,-2.96236912373499,0.981851716985169,-0.935911426024664
"close friends",-3.58046899450347,-0.49665768936985,-0.275819088623712,0.843016822565006,-0.170599504480081
"casual acquaintances",0.263948255892592,3.12706791081978,2.94526174036695,-1.2937578910568,-0.554020395750337
"teammates in sports",-1.78074967316044,-0.211711627230386,1.48092710575935,1.09499347637871,0.19547355979097
"second cousins",-1.48808816151171,2.26765115333251,1.64340211618201,-1.18857185636433,-0.228811689772522
"grandparent and grandchild",-4.33171861670482,0.00784701579004204,0.201163405482624,-0.136789457198432,0.543081889551128
"foster parent and foster child",-3.57858770531825,-0.338883311523547,-1.00021606647663,0.70058776263485,-0.348689828194267
"godparent and godchild",-3.7011995377199,-0.0828870370923482,0.0720297550193843,0.459261862642026,0.544298120722089
"step grandparent and step grandchild",-2.96442771497439,1.74978780144467,-0.0730695977744544,-0.392255156443289,0.390763493676744
"ancestor and descendant",-1.77021192909247,3.42438958754185,3.86108762145865,-3.94204685684563,2.09962708849479
"man and his mistress",-3.7274637243467,-0.12691995087098,-2.31300571269305,-0.980496930872017,-0.88408204998526
