"","V1","V2"
"opposing negotiators",0.241066863353919,-0.148695789795132
"nurse and patient",0.15036632892044,-0.0309377024167494
"man wife and man mistress",0.241066863353921,-0.148695789795133
"parent and infant",0.301735529379471,0.553254330731998
"a person and their crush",0.129988171128823,-0.0232618704054965
"volunteer and organizer",0.12655786053953,-0.0221621572234231
"doctor and patient",0.150366328920439,-0.0309377024167496
"prostitute and customer",-0.526661550025333,0.018136837027636
"distant relatives",0.301735529379471,0.553254330731996
"landlord and tenant",-0.526661550025333,0.0181368370276357
"ancestor and descendant",0.301735529379471,0.553254330731996
"representative and citizen",-0.526661550025333,0.0181368370276357
"a person and their deceased spouse",0.171928866777194,-0.0420337723201323
"television host and guest",0.268010747939611,-0.406698073783129
"guest and host",0.268010747939611,-0.406698073783129
"neighbors",0.268010747939611,-0.406698073783129
"dealer and buyer",-0.526661550025333,0.0181368370276357
"friends",0.20947776756602,-0.0761927390930167
"judge and lawyer",-0.526661550025334,0.0181368370276357
"officer and soldier",-0.526661550025333,0.0181368370276357
"teammates in sports",0.129988171128823,-0.0232618704054966
"patient and caretaker",-0.526661550025333,0.0181368370276357
"frenemies",0.241066863353919,-0.148695789795132
"enemies",0.241066863353919,-0.148695789795132
"slave and master",0.137438632013076,-0.0258247848388942
"therapist and patient",0.150366328920439,-0.0309377024167489
"godparent and godchild",0.301735529379471,0.553254330731996
"step parent and step child",0.301735529379471,0.553254330731996
"wife and husband",0.171928866777194,-0.0420337723201323
"romantic rivals",0.241066863353919,-0.148695789795132
"romantic lovers",0.171928866777194,-0.0420337723201323
"brothers in arms",0.20947776756602,-0.0761927390930167
"driver and passenger",-0.526661550025333,0.0181368370276357
"employer and employee",-0.526661550025333,0.0181368370276357
"university student and administrator",0.268010747939611,-0.406698073783129
"athletic trainer and trainee",0.150366328920439,-0.0309377024167489
"native and tourist",0.129988171128823,-0.0232618704054966
"co workers",0.268010747939611,-0.406698073783129
"bride and bridesmaid",0.20947776756602,-0.0761927390930167
"alumni",0.268010747939611,-0.406698073783129
"sports rivals",0.241066863353919,-0.148695789795132
"classmates",0.268010747939611,-0.406698073783129
"psychologist and client",0.150366328920439,-0.0309377024167488
"reader and writer",-0.526661550025333,0.0181368370276358
"aunt and niece/nephew",0.301735529379471,0.553254330731996
"guard and prisoner",0.137438632013076,-0.0258247848388941
"criminal and police officer",0.241066863353919,-0.148695789795132
"church members",0.268010747939611,-0.406698073783129
"friends with benefits",0.171928866777194,-0.0420337723201323
"parent and child",0.301735529379471,0.553254330731996
"predecessor and successor",0.268010747939611,-0.406698073783129
"defendant and plaintiff",0.241066863353919,-0.148695789795132
"roommates",0.20947776756602,-0.0761927390930166
"mentor and mentee",0.150366328920439,-0.0309377024167488
"customer and businessman",-0.526661550025334,0.0181368370276358
"superior and subordinate",-0.526661550025334,0.0181368370276358
"victim and witness",0.268010747939611,-0.406698073783129
"leader and follower",-0.526661550025334,0.0181368370276357
"bride and groom",0.171928866777194,-0.0420337723201323
"union leader and union member",0.268010747939611,-0.406698073783129
"foster parent and foster child",0.301735529379471,0.553254330731996
"police officer and civilian",-0.526661550025334,0.0181368370276357
"political opponents",0.241066863353919,-0.148695789795132
"teacher and student",-0.526661550025334,0.0181368370276358
"politician and supporter",-0.526661550025333,0.0181368370276358
"siblings",0.301735529379471,0.553254330731996
"second cousins",0.301735529379471,0.553254330731996
"manager and staff",-0.526661550025334,0.0181368370276357
"drug dealer and addict",-0.526661550025333,0.0181368370276358
"team captain and team members",-0.526661550025333,0.0181368370276358
"life partners",0.171928866777194,-0.0420337723201323
"soul mates",0.171928866777194,-0.0420337723201323
"close friends",0.20947776756602,-0.0761927390930168
"salesperson and customer",-0.526661550025333,0.0181368370276358
"competitors in sports",0.241066863353919,-0.148695789795132
"boss and secretary",-0.526661550025333,0.0181368370276358
"bully and victim",0.241066863353919,-0.148695789795132
"director and performer",-0.526661550025333,0.0181368370276358
"confidants",0.129988171128823,-0.0232618704054966
"playmates",0.20947776756602,-0.0761927390930167
"uncle and niece/nephew",0.301735529379471,0.553254330731996
"step grandparent and step grandchild",0.301735529379471,0.553254330731996
"guide and tourist",0.268010747939611,-0.406698073783129
"fiance and fiancee",0.171928866777194,-0.0420337723201324
