"","V1","V2"
"opposing negotiators",0.0635075471210243,0.130457501937739
"nurse and patient",0.424815526721309,-0.416212327163894
"man wife and man mistress",0.0635075471210196,0.130457501937735
"parent and infant",-0.546120215504853,-0.18021737145392
"a person and their crush",-0.546120215504856,-0.180217371453919
"volunteer and organizer",0.1217574594715,0.499473338415482
"doctor and patient",0.424815526721309,-0.416212327163894
"prostitute and customer",0.424815526721309,-0.416212327163894
"distant relatives",0.0400748670051971,0.0685539661882033
"landlord and tenant",0.424815526721308,-0.416212327163894
"ancestor and descendant",0.040074867005197,0.0685539661882033
"representative and citizen",0.424815526721309,-0.416212327163894
"a person and their deceased spouse",-0.546120215504855,-0.18021737145392
"television host and guest",0.424815526721309,-0.416212327163894
"guest and host",0.424815526721309,-0.416212327163894
"neighbors",0.0400748670051969,0.0685539661882034
"dealer and buyer",0.424815526721309,-0.416212327163894
"friends",-0.546120215504855,-0.18021737145392
"judge and lawyer",0.424815526721309,-0.416212327163894
"officer and soldier",0.1217574594715,0.499473338415484
"teammates in sports",0.080657450149633,0.194237227458887
"patient and caretaker",0.424815526721309,-0.416212327163894
"frenemies",0.0635075471210241,0.130457501937739
"enemies",0.0635075471210241,0.130457501937739
"slave and master",0.1217574594715,0.499473338415483
"therapist and patient",0.424815526721309,-0.416212327163894
"godparent and godchild",-0.546120215504855,-0.18021737145392
"step parent and step child",-0.546120215504855,-0.18021737145392
"wife and husband",-0.546120215504855,-0.18021737145392
"romantic rivals",0.0635075471210241,0.130457501937739
"romantic lovers",-0.546120215504855,-0.18021737145392
"brothers in arms",0.0806574501496328,0.194237227458887
"driver and passenger",0.0806574501496329,0.194237227458887
"employer and employee",0.1217574594715,0.499473338415483
"university student and administrator",0.1217574594715,0.499473338415483
"athletic trainer and trainee",0.424815526721309,-0.416212327163894
"native and tourist",0.1217574594715,0.499473338415483
"co workers",0.0806574501496329,0.194237227458887
"bride and bridesmaid",0.0806574501496329,0.194237227458887
"alumni",0.0806574501496331,0.194237227458887
"sports rivals",0.0635075471210241,0.130457501937739
"classmates",0.0806574501496332,0.194237227458887
"psychologist and client",0.424815526721309,-0.416212327163894
"reader and writer",0.424815526721309,-0.416212327163894
"aunt and niece/nephew",-0.546120215504855,-0.18021737145392
"guard and prisoner",0.1217574594715,0.499473338415483
"criminal and police officer",0.0635075471210241,0.130457501937739
"church members",0.0806574501496332,0.194237227458887
"friends with benefits",-0.546120215504855,-0.18021737145392
"parent and child",-0.546120215504855,-0.18021737145392
"predecessor and successor",0.0806574501496333,0.194237227458887
"defendant and plaintiff",0.0635075471210241,0.130457501937739
"roommates",0.040074867005197,0.0685539661882031
"mentor and mentee",0.424815526721309,-0.416212327163894
"customer and businessman",0.424815526721309,-0.416212327163894
"superior and subordinate",0.1217574594715,0.499473338415483
"victim and witness",0.0806574501496334,0.194237227458887
"leader and follower",0.1217574594715,0.499473338415483
"bride and groom",-0.546120215504855,-0.18021737145392
"union leader and union member",0.1217574594715,0.499473338415483
"foster parent and foster child",-0.546120215504855,-0.18021737145392
"police officer and civilian",0.424815526721309,-0.416212327163894
"political opponents",0.0635075471210241,0.130457501937739
"teacher and student",0.424815526721309,-0.416212327163894
"politician and supporter",0.1217574594715,0.499473338415483
"siblings",-0.546120215504855,-0.18021737145392
