"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","modern","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.0232,0.9069,0.7545,0.6144,0.322,0.2534,0.6395,0.7662,0.8361,0.5574,0.5427,0.3684
