,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance
Parent and Child,1.523781697928678,-1.2839230838681657,1.5814191822015518,1.5556852858822185,-0.02892909086017796,1.537155464785091,1.592183269569143,1.4645529509746906,0.002973820543682333,-1.876649653702731,-0.9569282854448444,1.0234709984098227,2.0373288846325344,1.032564899596596,-1.1195244511979705,-0.5977438121467439,-0.5753703553366737,1.5822067694940731,-0.21686733464349772,-1.9169069992851102,-0.6513200631260854,-0.8965955459985131,0.9906122715146767,1.6344715710591158,1.1608529708961954,-1.4362169356161119,1.120936504400558,1.8374602490905871,0.3641820913828401,1.5917680141416504
Parent and Teenager,0.2326345975744485,-1.1486375796787998,1.526380665152575,1.5118887216422283,0.05942369455471604,1.0302145665706695,1.2935945654097443,1.731191585578649,0.947404997045742,-0.6378762740817802,-0.1706662026523611,0.9494153875419796,1.7494725715292154,0.5595374142786724,-1.0865936236777176,-0.8223190453846192,-0.5963732569500554,1.4698062519830084,-0.44499746480693847,-0.9504275506681907,-0.48402486803285294,-1.1916942791564566,1.404622359768617,1.0769849885018743,0.5286501619292383,-1.4592564972125726,1.356499157286353,1.678542277491233,0.32905652899315585,1.6077540564450459
Wife and Husband,0.8921413898417164,1.755491243586256,1.0493801840614452,1.4943700959462327,-0.02892909086017796,2.0038629583793206,0.0550043851929794,1.7407143939573613,1.1385398780044917,-0.23433646102343966,-0.7806971289568742,1.4159657360093898,1.8090290501023163,0.4475045888086378,-0.48835025705978813,-0.8223190453846192,-0.6436297855801637,1.5040151051385502,2.4573247467168353,0.2610748567530178,0.2548622436289243,-1.7499891797255394,0.787512982937272,2.082150190385385,0.3251825912272291,-1.2288608812479653,1.3746193613544913,1.4893542160634305,0.2851495760060505,1.5757819718382549
Fiance and Fiancee,1.1893838877649927,1.6021676721716414,1.5630730098518932,1.5118887216422283,-0.05543492648464609,2.0762830866956663,0.36465193024717096,1.7407143939573613,0.8574591707122119,-0.5158758654827468,-0.8620345857974759,0.7938986047195098,1.6899160929561152,0.6466740563109216,-0.6914236934346817,-0.46844292028251266,-0.7959008222771792,1.3671796925163844,2.5270311753778874,-0.46038163305961216,0.1433321135667692,-1.7260622554154357,0.021984895222439037,0.713774033199429,0.5213834629755951,-1.5514147435984156,0.1786858928573775,1.5044892609776546,-0.1802641256572658,0.7525007932133824
Between Siblings,0.04685803637240099,1.548053470495895,1.4346498034042814,1.4943700959462327,-0.38234023251975285,0.5796004348245168,1.40418297435767,1.5312126096256804,0.7112972029202271,0.0847415306971083,-0.48245978720800076,1.5788880799186449,1.277983782825505,0.54708932255978,-0.883520187302824,-0.9107880766601457,-0.895664604940741,1.1863614686942368,-1.5983220117443333,-0.8074974913656887,-0.19822890974858054,-1.2235968449032613,0.8812511161268435,0.9756237916732848,0.21618210692258133,-0.9408663612922064,0.46860915794758684,1.6861097999483452,-0.09245021968305515,0.5526752644209376
Between divorced spouses,-1.5043762496646942,0.2042174622148599,-0.8494486541282478,-0.8969223115572074,0.9164457130791853,-0.9170822170466322,-0.365231568809137,-1.3827667542604347,-0.4467553111239647,1.3985920848405413,0.859608250661928,-0.9834360561087193,-0.19603906185872896,-1.4570534441819496,-0.3895577744990291,-0.7134340838147403,-0.8169037238905605,-0.46055046179397147,0.05562143194061212,1.213941918769699,0.2827447761444634,-0.23461730675231496,-1.1184957252506795,-1.9891912155629539,-1.9492941812630877,-1.822129592356829,-3.4362948187361706,-1.166846166382918,-2.480988462181584,-3.10812842305665
Between a person and their in-laws,-0.27825094573118164,0.6371310756208309,-0.8953140850023947,-0.8356071216212217,-0.03776436940166721,-0.5388882136168257,0.37571077114196333,-0.33525783260202746,-0.4579985394156557,0.056587590251177586,0.30380229558448263,0.7198429938516667,0.2456714875584321,-0.5919110697189051,-0.7298429922083103,-1.0605048988187293,-0.8746617033273596,0.052582335539149976,-1.0723553227564007,-0.30383918715687164,-0.7767914594460098,-1.3751340322005836,-0.8997734144750129,-0.4687732631341135,-1.367958264971633,-1.8048499211594835,-0.6367232902088363,-0.16793320204412018,-1.7784772143878993,-2.085021715639333
Between cousins,0.5856100638583382,1.5300154032706457,0.9943416670124686,1.1177196434823207,-0.5413752462665616,0.27382655971105646,1.2161826791461972,1.350279250430137,0.27281129954427064,-0.4595679845908854,-0.7535846433433401,-0.2502855085170747,0.5335278006617504,-0.13133167611987379,-1.015243497383836,-0.8835668362676761,-1.299970460998334,0.23828753838351763,-1.3575179854607016,-1.4472796615768888,-1.2926183109834768,-2.1248443272504947,-1.0950611919532867,-0.7221762552055869,-0.9174229298457556,-1.5168554012037245,-1.3615314529343598,0.5282788640101933,-0.8125242486715823,-1.3976218965933231
Employer and Employee,-0.04045694739256106,-0.14391723523244201,0.22563704556176203,-0.02975033960541042,0.6725920253340785,-1.2244654283449006,-0.6262202139262413,-0.6837926192629158,-0.10945846237322931,-0.34319836408103865,0.7755595452599725,0.3939983060331582,-0.7767147279464574,0.9080839824076692,2.085742760773321,0.6136013853181589,1.7822053507653952,-0.5827249373494763,-0.3879649322660783,-0.011172875251748135,1.014661254677356,0.9298263430060573,0.9405267003496609,0.5667009240755938,0.5466031828735334,1.2546683320175804,0.6487453042720184,0.2576286490734782,0.19320325092717094,-0.25603040504495644
Interviewer and Job applicant,-0.302401898687448,-0.6147107898114352,-0.7760639647296121,-0.10858415523739195,1.022469055577058,-1.1713573342462469,-1.216762317708163,-1.2380200669040005,-0.8110359077747589,-0.06165895962173149,-1.1846731645985291,-1.2278195719726006,-0.9702732833090334,-0.0006267130715004063,-1.0317089111439626,-0.5909385020486264,0.12822684871160506,-0.9590223220604319,-0.6414428546699013,-1.0593266434700972,-0.06578688029977121,-0.4021057769230399,0.6060102250456999,0.11355675001837044,-0.48612297430305107,1.1841943788989953,0.5421558685770885,-1.106305986726021,-0.06713915266695922,0.3006600092850546
