,0
0,1
1,387
2,389
3,390
4,266
5,399
6,144
7,16
8,153
9,30
10,31
11,542
12,287
13,162
14,291
15,549
16,550
17,299
18,45
19,48
20,308
21,316
22,317
23,188
24,192
25,65
26,67
27,326
28,72
29,210
30,349
31,608
32,482
33,364
34,621
35,111
36,119
37,506
38,123
39,124
40,126
