,0
0,640
1,257
2,2
3,131
4,3
5,390
6,264
7,139
8,395
9,529
10,660
11,404
12,279
13,539
14,284
15,30
16,286
17,549
18,298
19,171
20,308
21,53
22,309
23,183
24,313
25,189
26,322
27,75
28,338
29,83
30,340
31,343
32,473
33,604
34,221
35,98
36,486
37,489
38,618
39,619
40,233
41,365
42,505
43,239
44,622
45,114
46,370
47,116
48,121
49,508
50,509
