,0
0,4
1,392
2,520
3,523
4,146
5,275
6,19
7,531
8,406
9,537
10,281
11,411
12,293
13,550
14,295
15,41
16,425
17,306
18,56
19,58
20,187
21,444
22,448
23,198
24,584
25,332
26,76
27,78
28,205
29,460
30,590
31,339
32,469
33,87
34,475
35,96
36,227
37,101
38,104
39,250
40,495
41,498
42,114
43,370
44,506
45,380
