,0
0,386
1,3
2,260
3,261
4,521
5,394
6,266
7,137
8,397
9,272
10,529
11,402
12,274
13,540
14,542
15,416
16,290
17,37
18,165
19,168
20,41
21,427
22,301
23,175
24,432
25,47
26,562
27,434
28,563
29,185
30,572
31,317
32,573
33,64
34,197
35,458
36,204
37,206
38,335
39,79
40,464
41,338
42,471
43,472
44,345
45,474
46,348
47,92
48,94
49,483
50,100
51,356
52,235
53,494
54,239
55,501
56,377
57,123
58,381
59,383
