,0
0,1
1,129
2,131
3,133
4,649
5,139
6,395
7,12
8,143
9,274
10,149
11,279
12,25
13,28
14,35
15,164
16,37
17,41
18,44
19,45
20,428
21,53
22,181
23,55
24,56
25,58
26,187
27,67
28,324
29,331
30,204
31,81
32,339
33,88
34,95
35,100
36,233
37,243
38,374
39,121
40,252
