,Age,Gender,Race,Race_alternative,Highest education,First language,Gender_label,Highest education_label
70,5,2,1,,4,espa?ol,male,Upper secondary education
71,2,1,1,,7,"Espa?ol, catalán",female,Bachelor or equivalent
72,3,2,1,,8,Portugues,male,Master or equivalent
73,2,2,1,,7,Catalan,male,Bachelor or equivalent
74,5,2,1,,6,Espa?ol,male,Short-cycle tertiary education
75,2,1,1,,7,Espa?ol,female,Bachelor or equivalent
76,2,1,1,,7,Espa?ol,female,Bachelor or equivalent
77,3,1,1,,8,espa?ol y catalán,female,Master or equivalent
78,2,1,1,,7,espa?ol,female,Bachelor or equivalent
79,3,2,1,,8,Inglés ,male,Master or equivalent
80,4,1,1,,8,espa?ol,female,Master or equivalent
81,3,1,1,,8,Espa?ol,female,Master or equivalent
82,3,1,1,,8,Inglés ,female,Master or equivalent
83,2,1,2,,4,Inglés ,female,Upper secondary education
84,4,1,1,,8,Ruso,female,Master or equivalent
85,3,1,1,,6,Castellano ,female,Short-cycle tertiary education
86,5,2,1,,8,Castellano,male,Master or equivalent
87,3,2,1,,8,Espa?ol ,male,Master or equivalent
88,5,2,1,,8,italiano,male,Master or equivalent
89,6,1,1,,8,Espa?ola,female,Master or equivalent
90,4,2,1,,8,espa?ol,male,Master or equivalent
91,3,2,1,,7,Espa?ol,male,Bachelor or equivalent
92,3,1,1,,8,Catalán,female,Master or equivalent
93,6,1,1,,7,Espa?ol,female,Bachelor or equivalent
94,4,2,1,,8,espa?ol,male,Master or equivalent
95,4,1,1,,8,Espa?ol,female,Master or equivalent
96,5,2,1,,8,Espa?ol,male,Master or equivalent
97,5,2,1,,4,espa?ol,male,Upper secondary education
98,4,1,1,,8,Espa?ol,female,Master or equivalent
99,3,2,1,,8,Espa?ol,male,Master or equivalent
100,5,2,1,,8,espa?ol,male,Master or equivalent
101,3,1,1,,6,Euskera,female,Short-cycle tertiary education
103,3,1,1,,8,Spanish,female,Master or equivalent
104,4,1,1,,8,Espa?ol ,female,Master or equivalent
105,2,1,4,,8,Chino ,female,Master or equivalent
106,4,1,1,,7,Castellano,female,Bachelor or equivalent
107,2,2,1,,4,Espa?ol ,male,Upper secondary education
108,4,2,1,,8,espa?ol,male,Master or equivalent
110,3,1,1,,8,Espa?ol,female,Master or equivalent
111,5,2,1,,4,menorquín,male,Upper secondary education
112,3,1,1,,4,English,female,Upper secondary education
113,4,1,1,,8,"Castellano, Catalán",female,Master or equivalent
115,3,2,1,,8,espa?ol,male,Master or equivalent
116,3,2,1,,4,espa?ol,male,Upper secondary education
117,2,2,1,,6,Espa?ol,male,Short-cycle tertiary education
118,2,2,1,,7,Espa?ol,male,Bachelor or equivalent
121,2,2,1,,7,Espa?ol,male,Bachelor or equivalent
122,4,2,1,,6,frances,male,Short-cycle tertiary education
123,5,1,1,,8,Espa?ol,female,Master or equivalent
124,2,2,1,,7,Espa?ol,male,Bachelor or equivalent
126,2,2,1,,7,Castellano,male,Bachelor or equivalent
127,2,2,1,,2,Espa?ol,male,Primary education
128,5,1,1,,5,espa?ol,female,Post-secondary non-tertiary education
129,3,1,1,,4,spanish,female,Upper secondary education
130,2,2,1,,8,Espa?ol,male,Master or equivalent
131,4,2,1,,8,Espa?ol,male,Master or equivalent
132,5,2,1,,4,Espa?ol,male,Upper secondary education
133,4,1,1,,8,Espa?ol,female,Master or equivalent
134,5,2,1,,7,Espa?ol,male,Bachelor or equivalent
135,3,1,1,,8,Castellano,female,Master or equivalent
139,4,2,1,,6,Espa?ol,male,Short-cycle tertiary education
140,3,1,1,,6,Espa?ol,female,Short-cycle tertiary education
141,3,2,1,,8,Espa?ol,male,Master or equivalent
143,4,2,1,,7,Espa?ol,male,Bachelor or equivalent
144,4,2,1,,8,espa?ol,male,Master or equivalent
145,4,2,1,,8,Espa?ol,male,Master or equivalent
146,3,2,1,,8,Espa?ol,male,Master or equivalent
147,3,2,1,,8,Espa?ol,male,Master or equivalent
148,3,2,1,,8,Castellano,male,Master or equivalent
149,3,2,1,,8,Espa?ol,male,Master or equivalent
150,5,2,1,,7,Espa?ol,male,Bachelor or equivalent
151,2,2,6,latino,5,espa?ol,male,Post-secondary non-tertiary education
155,4,1,6,hispana,8,espa?ol,female,Master or equivalent
156,2,2,1,,7,Espa?ol,male,Bachelor or equivalent
157,3,2,1,,8,espa?ol,male,Master or equivalent
159,4,2,6,Latino,8,Espa?ol,male,Master or equivalent
160,3,1,1,,8,Espa?ol,female,Master or equivalent
161,5,1,1,,8,ESPA?OL,female,Master or equivalent
162,4,2,1,,8,Espa?ol,male,Master or equivalent
164,4,2,1,,8,espa?ol,male,Master or equivalent
165,3,2,1,,8,Espa?ol,male,Master or equivalent
167,5,1,1,,5,Espa?ol,female,Post-secondary non-tertiary education
168,5,2,1,,8,espa?ol,male,Master or equivalent
169,4,2,3,,7,bengali,male,Bachelor or equivalent
170,3,2,1,,4,Espa?ol,male,Upper secondary education
171,2,1,1,,5,Espa?ol,female,Post-secondary non-tertiary education
173,5,1,1,,8,Espa?ol,female,Master or equivalent
174,3,1,1,,8,espa?ol,female,Master or equivalent
175,4,2,1,,8,Espa?ol,male,Master or equivalent
176,5,1,1,,8,ESPA?OL,female,Master or equivalent
177,6,1,1,,8,Espa?ol ,female,Master or equivalent
178,4,2,1,,5,Espa?ol,male,Post-secondary non-tertiary education
179,4,1,1,,7,frances,female,Bachelor or equivalent
180,3,2,1,,6,Espa?ol,male,Short-cycle tertiary education
181,4,1,1,,8,Castellano,female,Master or equivalent
182,4,2,1,,8,Castellano,male,Master or equivalent
183,4,1,6,nativo americano,4,castellano,female,Upper secondary education
185,2,2,1,,5,espa?ol,male,Post-secondary non-tertiary education
186,4,2,1,,8,Espa?ol,male,Master or equivalent
187,3,2,1,,8,Espa?ol,male,Master or equivalent
188,5,2,1,,6,Castellano,male,Short-cycle tertiary education
189,5,1,1,,8,Espa?ol,female,Master or equivalent
191,4,1,1,,8,"Catalan, Castellano",female,Master or equivalent
192,2,2,1,,7,Espa?ol,male,Bachelor or equivalent
194,4,2,1,,4,castellano,male,Upper secondary education
195,2,2,1,,7,Espa?ol,male,Bachelor or equivalent
196,5,2,1,,6,Espa?ol,male,Short-cycle tertiary education
197,4,1,1,,7,Estonia,female,Bachelor or equivalent
198,5,2,1,,6,Espa?ol,male,Short-cycle tertiary education
199,3,2,1,,8,Espa?ol,male,Master or equivalent
200,5,2,1,,6,espa?ol,male,Short-cycle tertiary education
201,3,1,2,,6,Espa?ol,female,Short-cycle tertiary education
202,4,2,2,,6,espa?ol,male,Short-cycle tertiary education
203,3,1,2,,5,espa?ol,female,Post-secondary non-tertiary education
204,6,1,2,,8,espa?ol,female,Master or equivalent
205,3,1,2,,8,Espa?ol,female,Master or equivalent
206,5,1,2,,5,espa?ol,female,Post-secondary non-tertiary education
207,3,2,2,,8,Espa?ol,male,Master or equivalent
208,3,2,2,,8,Espa?ol,male,Master or equivalent
209,3,2,2,,8,Espa?ol,male,Master or equivalent
210,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
211,4,2,2,,6,Espa?ol,male,Short-cycle tertiary education
212,3,1,2,,8,Espa?ol,female,Master or equivalent
213,3,1,2,,8,Espa?ol,female,Master or equivalent
214,3,1,2,,8,Espa?ol,female,Master or equivalent
215,3,1,2,,5,espa?ol,female,Post-secondary non-tertiary education
216,2,2,2,,5,Espa?ol y valenciano (catalán),male,Post-secondary non-tertiary education
217,3,1,2,,6,Espanol,female,Short-cycle tertiary education
218,3,2,2,,6,English,male,Short-cycle tertiary education
219,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
220,2,2,2,,8,espa?ol,male,Master or equivalent
221,2,2,2,,4,espa?ol,male,Upper secondary education
222,3,2,2,,8,Espa?ol,male,Master or equivalent
224,2,1,7,Caribe,7,Espa?ol,female,Bachelor or equivalent
225,3,1,2,,8,espa?ol,female,Master or equivalent
226,2,2,2,,5,Espa?ol,male,Post-secondary non-tertiary education
227,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
229,2,1,2,,7,espa?ol,female,Bachelor or equivalent
230,4,2,2,,8,Espa?ol,male,Master or equivalent
231,2,1,2,,8,Espa?ol,female,Master or equivalent
232,2,1,2,,8,Espa?ol,female,Master or equivalent
233,2,1,2,,8,Espa?ol,female,Master or equivalent
234,5,2,2,,6,Espa?ol,male,Short-cycle tertiary education
235,3,1,7,Latina,7,Espa?ol,female,Bachelor or equivalent
236,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
237,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
238,2,1,3,,7,Espa?ol,female,Bachelor or equivalent
239,2,2,2,,7,Espa?ol y catalán,male,Bachelor or equivalent
240,5,2,2,,8,espa?ol,male,Master or equivalent
241,4,2,2,,8,Espa?ol,male,Master or equivalent
242,3,2,2,,8,espa?ol,male,Master or equivalent
243,2,1,2,,7,espa?ol,female,Bachelor or equivalent
244,3,2,2,,8,Espa?ol,male,Master or equivalent
245,3,1,2,,5,espa?ol,female,Post-secondary non-tertiary education
246,2,2,2,,7,espa?ol,male,Bachelor or equivalent
247,3,1,2,,5,espa?ol,female,Post-secondary non-tertiary education
248,3,2,2,,5,Spanish,male,Post-secondary non-tertiary education
249,3,1,2,,8,Espa?ol,female,Master or equivalent
250,2,2,2,,6,Espa?ol,male,Short-cycle tertiary education
251,3,2,6,,8,Espanol,male,Master or equivalent
252,2,1,2,,5,Espanol,female,Post-secondary non-tertiary education
253,4,1,2,,8,Espa?ol,female,Master or equivalent
254,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
255,2,1,2,,4,espa?ol,female,Upper secondary education
256,2,1,2,,4,espa?ol,female,Upper secondary education
257,2,1,2,,8,espa?ol,female,Master or equivalent
258,4,2,2,,6,espa?ol,male,Short-cycle tertiary education
259,3,2,2,,6,Espa?ol,male,Short-cycle tertiary education
260,6,2,2,,8,Espa?ol,male,Master or equivalent
261,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
262,3,2,2,,8,Espa?ol,male,Master or equivalent
263,2,2,2,,8,Espa?ol,male,Master or equivalent
264,3,1,2,,7,espa?ol,female,Bachelor or equivalent
265,4,2,2,,8,Espa?ol,male,Master or equivalent
266,4,1,2,,8,Espa?ol,female,Master or equivalent
267,2,1,2,,6,Espa?ol,female,Short-cycle tertiary education
268,2,1,6,,7,Espa?ol,female,Bachelor or equivalent
269,2,1,2,,4,espa?ol,female,Upper secondary education
270,3,2,2,,6,Espa?ol,male,Short-cycle tertiary education
271,2,1,2,,7,espa?ol,female,Bachelor or equivalent
272,3,1,2,,6,Espa?ol,female,Short-cycle tertiary education
273,3,2,2,,7,Espa?ol,male,Bachelor or equivalent
274,2,1,1,,7,Espa?ol e inglés,female,Bachelor or equivalent
275,5,2,2,,6,Espanol,male,Short-cycle tertiary education
276,3,2,4,,8,Espanol,male,Master or equivalent
277,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
279,2,2,2,,8,Espa?ol,male,Master or equivalent
280,2,2,2,,7,Espanol,male,Bachelor or equivalent
281,2,1,2,,7,espa?ol,female,Bachelor or equivalent
282,2,2,2,,5,Spanish,male,Post-secondary non-tertiary education
283,3,1,2,,8,Espa?ol,female,Master or equivalent
284,3,1,2,,5,espa?ol,female,Post-secondary non-tertiary education
285,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
286,3,2,2,,8,Espa?ol,male,Master or equivalent
287,5,2,2,,8,Espa?ol,male,Master or equivalent
288,3,1,7,Hispánica,8,Espa?ol,female,Master or equivalent
289,2,2,2,,6,Espa?ol,male,Short-cycle tertiary education
290,2,1,2,,6,Espa?ol,female,Short-cycle tertiary education
291,2,2,7,Blanco,7,Espa?ol,male,Bachelor or equivalent
292,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
293,5,2,2,,6,Espa?ol,male,Short-cycle tertiary education
294,2,2,2,,7,Spanish,male,Bachelor or equivalent
295,3,2,2,,6,Espa?ol,male,Short-cycle tertiary education
296,2,1,2,,7,espa?ol,female,Bachelor or equivalent
297,3,2,2,,6,Espa?ol,male,Short-cycle tertiary education
298,3,1,2,,7,Espa?ol,female,Bachelor or equivalent
299,3,1,2,,6,Spanish,female,Short-cycle tertiary education
300,3,2,2,,8,Espa?ol,male,Master or equivalent
301,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
302,4,2,2,,8,espa?ol,male,Master or equivalent
303,2,2,2,,8,espa?ol,male,Master or equivalent
304,3,2,2,,4,espa?ol,male,Upper secondary education
305,3,1,7,latino,8,espa?ol,female,Master or equivalent
306,3,1,2,,7,Turca e Ingles,female,Bachelor or equivalent
307,2,1,2,,8,"Espa?ol, euskera",female,Master or equivalent
308,4,2,2,,4,Espa?ol,male,Upper secondary education
309,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
310,3,2,2,,8,Espa?ol,male,Master or equivalent
311,4,2,2,,8,Espa?ol,male,Master or equivalent
312,4,1,2,,8,Espa?ol,female,Master or equivalent
313,3,2,2,,6,Espa?ol,male,Short-cycle tertiary education
314,2,1,2,,8,espa?ol,female,Master or equivalent
315,2,2,2,,5,Espa?ol,male,Post-secondary non-tertiary education
316,2,1,2,,4,espa?ol,female,Upper secondary education
317,3,2,2,,4,Espanol,male,Upper secondary education
318,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
319,5,2,2,,8,Espa?ol,male,Master or equivalent
320,3,2,2,,8,Espa?ol,male,Master or equivalent
321,3,2,7,Latino,8,Espa?ol,male,Master or equivalent
322,3,1,2,,8,Catalán,female,Master or equivalent
323,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
324,2,2,2,,7,espa?ol,male,Bachelor or equivalent
325,3,2,2,,8,Espa?ol,male,Master or equivalent
326,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
327,3,2,2,,8,Espa?ol,male,Master or equivalent
328,3,2,2,,7,Espa?ol,male,Bachelor or equivalent
329,2,1,2,,7,Catalán,female,Bachelor or equivalent
330,3,1,2,,8,Espa?ol,female,Master or equivalent
331,4,2,2,,8,espa?ol,male,Master or equivalent
332,3,1,2,,6,Espa?ol,female,Short-cycle tertiary education
333,2,2,2,,8,Espa?ol,male,Master or equivalent
334,2,2,2,,4,Espa?ol,male,Upper secondary education
335,3,2,2,,6,Castellano y  Vasco,male,Short-cycle tertiary education
336,5,2,2,,8,Espa?ol,male,Master or equivalent
337,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
338,5,2,2,,8,Espa?ol,male,Master or equivalent
339,2,1,2,,7,espa?ol,female,Bachelor or equivalent
340,3,2,2,,6,Espa?ol,male,Short-cycle tertiary education
341,2,2,2,,8,Espanol,male,Master or equivalent
342,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
343,2,1,2,,7,espa?ol,female,Bachelor or equivalent
344,3,2,2,,6,Espa?ol,male,Short-cycle tertiary education
345,2,1,2,,7,espa?ol,female,Bachelor or equivalent
346,4,2,2,,8,Espa?ol,male,Master or equivalent
347,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
348,2,1,7,hispánica,7,castellano,female,Bachelor or equivalent
349,5,1,2,,8,Castellano,female,Master or equivalent
350,3,1,2,,8,espa?ol,female,Master or equivalent
351,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
352,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
353,5,2,2,,8,Espa?ol,male,Master or equivalent
354,2,2,2,,7,espa?ol,male,Bachelor or equivalent
355,4,2,2,,8,Espa?ol,male,Master or equivalent
356,2,1,2,,7,espa?ol,female,Bachelor or equivalent
357,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
358,3,1,2,,8,Espa?ol,female,Master or equivalent
359,4,1,2,,5,Espa?ol,female,Post-secondary non-tertiary education
360,3,1,2,,8,espa?ol,female,Master or equivalent
361,3,2,2,,8,"Espa?ol, Catalan",male,Master or equivalent
362,3,2,2,,7,Espa?ol,male,Bachelor or equivalent
363,3,1,2,,4,espa?ol,female,Upper secondary education
364,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
365,3,2,2,,6,Espa?ol,male,Short-cycle tertiary education
366,3,2,2,,8,Espa?ol,male,Master or equivalent
367,3,2,2,,7,Espa?ol,male,Bachelor or equivalent
368,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
369,2,2,5,,7,Chino,male,Bachelor or equivalent
370,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
371,3,2,2,,8,Espa?ol,male,Master or equivalent
372,2,2,2,,4,Espa?ol,male,Upper secondary education
373,3,1,2,,5,espa?ol,female,Post-secondary non-tertiary education
374,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
375,2,2,2,,5,Espa?ol,male,Post-secondary non-tertiary education
376,2,1,2,,8,Espa?ol y gallego,female,Master or equivalent
377,2,1,2,,8,Espa?ol,female,Master or equivalent
378,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
379,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
380,4,1,2,,8,Espa?ol,female,Master or equivalent
381,3,1,2,,8,Espa?ol,female,Master or equivalent
382,3,1,7,Gitana,8,Espa?ol,female,Master or equivalent
383,3,2,2,,6,Espa?ol,male,Short-cycle tertiary education
384,3,1,2,,5,espa?ol,female,Post-secondary non-tertiary education
385,3,1,2,,5,espa?ol,female,Post-secondary non-tertiary education
386,3,1,2,,8,Espa?ol ,female,Master or equivalent
387,2,2,2,,8,espa?ol,male,Master or equivalent
388,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
389,2,1,2,,8,Espa?ol,female,Master or equivalent
390,3,1,2,,8,Espa?ol,female,Master or equivalent
391,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
392,2,1,2,,4,espa?ol,female,Upper secondary education
393,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
394,2,2,2,,6,espa?ol,male,Short-cycle tertiary education
395,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
396,3,2,2,,8,Espa?ol,male,Master or equivalent
397,3,2,2,,8,Espa?ol,male,Master or equivalent
398,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
399,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
400,2,1,2,,7,espa?ol,female,Bachelor or equivalent
401,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
402,2,2,2,,7,Rumano,male,Bachelor or equivalent
403,2,1,2,,8,Espa?ol,female,Master or equivalent
404,3,1,7,Latino ,7,Espa?ol,female,Bachelor or equivalent
406,3,1,2,,8,Catalan,female,Master or equivalent
407,3,1,2,,8,Espa?ol,female,Master or equivalent
408,2,1,2,,7,espa?ol,female,Bachelor or equivalent
409,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
410,2,1,7,Caribe?o,7,Espa?ol,female,Bachelor or equivalent
411,3,2,2,,8,Espa?ol,male,Master or equivalent
412,4,2,2,,7,Espa?ol,male,Bachelor or equivalent
413,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
414,5,2,2,,8,Espa?ol,male,Master or equivalent
415,3,1,2,,8,Espa?ol,female,Master or equivalent
416,2,1,2,,8,Espa?ol,female,Master or equivalent
417,2,1,2,,7,espa?ol,female,Bachelor or equivalent
418,3,1,2,,6,Espa?ol,female,Short-cycle tertiary education
419,2,1,2,,7,espa?ol,female,Bachelor or equivalent
420,2,2,7,latinoamericano,7,espa?ol,male,Bachelor or equivalent
421,3,2,2,,8,Espa?ol,male,Master or equivalent
422,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
423,4,1,2,,8,Espa?ol,female,Master or equivalent
425,2,2,2,,6,Espa?ol,male,Short-cycle tertiary education
426,3,2,2,,8,Castellano,male,Master or equivalent
427,5,2,2,,8,Castellano,male,Master or equivalent
428,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
429,3,2,2,,8,Espa?ol,male,Master or equivalent
430,3,2,2,,8,Espa?ol,male,Master or equivalent
431,3,2,2,,8,Espa?ol,male,Master or equivalent
432,5,2,2,,6,espa?ol,male,Short-cycle tertiary education
433,3,2,2,,7,Euskera,male,Bachelor or equivalent
434,2,1,7,Hispana,7,Catalan,female,Bachelor or equivalent
435,3,1,2,,8,Espa?ol,female,Master or equivalent
436,3,2,2,,8,Espa?ol,male,Master or equivalent
437,3,2,2,,8,Espa?ol,male,Master or equivalent
438,3,2,2,,8,Espa?ol,male,Master or equivalent
439,4,1,2,,8,Espa?ol,female,Master or equivalent
440,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
441,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
442,3,1,2,,8,Espa?ol ,female,Master or equivalent
443,2,2,2,,7,Espa?ol y Catalan,male,Bachelor or equivalent
444,2,2,2,,7,Espa?ol (Spanish),male,Bachelor or equivalent
445,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
446,2,1,2,,7,espa?ol,female,Bachelor or equivalent
447,3,2,2,,8,Espa?ol,male,Master or equivalent
448,3,2,2,,8,Espa?ol,male,Master or equivalent
449,3,2,2,,8,Espa?ol,male,Master or equivalent
450,2,1,2,,4,Espa?ol,female,Upper secondary education
451,3,1,2,,8,espa?ol,female,Master or equivalent
452,2,1,5,,8,Espa?ol ,female,Master or equivalent
453,2,1,2,,6,Espa?ol,female,Short-cycle tertiary education
454,2,1,2,,8,Castellano,female,Master or equivalent
455,4,1,4,,8,Espa?ol,female,Master or equivalent
456,2,1,2,,7,polaco,female,Bachelor or equivalent
457,2,1,2,,4,Espa?ol,female,Upper secondary education
458,3,2,2,,8,espa?ol,male,Master or equivalent
459,2,2,2,,6,Espa?ol,male,Short-cycle tertiary education
460,2,1,2,,4,espa?ol,female,Upper secondary education
461,4,2,2,,8,espa?ol,male,Master or equivalent
462,2,1,2,,8,Espa?ol,female,Master or equivalent
463,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
464,3,2,2,,6,Espa?ol,male,Short-cycle tertiary education
465,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
466,2,1,2,,7,Vasco y Espa?ol,female,Bachelor or equivalent
467,3,1,2,,8,espa?ol y catalán,female,Master or equivalent
468,2,1,2,,7,Catalan y Espa?ol,female,Bachelor or equivalent
469,5,1,2,,8,Espa?ol,female,Master or equivalent
470,3,1,2,,8,espa?ol,female,Master or equivalent
471,2,1,2,,5,espa?ol ,female,Post-secondary non-tertiary education
473,4,2,2,,8,espa?ol,male,Master or equivalent
474,4,2,2,,8,Espa?ol,male,Master or equivalent
475,3,2,2,,8,Espa?ol,male,Master or equivalent
476,4,2,2,,8,espa?ol,male,Master or equivalent
477,2,1,2,,7,espa?ol,female,Bachelor or equivalent
478,4,2,2,,8,espa?ol,male,Master or equivalent
479,5,2,2,,8,Catalan,male,Master or equivalent
480,3,1,2,,8,Catalán y espa?ol,female,Master or equivalent
481,3,2,2,,6,Espa?ol,male,Short-cycle tertiary education
482,3,1,2,,8,espa?ol,female,Master or equivalent
483,4,2,2,,8,espa?ol,male,Master or equivalent
484,3,2,2,,4,Espa?ol,male,Upper secondary education
485,2,1,2,,8,Espa?ol,female,Master or equivalent
486,6,2,2,,8,ESPA?OL,male,Master or equivalent
487,2,1,2,,7,Rumano,female,Bachelor or equivalent
488,5,2,2,,8,Espa?ol,male,Master or equivalent
489,3,1,2,,8,castellano,female,Master or equivalent
490,3,1,2,,8,Catalán y Castellano,female,Master or equivalent
491,2,1,2,,7,Espa?ol,female,Bachelor or equivalent
492,3,1,7,hispana,8,espa?ol,female,Master or equivalent
493,4,2,2,,8,espa?ol,male,Master or equivalent
494,5,1,2,,5,espa?ol,female,Post-secondary non-tertiary education
496,2,2,2,,7,Espa?ol,male,Bachelor or equivalent
497,5,2,2,,8,espa?ol,male,Master or equivalent
498,3,1,2,,8,Inglés / Espa?ol,female,Master or equivalent
499,5,2,2,,8,espa?ol,male,Master or equivalent
500,2,2,2,,8,Espa?ol,male,Master or equivalent
501,5,2,2,,8,Espa?ol,male,Master or equivalent
502,4,2,2,,8,Espa?ol,male,Master or equivalent
503,4,2,2,,8,frances,male,Master or equivalent
504,2,2,4,,6,Espanol,male,Short-cycle tertiary education
505,5,2,2,,8,espa?ol,male,Master or equivalent
507,2,1,2,,8,Espa?ol,female,Master or equivalent
508,3,1,2,,6,Espa?ol,female,Short-cycle tertiary education
509,3,1,2,,7,Espa?ol,female,Bachelor or equivalent
