"","Valence.Evaluation","Equality","Activity.Intensity","Socioemotional","Formality.and.Regulation","Intimacy","Visibility","Communal.Sharing","Expected.Reciprocity","Strategic","Concreteness","Uniqueness","Love.Expression","Information.Exchange","Money.Exchange","Goods.Exchange","Service.Exchange","Attachment","Mating","Conflict","Negotiation","Coercion","Importance.for.society","Importance.for.individuals","Affiliation.Coalition","Occupational","Activeness","Endurance","Synchronicity","Spatial.Distance","Morality","Trust","Generation.Gap"
"Between.a.person.and.their.family.friends",83.9392857142857,70.0948412698413,74.2740299823633,80.4597442680776,32.0621693121693,63.9371693121693,62.4685185185185,80.0590828924162,65.9581128747796,31.1693121693122,44.1950176366843,58.4231883856884,80.1270058645059,73.5545038295038,25.0264036889037,32.475444000444,28.6627668627669,80.2563968438969,31.4897186147186,33.4645063026642,44.3931984681985,20.8981042106042,58.4724380557714,80.3568798485465,73.685643060643,23.0863249404916,76.5885265968599,79.6058680517014,65.5991508491509,69.8947614114281,83.0571940405274,83.435574302241,49.2690203315203
"Between.a.person.and.their.deceased.spouse",72.2618165784832,65.3952380952381,65.7210758377425,75.6413139329806,26.476102292769,69.8267195767195,39.3686507936508,75.3341710758377,49.2777777777778,24.5635802469136,32.165873015873,76.3705761830762,88.7749708624709,44.9976481851482,23.1506715506716,24.7922947422947,20.2362475487475,87.4521113146113,60.4889998889999,20.83040575409,27.6579383579384,16.1503589003589,42.9162874162874,75.1213994338994,63.5977342102342,18.352440306607,48.5277313735647,76.0387247012247,46.4928216844883,39.7238938530605,79.8439128772462,75.8296177587844,27.3374768749769
"Manager.and.Staff",63.3052469135802,29.1234126984127,49.1796737213404,28.1496031746032,82.3606261022928,29.2049382716049,75.9847442680776,31.7690476190476,59.3178571428571,81.2920194003527,71.908201058201,32.3455937580938,22.6903809153809,76.2947839197839,79.6279988529989,50.8211418211418,73.6426832426832,30.378219003219,18.842186979687,52.7080112869587,62.2540214415214,40.4562224812225,66.2337424920758,57.2962539004206,59.3628801753802,88.4373388956722,62.1541532541533,49.7627107460441,61.4670590212257,57.6483286774953,70.5467623425957,60.9657600115933,54.5952818786152
"Foreman.and.Laborer",58.1257495590829,30.2876543209877,45.7479717813051,27.9746472663139,77.2787037037037,27.4613315696649,75.0319664902998,30.012962962963,56.9180776014109,79.8741181657849,70.4134920634921,38.9667809042809,20.9357882857883,70.6670237170237,80.242556980057,49.6643444518444,78.4717097717098,29.7045695045695,15.9156251156251,54.253843500554,58.9029072779073,44.6598452473453,61.9356097606098,54.0038345913346,57.5444589361256,86.6051431593098,59.8605376105376,44.5155480322147,60.0804756971424,58.2247181830515,66.8497718331052,59.150425037925,50.6947664989332
"Owner.and.Manager",62.1774250440917,32.5544532627866,48.0634920634921,28.0440035273369,80.3204585537919,28.0530423280423,69.8626543209877,31.4168430335097,59.795987654321,81.5415784832451,72.1920194003527,44.768901006401,20.3218517593518,76.1724483849484,82.2438746438746,51.2733312983313,76.170337995338,29.9164825914826,17.9862281237281,49.8737584783637,64.6190651940652,39.0836038961039,63.9075295075295,56.3755332630333,61.6678417261751,87.9382057757058,60.920763958264,51.6485670194004,60.5170496170496,56.459188959189,67.9734262650929,64.9519391102724,49.8699109532443
"Union.leader.and.union.member",66.4844356261023,45.188139329806,44.9469576719577,34.8963403880071,70.6550705467372,27.5729717813051,73.7901234567901,43.2573633156967,53.8730158730159,73.3793209876543,61.9992504409171,39.4462116587117,23.9446641321641,66.9715895215895,55.2478706478706,39.6010776260776,66.4128371628372,29.6123783623784,16.7790912790913,43.1314601334338,64.0815573315573,34.8880642505643,65.8741590199923,51.414637368804,66.6552621760955,74.0735409652076,56.3203495578496,49.7231717356717,55.9081669873337,46.5893325809992,72.2458345666679,64.4661583786584,50.4772206188873
"Manager.and.Assistant",64.7588183421517,31.5482363315697,48.9149029982363,28.7362874779541,76.9420634920635,29.1175044091711,72.1765873015873,32.3425485008818,58.830114638448,78.2801587301587,71.2619488536155,45.3921976171976,23.7338684463684,77.4153286528286,77.7354113479114,48.0385392385392,77.7137959262959,35.3854451104451,21.6388218263218,46.2761861676335,60.7688302438302,37.220553983054,60.2285142326809,57.0681901431902,64.1279345654346,87.7925950592617,62.7315357482024,50.366852283519,62.5349049099049,61.8274211899212,69.2057664557665,68.7353267103267,50.4689927356594
"Chief.and.Deputy",75.4543911335578,34.6825577200577,67.2729818021485,32.9116021324355,83.1185185185185,24.4399029982363,78.4301667468334,45.7658148949816,67.2752405002405,76.4952481160814,68.8928751803752,61.9257105186027,28.6390656819578,80.2866875045797,60.3833802000469,40.6256670798337,64.2696637512814,43.311328649564,16.9954983832435,39.1667187569148,49.9331114510036,27.067037555763,69.3319404361071,67.5574935866602,81.6224086099086,90.6923741382075,75.7126883918551,63.6853715728716,77.8067700817701,72.382561728395,79.747126022126,78.0993185826519,49.053848003848
"Supervisor.and.Subordinate",72.5414923039923,27.5012546095879,56.4920614878948,27.5909171075838,84.4669512586179,23.3776475068142,79.1936046977714,35.9565716690717,61.4132936507936,76.2705988455988,69.8839105339105,47.5241456074789,26.5498399113595,78.0647302679165,63.0083590429179,42.7182284219049,66.3118115635272,40.7241018785136,18.8839791290772,44.1533528200195,46.5589338221691,35.8444284836442,63.8903599486933,70.3501362834696,72.9962662337662,90.9324635241302,73.0279681738015,62.6370670995671,73.9428431136765,68.9241021324355,75.5304593554594,70.7587381754048,57.9115339907007
"Boss.and.Secretary",79.6339506172839,26.7857984607985,65.9147566939233,31.8527657527658,81.6003948212281,29.5224406766073,72.199056036556,38.4258397466731,60.0781806156806,70.1165043290043,69.894398348565,59.9034330049036,29.2285174883214,79.3575686568334,69.3730286416561,44.4296235083,73.3924402757736,46.6366013797386,20.0909928760419,35.9662704760744,45.3761730190652,28.8280009297166,56.9043771043771,66.122126022126,73.1758477633478,90.9503006253006,75.0254148629149,63.7485269360269,72.9992123617124,73.7084595959596,76.7710016835017,77.7726631393298,55.9652978194645
"Entrepreneur.and.Investor",75.5544011544012,58.6485169151836,55.3031766073433,33.5315496232163,77.8916005291005,25.3509920634921,65.7736531986532,37.7208513708514,78.6683080808081,85.7097803431137,78.0047458714125,50.6098257044335,28.3076813346421,75.8600512323552,90.5073047141674,60.5420556476929,69.8016414685532,39.5533619702737,17.4350569365275,40.7459339317182,77.6385505017858,29.5289422904619,72.1437730479397,67.0852914061247,73.2280603655604,83.2794232002565,65.2595699054032,59.2768578643579,64.2861311527978,43.8620670995671,75.4955527497194,71.5367404200737,45.7490520282187
"Intern.and.Employee",72.1224867724868,42.1198432740099,51.5950236491903,32.6212301587302,74.3341550424884,27.048697290364,79.8746051787718,44.9701539201539,59.5281345198012,62.7260521885522,59.9047839506173,43.2946750235966,27.718698567228,72.4579692819889,49.1245890003243,39.9245216384922,60.9463210264681,38.4728435326475,16.8611019245823,36.8234768590161,42.3755125684047,28.7370105203439,53.0497735289402,55.8763267596601,64.0896865480199,85.8090528298862,66.3023308481642,42.9723124098124,65.2349046015713,63.8571789321789,73.5467993426327,61.0512345679012,61.6635682219016
"Lawyer.and.Client",82.612512025012,54.5103575436909,59.9437229437229,35.7270181978515,82.6119047619048,30.7497775372775,58.5316919191919,38.0960918710919,68.7426467051467,75.2083132916466,75.3897827481161,50.6780331868567,28.2431778098445,80.4494888009594,81.6756462945188,45.2139065092496,82.8963655353361,42.1030171716446,16.3017075789135,32.6146007587184,69.5756384410796,25.231095873988,73.8920875420875,73.6154741863075,75.8450396825397,83.9934844476511,76.7152256693923,41.8135622093955,70.7561427769761,64.4191999358666,77.1765171556838,81.7146304312971,47.4645683020683
"Judge.and.Lawyer",52.972607022607,38.9581208914542,43.0909912618246,26.6704725829726,90.2142756934423,21.3674162257496,74.0097623055956,36.9853795895462,53.8996853455187,72.984772326439,61.8382836299503,48.5814596351361,21.790564990565,68.6686646051842,35.1514182712712,31.392132241397,47.6410845780944,25.6603386174465,16.6735936086426,47.2217914347816,65.8420742111919,30.2177854371482,77.0789582331249,61.3137886804553,56.1431156806157,85.1288860830527,61.8297138047138,46.6758958633959,64.663303671637,58.7209014750681,78.008810325477,65.0342652717653,55.0372334455668
