,Parent and Child,Parent and Teenager,Wife and Husband,Fiance and Fiancee,Between Siblings,Between divorced spouses,Between a person and their in-laws,Between cousins,Employer and Employee,Interviewer and Job applicant,Guard and Prisoner,Nurse and Patient,Therapist and Patient,Salesperson and Customer,Between Business Partners,Between opposing negotiators,Between political opponents,Between business rivals,Between enemies,Teacher and Student,Professor and Graduate student,Master and Servant,Between Close Friends,Between casual acquaintances,Between teammates in sports,Between second cousins,Parent and Infant,Grandparent and Grandchild,Step-parent and Step-child,Foster-parent and Foster-child,Godparent and Godchild,Step-grandparent and Step-grandchild,Ancestor and Descendant,Bride and Groom,Man and His Mistress,Man Wife and Man Mistress,Brother and Sister,Between step-siblings,Between distant relatives,Between close relatives,Between twins,Between a person and their family friends,Between a person and their deceased spouse,Manager and Staff,Foreman and Laborer,Owner and Manager,Union leader and union member,Manager and Assistant,Chief and Deputy,Supervisor and Subordinate,Boss and Secretary,Entrepreneur and Investor,Intern and Employee,Lawyer and Client,Judge and Lawyer,Victim and Criminal,Drug dealer and Addict,Victim and Witness,Criminal and Police officer,Criminal and Prosecutor,Criminal and Hostage,Defendant and Plaintiff,Police officer and Offender,Police officer and Civilian,Parole officer and Parolee,Consultant and Client,Chef and Customer,Customer and Server,Customer and Businessman,Doctor and Patient,Doctor and Nurse,Patient and Caretaker,Driver and Passenger,Coach and athlete,Team Captain and Team Members,Club Member and Club President,Politician and Supporter,Leader and Follower,Representative and Citizen,Officer and Soldier,Babysitter and Infant,Religious leader and Congregant,Between religious followers,Prostitute and Customer,Guide and Tourist,Athlete and Referee,Slave and Master,Reader and Writer,Reviewer and Writer,Performer and Audience,Dealer and Buyer,Sugar-daddy and Sugar-baby,Director and Performer,Psychologist and Client,Judge and Contestant,Man and God,Between Co-workers,Between sports rivals,Between romantic rivals,Between criminal and their accomplice,Between diplomats,Principal and Teacher,Professor and Teaching Assistant,University student and Administrator,Student and Dorm Resident assistant,Mentor and Mentee,Athletic trainer and Trainee,Researcher and Research Subject,Between peers,Between classmates,Between roommates,Between sorority sisters,Between fraternity brothers,Bride and Bridesmaid,Groom and Groomsman,Predecessor and Successor,Landlord and Tenant,Landlord and Housekeeper,Guest and Host,Television host and Guest,Volunteer and Organizer,Celebrity and Fans,Celebrity and Haters,Native and Tourist,Bully and Victim,Between friends,Between Facebook Friends,Between a person and their social media follower,Between childhood friends,Between pen-friends,Between friends with benefits,Between political allies,Between romantic lovers,Between ex-lovers,Between life-partners,Between soul-mates,Between strangers,Between neighbors,Between church members,Between fans of the same sports team,Between fans of opposing sports teams,Superior and Subordinate,Aunt and Niece/Nephew,Uncle and Niece/Nephew,Between frenemies,Between half-siblings,Between adoptive parents and adopted kids,Mother and Infant,Between alumni,Between a monarch and their minister,Between confidants,Between a person and their significant other,Between companions,Between playmates,Between competitors in sports,Between a person and their crush,Between cohabitants,Between long-distance lovers,Between brothers-in-arms
Valence Evaluation,86.38461538461539,67.07692307692308,82.0,84.23076923076923,65.15384615384616,26.307692307692307,48.53846153846154,66.53846153846153,54.5,45.5,14.5,75.66666666666667,82.5,58.333333333333336,71.16666666666667,15.166666666666666,20.125,18.75,8.1875,74.0625,76.25,25.375,94.6875,67.9375,68.42857142857143,72.28571428571429,65.57142857142857,93.71428571428571,58.285714285714285,75.71428571428571,94.85714285714286,50.142857142857146,71.45454545454545,80.0909090909091,74.27272727272727,70.54545454545455,62.90909090909091,55.09090909090909,49.0,83.45454545454545,81.57142857142857,90.57142857142857,68.85714285714286,49.57142857142857,36.857142857142854,43.42857142857143,68.57142857142857,67.14285714285714,66.44444444444444,55.0,69.44444444444444,59.888888888888886,67.0,71.77777777777777,48.888888888888886,3.888888888888889,74.375,77.25,6.0,20.0,12.875,4.625,14.5,58.875,34.25,67.91666666666667,70.16666666666667,76.16666666666667,62.25,67.16666666666667,65.08333333333333,79.16666666666667,83.83333333333333,75.83333333333333,71.33333333333333,83.66666666666667,73.16666666666667,60.166666666666664,71.66666666666667,51.833333333333336,88.55555555555556,69.55555555555556,62.22222222222222,63.333333333333336,79.44444444444444,52.44444444444444,9.444444444444445,89.44444444444444,41.714285714285715,73.42857142857143,65.71428571428571,69.14285714285714,65.28571428571429,75.57142857142857,52.42857142857143,38.857142857142854,83.44444444444444,40.0,26.22222222222222,68.22222222222223,44.111111111111114,78.66666666666667,83.77777777777777,83.77777777777777,36.111111111111114,76.22222222222223,64.33333333333333,68.11111111111111,63.77777777777778,58.888888888888886,71.33333333333333,72.44444444444444,72.1,86.4,88.8,37.4,31.8,34.0,74.0,61.2,84.625,68.25,7.875,55.25,12.25,92.0,52.875,51.0,72.66666666666667,56.22222222222222,65.88888888888889,31.555555555555557,74.22222222222223,33.44444444444444,78.0,75.0,39.54545454545455,63.54545454545455,59.27272727272727,83.63636363636364,21.636363636363637,32.72727272727273,83.27272727272727,85.63636363636364,26.0,69.6,82.6,89.4,66.5,36.1,88.0,89.4,76.2,91.1,18.9,78.2,90.7,73.7,84.5
Equality,14.538461538461538,12.0,97.07692307692308,88.46153846153847,66.07692307692308,78.76923076923077,44.23076923076923,74.0,17.666666666666668,17.5,9.333333333333334,43.333333333333336,42.5,66.66666666666667,83.33333333333333,54.166666666666664,55.6875,61.375,55.0625,12.5625,22.8125,5.5,92.0,72.75,57.714285714285715,64.28571428571429,13.857142857142858,34.285714285714285,23.428571428571427,36.714285714285715,40.0,19.571428571428573,29.181818181818183,79.27272727272727,60.81818181818182,61.72727272727273,59.18181818181818,65.81818181818181,67.9090909090909,63.45454545454545,97.57142857142857,65.85714285714286,64.14285714285714,10.285714285714286,20.428571428571427,36.857142857142854,39.142857142857146,18.857142857142858,24.77777777777778,11.666666666666666,12.444444444444445,44.44444444444444,14.444444444444445,52.111111111111114,36.111111111111114,32.55555555555556,14.0,61.625,12.75,11.875,14.5,31.0,20.125,29.125,9.916666666666666,46.833333333333336,44.083333333333336,40.75,54.916666666666664,17.916666666666668,25.666666666666668,30.25,57.333333333333336,43.166666666666664,33.333333333333336,46.166666666666664,30.666666666666668,14.166666666666666,38.0,15.333333333333334,14.0,26.22222222222222,80.22222222222223,23.444444444444443,46.333333333333336,38.77777777777778,0.6666666666666666,66.77777777777777,53.142857142857146,51.42857142857143,53.0,49.0,36.857142857142854,57.142857142857146,47.42857142857143,9.857142857142858,87.22222222222223,72.22222222222223,86.33333333333333,58.111111111111114,62.666666666666664,11.555555555555555,26.444444444444443,15.11111111111111,13.0,25.555555555555557,20.88888888888889,33.22222222222222,94.88888888888889,93.55555555555556,96.88888888888889,66.55555555555556,56.1,34.8,39.2,12.4,17.6,22.7,51.3,25.0,39.25,19.0,16.0,47.125,4.375,89.5,63.625,42.875,78.33333333333333,62.0,69.88888888888889,32.666666666666664,79.77777777777777,44.333333333333336,83.55555555555556,82.11111111111111,54.18181818181818,67.63636363636364,57.36363636363637,75.9090909090909,58.27272727272727,17.363636363636363,35.18181818181818,34.45454545454545,64.2,72.2,37.9,36.2,73.6,11.4,82.5,89.4,74.1,84.6,41.8,44.3,80.4,64.9,54.2
Activity Intensity,86.53846153846153,80.0,94.53846153846153,82.92307692307692,75.38461538461539,28.384615384615383,47.84615384615385,55.38461538461539,45.333333333333336,24.166666666666668,14.666666666666666,46.833333333333336,63.666666666666664,27.5,57.0,25.666666666666668,42.875,43.4375,43.4375,43.1875,52.375,26.1875,87.9375,46.9375,39.285714285714285,31.285714285714285,84.14285714285714,84.28571428571429,56.857142857142854,87.14285714285714,79.28571428571429,34.714285714285715,57.63636363636363,75.45454545454545,63.45454545454545,70.63636363636364,75.81818181818181,49.72727272727273,41.63636363636363,80.9090909090909,97.71428571428571,64.14285714285714,79.85714285714286,21.0,24.857142857142858,30.428571428571427,24.142857142857142,31.0,47.666666666666664,37.666666666666664,48.55555555555556,33.55555555555556,35.22222222222222,50.333333333333336,25.333333333333332,12.88888888888889,40.0,16.125,35.125,17.25,15.75,19.125,18.25,14.0,36.333333333333336,42.75,18.5,18.166666666666668,25.583333333333332,63.333333333333336,56.833333333333336,50.666666666666664,11.5,67.66666666666667,49.833333333333336,52.5,31.0,23.166666666666668,36.166666666666664,35.333333333333336,77.22222222222223,48.888888888888886,59.0,11.333333333333334,15.777777777777779,25.333333333333332,25.444444444444443,49.0,54.714285714285715,50.285714285714285,39.42857142857143,72.71428571428571,55.0,70.71428571428571,53.714285714285715,60.285714285714285,36.22222222222222,33.77777777777778,47.0,48.333333333333336,18.77777777777778,18.333333333333332,36.333333333333336,29.22222222222222,18.11111111111111,60.111111111111114,61.77777777777778,16.444444444444443,59.22222222222222,58.22222222222222,71.0,67.66666666666667,77.0,84.2,82.1,34.5,9.7,9.0,36.8,12.2,39.75,32.25,19.875,19.625,40.5,89.0,38.5,29.75,66.0,57.111111111111114,61.55555555555556,31.333333333333332,85.22222222222223,21.666666666666668,93.44444444444444,92.66666666666667,8.090909090909092,23.545454545454547,39.63636363636363,50.81818181818182,24.636363636363637,31.09090909090909,85.81818181818181,83.18181818181819,44.4,74.8,86.8,96.1,33.9,25.3,87.9,90.8,41.4,73.1,14.2,59.4,91.4,61.0,74.3
Socioemotional,93.0,90.61538461538461,93.15384615384616,87.15384615384616,89.6923076923077,24.615384615384617,52.07692307692308,78.61538461538461,17.333333333333332,17.0,10.5,47.333333333333336,47.5,22.666666666666668,32.5,19.166666666666668,31.6875,16.6875,55.125,26.875,29.3125,22.625,86.8125,61.8125,34.42857142857143,71.14285714285714,92.71428571428571,92.57142857142857,72.85714285714286,91.0,82.14285714285714,64.42857142857143,63.0,80.9090909090909,81.54545454545455,78.72727272727273,80.18181818181819,65.45454545454545,55.90909090909091,75.54545454545455,95.57142857142857,83.0,80.57142857142857,17.857142857142858,16.857142857142858,24.428571428571427,22.857142857142858,23.142857142857142,22.77777777777778,12.222222222222221,18.333333333333332,18.666666666666668,25.22222222222222,34.22222222222222,15.333333333333334,23.666666666666668,14.125,48.5,16.25,8.0,11.375,15.625,11.625,11.125,21.166666666666668,18.75,28.25,19.0,24.416666666666668,45.333333333333336,29.0,55.916666666666664,15.0,55.833333333333336,38.5,45.0,31.333333333333332,27.666666666666668,36.166666666666664,23.666666666666668,75.77777777777777,34.888888888888886,54.22222222222222,23.77777777777778,20.11111111111111,14.11111111111111,4.444444444444445,61.0,51.0,71.85714285714286,37.857142857142854,66.42857142857143,49.857142857142854,68.0,44.857142857142854,57.57142857142857,39.44444444444444,35.55555555555556,57.55555555555556,17.555555555555557,10.333333333333334,13.555555555555555,17.22222222222222,27.555555555555557,10.222222222222221,28.22222222222222,34.333333333333336,27.444444444444443,67.88888888888889,72.66666666666667,70.55555555555556,77.77777777777777,81.1,78.7,78.9,7.9,3.9,3.2,40.9,17.3,51.0,58.5,33.5,27.5,37.0,94.0,58.875,33.75,85.0,54.333333333333336,65.11111111111111,26.333333333333332,86.0,24.22222222222222,87.66666666666667,87.22222222222223,21.0,38.27272727272727,57.90909090909091,64.45454545454545,64.27272727272727,7.0,83.36363636363636,86.63636363636364,63.2,74.1,79.1,91.7,40.2,11.5,88.1,87.2,54.1,84.5,22.2,78.9,96.0,80.7,41.0
Formality and Regulation,88.0,86.84615384615384,90.84615384615384,94.46153846153847,88.46153846153847,29.384615384615383,45.15384615384615,71.15384615384616,26.833333333333332,23.833333333333332,22.833333333333332,37.833333333333336,43.5,33.5,33.833333333333336,28.333333333333332,22.0625,23.1875,55.875,30.25,28.25,12.75,81.375,59.75,45.0,81.28571428571429,93.0,86.0,63.142857142857146,78.42857142857143,86.14285714285714,45.0,58.72727272727273,82.81818181818181,81.63636363636364,79.81818181818181,82.0,63.54545454545455,42.27272727272727,71.0,86.85714285714286,87.28571428571429,93.71428571428571,11.714285714285714,24.285714285714285,23.0,34.57142857142857,27.285714285714285,28.555555555555557,20.22222222222222,23.555555555555557,29.555555555555557,36.22222222222222,23.11111111111111,13.555555555555555,33.333333333333336,57.25,51.125,25.0,5.375,67.5,19.75,19.875,27.25,11.166666666666666,25.416666666666668,26.416666666666668,27.666666666666668,26.416666666666668,24.333333333333332,36.0,30.666666666666668,32.0,64.0,39.166666666666664,55.666666666666664,18.166666666666668,18.5,26.0,18.0,58.55555555555556,22.22222222222222,48.111111111111114,47.22222222222222,38.44444444444444,21.666666666666668,14.333333333333334,57.44444444444444,33.42857142857143,33.714285714285715,29.571428571428573,63.142857142857146,49.0,35.714285714285715,41.857142857142854,25.285714285714285,43.888888888888886,39.666666666666664,74.55555555555556,64.11111111111111,8.333333333333334,13.88888888888889,23.0,15.777777777777779,11.88888888888889,22.666666666666668,32.44444444444444,11.0,76.22222222222223,87.22222222222223,90.66666666666667,81.11111111111111,80.2,73.9,76.1,17.5,19.2,17.3,44.4,26.8,33.5,49.25,21.25,36.125,37.375,90.5,62.75,41.625,96.44444444444444,39.0,73.22222222222223,15.333333333333334,83.33333333333333,36.111111111111114,85.22222222222223,95.0,44.81818181818182,52.81818181818182,31.363636363636363,69.9090909090909,60.54545454545455,24.0,76.63636363636364,78.72727272727273,71.1,76.3,78.5,86.7,68.1,9.2,78.2,85.3,50.9,89.3,30.1,68.9,89.1,67.4,41.0
Intimacy,51.15384615384615,52.61538461538461,31.53846153846154,39.46153846153846,56.23076923076923,66.6923076923077,59.07692307692308,51.53846153846154,31.0,29.666666666666668,36.833333333333336,42.333333333333336,50.666666666666664,34.0,34.166666666666664,35.166666666666664,64.5,61.8125,49.375,54.125,46.8125,55.8125,28.625,39.25,41.714285714285715,39.0,48.57142857142857,47.714285714285715,42.0,37.285714285714285,40.714285714285715,44.285714285714285,60.45454545454545,39.36363636363637,40.36363636363637,38.72727272727273,53.45454545454545,44.81818181818182,47.36363636363637,46.09090909090909,37.57142857142857,32.42857142857143,29.714285714285715,64.57142857142857,62.42857142857143,63.857142857142854,53.714285714285715,59.42857142857143,31.11111111111111,39.77777777777778,35.44444444444444,36.111111111111114,40.111111111111114,27.444444444444443,39.666666666666664,30.22222222222222,62.5,67.625,83.5,85.75,71.625,77.125,82.375,83.5,66.75,68.5,79.5,78.0,78.08333333333333,52.833333333333336,73.91666666666667,51.333333333333336,65.5,46.666666666666664,59.833333333333336,53.833333333333336,71.5,67.33333333333333,74.83333333333333,55.166666666666664,27.333333333333332,79.0,69.55555555555556,23.77777777777778,81.77777777777777,84.33333333333333,71.55555555555556,51.22222222222222,57.285714285714285,52.42857142857143,65.85714285714286,31.0,43.285714285714285,41.57142857142857,55.0,53.42857142857143,68.0,78.66666666666667,55.0,65.22222222222223,88.22222222222223,82.0,83.55555555555556,80.88888888888889,93.0,77.44444444444444,79.33333333333333,99.66666666666667,60.44444444444444,56.666666666666664,46.888888888888886,47.44444444444444,36.7,25.2,27.6,59.3,71.9,68.5,48.8,58.2,57.375,55.0,70.875,70.375,57.5,32.875,48.625,68.25,41.55555555555556,45.55555555555556,42.77777777777778,65.88888888888889,33.0,57.44444444444444,30.77777777777778,34.77777777777778,77.36363636363636,60.27272727272727,71.18181818181819,66.45454545454545,66.63636363636364,78.27272727272727,39.45454545454545,37.90909090909091,57.7,44.7,37.1,42.4,52.9,62.0,40.0,41.3,58.0,40.5,54.3,40.1,39.4,35.1,49.4
Visibility,75.92307692307692,68.0,72.46153846153847,81.46153846153847,80.76923076923077,60.23076923076923,69.38461538461539,73.76923076923077,78.83333333333333,63.833333333333336,52.166666666666664,68.83333333333333,56.666666666666664,84.5,79.0,40.333333333333336,78.6875,50.8125,37.8125,60.1875,60.8125,33.3125,42.6875,47.3125,72.42857142857143,56.0,60.142857142857146,64.71428571428571,46.285714285714285,53.857142857142854,53.285714285714285,39.714285714285715,87.45454545454545,85.81818181818181,27.636363636363637,34.0,76.81818181818181,67.18181818181819,65.72727272727273,81.45454545454545,32.285714285714285,39.285714285714285,35.142857142857146,69.71428571428571,69.42857142857143,41.857142857142854,61.714285714285715,54.714285714285715,73.11111111111111,75.77777777777777,58.77777777777778,55.666666666666664,74.33333333333333,25.77777777777778,51.111111111111114,42.77777777777778,8.0,78.75,64.625,67.0,32.625,63.75,59.75,79.0,53.416666666666664,77.08333333333333,77.5,81.08333333333333,82.91666666666667,49.333333333333336,54.083333333333336,53.416666666666664,70.16666666666667,57.166666666666664,50.666666666666664,62.666666666666664,69.33333333333333,47.0,73.66666666666667,42.0,94.77777777777777,63.22222222222222,67.88888888888889,6.222222222222222,94.66666666666667,91.44444444444444,46.333333333333336,77.88888888888889,74.42857142857143,50.857142857142854,78.85714285714286,36.714285714285715,69.28571428571429,24.142857142857142,73.28571428571429,43.57142857142857,80.88888888888889,79.77777777777777,60.888888888888886,36.0,65.0,67.0,65.11111111111111,70.22222222222223,83.66666666666667,72.0,78.44444444444444,71.66666666666667,65.77777777777777,69.44444444444444,58.666666666666664,51.22222222222222,47.1,62.2,62.2,30.0,43.5,37.9,53.3,75.4,73.625,61.125,49.625,59.625,13.125,63.0,67.125,64.0,51.77777777777778,30.88888888888889,16.77777777777778,67.66666666666667,49.111111111111114,30.22222222222222,50.0,47.666666666666664,73.36363636363636,70.45454545454545,46.90909090909091,82.36363636363636,68.0,58.36363636363637,73.81818181818181,76.9090909090909,72.7,68.1,61.4,78.8,67.7,60.0,69.1,76.8,81.5,64.4,74.0,22.1,74.0,36.0,82.1
Communal Sharing,94.07692307692308,91.23076923076923,94.3076923076923,88.38461538461539,84.6923076923077,22.46153846153846,58.76923076923077,74.46153846153847,55.833333333333336,39.0,30.5,64.66666666666667,61.666666666666664,36.333333333333336,56.333333333333336,34.0,13.0625,12.125,16.5625,55.0,61.3125,11.6875,91.4375,56.0,53.857142857142854,79.0,94.85714285714286,95.14285714285714,68.28571428571429,93.71428571428571,85.71428571428571,66.57142857142857,66.54545454545455,89.0,71.54545454545455,72.63636363636364,68.63636363636364,51.81818181818182,35.0,81.0,97.0,86.42857142857143,94.85714285714286,18.142857142857142,29.857142857142858,20.428571428571427,34.42857142857143,22.0,33.77777777777778,20.333333333333332,23.0,17.88888888888889,42.22222222222222,28.88888888888889,37.0,31.333333333333332,5.625,64.125,9.375,14.375,5.25,6.5,6.5,38.875,19.25,40.0,31.416666666666668,29.666666666666668,25.916666666666668,32.416666666666664,51.583333333333336,34.666666666666664,22.333333333333332,66.33333333333333,46.666666666666664,64.16666666666667,29.166666666666668,32.333333333333336,36.5,32.333333333333336,38.666666666666664,34.111111111111114,60.0,4.444444444444445,23.11111111111111,35.666666666666664,2.2222222222222223,24.0,46.285714285714285,51.857142857142854,35.714285714285715,63.57142857142857,62.42857142857143,39.0,47.285714285714285,44.42857142857143,32.0,66.88888888888889,45.44444444444444,22.555555555555557,13.444444444444445,27.88888888888889,31.77777777777778,33.666666666666664,25.77777777777778,46.111111111111114,41.77777777777778,32.55555555555556,66.11111111111111,53.0,72.77777777777777,69.66666666666667,77.9,80.9,80.8,25.2,4.1,4.7,47.7,18.4,57.5,35.75,13.25,38.75,17.625,71.25,43.125,32.0,74.55555555555556,60.333333333333336,54.44444444444444,31.22222222222222,77.66666666666667,30.77777777777778,79.44444444444444,80.11111111111111,33.09090909090909,53.09090909090909,56.36363636363637,67.54545454545455,49.27272727272727,15.090909090909092,84.9090909090909,86.63636363636364,35.5,77.3,87.2,94.9,48.8,19.4,86.1,87.8,56.2,79.1,32.1,61.7,89.1,64.6,59.8
Expected Reciprocity,64.3076923076923,68.15384615384616,28.53846153846154,35.23076923076923,39.61538461538461,48.53846153846154,58.30769230769231,49.07692307692308,28.333333333333332,51.666666666666664,60.666666666666664,55.833333333333336,56.5,42.5,44.5,31.0,59.25,51.75,61.4375,60.3125,56.625,66.0625,32.375,33.4375,22.285714285714285,45.42857142857143,67.85714285714286,61.0,62.0,66.14285714285714,55.0,52.42857142857143,65.0909090909091,42.09090909090909,41.54545454545455,37.36363636363637,37.54545454545455,48.27272727272727,47.45454545454545,31.636363636363637,37.42857142857143,34.714285714285715,41.57142857142857,49.57142857142857,66.0,50.857142857142854,61.285714285714285,55.857142857142854,38.888888888888886,36.333333333333336,41.111111111111114,24.11111111111111,53.333333333333336,31.77777777777778,38.77777777777778,76.88888888888889,54.5,63.25,82.0,87.0,88.875,68.25,80.875,78.625,73.58333333333333,34.0,35.75,44.5,39.416666666666664,65.58333333333333,44.0,67.0,53.666666666666664,48.666666666666664,39.666666666666664,53.166666666666664,81.33333333333333,79.33333333333333,70.0,51.166666666666664,65.66666666666667,70.22222222222223,41.22222222222222,50.333333333333336,51.111111111111114,49.888888888888886,84.88888888888889,46.111111111111114,42.857142857142854,67.0,45.0,49.42857142857143,49.57142857142857,43.42857142857143,46.0,40.0,10.222222222222221,23.22222222222222,46.0,18.11111111111111,26.11111111111111,25.11111111111111,18.22222222222222,31.555555555555557,76.11111111111111,42.44444444444444,44.44444444444444,59.888888888888886,29.88888888888889,34.0,28.333333333333332,41.22222222222222,34.0,45.0,44.9,30.4,37.0,37.7,33.9,51.9,33.125,64.625,68.625,43.25,68.375,18.5,25.25,54.625,47.0,34.77777777777778,34.666666666666664,45.44444444444444,41.77777777777778,46.888888888888886,38.666666666666664,43.44444444444444,37.81818181818182,16.545454545454547,22.181818181818183,28.272727272727273,32.36363636363637,53.90909090909091,52.63636363636363,51.63636363636363,52.4,47.9,58.0,83.1,28.4,55.2,36.1,44.4,40.4,51.8,61.5,61.2,51.9,40.8,44.2
Strategic,15.846153846153847,22.53846153846154,12.538461538461538,15.307692307692308,16.53846153846154,71.92307692307692,52.46153846153846,20.307692307692307,64.33333333333333,72.0,28.166666666666668,25.666666666666668,31.333333333333332,57.5,74.83333333333333,76.0,91.0625,88.9375,60.5625,45.25,48.625,67.8125,6.4375,32.6875,76.85714285714286,33.285714285714285,20.428571428571427,19.714285714285715,37.142857142857146,25.428571428571427,26.857142857142858,34.285714285714285,37.18181818181818,38.18181818181818,50.63636363636363,46.45454545454545,29.90909090909091,38.45454545454545,44.45454545454545,32.09090909090909,14.714285714285714,11.142857142857142,13.428571428571429,78.14285714285714,78.14285714285714,79.85714285714286,73.57142857142857,73.71428571428571,78.66666666666667,81.22222222222223,70.33333333333333,87.0,51.22222222222222,74.88888888888889,61.333333333333336,32.888888888888886,93.0,36.25,88.125,91.625,72.625,75.625,67.875,42.25,52.416666666666664,75.25,51.416666666666664,50.583333333333336,63.666666666666664,32.75,28.5,32.0,45.0,41.833333333333336,64.33333333333333,32.0,87.66666666666667,87.5,81.5,63.666666666666664,17.11111111111111,65.0,44.333333333333336,58.0,53.111111111111114,62.77777777777778,86.33333333333333,40.888888888888886,63.857142857142854,37.42857142857143,75.42857142857143,22.285714285714285,52.285714285714285,31.285714285714285,55.857142857142854,41.714285714285715,67.0,53.44444444444444,59.111111111111114,75.33333333333333,89.22222222222223,77.44444444444444,78.44444444444444,55.0,59.22222222222222,83.66666666666667,88.33333333333333,86.22222222222223,34.55555555555556,37.44444444444444,31.77777777777778,49.77777777777778,27.1,18.2,16.6,74.6,80.5,78.7,23.1,66.5,37.5,67.625,69.0,55.25,65.25,17.25,40.125,66.875,13.333333333333334,50.22222222222222,42.888888888888886,94.77777777777777,33.333333333333336,61.77777777777778,16.77777777777778,7.666666666666667,48.81818181818182,41.81818181818182,38.54545454545455,22.454545454545453,57.72727272727273,82.72727272727273,4.909090909090909,9.181818181818182,64.3,24.9,12.7,11.7,43.3,80.9,14.7,22.0,40.6,13.3,86.9,30.4,17.1,31.2,47.9
