"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.0722198486328","29.6505107879639","29.0558605194092","26.6890201568604","26.7520008087158","26.3044109344482","31.6834697723389","30.903190612793","33.9158210754395","35.2404899597168","35.3623199462891","37.3457298278809","38.7256393432617","37.7611312866211","16.1958293914795","16.4054203033447","15.2717695236206","15.5992097854614","","","","",
"Africa Eastern and Southern","AFE","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.768769979476929","0.923879981040955","0.951129972934723","1.09458994865417","1.02260005474091","1.11731994152069","1.26757001876831","1.40822005271912","1.80833005905151","1.9456399679184","","","1.72288000583649","","","","2.1554000377655","1.70773994922638","","","2.21141004562378","","","","","","","","","","","","","1.20234000682831","1.19937002658844","","","","","3.77498006820679","","3.62226009368896","","","8.23068046569824","","","","9.68642044067383","","10.5625200271606",
"Africa Western and Central","AFW","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.583549976348877","0.548280000686646","0.55307000875473","0.545040011405945","0.505010008811951","","","","","","0.549719989299774","0.498290002346039","","","0.713360011577606","2.63499999046326","1.9757399559021","2.43892002105713","2.3798201084137","","","","","6.13030004501343","","8.83833026885986","","8.40093994140625","9.33625984191895","","","","",
"Albania","ALB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","13.9081401824951","14.9279098510742","","","","","","5.83141994476318","","","5.18940019607544","","5.92611980438232","6.55998992919922","7.02590990066528","7.22121000289917","7.32686996459961","7.73795986175537","8.14828014373779","8.36635971069336","8.85533046722412","9.28732013702393","11.1776103973389","10.6335802078247","10.2028198242188","10.9394502639771","12.6997203826904","13.5501699447632","14.7477703094482","15.5366096496582","15.9046297073364","16.311429977417","16.6572399139404","19.8904399871826","23.1898307800293","26.6371402740479","30.6871299743652","32.0928001403809","33.3855514526367","44.5492515563965","49.8787002563477","59.252010345459","64.6344299316406","65.7829666137695","62.0076217651367","58.3818511962891","57.3752593994141","54.9613304138184","59.7784996032715","57.8131408691406",
"Andorra","AND","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","5.96426010131836","5.98206996917725","6.2343602180481","6.59680986404419","7.00106000900269","7.55048990249634","8.2154598236084","8.86437034606934","9.30852031707764","9.35179042816162","9.69575977325439","10.2752103805542","10.6437702178955","10.8129396438599","11.0858001708984","11.0723695755005","11.3694200515747","11.3963804244995","11.3813695907593","11.0349702835083","11.0605401992798","10.7758502960205","11.42809009552","12.347279548645","12.9927701950073","13.8589200973511","14.7840099334717","15.7599897384644","16.530460357666","17.9354591369629","18.1847896575928","18.7884998321533","19.6000804901123","19.6064300537109","20.7749290466309","21.8363990783691","22.3438892364502","22.9466800689697","23.7018299102783","24.397590637207","25.0633907318115","24.5213508605957","25.88796043396","27.4379501342773","28.6185207366943","30.0987701416016","30.7513408660889","31.5718002319336","32.9319305419922","33.4483299255371","33.3532218933105",
"United Arab Emirates","ARE","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.6069793701172","53.7160186767578",
"Argentina","ARG","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","13.2443504333496","15.3060302734375","16.4837608337402","19.6180801391602","22.7486896514893","26.975980758667","27.0718193054199","24.0776195526123","21.3801898956299","22.2299098968506","21.7346897125244","23.1026306152344","23.8299999237061","24.8389301300049","28.6764698028564","35.4959487915039","37.424991607666","39.2206497192383","","","","38.1191101074219","","","37.0013313293457","","","","46.9607009887695","48.8317184448242","53.9648094177246","59.0115509033203","62.7487297058105","65.1762619018555","65.4853668212891","63.9666709899902","66.964729309082","66.4116287231445","68.0569534301758","70.2064590454102","73.2313995361328","76.2974014282227","77.4462890625","78.2238998413086","80.9958114624023","84.0019989013672","87.2134475708008","89.9585189819336","91.6006011962891","95.4479064941406","",
