,Parent and Child,Parent and Teenager,Wife and Husband,Fiance and Fiancee,Between Siblings,Between divorced spouses,Between a person and their in-laws,Between cousins,Employer and Employee,Interviewer and Job applicant,Guard and Prisoner,Nurse and Patient,Therapist and Patient,Salesperson and Customer,Between Business Partners,Between opposing negotiators,Between political opponents,Between business rivals,Between enemies,Teacher and Student,Professor and Graduate student,Master and Servant,Between Close Friends,Between casual acquaintances,Between teammates in sports,Between second cousins,Parent and Infant,Grandparent and Grandchild,Step-parent and Step-child,Foster-parent and Foster-child,Godparent and Godchild,Step-grandparent and Step-grandchild,Ancestor and Descendant,Bride and Groom,Man and His Mistress,Man Wife and Man Mistress,Brother and Sister,Between step-siblings,Between distant relatives,Between close relatives,Between twins,Between a person and their family friends,Between a person and their deceased spouse,Manager and Staff,Foreman and Laborer,Owner and Manager,Union leader and union member,Manager and Assistant,Chief and Deputy,Supervisor and Subordinate,Boss and Secretary,Entrepreneur and Investor,Intern and Employee,Lawyer and Client,Judge and Lawyer,Victim and Criminal,Drug dealer and Addict,Victim and Witness,Criminal and Police officer,Criminal and Prosecutor,Criminal and Hostage,Defendant and Plaintiff,Police officer and Offender,Police officer and Civilian,Parole officer and Parolee,Consultant and Client,Chef and Customer,Customer and Server,Customer and Businessman,Doctor and Patient,Doctor and Nurse,Patient and Caretaker,Driver and Passenger,Coach and athlete,Team Captain and Team Members,Club Member and Club President,Politician and Supporter,Leader and Follower,Representative and Citizen,Officer and Soldier,Babysitter and Infant,Religious leader and Congregant,Between religious followers,Prostitute and Customer,Guide and Tourist,Athlete and Referee,Slave and Master,Reader and Writer,Reviewer and Writer,Performer and Audience,Dealer and Buyer,Sugar-daddy and Sugar-baby,Director and Performer,Psychologist and Client,Judge and Contestant,Man and God,Between Co-workers,Between sports rivals,Between romantic rivals,Between criminal and their accomplice,Between diplomats,Principal and Teacher,Professor and Teaching Assistant,University student and Administrator,Student and Dorm Resident assistant,Mentor and Mentee,Athletic trainer and Trainee,Researcher and Research Subject,Between peers,Between classmates,Between roommates,Between sorority sisters,Between fraternity brothers,Bride and Bridesmaid,Groom and Groomsman,Predecessor and Successor,Landlord and Tenant,Landlord and Housekeeper,Guest and Host,Television host and Guest,Volunteer and Organizer,Celebrity and Fans,Celebrity and Haters,Native and Tourist,Bully and Victim,Between friends,Between Facebook Friends,Between a person and their social media follower,Between childhood friends,Between pen-friends,Between friends with benefits,Between political allies,Between romantic lovers,Between ex-lovers,Between life-partners,Between soul-mates,Between strangers,Between neighbors,Between church members,Between fans of the same sports team,Between fans of opposing sports teams,Superior and Subordinate,Aunt and Niece/Nephew,Uncle and Niece/Nephew,Between frenemies,Between half-siblings,Between adoptive parents and adopted kids,Mother and Infant,Between alumni,Between a monarch and their minister,Between confidants,Between a person and their significant other,Between companions,Between playmates,Between competitors in sports,Between a person and their crush,Between cohabitants,Between long-distance lovers,Between brothers-in-arms
Valence Evaluation,82.11111111111111,59.77777777777778,79.33333333333333,86.11111111111111,65.55555555555556,31.22222222222222,44.77777777777778,58.77777777777778,67.85714285714286,53.285714285714285,22.0,89.71428571428571,85.71428571428571,66.85714285714286,72.14285714285714,29.857142857142858,22.625,10.625,17.5,55.125,53.0,50.0,84.0,68.875,76.875,47.75,81.625,87.5,35.25,44.625,51.0,40.625,81.0909090909091,77.9090909090909,72.27272727272727,41.81818181818182,59.54545454545455,53.81818181818182,55.18181818181818,65.72727272727273,77.28571428571429,78.5,54.42857142857143,54.142857142857146,46.42857142857143,55.07142857142857,56.642857142857146,58.357142857142854,69.16666666666667,56.416666666666664,69.91666666666667,67.08333333333333,57.75,74.5,48.166666666666664,12.416666666666666,41.0,40.75,18.5,26.5,6.625,11.5,11.75,58.75,30.4,59.6,49.8,60.2,43.8,68.6,78.0,74.8,92.5,87.1,83.3,68.3,61.8,67.5,61.3,52.9,77.5,87.0,56.5,26.0,50.5,13.5,2.25,66.5,33.25,78.75,79.25,58.0,75.25,70.25,20.25,53.5,71.0,23.5,25.375,47.625,44.125,65.75,63.5,59.25,65.66666666666667,66.91666666666667,62.833333333333336,53.416666666666664,56.833333333333336,59.25,57.833333333333336,48.416666666666664,76.85714285714286,82.71428571428571,88.14285714285714,42.285714285714285,54.857142857142854,58.57142857142857,72.92857142857143,59.92857142857143,80.75,42.125,3.75,67.5,2.625,78.625,52.375,55.25,84.33333333333333,64.5,54.833333333333336,36.0,93.0,25.0,81.33333333333333,89.83333333333333,38.42857142857143,58.42857142857143,74.0,74.14285714285714,19.428571428571427,38.857142857142854,86.42857142857143,86.85714285714286,30.22222222222222,49.55555555555556,68.55555555555556,85.0,57.0,38.666666666666664,64.0,87.88888888888889,89.71428571428571,73.57142857142857,18.0,75.71428571428571,76.57142857142857,81.0,66.71428571428571
Equality,21.22222222222222,17.666666666666668,86.88888888888889,85.77777777777777,68.66666666666667,69.44444444444444,38.0,91.88888888888889,25.857142857142858,36.142857142857146,17.142857142857142,58.142857142857146,61.857142857142854,53.142857142857146,76.57142857142857,53.142857142857146,67.125,64.0,42.375,33.375,37.375,18.875,79.0,69.875,72.375,57.25,53.5,49.875,24.25,31.625,31.5,21.75,20.272727272727273,75.18181818181819,60.90909090909091,51.72727272727273,66.9090909090909,59.45454545454545,57.72727272727273,60.72727272727273,79.28571428571429,79.78571428571429,48.785714285714285,15.714285714285714,25.714285714285715,22.428571428571427,40.285714285714285,28.785714285714285,18.416666666666668,13.916666666666666,22.416666666666668,55.416666666666664,33.833333333333336,54.25,22.666666666666668,29.75,19.875,59.125,16.375,19.0,12.25,29.75,11.375,39.125,2.8,36.8,48.6,36.4,24.6,22.8,33.4,32.2,52.3,29.6,39.4,41.5,33.4,16.4,39.2,8.8,14.75,8.0,77.0,15.0,15.75,9.25,2.75,67.0,29.0,36.0,68.25,9.0,63.0,50.0,38.0,9.0,47.25,68.625,65.25,35.0,65.125,17.875,20.75,29.0,23.25,21.75,32.583333333333336,20.416666666666668,74.83333333333333,76.0,68.5,54.083333333333336,84.57142857142857,62.785714285714285,59.214285714285715,46.57142857142857,29.928571428571427,16.142857142857142,53.142857142857146,49.142857142857146,52.0,28.125,22.0,48.125,6.0,71.0,57.5,38.875,91.33333333333333,76.5,69.16666666666667,23.5,86.66666666666667,49.333333333333336,75.66666666666667,84.83333333333333,56.857142857142854,73.28571428571429,64.57142857142857,64.71428571428571,38.42857142857143,26.714285714285715,56.0,58.0,45.55555555555556,56.666666666666664,27.666666666666668,17.11111111111111,70.33333333333333,24.0,75.22222222222223,97.22222222222223,72.42857142857143,63.0,49.142857142857146,51.857142857142854,59.0,75.28571428571429,59.142857142857146
Activity Intensity,91.44444444444444,78.55555555555556,91.22222222222223,94.11111111111111,75.44444444444444,38.44444444444444,43.888888888888886,51.333333333333336,61.42857142857143,47.42857142857143,65.71428571428571,67.85714285714286,84.0,44.0,61.285714285714285,46.142857142857146,52.5,51.5,55.875,42.625,43.625,57.75,79.125,39.875,68.625,36.125,80.875,67.0,45.625,50.625,42.875,44.625,74.0,88.18181818181819,63.0,51.90909090909091,79.27272727272727,49.90909090909091,34.63636363636363,65.9090909090909,87.92857142857143,79.85714285714286,69.14285714285714,35.0,37.0,33.857142857142854,34.42857142857143,44.0,65.5,43.583333333333336,66.91666666666667,37.25,45.916666666666664,54.416666666666664,41.916666666666664,29.916666666666668,54.25,36.25,39.625,36.0,28.75,31.5,30.625,34.625,41.0,38.6,30.6,44.4,47.4,42.0,65.2,73.6,47.1,77.1,65.5,36.0,34.5,50.1,47.4,64.3,82.75,43.75,42.0,29.75,28.25,27.25,29.75,17.0,12.0,34.25,41.0,35.5,52.5,72.5,34.5,36.5,55.375,42.75,42.5,71.75,37.875,55.125,51.5,21.75,27.75,56.416666666666664,58.5,32.166666666666664,49.333333333333336,58.833333333333336,66.5,46.333333333333336,65.07142857142857,83.71428571428571,83.85714285714286,24.857142857142858,35.142857142857146,53.142857142857146,36.714285714285715,20.714285714285715,57.25,17.0,25.5,21.75,43.75,71.875,44.875,24.75,86.0,33.333333333333336,55.833333333333336,32.166666666666664,77.33333333333333,32.5,90.16666666666667,94.83333333333333,9.714285714285714,42.42857142857143,45.57142857142857,48.0,15.142857142857142,32.0,83.71428571428571,85.14285714285714,36.111111111111114,57.44444444444444,68.88888888888889,87.88888888888889,40.44444444444444,34.44444444444444,77.11111111111111,92.44444444444444,71.57142857142857,51.42857142857143,42.42857142857143,63.714285714285715,71.71428571428571,59.42857142857143,61.285714285714285
Socioemotional,85.55555555555556,83.0,91.77777777777777,90.66666666666667,82.77777777777777,39.111111111111114,57.44444444444444,68.55555555555556,40.142857142857146,43.142857142857146,42.42857142857143,62.42857142857143,66.85714285714286,41.142857142857146,42.142857142857146,49.57142857142857,18.375,20.25,28.375,31.75,28.0,32.25,76.375,49.0,51.5,51.5,86.125,80.625,49.75,53.75,54.75,45.625,71.9090909090909,90.45454545454545,88.9090909090909,67.18181818181819,88.63636363636364,70.9090909090909,62.81818181818182,84.36363636363636,86.92857142857143,86.64285714285714,78.78571428571429,20.071428571428573,15.071428571428571,16.5,29.142857142857142,27.785714285714285,24.916666666666668,15.416666666666666,26.75,14.166666666666666,26.583333333333332,28.666666666666668,11.416666666666666,24.666666666666668,20.25,43.25,16.875,25.25,21.625,32.0,12.75,35.75,21.2,19.0,11.8,19.4,14.6,21.8,47.4,65.0,23.3,43.7,39.3,49.3,44.1,47.4,33.6,13.4,75.25,39.0,54.75,5.0,6.5,6.25,3.75,10.5,23.0,35.25,21.25,45.5,22.0,51.75,16.0,51.5,30.75,47.75,54.75,36.5,25.125,28.25,28.375,28.625,24.0,26.0,34.416666666666664,11.5,53.666666666666664,62.75,60.583333333333336,45.5,56.0,85.5,87.85714285714286,13.571428571428571,17.071428571428573,31.285714285714285,38.857142857142854,15.642857142857142,24.125,45.125,52.625,18.875,49.875,82.125,60.0,31.875,90.83333333333333,41.833333333333336,38.333333333333336,23.5,86.5,27.5,78.33333333333333,82.83333333333333,13.0,30.857142857142858,51.42857142857143,57.142857142857146,39.857142857142854,22.714285714285715,88.57142857142857,88.28571428571429,47.22222222222222,61.44444444444444,63.0,82.22222222222223,41.333333333333336,12.777777777777779,68.88888888888889,88.55555555555556,71.71428571428571,52.42857142857143,37.285714285714285,76.28571428571429,69.42857142857143,78.57142857142857,33.0
Formality and Regulation,4.444444444444445,7.777777777777778,12.88888888888889,13.0,7.555555555555555,61.0,52.44444444444444,19.333333333333332,81.28571428571429,94.14285714285714,78.28571428571429,67.85714285714286,62.285714285714285,73.28571428571429,81.28571428571429,82.0,62.75,60.875,39.0,72.0,77.375,62.5,15.875,35.125,36.75,48.5,41.875,54.125,27.5,30.25,34.25,40.625,50.81818181818182,31.272727272727273,39.63636363636363,63.90909090909091,30.181818181818183,43.27272727272727,46.27272727272727,28.545454545454547,13.214285714285714,19.357142857142858,17.214285714285715,85.71428571428571,72.78571428571429,77.28571428571429,58.285714285714285,69.14285714285714,77.0,83.66666666666667,75.5,83.83333333333333,70.08333333333333,82.0,87.0,27.5,39.875,43.5,46.375,53.375,31.125,31.625,66.875,76.625,84.0,84.6,60.6,48.4,67.4,76.0,50.0,36.8,63.8,64.9,41.2,52.7,57.8,52.0,69.7,69.0,5.5,71.25,36.5,40.75,63.75,52.25,54.0,61.25,87.75,58.75,70.5,35.5,72.75,72.25,79.0,27.5,70.25,61.375,41.875,38.375,75.875,79.125,73.75,63.25,60.25,64.25,53.666666666666664,70.91666666666667,34.833333333333336,37.166666666666664,31.666666666666668,37.25,30.428571428571427,21.428571428571427,20.857142857142858,84.42857142857143,79.85714285714286,68.28571428571429,65.92857142857143,82.0,69.75,25.5,7.125,47.125,13.625,17.75,19.125,41.125,33.5,58.5,44.166666666666664,59.666666666666664,42.166666666666664,37.666666666666664,39.166666666666664,38.833333333333336,58.857142857142854,57.42857142857143,54.142857142857146,30.571428571428573,36.714285714285715,77.57142857142857,28.0,28.0,28.11111111111111,17.333333333333332,28.88888888888889,20.0,37.111111111111114,78.77777777777777,44.77777777777778,10.666666666666666,30.428571428571427,24.142857142857142,65.57142857142857,23.857142857142858,30.571428571428573,17.285714285714285,63.857142857142854
Intimacy,88.55555555555556,73.44444444444444,96.66666666666667,99.0,74.22222222222223,21.0,41.22222222222222,51.666666666666664,25.285714285714285,29.428571428571427,29.571428571428573,57.285714285714285,68.14285714285714,28.285714285714285,30.142857142857142,17.857142857142858,16.5,16.5,17.625,20.75,14.5,31.25,75.375,51.375,40.5,23.0,77.75,73.0,52.875,52.625,46.5,48.0,46.27272727272727,94.27272727272727,91.81818181818181,49.0,65.72727272727273,47.18181818181818,32.45454545454545,54.72727272727273,88.78571428571429,77.35714285714286,89.21428571428571,11.928571428571429,11.142857142857142,9.571428571428571,20.642857142857142,13.142857142857142,15.916666666666666,13.083333333333334,21.333333333333332,13.25,14.166666666666666,33.75,9.833333333333334,20.0,22.5,27.25,15.125,18.125,14.0,26.0,15.5,24.375,8.2,8.2,4.0,15.8,10.6,24.8,29.6,51.8,16.8,38.4,33.9,24.4,13.6,16.5,9.9,6.3,63.75,28.75,24.0,33.75,3.25,14.75,6.25,5.0,9.0,22.25,18.25,83.75,26.75,46.25,21.0,59.25,35.375,29.0,31.25,36.25,22.875,24.75,23.0,20.75,12.166666666666666,23.75,28.416666666666668,11.0,45.166666666666664,50.333333333333336,58.25,32.5,42.92857142857143,69.92857142857143,71.35714285714286,6.0,10.428571428571429,35.5,21.5,12.428571428571429,23.125,10.125,11.625,10.375,40.625,83.625,46.375,16.875,67.66666666666667,22.666666666666668,76.0,12.0,94.66666666666667,36.5,94.83333333333333,74.83333333333333,10.571428571428571,18.0,29.285714285714285,29.428571428571427,13.428571428571429,13.428571428571429,79.57142857142857,75.71428571428571,23.22222222222222,41.77777777777778,56.44444444444444,86.55555555555556,37.77777777777778,7.777777777777778,57.55555555555556,92.44444444444444,49.42857142857143,33.285714285714285,24.571428571428573,53.285714285714285,77.0,63.57142857142857,35.714285714285715
Visibility,62.77777777777778,54.55555555555556,55.22222222222222,53.55555555555556,59.888888888888886,48.55555555555556,49.55555555555556,57.666666666666664,76.71428571428571,55.42857142857143,55.57142857142857,69.57142857142857,34.714285714285715,72.0,60.142857142857146,45.57142857142857,72.5,69.0,50.625,51.625,52.375,48.0,39.875,43.375,87.5,61.375,68.875,65.5,58.75,55.25,63.125,59.875,77.18181818181819,69.54545454545455,19.0,33.45454545454545,72.9090909090909,73.63636363636364,69.72727272727273,67.27272727272727,41.714285714285715,50.0,22.428571428571427,60.42857142857143,61.42857142857143,54.0,60.42857142857143,54.0,69.5,70.41666666666667,61.333333333333336,63.75,62.916666666666664,43.25,72.91666666666667,35.0,19.5,28.125,34.75,31.5,27.75,39.125,39.25,61.625,58.6,56.8,62.4,82.4,44.6,30.4,43.4,53.6,58.4,58.2,53.4,58.6,55.2,56.9,57.3,55.2,47.0,21.25,48.0,7.0,74.75,62.5,26.75,40.25,90.25,89.75,65.25,7.0,67.25,32.5,84.0,8.5,70.875,69.375,32.5,27.125,56.0,63.375,67.625,69.75,43.25,45.583333333333336,57.583333333333336,36.916666666666664,63.083333333333336,66.5,36.75,43.166666666666664,74.28571428571429,41.642857142857146,44.07142857142857,75.71428571428571,42.214285714285715,39.857142857142854,34.92857142857143,90.5,57.875,52.875,42.5,45.875,34.625,66.125,64.25,57.875,49.5,59.5,21.5,83.0,41.0,32.166666666666664,38.166666666666664,33.666666666666664,64.71428571428571,63.714285714285715,61.42857142857143,68.57142857142857,53.714285714285715,48.142857142857146,54.42857142857143,53.857142857142854,36.888888888888886,41.666666666666664,46.111111111111114,56.333333333333336,64.11111111111111,58.0,34.111111111111114,43.0,72.28571428571429,76.42857142857143,83.71428571428571,28.428571428571427,45.57142857142857,28.857142857142858,61.142857142857146
Communal Sharing,92.55555555555556,87.55555555555556,97.44444444444444,93.33333333333333,80.88888888888889,29.666666666666668,49.0,61.666666666666664,29.714285714285715,33.714285714285715,22.0,56.714285714285715,41.0,27.428571428571427,26.571428571428573,26.428571428571427,46.125,41.125,43.875,23.375,28.75,36.0,71.375,56.75,67.75,55.375,82.0,78.25,63.5,66.5,59.5,60.625,81.63636363636364,85.36363636363636,67.0909090909091,58.36363636363637,76.27272727272727,65.9090909090909,60.27272727272727,78.27272727272727,92.57142857142857,85.14285714285714,75.92857142857143,15.5,16.214285714285715,13.571428571428571,23.571428571428573,17.928571428571427,19.583333333333332,12.833333333333334,16.416666666666668,9.416666666666666,26.666666666666668,13.916666666666666,24.0,18.0,23.0,38.625,9.5,20.5,9.75,20.625,14.125,44.125,15.4,23.6,17.8,25.2,27.2,28.2,58.8,58.0,43.9,62.1,36.9,33.3,42.4,50.4,47.0,41.8,20.75,43.75,51.25,9.75,15.5,26.5,17.5,34.0,27.25,29.75,6.25,24.0,17.75,17.5,21.0,63.0,52.75,45.0,30.0,38.875,28.5,43.75,44.875,39.5,24.75,39.833333333333336,30.916666666666668,18.666666666666668,45.5,54.166666666666664,60.666666666666664,36.583333333333336,69.78571428571429,74.57142857142857,76.92857142857143,35.57142857142857,21.857142857142858,24.285714285714285,45.785714285714285,26.857142857142858,67.5,35.625,18.5,63.25,16.125,86.25,65.125,34.0,68.16666666666667,66.83333333333333,36.5,26.333333333333332,71.83333333333333,48.333333333333336,64.83333333333333,64.0,21.142857142857142,45.714285714285715,47.142857142857146,51.142857142857146,14.428571428571429,20.285714285714285,78.85714285714286,81.0,34.44444444444444,44.44444444444444,63.55555555555556,74.22222222222223,44.111111111111114,24.77777777777778,56.888888888888886,94.44444444444444,47.57142857142857,40.42857142857143,27.428571428571427,62.714285714285715,72.28571428571429,79.0,52.57142857142857
Expected Reciprocity,33.22222222222222,34.22222222222222,71.88888888888889,73.11111111111111,57.55555555555556,67.88888888888889,41.22222222222222,53.888888888888886,42.57142857142857,42.0,22.0,54.285714285714285,55.857142857142854,45.0,85.71428571428571,47.714285714285715,67.5,60.625,70.375,39.125,42.125,37.75,51.375,49.25,64.25,69.5,54.25,54.25,40.125,40.75,46.375,41.375,40.27272727272727,71.0,71.36363636363636,44.09090909090909,64.54545454545455,53.63636363636363,54.45454545454545,61.45454545454545,66.57142857142857,65.85714285714286,49.57142857142857,60.57142857142857,55.214285714285715,58.92857142857143,56.714285714285715,56.357142857142854,44.5,45.583333333333336,49.083333333333336,77.66666666666667,55.666666666666664,78.66666666666667,39.0,14.583333333333334,46.25,48.125,10.125,17.125,7.375,16.75,12.375,40.875,9.8,43.0,32.4,39.4,55.6,15.6,49.2,40.6,56.6,74.6,63.6,60.1,50.5,38.3,48.2,46.2,36.5,35.5,42.0,70.25,68.25,28.0,28.75,47.5,27.75,21.5,84.25,71.75,67.75,42.5,13.75,28.75,78.875,54.5,37.375,59.625,47.625,60.875,60.375,52.375,56.666666666666664,63.75,71.25,55.166666666666664,52.0,59.5,59.166666666666664,42.666666666666664,70.14285714285714,64.85714285714286,65.21428571428571,34.07142857142857,52.214285714285715,47.214285714285715,51.214285714285715,42.142857142857146,49.5,26.0,15.0,48.75,11.125,85.75,60.375,25.375,85.5,46.333333333333336,64.33333333333333,40.333333333333336,61.833333333333336,40.166666666666664,89.83333333333333,70.66666666666667,52.0,60.57142857142857,33.857142857142854,47.857142857142854,42.0,80.0,31.428571428571427,30.142857142857142,51.55555555555556,53.888888888888886,39.22222222222222,48.44444444444444,65.44444444444444,44.44444444444444,67.77777777777777,93.55555555555556,74.0,59.142857142857146,45.714285714285715,47.285714285714285,76.57142857142857,74.57142857142857,65.42857142857143
Strategic,26.77777777777778,32.888888888888886,36.888888888888886,29.666666666666668,33.888888888888886,74.88888888888889,42.22222222222222,21.555555555555557,76.14285714285714,86.85714285714286,28.428571428571427,30.428571428571427,45.42857142857143,78.28571428571429,80.28571428571429,73.28571428571429,81.375,83.875,68.25,49.625,50.375,64.625,21.25,32.75,81.625,50.5,30.75,28.0,34.75,32.875,40.25,29.625,28.727272727272727,26.272727272727273,38.45454545454545,40.90909090909091,27.636363636363637,44.0,40.0,29.727272727272727,18.5,21.785714285714285,23.928571428571427,83.64285714285714,79.42857142857143,85.14285714285714,76.78571428571429,82.42857142857143,62.25,61.416666666666664,55.833333333333336,82.41666666666667,55.916666666666664,81.91666666666667,72.75,38.333333333333336,63.0,35.5,53.5,38.5,52.375,47.875,42.0,51.125,23.4,67.0,29.2,35.6,68.4,18.0,46.6,43.6,44.8,72.8,63.3,60.3,74.9,42.4,51.8,71.2,40.5,59.75,42.0,73.75,69.75,53.5,27.75,56.5,30.75,20.75,69.5,80.75,51.25,18.0,18.5,21.5,59.875,78.625,60.75,75.5,62.625,50.75,52.25,51.125,69.58333333333333,59.666666666666664,67.0,82.16666666666667,36.25,34.083333333333336,48.333333333333336,40.666666666666664,30.285714285714285,15.285714285714286,14.928571428571429,73.0,71.5,61.285714285714285,43.642857142857146,80.14285714285714,68.5,68.375,46.875,40.625,41.125,25.0,22.125,62.75,11.5,52.5,39.333333333333336,68.83333333333333,12.333333333333334,30.0,29.0,33.166666666666664,58.142857142857146,55.57142857142857,26.428571428571427,36.142857142857146,55.142857142857146,86.0,15.857142857142858,13.142857142857142,64.88888888888889,40.55555555555556,22.666666666666668,12.0,56.55555555555556,78.44444444444444,54.77777777777778,43.888888888888886,55.0,78.57142857142857,61.0,41.714285714285715,51.714285714285715,37.857142857142854,70.85714285714286
