Country Name,Edu_2018,Urban_2020,Wealth_2015
United States,1.0776032250755,0.2897077689414262,2.1325385823747522
United Kingdom,-0.03904507322741685,0.3639351371243837,1.275420364943203
Germany,0.3326590139997208,-0.02247852290796027,0.6137548258850141
France,0.21653458211095902,0.1885213081980725,0.432835208430951
Australia,1.8869476626720891,0.5040026002492856,1.6000758578567547
South Africa,-1.5981262004707018,-0.6275004690578271,-1.0770270307380583
India,-1.4214544523833244,-2.570232588054547,-1.305654245247569
Chile,1.1853476640544953,0.5930275147931715,-0.5989753783839807
Mexico,-0.8629600193451236,0.17390348912088,-0.8129893601019502
Spain,1.1943195359014636,0.1786363075925944,-0.0053814708986396915
Brazil,-0.3761408595504653,0.5538469669387286,-0.8731620961499539
Portugal,0.1385053143945424,-0.6900455637979458,-0.22988603350727554
"Egypt, Arab Rep.",-0.9715641070906562,-2.0995268319500315,-1.1222086029196028
Qatar,-1.8442225784044721,1.282461375204367,-0.09735903901392956
Russian Federation,0.9234858626489998,-0.18417316917575796,-0.8419135792971191
Israel,-0.03514611029272108,0.8841857144454491,0.4112107835190489
Japan,0.07383636850597755,0.8359588933096291,0.40482843733130186
China,-0.48619948187134526,-0.9825217635309542,-1.1120463420285298
"Hong Kong SAR, China",0.6056196532724919,1.3282918325570403,1.205939117945581
