"","V1","V2"
"wife and husband",0.00500484823573793,0.000155463789076715
"nurse and patient",-0.000908699926903149,-0.0026514548830366
"officer and soldier",-0.00268341610682511,-0.00122612293062632
"neighbors",0.00198397824930004,0.00127099052289466
"athletic trainer and trainee",-0.00103825687352326,-0.00252664730114706
"police officer and offender",-0.00456053440627979,0.00253558400725316
"principal and teacher",-0.00281754736955146,-0.00227590807424339
"doctor and nurse",-0.00185867042756577,-0.00270622949214994
"victim and criminal",-0.00436017287974158,0.00316123759403084
"coach and athlete",-0.00133177257418378,-0.0018816141987728
"man and god",-0.000945243636428248,-0.000992882224949755
"half siblings",0.00471004970086468,-0.000138743564174951
"parent and teenager",0.00291676461399939,-0.000416754325061767
"prostitute and customer",-0.00201047896274438,-0.000708426547688784
"church members",0.00117321738026323,0.00035896272881877
"foreman and laborer",-0.00305262519851036,-0.00161842069429872
"a person and their family friends",0.00388383847319577,0.000644978076623024
"a person and their social media follower",-0.000631186290425978,0.000253540078605358
"guide and tourist",-0.00233208645293367,-0.00134528071807016
"bride and bridesmaid",0.004214756779911,-0.000188991001133385
"teammates in sports",0.00196028665925268,0.000456846565399755
"twins",0.0053359413430455,-8.14180201920442e-05
"celebrity and haters",-0.00318727176397469,0.00373293506356068
"employer and employee",-0.00348855492571982,-0.00226702769473066
"teacher and student",-0.00119150234939087,-0.00235313836366763
"guest and host",-7.01639421454729e-05,-0.00169297811154311
"man wife and man mistress",-0.00127285281947239,0.00385425915304285
"religious followers",0.000355148772721841,0.000574392029076927
"intern and employee",-0.00219075804573552,-0.0020984017019914
"criminal and police officer",-0.00505410776591235,0.00246372952543011
"step grandparent and step grandchild",0.00316799461668199,-0.000402910602985146
"chef and customer",-0.00265008934788916,-0.00165213731452456
"union leader and union member",-0.00227773111776057,-0.00165928950926854
"professor and graduate student",-0.00148301867409299,-0.00192941888979077
"second cousins",0.00331791367064942,0.000734545451864902
"fans of the same sports team",0.00189818217415137,0.000536889837423158
"master and servant",-0.00449869948615879,0.000911496522380528
"siblings",0.00529521407862116,-0.000246652669608527
"landlord and housekeeper",-0.00334192336548773,-0.000993080931953395
"close friends",0.00469972259756015,9.8109557925856e-05
"entrepreneur and investor",-0.00286735450054436,-0.00151702618307525
"fraternity brothers",0.00343703979434316,0.000282386937582446
"psychologist and client",-0.000679367210997428,-0.00309235286778504
"chief and deputy",-0.00284350160157273,-0.00190104670311489
"sugar daddy and sugar baby",0.00108861953914325,0.000616058773496366
"uncle and niece/nephew",0.00426559926207771,-0.000238183370130363
"childhood friends",0.00415325174454795,0.000424989674090902
"ex lovers",0.000106787192840403,0.00405569415880938
"man and his mistress",0.00317409610524225,0.000643935652127242
"step siblings",0.00421180966374715,0.00035195296055144
"confidants",0.00306095677663152,-0.000166141183147185
"parole officer and parolee",-0.00429355912717492,0.00133664048378581
"grandparent and grandchild",0.00449102070861735,-0.00110692775709037
"judge and contestant",-0.00366809437361694,-0.000187757734704437
"romantic lovers",0.00453054534397221,0.000550148501130645
"researcher and research subject",-0.00261103990796663,-0.00130284615619446
"brother and sister",0.00537399044517051,-0.000430920031758072
"therapist and patient",-0.000873337577538726,-0.00272510668536193
"parent and infant",0.00486538216542465,-0.000961849827523076
"slave and master",-0.00459842188016102,0.00157528774418209
"reader and writer",-0.00219023904399036,-0.000747154418649575
"representative and citizen",-0.00240630642637122,-0.00169374956264452
