,Dim1,Dim2,cl_k3,cl_k6
wife and husband,9.298727,3.8072035,1,5
nurse and patient,-0.59854436,8.8894205,2,4
officer and soldier,2.649721,5.0374007,0,3
neighbors,11.334301,4.3171563,1,5
athletic trainer and trainee,2.7197356,4.446556,0,3
police officer and offender,2.4966466,3.1068478,0,3
principal and teacher,2.8922663,3.9755673,0,3
doctor and nurse,11.868925,3.8682873,1,5
victim and criminal,1.0546675,3.793156,0,3
coach and athlete,2.9683082,4.5927105,0,3
man and god,1.1321435,3.7310135,0,3
half siblings,11.080957,2.0819883,1,2
parent and teenager,10.284911,1.8945535,1,2
prostitute and customer,-0.60638267,6.727401,2,4
church members,11.567484,4.1248474,1,5
foreman and laborer,2.6282911,4.8005724,0,3
a person and their family friends,11.214681,2.8335059,1,2
a person and their social media follower,-0.85990524,6.7005587,2,4
guide and tourist,-0.421146,6.8609467,2,4
bride and bridesmaid,10.280773,3.5530462,1,5
teammates in sports,1.7813084,6.5064793,2,1
twins,10.501724,2.2545764,1,2
celebrity and haters,6.912291,3.4899516,1,0
employer and employee,2.1532996,3.83221,0,3
teacher and student,2.1329355,4.8929424,0,3
guest and host,-0.10964263,6.5913115,2,4
man wife and man mistress,7.2936454,3.136249,1,0
religious followers,11.681501,4.470598,1,5
intern and employee,1.3970318,3.8601046,0,3
criminal and police officer,2.595096,3.391327,0,3
step grandparent and step grandchild,11.830051,2.5692909,1,2
chef and customer,-0.6280515,6.575684,2,4
union leader and union member,1.2933669,5.156835,0,3
professor and graduate student,2.9496453,4.756753,0,3
second cousins,11.669065,2.2516818,1,2
fans of the same sports team,11.557684,4.4357185,1,5
master and servant,2.6193957,3.3569787,0,3
siblings,10.529239,2.2845325,1,2
landlord and housekeeper,2.613047,5.0284142,0,3
close friends,10.345898,3.5839608,1,5
entrepreneur and investor,-0.6893374,6.6426096,2,4
fraternity brothers,1.9647288,6.6596394,2,1
psychologist and client,-0.575048,8.877833,2,4
chief and deputy,2.802515,4.7457814,0,3
sugar daddy and sugar baby,1.9643024,6.895192,2,1
uncle and niece/nephew,11.348827,2.197236,1,2
childhood friends,10.537975,3.354937,1,5
ex lovers,7.3676744,3.2906802,1,0
man and his mistress,2.0587983,6.850093,2,1
step siblings,11.193404,2.0868614,1,2
confidants,10.181034,3.661195,1,5
parole officer and parolee,2.3825715,3.1501303,0,3
grandparent and grandchild,11.314089,2.137202,1,2
judge and contestant,2.2699456,3.2663603,0,3
romantic lovers,9.584901,4.019979,1,5
researcher and research subject,1.7366662,6.969144,2,1
brother and sister,10.57475,2.3157284,1,2
therapist and patient,-0.55906326,8.853159,2,4
parent and infant,10.496951,1.9693173,1,2
slave and master,2.5872624,3.3319192,0,3
reader and writer,-0.3354944,7.101968,2,4
representative and citizen,1.3494953,5.288309,0,3
criminal and hostage,1.0714738,3.5000145,0,3
ancestor and descendant,11.90672,2.6131968,1,2
peers,11.478871,4.2675285,1,5
groom and groomsman,10.349517,3.530254,1,5
opposing negotiators,7.1079726,3.073641,1,0
adoptive parents and adopted kids,11.547446,2.44356,1,2
driver and passenger,-0.17917994,6.8008156,2,4
a person and their significant other,9.180657,3.7723203,1,5
romantic rivals,7.2810836,3.0799425,1,0
strangers,11.773099,3.1353302,1,2
predecessor and successor,11.609057,2.8387487,1,2
a person and their crush,9.786449,4.0264325,1,5
brothers in arms,9.5807905,3.412402,1,5
playmates,11.151717,3.5727687,1,5
volunteer and organizer,2.0104043,5.384556,0,3
a monarch and their minister,1.1565704,3.8461509,0,3
roommates,11.034379,4.099175,1,5
criminal and prosecutor,2.4557388,3.2571483,0,3
friends,10.098711,3.9039223,1,5
television host and guest,2.5427465,5.213787,0,3
university student and administrator,1.8936331,5.2441955,0,3
life partners,9.392767,3.9908674,1,5
political allies,11.716825,3.4268374,1,2
criminal and their accomplice,2.0416095,6.878529,2,1
consultant and client,-0.6224535,6.976675,2,4
diplomats,11.800077,3.9057283,1,5
bully and victim,1.5189478,3.2094488,0,3
close relatives,10.397104,1.9574568,1,2
godparent and godchild,11.879997,2.6151016,1,2
guard and prisoner,2.540158,3.4981444,0,3
fans of opposing sports teams,7.0965023,3.2253873,1,0
pen friends,11.161793,3.055973,1,2
mentor and mentee,2.9708078,4.5556655,0,3
casual acquaintances,11.720254,3.9916897,1,5
judge and lawyer,1.5972492,4.205279,0,3
student and dorm resident assistant,1.860942,4.6739526,0,3
superior and subordinate,2.6840343,4.7011795,0,3
step parent and step child,11.604197,2.4703252,1,2
boss and secretary,2.6002207,4.2895503,0,3
dealer and buyer,-0.51251996,6.928363,2,4
salesperson and customer,-0.4970625,6.93785,2,4
sports rivals,6.924954,3.4430006,1,0
professor and teaching assistant,2.8245163,4.4502406,0,3
cohabitants,11.609369,4.4542584,1,5
celebrity and fans,11.820424,3.235216,1,2
athlete and referee,2.1275437,3.3956206,0,3
soul mates,9.299414,3.9306104,1,5
enemies,7.335936,3.2097867,1,0
long distance lovers,9.409221,3.9066093,1,5
team captain and team members,1.7574639,6.138646,2,1
alumni,11.603943,4.1152596,1,5
politician and supporter,-0.7760283,6.678778,2,4
patient and caretaker,-0.6062955,8.895286,2,4
babysitter and infant,11.627233,2.8048356,1,2
co workers,11.317707,4.2925096,1,5
competitors in sports,6.9103475,3.3994355,1,0
manager and staff,2.3624568,4.823538,0,3
interviewer and job applicant,2.4528873,3.3320425,0,3
reviewer and writer,2.0882225,3.6321492,0,3
performer and audience,-0.7270854,6.6129737,2,4
frenemies,7.3512716,3.1165442,1,0
religious leader and congregant,1.161684,3.7151105,0,3
a person and their deceased spouse,9.244246,4.000691,1,5
distant relatives,11.32566,3.0279913,1,2
divorced spouses,7.114446,3.3689241,1,0
defendant and plaintiff,7.923025,3.31246,1,0
a person and their in laws,10.154035,2.4764366,1,2
lawyer and client,-0.17220108,6.691426,2,4
customer and businessman,-0.50219893,6.823687,2,4
fiance and fiancee,9.217504,3.8685482,1,5
facebook friends,11.682944,3.9675736,1,5
drug dealer and addict,-0.86912405,6.8088703,2,4
police officer and civilian,1.9146909,5.061658,0,3
cousins,11.3114805,2.165074,1,2
mother and infant,10.346471,2.015324,1,2
landlord and tenant,0.003928877,6.929588,2,4
director and performer,2.5663173,3.7621834,0,3
native and tourist,8.078052,3.3850186,1,0
owner and manager,2.5565753,5.091431,0,3
customer and server,-0.49366024,6.6359315,2,4
companions,10.249351,3.2732038,1,5
doctor and patient,-0.6214239,8.913183,2,4
aunt and niece/nephew,11.354773,2.1680515,1,2
parent and child,10.487323,1.9599185,1,2
leader and follower,1.1978819,3.8301198,0,3
supervisor and subordinate,2.502083,4.8637953,0,3
bride and groom,9.194694,3.992487,1,5
sorority sisters,1.9575135,6.7213354,2,1
classmates,11.40169,4.1959805,1,5
club member and club president,1.3183374,5.2485085,0,3
political opponents,7.8767676,3.3374047,1,0
friends with benefits,1.9486004,6.887344,2,1
foster parent and foster child,7.4992995,3.0141802,1,0
business rivals,6.9767137,3.409662,1,0
manager and assistant,2.6784263,4.2972198,0,3
victim and witness,1.4854424,3.2749355,0,3
business partners,11.82443,3.3141503,1,2
