"","V1","V2"
"wife and husband",0.0026279533281887,0.00126898018178763
"nurse and patient",-0.00508924373216778,-0.00400759622655396
"officer and soldier",-0.00417270375782058,0.00113709688827992
"neighbors",0.00633809488518585,-0.00233273677703643
"athletic trainer and trainee",0.00130690048543873,0.00633634384623111
"police officer and offender",-0.00434716648358954,0.00419241550394674
"principal and teacher",-0.00159103970054056,-0.00526549751700464
"doctor and nurse",-0.0040817674759461,-0.00443803571079696
"victim and criminal",-0.00348750796648865,0.00392838562404885
"coach and athlete",0.00144462429022045,0.00709774470148952
"man and god",0.0090749062104947,0.00112637057837062
"half siblings",0.00432754676202596,-0.0051078211419075
"parent and teenager",0.00344666878129291,-0.00130397364859878
"prostitute and customer",-0.00628264961061552,-0.000920547823227223
"church members",0.00871414089017804,0.00067991446430592
"foreman and laborer",-0.00604898277282861,0.00201526293188598
"a person and their family friends",0.00427570854800421,-0.0020691827465687
"a person and their social media follower",0.00488728901435603,0.00409538783812112
"guide and tourist",-0.00585035130782249,0.00278192083125477
"bride and bridesmaid",-0.000997112881971547,-0.00279319325137293
"teammates in sports",0.0030672724096281,0.00749255696628502
"twins",0.00360288002587839,-0.000695793758766521
"celebrity and haters",0.00410513215623235,0.00608255350136486
"employer and employee",-0.00625893316765158,0.00333829720132924
"teacher and student",-0.000135871756536143,-0.00246800025198374
"guest and host",0.00679997644156586,-0.00226625958241506
"man wife and man mistress",-0.000674370629023654,0.00364098011025691
"religious followers",0.00884981512219984,0.00111529625882892
"intern and employee",0.00012740833430095,-0.00595264918960291
"criminal and police officer",-0.00311277111780943,0.00434537113318559
"step grandparent and step grandchild",0.00411112624055588,-0.00537597671805983
"chef and customer",-0.00682463383657439,-0.000327793360603307
"union leader and union member",-0.0058695317984231,0.00140969224189272
"professor and graduate student",0.000465718953970551,-0.00270749172894448
"second cousins",0.00586382789222763,-0.00365422008537762
"fans of the same sports team",0.00267972950636985,0.00474843963858582
"master and servant",-0.00490643480850694,0.00370354578958404
"siblings",0.00378824233520489,-0.00232963325405563
"landlord and housekeeper",-0.000295881458701808,-0.00397623913140138
"close friends",-0.00128073343866159,-0.00119607170788276
"entrepreneur and investor",-0.00557583595515322,-0.00309598075011188
"fraternity brothers",-0.000971194666905418,-0.00271524892419192
"psychologist and client",-0.0046838264077776,-0.00382941297487632
"chief and deputy",-0.00391374047221843,0.00148847423105906
"sugar daddy and sugar baby",-0.000968516636325322,0.00390542365143449
"uncle and niece/nephew",0.00521983709389923,-0.00239793760197214
"childhood friends",-0.00334013809546005,-0.0037722341649772
"ex lovers",-0.000919930223419433,0.0042472601228315
"man and his mistress",-0.00100021643628091,0.00637903464282855
"step siblings",0.00321642026431242,-0.0058375693340744
"confidants",-0.0031949973317625,-0.00564472687586595
"parole officer and parolee",-0.00284626932194582,0.00474188792380693
"grandparent and grandchild",0.00343658911009205,-0.00282559435408779
"judge and contestant",-0.00386686630102052,0.00433260237020237
"romantic lovers",0.00131174230323156,0.000429291429202562
"researcher and research subject",0.000716058603686693,-0.00521727077142351
"brother and sister",0.00307876350676452,-0.00229223739291319
"therapist and patient",-0.0043996019797021,-0.00375298227452711
"parent and infant",0.00410316721298985,-0.00169141159072475
"slave and master",-0.00449093404405727,0.00434341608064221
"reader and writer",-0.00614330177853576,0.00301250290396046
"representative and citizen",0.0080333744291005,0.00352023207111875
"criminal and hostage",-0.00331760326136539,0.00408911501937078
"ancestor and descendant",0.00499668189433281,-0.00509694397813128
"peers",-0.00282313678148604,-0.00598957338479088
"groom and groomsman",-0.000934202652949522,-0.00309802866722609
"opposing negotiators",0.00751740636660756,0.00382037869079942
"adoptive parents and adopted kids",0.0049034256676471,-0.00569149517337158
"driver and passenger",-0.00554122801023238,0.000684058058811787
"a person and their significant other",0.00180385385791885,0.000710144343869682
"romantic rivals",-0.000848362284842606,0.00282218787793651
"strangers",0.00762951190174725,-0.00376746434058667
"predecessor and successor",0.00831673576330477,-0.000332864060926749
"a person and their crush",0.00235874305174169,9.55678408253112e-05
"brothers in arms",-0.00391608799618802,0.000521981084766851
"playmates",-0.00318497344671311,-0.00277669863521631
"volunteer and organizer",-0.00496409022489125,-0.00136788381690533
"a monarch and their minister",0.00863291315348993,-0.000478556319207169
"roommates",-0.00146518697357934,-0.00196859329425601
"criminal and prosecutor",-0.00378686628640161,0.00379756992567167
"friends",-0.00293690079144136,-0.00207707830915017
"television host and guest",0.0050049585371325,0.00212936984429935
"university student and administrator",0.00115375385727273,-0.00552907031675243
"life partners",0.0017831341341496,-0.00062734099072779
"political allies",0.00809375970361196,0.00380319986616422
"criminal and their accomplice",-0.00260226599457245,0.00316210593352282
"consultant and client",-0.00549451545718929,0.000472259865276076
"diplomats",0.0067732331170304,0.00372991178126239
"bully and victim",-0.00241225354504013,-0.00548477154116742
"close relatives",0.00429710202116686,-0.00169748541711766
"godparent and godchild",0.00477090713477704,-0.00298095983909661
"guard and prisoner",-0.00358440185359825,0.00440154791180575
"fans of opposing sports teams",0.00250486673032313,0.00575065299789585
"pen friends",-0.00232360355331789,-0.00569373341697148
"mentor and mentee",0.000889823399947318,-0.0060831334811301
"casual acquaintances",-0.00237871961642551,-0.00371044221078666
"judge and lawyer",-0.00414332285134044,0.00513048724061142
"student and dorm resident assistant",-0.0013584007335855,-0.00269400117353433
"superior and subordinate",-0.00581598084546959,-0.00156451875582548
"step parent and step child",0.00350224029604142,-0.00571706239294463
"boss and secretary",-0.00517953210553924,-0.00193974885885755
"dealer and buyer",-0.00655936308154673,-0.00075384531570703
"salesperson and customer",-0.006552578219855,-2.03307252992532e-06
"sports rivals",0.00176369108242348,0.00698414924317178
"professor and teaching assistant",0.000751686486170276,-0.00347521859983392
"cohabitants",-0.00239622376323435,0.00462358952936507
"celebrity and fans",0.00529377641619275,0.00499911451097645
"athlete and referee",0.0019819738972897,0.00733191546114028
"soul mates",0.00144987140615926,0.00108017999702905
"enemies",-0.00221408777505555,0.0055501877260145
"long distance lovers",-0.000109141390822548,0.00370919390506179
"team captain and team members",0.000944510347762675,0.00660747104789543
"alumni",-0.000856676577965021,-0.00165830789830348
"politician and supporter",0.00718686696945492,0.00371944398671393
"patient and caretaker",-0.00440186979672903,-0.00457569935941663
"babysitter and infant",-0.00525873455216993,-0.00337448470112623
"co workers",-0.00666732606104732,-0.000974009214458084
"competitors in sports",0.00197848609595056,0.00575977536067765
"manager and staff",-0.0062724901190379,0.000352275999449054
"interviewer and job applicant",0.000440750604342838,-0.00570192086986426
"reviewer and writer",0.00439790975743684,0.00305892451206242
"performer and audience",0.0054473593221126,0.00525232420698703
"frenemies",-0.000991658805284928,0.00134233891120931
"religious leader and congregant",0.00918374485049851,0.00102473624777048
"a person and their deceased spouse",7.58278837521504e-05,0.00356922959563697
"distant relatives",0.00379937485332427,-0.0060993770763984
"divorced spouses",-0.00152948660107603,0.00542326844867432
"defendant and plaintiff",-0.00446213350466617,0.00503680222981913
"a person and their in laws",0.00350419182265423,-0.00476516455018368
"lawyer and client",-0.00371632306592443,0.00180142254011151
"customer and businessman",-0.00663703386902707,-0.000830321945315517
"fiance and fiancee",0.00191455548592772,0.00110719199109693
"facebook friends",0.0044603464565651,0.0038700281741362
"drug dealer and addict",-0.0064485711602697,-8.87426619985877e-05
"police officer and civilian",-0.00330680429904402,0.00538115344390804
"cousins",0.00564010075860768,-0.00409107265675103
"mother and infant",0.00373459500355267,-0.00181543347170706
"landlord and tenant",-0.000396750713511482,-0.00352727689878705
"director and performer",0.00508711295529623,0.00489743546202987
"native and tourist",0.00755033352056266,-0.00383947477844881
"owner and manager",-0.00696547756941824,0.0016223890398152
"customer and server",-0.00668133139507036,0.000872195945014972
"companions",-0.00314932215401262,-0.00419296746254003
"doctor and patient",-0.00471963623806078,-0.00375677681750037
"aunt and niece/nephew",0.00481353039934945,-0.002605644793924
"parent and child",0.00387362548040292,-0.00425709991812729
"leader and follower",0.00849440099414401,0.00322185435613336
"supervisor and subordinate",-0.00524883145859178,-0.00175615336064866
"bride and groom",0.00222668455727013,0.00122677692058952
"sorority sisters",-0.000958963258261303,-0.00307053491420271
"classmates",-0.00293287745731001,-0.00266566740342962
"club member and club president",-0.00253382814365842,-0.00328237601596398
"political opponents",0.00645166708563459,0.00361404602222051
