,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
parent and child,0.0,2.0839698737795085,6.055928257664237,5.672791907614652,3.271733726395944,7.8581730585144305,4.9769776258751435,6.644169306324542,8.112820660389467,8.024276332952477,7.2522720408795935,6.654754608706452,8.70596672264572,6.4390823126648025,9.755330829581752,9.136042019901206,9.74156790538273,9.084851724288528,4.85218950821828,4.873687906633323,8.102360046646448,4.645575941359585,6.748165500401077,3.814143950215557,3.794670666022929,2.980934815588552,3.0482622485713087,3.803364705858778,2.7389944829141553,7.218848561850787,6.006020885584833,3.9289231905883426,6.926158006763309,3.1699522591654024,3.8304738311610187,6.639691006672411,7.275413250001435,6.935388335865525,7.856502233873587,8.361862266423168,7.290200912606365,8.328119743174767,7.952791195372399,8.617757478937957,6.500153859227098,7.739241905852515,6.381071383531781,5.540727205095192,6.053020222525187,6.605011026829985,5.361405535144769,7.1043832129004,8.298854378583624,6.623487019524817,6.406230310761856,4.798534129338013,6.610388314249418,7.534601777048127,4.748513844542331,5.424566802285421,4.229563648575246,7.6722356810601875,8.688452498856613,6.2559314806502,8.660099791983441,8.546666594621998,4.8939041317888705,7.074548173700409,6.53303213094375,5.932872565201525,6.0833447113335115,6.228533882252538,5.747442222425593,9.174885966560277,6.871107119223922,6.357722642273388,5.371300453148815,5.067825809306916,5.201137791182729,7.118510968857774,7.149902901273727,4.8639953187925205,5.503574450647395,8.101762499460394,8.249420844976274,7.555899240652832,7.102907920071054,7.255818895543013,7.252855537719252,7.342705486440519,7.756093888380536,7.559328517749783,9.000426308989525,9.006002102546352,9.349654333159316,9.149310791125613,8.556862880747923,7.384447839443967,8.734409453803229,8.663811342565731,8.725268722739843,7.378685929281204,6.9620949521255175,7.080455746989477,8.022052122865247,6.6822626063058905,6.469088095645731,7.634329953926539,8.62798615450174,7.729816753044368,7.383142598543088,8.878561937373071,9.901506272678171,9.457881099420993,8.89152728129993,8.879976493359239,8.377241413036236,9.019187738698417,7.08561023849534,7.193885712626897,7.540530760684596,7.926111329060404,8.95759819065379,7.646206007754502,7.548242392641774,6.2026901958815,5.9374843089098075,5.930258896055699,5.737723134430969,5.493373583925869,8.187338746189093,9.28722685668086,9.35658628662317,7.5908253289076155,9.069130948207865,9.559976007965295,5.524986491729302,6.612013143260492,7.344312933323408,6.874925208158416,7.935946365975598,7.8677629436926235,5.395684985762302,5.418651567511204,5.184696207721161,7.03563268439628,5.965125200280572,5.138183867604873,5.348226345097757,9.115517074158236,7.1563939080836,6.391323003260527,5.782083628439773,5.431625842300555,8.173915383980052,6.031245401882272,4.709748614598574,7.271350684084529,5.092373844992897
parent and teenager,2.0839698737795085,0.0,6.272587240172819,6.057318412945425,3.8732490983934005,7.637384437715114,5.4604373223181994,7.324184465424509,8.281697806476577,7.888824215281441,7.545927839775805,6.902778854142164,9.036647780629465,7.1635202448531,9.582486473163733,8.92902318895354,9.479697264458586,8.721741255934038,5.350618244435308,5.3271358355589,8.011916976958014,5.238886054448737,7.240295294737633,4.324858420074285,4.136969047222771,3.640592306195831,3.7029452048235796,4.142182958381659,3.743709785291101,7.637014804610653,6.140215658109236,4.243117545884885,7.198921239951712,3.9049322005780347,4.549972604302719,7.307649967070996,7.70743288401219,7.640968542098089,8.380076524423325,8.649970297021033,6.856661830479884,8.08212045877685,7.787739226828685,8.952426202656152,6.613556175184784,8.05351387502956,6.788538324642842,6.198266906243538,6.450378757020217,6.855448614450572,5.904906125693967,7.458937170487066,8.709243477398877,6.770684038814613,6.860592702230712,5.301282382478766,6.942777238152175,7.911258319035682,5.459961913080587,6.0265397716025255,4.999466539660254,8.170407292870177,9.14220122328318,6.865673339579958,8.441425851046137,8.871400906605452,5.546301002431251,7.537719761686139,6.842206945410457,6.4065680913673635,6.492397570070071,6.698238467544889,6.169330213508495,8.830741587965203,6.68038571597537,6.831314589663614,5.347304091702495,4.999331387566098,5.100676744112096,7.113723851580429,7.265963230324846,4.613832316477433,5.231845143814171,8.03552909530775,8.528851744949865,7.966152915654695,7.522241647824497,7.62965877904951,7.813460890122086,7.659811800012117,8.167373864163359,7.878535116557541,8.838022299794458,8.752193384214124,9.130002167974842,9.016272264912498,8.988506659665745,7.603451635157159,8.767621398427032,8.731077345465735,8.912541464746102,7.634861298195542,7.160428608622743,6.834718549850714,8.701484186674177,7.086329163637508,6.530617696193833,8.247332978085943,8.976792164038686,8.458162849031421,7.415393963995039,9.25539046251042,10.388553487020877,9.914235666190896,9.05927398331594,9.165228833472831,8.933808820425734,9.436659015669749,7.184990044965197,7.079061276644883,7.053197948719275,8.157201317118563,8.89964123322735,7.9922094751019515,8.020677826155065,6.726800771377274,5.7522900433129625,5.8277476648672755,5.182295850874549,5.6682234220235825,8.551507901455986,9.793865314411622,9.94835777595277,7.993464840946621,9.102188828856226,9.897339001789577,5.355030661078599,6.788701716733151,7.9677030143378325,6.807200524763691,8.029688249541934,8.340674961260074,5.38536913958679,5.3573636404356835,5.097598966247768,6.752146467806904,5.89807439356186,5.030063947193183,5.611464232132564,9.437516628802486,7.638452250554004,6.647095825197193,6.024528444174456,5.430033559736,8.131609617980107,5.946866545741218,4.3664083288527635,7.181525942405615,5.490364217660212
wife and husband,6.055928257664237,6.272587240172819,0.0,2.286681190404809,5.824245712601364,8.82412121762512,6.923943941239253,7.866601411564632,9.45528504666424,9.233856666663504,8.578068645630522,8.184910962188319,10.374298000462003,7.978391250239598,11.49879487232184,10.631941426488671,10.954982117396598,10.125776745082923,7.510110133827582,7.423663582795853,8.773501743123504,3.943227234175385,7.270125263563502,5.398842404107161,6.06263413540422,6.051872882641366,5.457699322005931,6.445038168769636,5.928605867029115,9.12746545285533,3.5417634020639484,5.565461787199387,8.29900124848499,5.714629609784422,5.340713433885887,8.262619683032502,9.013950308007022,7.898113890308608,9.656618049217712,8.958801657192186,8.649887431456856,9.726074256024269,9.691681498652164,10.132861863275117,8.794089549923811,9.3969565141099,7.185198958038521,7.873739856514613,7.635200187011209,4.946400143427602,7.516330991004997,8.476187426389634,9.509456036321566,8.683033738898342,8.067356171018892,6.572217993128229,7.9690084587720404,8.844048836213974,3.808732666766054,2.875533264576157,5.948611022902273,9.084249893757983,9.778781233848616,8.11386935512309,9.685005399957996,10.095286202137617,3.059161898269442,8.434726060783845,3.8189663542645045,2.76588343697043,2.9621962833968576,6.8269258773056976,5.248460028982031,10.20918800667596,7.412138105640167,8.353934115634786,4.704787850214166,6.2655209252189925,5.601702584291633,6.013534198478602,3.707287510455016,5.366784874407341,4.71369050951506,8.172381743979114,10.287460110687514,9.204339973562512,9.209381034591878,9.29638191395327,9.710547206024016,9.443642140713285,9.855868472684156,9.73466815873558,10.55563221905357,11.049848463083807,11.635628441430356,11.354898126383691,9.997964688529803,9.57749475400867,10.95558263710987,10.279693591787908,10.586857380940934,9.538771453729588,9.166402943406206,8.308588319171395,9.729390972925163,8.213137834636036,8.595117292074308,9.707227649540412,10.74239077685281,9.296523121358977,8.19077885888615,10.328515998606651,9.26709054710051,11.207972059806224,10.66721464599364,10.1289967241334,10.218556890395542,10.974616194120019,7.092532196997467,8.2412775075013,7.0950083572025235,9.140058930801498,10.622657483333175,9.759050110183013,9.327528086559084,8.141352693348615,4.812318106719437,5.052222621611481,5.823001948501603,5.305615118795393,10.101746765888993,11.052154009775167,10.93819871106961,8.761135817266979,10.660603172750175,11.204241100198862,5.39486538088225,7.482314720917607,9.01292883906005,3.68076210181884,7.555121158348215,9.537391687081033,6.485961612042917,5.6004015341356865,5.72401532656188,7.870594078868913,5.1545917010081475,5.654967429366673,3.360302471730046,10.342359115954961,8.416521905996854,3.209879531525703,5.173807703708698,5.457581059013071,8.915306187312392,4.318345669650534,5.840237418303069,6.0290930921305925,5.90935789326972
fiance and fiancee,5.672791907614652,6.057318412945425,2.286681190404809,0.0,5.509258389143251,8.775984616808039,7.118999655582127,7.444807750713917,9.234774165516997,9.575070253309628,8.644964845156732,8.184770989120706,10.026593501567142,7.516533395744378,11.36644979440959,10.674720099854438,11.051899684332883,10.583215032635707,7.599012711000727,7.566423795474521,9.057881622265993,3.3104181151224474,7.538291317588213,4.990660134703154,5.818958340515384,6.227658232239746,5.012333073893658,6.448210518653121,5.945871430079193,9.427233463103612,2.712359417095478,5.77651282982875,8.463309063195771,5.282331453661092,5.643815743409409,7.861903996399112,8.971306252680026,7.87826527131974,9.29473839746634,8.815833830936956,8.996533162592565,10.020547854494982,9.757724695544775,9.740231374922063,8.516472135712776,9.467035550871849,7.26281430159952,7.5032784809578,7.4561576369815175,4.562126914101263,7.171797192207943,8.57027864805213,9.773739216282097,8.814844593861608,8.15652391841551,6.59264394388045,7.997557711340252,8.962085349640299,4.1427461850414,3.2813905834489585,6.311186857250272,9.188832044643101,9.941375721425581,8.18629431315462,10.171581630038506,10.423138215871571,2.316762566992056,8.712452261570663,3.711580642640664,1.812130387242496,1.5087977870101683,6.960855693875564,5.403118414902014,10.656094308157368,7.651552204633566,8.417241740767317,5.321395993076334,6.621126315989146,5.9984430923913035,6.512928719533099,4.455846840788423,5.230137206837928,5.462567428799802,8.420010850347863,10.46649982380407,9.294126496845609,9.272297952860665,9.392735435604832,9.345627542478907,9.516943968361783,9.49210877478305,9.297292980981304,10.832079103583965,10.818655717244274,11.355576326166759,11.017837699721213,9.989325517001948,9.30054663704378,10.626444143108342,10.246284233076763,10.493237446003823,9.771135504259957,9.256595104135435,8.71808859985111,9.80936886886992,8.509204456968925,8.689358964067058,9.707680366388598,10.831146320300132,9.318690660780906,8.528921531684425,10.568105968555118,9.448281128778444,11.374099182328349,10.48884823159933,10.341143541616166,10.41264953616557,10.610693945687025,7.653685758560367,8.567153412286432,7.434208399339785,9.304265647447183,10.52033968565663,9.88453402444442,9.364642043933227,8.273302583945197,5.536747705272343,5.496933858134479,6.310157357660056,5.543441850825981,10.108070973959666,11.304655325533066,10.968313746401169,9.051538342148602,10.816842004094752,11.35661960939563,4.987690595262238,7.6903902269788,9.127141113720715,4.472308838562049,7.9767524542832,9.631039861201245,6.7840238364219205,5.990887382998419,6.111866968509328,8.24022035132792,5.758251495797355,5.846269998307727,3.748152168096689,10.57134233195627,8.588020323733023,4.025032716471194,5.752417031571413,5.44424018085488,9.09897262409374,4.975531979380427,6.261089872570651,5.594236789994654,6.169119479696298
siblings,3.271733726395944,3.8732490983934005,5.824245712601364,5.509258389143251,0.0,8.218141189510266,5.36656884800997,7.407812801319528,8.583037466366614,8.792653152517156,7.924941873505682,7.368840922310865,9.224760335265364,6.481688234857508,10.391644814403902,9.584409207574843,10.009144477612653,9.290382548849385,5.538590194576253,5.8644142211487935,8.826141791748563,3.9743760567489774,6.649276500479063,3.1027422074329576,3.2205668830243166,3.516653596641244,3.9763387913594146,4.783044090743247,3.6111600101094883,8.126404799391103,5.63960671204063,3.0052625792810415,7.174564645131468,1.4753485944231544,3.3263269344167634,7.583423757143384,8.043300842360013,7.877246526782603,8.28533706051293,8.823465788101943,7.902089418952926,9.239803217117771,8.870388848653054,9.329595754970116,7.2095991018124765,8.33913693949574,6.2741980820376675,6.540807926908944,6.920484380542898,6.530248876120246,6.0025631511201505,7.871841761570602,8.885569570272612,7.7119126044175665,7.1408778917767135,5.36654650519849,7.259791997268255,8.193821766110549,4.1901866123401135,4.794381768707485,3.31301214711406,8.277416318869806,9.109894706435938,7.001680226461846,8.788698096886543,9.242389460585837,3.9589378361785568,7.327516365803869,6.082056298954294,5.262188638414873,5.452868567412883,5.794388354918973,5.041271976780169,9.298158347818633,7.537002004471151,7.166066557688728,4.553537860655582,5.144502601365017,5.221446533216302,6.606805970416898,6.698205013398739,3.811814060370021,4.734125661043855,8.526834282964188,8.988843474126684,8.204121400652005,8.051884590550602,7.859200737487965,7.731133534287384,8.299543985947444,8.494478659430916,8.427618298887252,9.57170350717237,9.556083857889583,10.280509435158086,9.86133534144817,9.36828501081737,8.345501845858042,9.292354311267117,9.245440290101302,9.432235636622876,8.182096123635247,7.811307000557051,7.561074596038366,8.35972743196563,7.1422518557938925,7.2468156669198125,8.26412198534384,9.56590686089419,8.095681214037878,7.4839745020960855,8.986158038907531,10.245123126025645,9.905539668730826,9.35686845029983,9.636365986368112,8.744426700800526,9.714744277439616,6.760770010807329,7.283695331257991,7.316129337314545,7.722126113999985,9.64895771982984,8.400609368613,8.495335821641307,6.9955870590880815,5.287725048943539,5.470168101584104,5.097918709012334,4.65028884303677,8.660578547566804,9.903066321045786,10.365067961115274,7.870847368077279,9.55313520513856,10.070052495666568,4.7191727798284955,6.518075524179235,7.608171245261883,6.800096233455144,8.14258803945869,7.935949017285875,4.916823426813921,5.457585395287391,5.147447455508865,7.0318568292331864,5.278433449317607,5.1509064185178435,5.645082386186817,9.585361932039293,6.868246492200834,6.349759179200957,4.902779113695102,4.747081789776636,8.470151265039679,5.339661886215031,3.7474825090533472,7.997031629351385,4.632302258254981
divorced spouses,7.8581730585144305,7.637384437715114,8.82412121762512,8.775984616808039,8.218141189510266,0.0,6.22014593500987,8.342885598647623,8.21297908825162,8.408541935285621,9.613604636229947,9.237867549893927,9.03142588664642,8.166788742811931,6.100782223812721,5.454160099185925,6.329995283716583,6.6199343158302035,8.114681465646335,6.977075294997517,6.250979704998537,8.101059840505357,5.4940412602333355,7.337349575655992,6.331301401333033,8.435452803080452,8.23588742194567,7.611928153100988,7.755891594085262,5.773212059421592,8.271554541000162,7.813821527932817,5.30331292637075,8.16404936903756,6.364472237341056,7.95790905760066,7.042824615621734,8.405260410821592,8.697959523249137,7.8059992170336,6.814855868274773,7.820451232745449,7.356271094753351,8.962690265453823,6.225547343057906,6.933807477172229,6.335344178370244,7.526675890087442,6.794040447837801,7.370442654743625,7.405735484785341,8.898046949967837,8.476582011639712,6.265158407439171,7.469784876119054,7.187177024631046,7.88290034759342,8.336745315951452,8.182411443836036,8.687991031942508,8.572197433158188,7.861576356778142,8.436818927259498,7.429185657739289,6.571188315290044,6.143830146423374,8.551030021333645,5.409651769754412,8.710638236541339,8.740940614229197,9.022697021858635,7.008151479559046,8.093009962371884,7.047089978047344,4.975742499975227,6.277530722314364,9.114922697945037,9.562252362271051,9.550890318063281,10.19691245091701,9.829900759299896,8.619448184560259,9.038109868170839,7.818871034141562,9.598642610181523,9.252503917232872,9.168396592456936,9.144798601170212,9.095380818679423,9.33718119193852,9.659441699190118,9.261695867201455,8.85761694018308,8.521711151188352,9.197655832955617,9.091139209753983,9.515518475819322,9.150125438962565,9.570674791460998,9.557785134706844,9.780516634612308,9.33246630155222,9.08311728514524,9.615866810413774,9.697343870272842,9.475649550373209,9.56922311386398,8.71426171854115,9.252868070581965,8.77409752968515,9.808598277438989,8.951428241889438,10.49691526267493,9.620386678775896,9.600674013781152,9.495419028348442,10.33523561538362,9.746467805462276,8.815130266697446,8.09504399663978,8.220125471096662,8.708781004629675,6.374639229754102,8.74250723337548,9.640207982962469,9.110959103513638,9.390584878601889,9.34846909060912,8.932769567325627,9.373430253550277,8.749246564722974,8.572340022313204,7.713798901112245,9.984311840981679,8.257790120500138,8.513029997655103,8.87979551885048,6.989488726628833,8.020175483315988,9.7765046254213,6.856909868360748,8.194840415331397,8.083804108394975,9.611431887124894,9.214311333786977,8.225886420484638,8.895112938414798,9.547529696134243,9.30969678492812,7.364115349567075,8.214083919650912,9.754905108708067,8.981112496283279,9.042979073074937,8.776366667074493,8.976446850966385,8.502589132536116,8.491168744775178,8.184924847167762
a person and their in laws,4.9769776258751435,5.4604373223181994,6.923943941239254,7.118999655582127,5.36656884800997,6.22014593500987,0.0,7.249520975062519,7.84428794812017,8.386328038581894,7.999886630377966,7.5887433121990115,9.045661545210399,7.264171852621035,8.97684292343095,7.890380737510257,8.776550552639128,7.9497165622893196,5.746759182150303,4.890787533003661,7.258236579745432,6.349895661271139,4.947286661860195,5.283412442000875,3.455639601176757,4.316941087867679,5.52281555632048,3.8375375961047613,4.102736689039518,4.964393057371114,7.31125313652546,4.4561564330530885,3.8929169934165118,4.948304438826685,3.3401193881396942,6.957487021612489,6.632079269928908,7.263036667512667,8.174562303007933,8.159383975942097,6.955784767628923,8.214207059311263,7.877502665321386,8.763420952792334,6.005236580755797,7.111142382841704,5.5579868161270864,6.381258540733694,6.18757449550257,6.887761983561081,5.850650846107429,7.477132009300332,7.77374212367315,5.297303766650406,6.02259803154146,5.139868517827442,6.533753223527447,7.108715590935566,5.499507864689552,6.227515284167614,5.316107771327135,7.209533804118212,7.924583599758641,6.177434813198536,8.219384013156521,6.0376994811942115,6.338873355295185,4.0319127725946755,7.47608213779409,7.270276795889532,7.404879855820988,5.758773699381925,5.407223227817902,7.8490041001497906,5.933427919435071,5.228072641783936,6.492150791604906,6.539853309941305,6.618949331893416,7.543815408852098,7.928851932461526,6.695602646530806,6.676383116400829,5.91527075810144,8.54668736820729,7.841813466727428,7.7995927836202865,7.704753766015132,7.931403566085402,8.000525858181263,9.018421486738614,8.624627274102162,9.353127782626991,9.808956957395775,10.270420293691792,9.791809863651622,8.219728333787389,8.465806636543432,9.451962075120147,9.235481331461566,9.391750373656238,8.154615320778856,7.824233126506988,7.978569040845583,8.290109240281433,7.4654751185803985,7.660919802986564,8.060549772254408,8.132689855211465,7.866650647977383,7.918432711327288,8.588236620288844,9.842203559020394,9.39543201054346,9.329394196826795,9.361051462602147,8.640283288550716,9.518663390428122,7.322151807452689,7.631523863592492,8.141869645591402,7.530586428789921,6.920719187738558,8.266456523565493,8.103735990597649,7.138970467688333,7.065852791596205,6.635730846794857,6.530797277931738,6.02043024178182,7.408814153957651,8.3820872926958,7.287700296527716,7.969911014380768,8.005158845166022,8.490849217283262,7.193820195715115,5.414172608511072,6.607281211722592,8.098148100764432,7.897942483240883,6.300112687801769,5.562034582778605,6.757316751823098,6.518475181822007,7.771784313837308,6.833833796579355,6.7675598012197105,7.24588530933647,6.170197035431278,6.258181491185227,7.744182239194124,6.242834105317161,6.827945601714435,8.575978131923858,6.990710734063895,5.741402702974207,7.548363400262943,5.303413286077615
employer and employee,6.644169306324542,7.324184465424509,7.866601411564632,7.444807750713918,7.407812801319528,8.342885598647623,7.249520975062519,0.0,5.5056590924292195,6.2920761100468505,5.172612211261961,4.689224680897186,5.290610932515803,5.646180123880812,8.179327162207287,8.948309910089794,8.40450944596922,9.493892330187743,5.43026161789472,4.551659017746839,6.31219341020279,7.4506642730863195,7.876065275031412,6.2401958238314,6.880765327788282,7.083095892809731,6.6932554763165975,7.485539928485643,6.50071478426304,8.175493257438243,7.395307499555837,7.445883450977108,8.224358819871265,7.434117528730795,6.663600282626632,3.06715461039779,4.665321072391818,2.548994800446664,4.11573602556214,5.855137457849154,7.02773035547264,7.065921469771358,6.710632313321773,5.130696982366007,6.492212381488512,6.945998496661539,6.3637270393908425,3.4082361720163363,4.247284902965969,6.688188400314118,3.2200568446947906,4.577924135931261,5.576186122887753,7.189527348585749,4.178286145610012,4.549200309733403,4.319830475334211,5.012625690006312,6.750315973051518,7.00528891899343,7.296040270363218,4.98976241559111,5.330921463490261,4.199009291051033,8.84860363519141,8.56855152245805,7.126511345663309,8.460977594904083,7.762337926919124,7.603786836009159,7.746014265613777,6.608670528047307,6.912945933887145,9.415438926651985,5.7927398212990715,5.847085170338416,8.187617585901583,7.668590252261906,7.865620807091359,8.19621584349099,8.281887805110392,8.154801276361473,8.613616312161867,9.567403053053956,5.903536251631721,4.589080076926305,4.609065738193629,5.114484660838867,4.6428840226627175,4.69133179334917,4.635716650826155,4.388297256601936,8.367266027142161,7.784806868188002,7.435401075925656,6.881725176612136,5.751530736017731,4.131228536352506,6.59245627906616,6.006173172189123,5.625593987093481,5.400021390013412,5.300281588687496,6.24322085981604,4.822895766810019,4.920199019219306,5.996516658419589,5.940170439797634,6.201444748347507,5.65079117238129,5.75461859298835,7.018973155537958,6.140415397600325,6.79473546892037,5.742690768898785,6.6325624104929775,6.290926252405213,5.696000790714101,6.162118596314779,9.016259659733613,9.33560677512461,6.58170888832435,8.583485428561652,5.721728527129914,4.244578813772902,4.752471757596322,8.285007947785086,8.104988702059906,8.966209966064277,7.46418809660209,6.570177567201589,7.032436551428423,6.936475277378495,5.778545855077329,8.464305418428689,7.965625394047171,8.14103570609806,8.18502675913618,6.618540660203092,8.287995695514454,9.39062510575047,8.021295422970056,7.480470115012092,7.799374381092383,7.756326160211198,9.440356266823615,8.427367210513752,7.774776490463941,7.6407217905186915,8.865980952214862,7.466624849768519,7.824104305985346,7.933775791578931,7.827588619662777,8.177511655491482,8.229360637813194,8.251857013858336,8.952661484339004,7.762574514212266
interviewer and job applicant,8.112820660389467,8.281697806476577,9.45528504666424,9.234774165516995,8.583037466366614,8.212979088251618,7.84428794812017,5.5056590924292195,0.0,5.925405393692458,4.655693207745795,4.364573960950878,4.037561266795999,6.780438399255096,7.657666924953957,7.877259946165589,7.1278499178061745,7.672297207880798,6.026771003290593,5.9033443270555015,5.804740888475918,8.961040049740536,7.693346720665129,7.899774742320478,7.744148070680464,8.271562406464998,7.861032700054427,8.436392839688757,7.636619058803038,7.648908684519666,8.116144139973564,8.364659343195472,7.593895509532556,8.849842857222848,7.48561307956444,4.356983800312015,4.146445615496607,5.493431977214512,4.165886953752174,4.626203805009883,6.317030927694413,5.707281181710226,5.695117347124454,3.7905519894035313,5.832700518992007,6.408284165151754,5.962768888547319,5.442738683239695,4.503632503864626,7.233108219331389,5.446279768331814,4.4048304687683935,4.770571743259257,6.967680445829246,4.168536761059972,4.924499463518187,3.4784769575643963,3.040487026837244,8.152693560295981,8.255135757599618,8.294365923466925,3.919973532550313,4.918470399602196,5.13060003457829,8.183305141275131,7.716031131724265,8.725441786013786,8.155650068063265,8.690416628301545,9.32743794559881,9.312970635648494,6.329050148726296,7.943995014837347,8.064290759477334,6.002978775366579,5.758512959222759,8.509069148410713,8.131532940274015,8.306334558292038,8.517351923951443,9.356758227683416,8.449698126348256,8.89034092557368,9.956709907459961,6.741118178567627,7.096811412737066,6.9970635718207985,7.672762594608676,7.333337305543815,6.995195334231872,6.4754653303636305,6.329819839446219,8.548025625133329,8.249849204911348,7.269902436067306,7.005632762224838,5.9206394592763045,6.570637273657612,6.341507534230978,5.767250615408019,5.986436744838119,7.1506763976297085,7.242447259574899,6.850615351627592,6.676219616400762,6.981518377652544,7.201110290092939,7.361262079711686,7.349966642617476,7.50553497890988,6.424167420564616,7.589344667236085,7.539296129406661,6.593221066274943,6.35492274265575,7.407325356355167,7.20826101503841,5.929137276440524,7.206755535775796,8.691654170065496,9.195742757397523,7.2528497599874395,8.643630024772522,7.548038812335457,6.740316403192587,6.671037615828746,8.639922282866456,8.292572479913858,8.95600999176152,8.284978545784448,6.800317366556079,7.17463741875426,7.799321122094402,6.093323027639909,7.884138744443977,7.003731969989983,8.48501617926887,8.658856600702928,8.225798125481631,9.21912726946108,9.757194086273692,8.143587966654431,8.03441040589959,8.22885083875299,8.107324860019723,9.014533271019054,8.50839349796693,8.228222647954349,9.563268697526242,8.742466522556734,8.09662031756825,9.451367447573798,8.360599198977722,8.263426573363725,7.97240548798511,9.261493261688951,8.738086253235688,9.916174660253349,8.711362994934317
guard and prisoner,8.024276332952477,7.888824215281441,9.233856666663504,9.575070253309628,8.792653152517156,8.408541935285621,8.386328038581894,6.2920761100468505,5.925405393692458,0.0,5.883533641378277,5.326911308801206,6.698733527697726,8.338092993827818,7.068410605803031,7.1516639508831945,6.146708804385697,6.845702500663674,5.899901234968251,5.961733573714784,4.9456715444193105,9.19942208724335,7.761638828606468,7.8730160614993085,8.123920181027808,8.319070718464957,8.149305664012385,8.75451808413289,7.96414085525079,8.378657633352644,8.824923212793248,8.306335887924186,8.902793451575238,9.089545654754874,7.80901921161851,5.6152918383070825,5.228350309646848,5.420482653234845,6.5594490818388955,6.232779911466543,4.72483494855172,3.9320576156135587,4.338074703892647,7.0014120806731235,6.5231151905949805,6.363424295985001,6.535856516331524,5.782033425985518,6.075927799275948,7.7658205648865986,6.311250173258778,4.814035128781681,5.3961602562315285,6.208352019544419,4.809241222292932,5.460232452470666,5.6071143631898455,5.687777151456573,8.305987233621233,8.535892540884904,8.462959159393817,5.578908139866679,5.585884273446427,5.706232756416874,5.820709891679403,8.037490826040704,9.100492113567302,9.085226153750787,8.841537155543152,9.601355612212442,10.007379788680382,6.878420223395141,8.304516261469432,6.581378619303822,5.415134820035383,5.851826347395511,8.916313586605488,8.292461835443055,8.440805552083384,9.251483152600462,9.969502545820458,9.255977555349531,9.116841688115251,10.130101471130272,6.7710126718510235,6.560460332703912,6.117402932897471,6.850328323843274,7.320574441561588,6.167722747906071,7.3504351552164495,6.683992132609252,5.6867367874278205,5.6114491533915345,5.988638134740472,6.105304492997153,7.306127059543623,6.285113548178916,7.749575012020778,6.73888496109909,7.135801393516524,6.5459617358704305,6.1414471949910965,6.819145195099597,7.030852614772287,6.950525693158906,7.193032254699878,6.813296583558395,6.490819714534616,7.293589348429982,7.259581501355359,7.0558075489752445,8.482235372103398,7.812093584710203,7.606888197048291,6.1545389288480115,8.145646091258154,7.67113961398031,7.415793502852691,7.1621972506217215,7.972066069112371,7.476583474421785,9.487899467840569,6.7124922823483475,6.230862962535439,5.5892888046671825,9.014401954067441,9.002673905897566,9.198790630981405,8.391379751008033,7.8121050229590345,8.205940070488657,8.913548717447,7.020092719819157,7.017013892406994,8.09898754726555,9.506262750350531,8.937484620179777,8.077015114512061,9.491674531245703,9.046962410741058,8.2443246139062,7.961999752377769,8.413333451729232,8.237679944309765,7.421580689903129,8.723080594088891,8.52999631362089,9.129227563713398,9.488776208346133,8.48793088863325,9.362773523565414,8.271197853130218,9.306566267174091,7.296248532689935,9.56384209762054,8.76415721136153,10.890289479918156,8.54448971951125
