,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Ancestor and Descendant,"[50, 79, 50, 75, 100, 100, 76, 76, 100]","[5, 90, 0, 50, 0, 100, 7, 60, 67]","[0, 61, 65, 10, 0, 1, 100, 13, 60]","[62, 92, 53, 25, 49, 1, 100, 84, 90]","[50, 71, 50, 10, 0, 1, 1, 16, 15]","[0, 53, 0, 1, 0, 0, 75, 4, 50]","[100, 78, 100, 10, 0, 18, 10, 59, 60]","[100, 87, 65, 90, 0, 1, 100, 81, 85]","[0, 82, 100, 90, 0, 0, 100, 18, 15]","[4, 25, 0, 3, 0, 0, 2, 8, 10]","[12, 20, 0, 94, 0, 1, 14, 29, 0]","[20, 91, 81, 0, 100, 52, 81, 92]","[90, 91, 61, 24, 45, 45, 78, 74]","[80, 94, 8, 4, 70, 66, 82, 45]","[0, 3, 6, 0, 8, 61, 25, 42]","[0, 3, 7, 0, 19, 2, 19, 4]","[0, 3, 3, 0, 53, 6, 13, 91]","[30, 90, 36, 95, 53, 14, 87, 72]","[0, 97, 4, 43, 93, 0, 96, 68]","[0, 2, 50, 15, 5, 3, 8, 12]","[0, 7, 7, 0, 93, 5, 10, 9]","[0, 2, 3, 0, 2, 4, 6, 3]","[46, 20, 10, 78, 56, 100, 40, 62, 100, 63, 50]","[32, 15, 87, 75, 62, 100, 36, 53, 79, 76, 1]","[56, 12, 100, 69, 59, 100, 81, 72, 100, 64, 1]","[62, 28, 0, 74, 0, 2, 3, 20, 30, 73, 100]","[40, 18, 0, 40, 35, 0, 79, 51, 46, 48, 0]","[45, 36, 100, 83, 58, 100, 100, 90, 100, 76, 100]","[33, 56, 0, 51, 0, 10, 0, 94, 17, 67, 0]","[43, 77, 0, 38, 3, 21, 0, 63, 12, 69, 50]","[32, 61, 100, 77, 52, 100, 100, 99, 99, 72, 50]","[78, 87, 52, 73, 41, 63, 100, 54, 100, 65, 100]","[67, 95, 100, 92, 97, 100, 100, 100, 98, 50, 100]"
Athlete and Referee,"[57, 54, 59, 72, 52, 0, 100, 57]","[49, 50, 56, 48, 81, 0, 0, 54]","[76, 52, 48, 50, 75, 0, 31, 39]","[29, 57, 49, 89, 4, 0, 0, 2]","[100, 58, 44, 67, 89, 100, 100, 29]","[0, 55, 42, 69, 2, 0, 0, 1]","[100, 62, 70, 77, 89, 100, 100, 77]","[61, 59, 84, 82, 14, 100, 0, 57]","[23, 59, 42, 48, 9, 100, 0, 22]","[77, 60, 66, 92, 98, 100, 100, 98]","[81, 60, 74, 67, 63, 0, 100, 4]","[9, 21, 2, 63, 100, 65]","[2, 17, 1, 84, 2, 64]","[20, 20, 100, 49, 100, 60]","[2, 25, 100, 57, 1, 73]","[6, 63, 100, 22, 0, 3]","[63, 30, 100, 35, 4, 31]","[13, 31, 2, 51, 3, 61]","[1, 11, 100, 7, 5, 5]","[25, 47, 100, 31, 94, 66]","[8, 48, 100, 62, 85, 64]","[25, 40, 100, 48, 87, 59]","[35, 51, 66, 62, 70, 2, 17, 100, 28, 19, 63, 7]","[85, 62, 71, 99, 48, 65, 30, 100, 10, 100, 3, 70]","[100, 79, 67, 1, 39, 6, 79, 100, 60, 68, 14, 88]","[40, 57, 73, 82, 57, 62, 100, 100, 57, 100, 96, 98]","[61, 62, 63, 100, 58, 47, 85, 100, 81, 48, 72, 79]","[37, 71, 69, 17, 40, 55, 13, 100, 1, 3, 41, 80]","[100, 50, 67, 99, 48, 56, 40, 100, 60, 100, 82, 98]","[100, 50, 67, 52, 67, 55, 74, 100, 45, 53, 19, 6]","[100, 55, 70, 65, 98, 58, 100, 100, 91, 81, 95, 87]","[77, 63, 70, 39, 38, 67, 76, 66, 53, 69, 36, 86]","[66, 39, 72, 49, 45, 51, 100, 94, 52, 19, 69, 70]"
Athletic trainer and Trainee,"[30, 99, 99, 96, 97, 86, 90, 100, 13, 35, 50, 78, 100]","[27, 13, 53, 100, 68, 50, 5, 58, 18, 11, 10, 30, 51]","[52, 92, 3, 100, 56, 80, 90, 91, 20, 5, 30, 58, 39]","[25, 12, 0, 99, 75, 40, 5, 17, 60, 5, 7, 29, 22]","[75, 95, 100, 62, 79, 50, 90, 48, 27, 15, 74, 74, 80]","[10, 0, 1, 93, 31, 31, 5, 7, 40, 5, 3, 11, 33]","[62, 73, 48, 16, 50, 50, 90, 100, 52, 70, 100, 74, 79]","[23, 83, 1, 88, 81, 40, 10, 16, 14, 50, 15, 17, 12]","[26, 84, 40, 97, 84, 30, 90, 91, 67, 25, 20, 23, 55]","[86, 95, 75, 28, 57, 13, 90, 93, 94, 100, 80, 13, 59]","[28, 87, 79, 14, 89, 80, 90, 15, 64, 20, 69, 90, 42]","[87, 46, 15, 50, 35, 38, 50, 14, 45, 80, 94]","[32, 46, 19, 59, 31, 28, 15, 7, 0, 10, 68]","[92, 49, 8, 57, 95, 86, 60, 46, 59, 70, 84]","[14, 50, 22, 54, 98, 56, 1, 73, 0, 0, 62]","[13, 48, 52, 51, 28, 30, 10, 13, 53, 20, 83]","[50, 52, 59, 50, 99, 86, 90, 50, 0, 79, 22]","[95, 51, 54, 53, 55, 93, 50, 70, 0, 0, 84]","[4, 50, 42, 50, 30, 0, 1, 16, 1, 0, 4]","[2, 46, 9, 54, 11, 51, 20, 78, 0, 0, 64]","[13, 51, 58, 90, 86, 32, 50, 25, 2, 0, 18]","[7, 49, 16, 51, 24, 10, 1, 89, 1, 50, 73]","[97, 53, 53, 49, 19, 3, 28, 100, 59, 49]","[92, 100, 95, 100, 91, 93, 81, 100, 62, 47]","[84, 85, 65, 50, 69, 91, 52, 100, 77, 55]","[98, 93, 82, 53, 95, 100, 63, 100, 100, 96]","[98, 99, 99, 97, 97, 100, 61, 100, 69, 100]","[96, 88, 78, 46, 26, 30, 52, 80, 51, 100]","[100, 100, 95, 100, 89, 28, 54, 100, 11, 100]","[94, 100, 94, 50, 83, 95, 90, 100, 60, 100]","[100, 100, 94, 100, 99, 86, 86, 100, 77, 100]","[100, 100, 92, 100, 90, 81, 81, 100, 79, 100]","[71, 55, 65, 51, 75, 40, 64, 65, 72, 100]"
Aunt and Niece/Nephew,"[89, 100, 66, 90, 90, 83, 75, 40, 84]","[25, 100, 70, 45, 92, 68, 75, 65, 73]","[79, 100, 73, 65, 95, 61, 90, 63, 70]","[68, 100, 72, 100, 90, 54, 99, 63, 80]","[57, 1, 71, 50, 96, 4, 1, 38, 13]","[65, 100, 72, 100, 4, 7, 18, 23, 75]","[14, 100, 71, 50, 17, 100, 93, 32, 43]","[53, 100, 71, 95, 21, 94, 83, 100, 80]","[73, 100, 68, 50, 46, 97, 79, 60, 74]","[13, 1, 76, 1, 53, 63, 1, 32, 48]","[61, 99, 74, 1, 54, 67, 4, 49, 35]","[100, 100, 80, 71, 100, 82, 57, 91, 51, 100, 0, 100]","[100, 100, 85, 56, 100, 100, 73, 100, 96, 100, 100, 100]","[0, 78, 83, 67, 100, 81, 42, 100, 95, 100, 100, 100]","[53, 12, 65, 58, 100, 1, 9, 1, 5, 0, 0, 100]","[0, 81, 78, 56, 100, 42, 1, 1, 1, 0, 21, 100]","[0, 3, 58, 74, 100, 24, 4, 1, 6, 0, 0, 100]","[2, 100, 77, 73, 99, 100, 86, 92, 98, 100, 100, 100]","[0, 0, 4, 63, 100, 1, 0, 1, 2, 0, 0, 100]","[100, 20, 6, 66, 30, 1, 0, 2, 6, 9, 15, 100]","[0, 91, 50, 54, 100, 1, 4, 1, 6, 0, 7, 100]","[0, 5, 21, 61, 99, 1, 14, 0, 4, 2, 0, 0]","[0, 81, 100, 45, 10, 71]","[100, 65, 100, 100, 98, 100]","[100, 76, 48, 50, 96, 53]","[0, 1, 12, 10, 13, 56]","[100, 79, 100, 70, 96, 55]","[100, 99, 100, 100, 98, 84]","[100, 97, 100, 50, 96, 10]","[50, 78, 100, 50, 84, 57]","[100, 100, 100, 100, 93, 82]","[100, 94, 100, 90, 95, 70]","[100, 70, 100, 84, 50, 86]"
Babysitter and Infant,"[100, 52, 43, 82, 94, 100, 100, 1]","[0, 49, 55, 67, 2, 0, 0, 0]","[83, 50, 52, 62, 95, 100, 75, 19]","[50, 56, 40, 90, 50, 0, 49, 1]","[84, 57, 40, 71, 2, 100, 55, 0]","[77, 54, 54, 75, 37, 100, 55, 0]","[82, 57, 46, 70, 4, 0, 55, 73]","[79, 56, 45, 81, 17, 0, 57, 97]","[34, 55, 33, 71, 50, 0, 0, 4]","[16, 57, 37, 68, 2, 100, 0, 0]","[54, 58, 63, 64, 76, 0, 53, 11]","[97, 100, 100, 20, 100, 92]","[95, 100, 1, 96, 100, 98]","[70, 33, 100, 50, 100, 99]","[1, 18, 100, 52, 100, 1]","[2, 100, 100, 23, 1, 56]","[63, 100, 100, 86, 100, 91]","[91, 50, 100, 56, 100, 99]","[1, 99, 100, 7, 52, 98]","[1, 48, 50, 37, 2, 2]","[1, 43, 100, 45, 54, 70]","[1, 43, 2, 36, 2, 10]","[100, 99, 58, 99, 76, 96, 86, 4, 15, 100, 72, 100]","[100, 99, 56, 100, 99, 94, 100, 4, 92, 100, 13, 100]","[79, 99, 68, 74, 63, 86, 6, 4, 60, 49, 0, 3]","[100, 83, 49, 100, 68, 98, 100, 19, 99, 100, 100, 100]","[100, 100, 49, 99, 56, 94, 100, 11, 52, 51, 55, 100]","[22, 64, 62, 20, 45, 84, 5, 11, 33, 14, 4, 9]","[100, 95, 58, 100, 33, 76, 89, 52, 17, 100, 71, 96]","[100, 91, 38, 75, 57, 53, 100, 13, 38, 100, 100, 6]","[100, 98, 62, 100, 95, 50, 100, 87, 100, 100, 100, 100]","[89, 98, 60, 100, 74, 64, 100, 91, 97, 100, 20, 100]","[87, 99, 58, 70, 43, 67, 100, 16, 100, 50, 100, 99]"
Between Business Partners,"[50, 10, 87, 13, 71, 90, 79, 0, 95]","[0, 46, 60, 16, 99, 100, 76, 0, 100]","[50, 24, 95, 31, 72, 78, 85, 0, 70]","[50, 22, 77, 18, 88, 100, 8, 0, 50]","[75, 90, 52, 100, 24, 80, 11, 100, 100]","[75, 4, 18, 14, 60, 69, 28, 0, 0]","[50, 93, 46, 100, 92, 86, 14, 100, 50]","[80, 3, 84, 100, 86, 79, 64, 100, 50]","[90, 89, 69, 92, 90, 72, 13, 99, 50]","[80, 85, 88, 27, 95, 28, 82, 49, 50]","[70, 6, 75, 100, 94, 15, 19, 100, 50]","[95, 44, 30, 1, 21, 65, 91, 25, 97, 77, 100]","[40, 76, 21, 1, 3, 63, 66, 0, 26, 62, 93]","[90, 60, 70, 100, 71, 69, 80, 100, 80, 100, 100]","[50, 78, 98, 100, 94, 70, 92, 77, 80, 100, 100]","[25, 66, 26, 100, 48, 64, 49, 22, 88, 100, 84]","[50, 59, 52, 100, 48, 66, 51, 15, 58, 92, 96]","[65, 70, 53, 1, 48, 65, 66, 56, 96, 77, 100]","[0, 33, 0, 1, 0, 60, 6, 0, 26, 0, 88]","[30, 42, 22, 2, 49, 64, 19, 55, 46, 59, 74]","[35, 50, 71, 99, 87, 68, 85, 69, 77, 89, 62]","[20, 24, 24, 1, 94, 59, 53, 45, 16, 100, 21]","[100, 5, 55, 51, 42, 100, 100, 75]","[100, 35, 56, 3, 57, 54, 100, 81]","[100, 100, 100, 20, 88, 56, 0, 99]","[100, 1, 49, 6, 100, 35, 100, 100]","[100, 100, 100, 63, 98, 82, 50, 100]","[100, 50, 70, 66, 97, 52, 76, 83]","[100, 100, 100, 56, 94, 41, 100, 100]","[90, 100, 100, 28, 71, 83, 100, 93]","[100, 50, 100, 13, 89, 98, 100, 100]","[100, 100, 100, 38, 94, 46, 49, 100]","[50, 45, 19, 17, 56, 75, 51, 52]"
Between Close Friends,"[54, 95, 100, 100, 96, 100, 100, 99, 82, 100, 100]","[88, 100, 4, 99, 59, 100, 100, 100, 94, 97, 100]","[79, 100, 80, 1, 96, 100, 90, 100, 90, 50, 100]","[92, 100, 90, 98, 83, 100, 100, 100, 93, 100, 100]","[3, 0, 4, 0, 12, 0, 1, 3, 11, 3, 7]","[74, 20, 61, 99, 47, 100, 60, 57, 71, 45, 100]","[7, 20, 42, 11, 85, 0, 95, 21, 27, 52, 12]","[100, 100, 65, 99, 24, 100, 90, 100, 94, 97, 100]","[99, 100, 72, 100, 55, 100, 95, 71, 90, 81, 2]","[3, 0, 20, 1, 12, 0, 10, 1, 14, 7, 3]","[50, 0, 14, 100, 34, 0, 10, 3, 10, 22, 5]","[100, 80, 95, 0, 62, 71, 68, 100, 84, 31]","[100, 94, 90, 100, 14, 100, 69, 100, 97, 100]","[98, 55, 95, 100, 77, 55, 71, 87, 98, 100]","[10, 9, 90, 0, 44, 54, 70, 49, 100, 100]","[25, 44, 50, 50, 58, 34, 67, 50, 100, 100]","[51, 3, 90, 23, 65, 40, 69, 11, 100, 100]","[100, 82, 85, 100, 86, 26, 73, 100, 93, 100]","[1, 4, 65, 51, 26, 42, 78, 50, 77, 30]","[0, 6, 5, 0, 11, 57, 66, 0, 51, 1]","[23, 39, 90, 0, 69, 39, 67, 85, 51, 100]","[0, 3, 40, 0, 42, 41, 70, 1, 62, 3]","[100, 93, 100, 100, 20, 86, 52, 16]","[99, 92, 100, 100, 100, 100, 56, 82]","[76, 70, 100, 100, 100, 100, 63, 91]","[9, 72, 0, 5, 0, 1, 84, 7]","[100, 72, 100, 100, 100, 100, 87, 96]","[100, 91, 50, 100, 100, 100, 95, 74]","[100, 97, 50, 96, 100, 100, 88, 75]","[100, 94, 50, 100, 50, 53, 1, 94]","[100, 100, 100, 100, 100, 100, 100, 87]","[100, 100, 100, 100, 100, 100, 100, 90]","[2, 1, 0, 1, 10, 0, 32, 3]"
Between Co-workers,"[90, 79, 100, 90, 59, 70, 40, 97, 44, 80, 52, 88]","[10, 100, 100, 58, 38, 98, 80, 100, 46, 100, 69, 89]","[100, 84, 100, 81, 69, 44, 75, 82, 45, 40, 37, 80]","[10, 5, 79, 23, 28, 15, 5, 3, 55, 25, 45, 22]","[56, 35, 79, 86, 69, 57, 90, 83, 49, 40, 49, 88]","[15, 0, 25, 10, 34, 19, 20, 1, 24, 30, 36, 41]","[90, 100, 100, 58, 37, 80, 95, 96, 57, 80, 56, 30]","[60, 17, 72, 40, 42, 25, 70, 93, 54, 45, 31, 81]","[85, 94, 89, 64, 30, 89, 80, 87, 41, 80, 51, 91]","[100, 70, 90, 70, 33, 61, 85, 100, 45, 70, 63, 43]","[5, 69, 90, 39, 63, 7, 35, 3, 41, 75, 58, 12]","[75, 28, 20, 85, 85, 53, 23, 8, 40, 50, 10, 50]","[9, 4, 61, 11, 20, 62, 65, 11, 50, 50, 17, 50]","[92, 94, 89, 100, 90, 47, 17, 64, 29, 90, 91, 50]","[1, 3, 1, 10, 1, 97, 85, 48, 70, 30, 37, 50]","[1, 15, 30, 89, 1, 50, 57, 46, 23, 35, 75, 50]","[45, 61, 0, 16, 1, 92, 93, 54, 48, 15, 63, 50]","[25, 71, 84, 91, 65, 78, 59, 28, 34, 20, 16, 50]","[21, 26, 0, 1, 1, 54, 0, 2, 44, 10, 0, 50]","[67, 45, 31, 57, 45, 59, 97, 20, 53, 15, 34, 50]","[65, 43, 4, 100, 30, 90, 91, 43, 44, 84, 66, 50]","[69, 18, 14, 23, 1, 77, 60, 8, 60, 34, 28, 50]","[100, 100, 71, 75, 3, 16, 88]","[100, 85, 100, 94, 85, 3, 87]","[100, 85, 9, 84, 90, 76, 57]","[100, 100, 55, 91, 97, 89, 86]","[100, 100, 48, 39, 87, 49, 94]","[71, 85, 16, 84, 74, 6, 70]","[100, 100, 33, 82, 80, 85, 96]","[100, 100, 34, 95, 91, 48, 70]","[100, 85, 50, 90, 83, 68, 94]","[100, 75, 75, 94, 89, 74, 92]","[0, 50, 24, 84, 86, 40, 56]"
Between Facebook Friends,"[75, 23, 61, 75, 100, 100, 50, 56, 70]","[65, 30, 62, 76, 100, 100, 53, 95, 100]","[8, 15, 47, 0, 51, 100, 52, 72, 20]","[23, 4, 48, 25, 100, 100, 99, 100, 75]","[57, 100, 36, 25, 24, 20, 0, 0, 0]","[28, 0, 48, 0, 36, 80, 20, 35, 0]","[100, 50, 54, 50, 0, 80, 100, 0, 30]","[26, 83, 53, 24, 50, 85, 51, 94, 50]","[31, 88, 54, 50, 0, 75, 51, 94, 60]","[61, 0, 30, 0, 100, 20, 52, 0, 0]","[47, 0, 39, 0, 0, 15, 50, 0, 20]","[90, 45, 11, 46, 0, 80, 51, 70, 20, 93]","[53, 83, 44, 41, 65, 73, 90, 80, 48, 83]","[60, 77, 88, 59, 53, 90, 52, 85, 77, 75]","[67, 83, 1, 50, 42, 30, 11, 72, 51, 71]","[79, 76, 1, 78, 35, 57, 20, 37, 54, 68]","[81, 84, 34, 89, 25, 57, 13, 5, 43, 56]","[73, 95, 74, 76, 52, 79, 84, 82, 51, 76]","[74, 69, 1, 59, 63, 50, 21, 65, 58, 67]","[63, 56, 3, 65, 38, 67, 12, 47, 77, 8]","[85, 45, 8, 58, 43, 61, 56, 60, 52, 80]","[53, 23, 1, 25, 18, 31, 9, 5, 53, 61]","[56, 0, 29, 28, 50, 50, 72, 80, 33]","[74, 70, 48, 13, 50, 50, 41, 80, 100]","[95, 11, 71, 16, 50, 60, 67, 80, 68]","[22, 0, 16, 15, 50, 0, 61, 2, 0]","[94, 17, 54, 20, 43, 50, 46, 80, 18]","[90, 6, 50, 68, 73, 30, 71, 70, 59]","[93, 20, 33, 30, 49, 50, 80, 70, 62]","[38, 0, 26, 51, 74, 0, 60, 50, 81]","[89, 80, 50, 12, 61, 100, 65, 50, 74]","[89, 20, 52, 21, 63, 50, 56, 50, 51]","[78, 50, 14, 16, 50, 49, 78, 30, 3]"
Between Siblings,"[62, 70, 55, 50, 19, 91, 50, 87]","[64, 85, 75, 50, 49, 65, 50, 100]","[92, 90, 65, 100, 87, 85, 50, 52]","[83, 95, 80, 90, 81, 76, 100, 77]","[89, 10, 44, 1, 71, 0, 0, 6]","[48, 85, 60, 60, 59, 19, 0, 42]","[90, 0, 25, 100, 18, 25, 0, 8]","[89, 95, 80, 80, 54, 6, 100, 80]","[60, 10, 70, 90, 66, 65, 8, 100]","[81, 0, 40, 80, 34, 19, 0, 6]","[96, 20, 40, 51, 1, 31, 0, 52]","[100, 93, 11, 56, 100, 92]","[100, 83, 78, 54, 89, 80]","[90, 87, 24, 41, 51, 88]","[0, 36, 0, 48, 41, 59]","[50, 69, 26, 33, 32, 82]","[50, 56, 5, 30, 42, 92]","[100, 84, 63, 29, 62, 77]","[0, 0, 0, 22, 0, 0]","[25, 82, 83, 61, 100, 77]","[50, 76, 1, 40, 100, 83]","[17, 40, 35, 43, 94, 74]","[100, 100, 100, 100, 95, 64, 80, 54, 95]","[100, 100, 100, 100, 95, 38, 50, 89, 100]","[100, 100, 99, 96, 90, 61, 59, 88, 100]","[0, 0, 98, 1, 10, 63, 48, 0, 6]","[100, 80, 98, 26, 65, 100, 54, 83, 67]","[100, 100, 99, 100, 100, 42, 48, 100, 95]","[100, 100, 99, 13, 85, 82, 52, 100, 24]","[52, 50, 99, 35, 80, 57, 52, 90, 67]","[100, 100, 99, 100, 100, 84, 94, 100, 99]","[100, 88, 99, 53, 92, 69, 98, 100, 81]","[0, 50, 97, 72, 4, 64, 22, 51, 49]"
