,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Ancestor and Descendant,"[64, 74, 86, 91, 82, 40, 18, 45, 53]","[69, 99, 36, 0, 55, 54, 9, 78, 55]","[68, 72, 51, 72, 77, 47, 52, 84, 46]","[75, 80, 50, 86, 83, 48, 10, 8, 53]","[52, 70, 63, 66, 78, 16, 84, 100, 46]","[68, 63, 38, 7, 30, 34, 6, 6, 45]","[54, 91, 100, 100, 76, 45, 33, 100, 47]","[64, 50, 63, 100, 54, 28, 25, 1, 49]","[40, 85, 73, 88, 70, 31, 49, 80, 47]","[60, 97, 67, 14, 77, 33, 78, 100, 43]","[50, 58, 44, 53, 39, 21, 83, 63, 34]","[52, 100, 61, 1, 71, 100, 52, 25, 82, 77, 5, 100]","[34, 90, 51, 4, 100, 57, 50, 12, 68, 88, 25, 100]","[58, 79, 48, 2, 100, 43, 33, 16, 84, 85, 15, 100]","[28, 9, 46, 9, 100, 100, 44, 19, 0, 83, 24, 100]","[20, 6, 73, 5, 100, 28, 35, 3, 74, 84, 13, 100]","[43, 86, 83, 7, 100, 47, 48, 5, 26, 91, 26, 100]","[45, 100, 66, 11, 100, 92, 29, 100, 33, 89, 13, 100]","[5, 4, 58, 4, 100, 11, 0, 10, 0, 79, 87, 100]","[9, 4, 15, 2, 100, 87, 49, 32, 74, 87, 10, 100]","[11, 41, 82, 19, 100, 80, 35, 14, 52, 95, 9, 100]","[61, 5, 2, 3, 100, 32, 43, 14, 52, 40, 15, 100]","[11, 95, 75, 51, 54, 30, 78, 98, 33]","[60, 96, 64, 71, 55, 49, 75, 97, 33]","[47, 95, 69, 45, 48, 52, 42, 98, 9]","[4, 96, 70, 21, 57, 31, 56, 100, 10]","[15, 95, 85, 26, 51, 39, 57, 98, 10]","[59, 98, 79, 46, 56, 36, 32, 100, 11]","[56, 95, 77, 61, 60, 17, 22, 100, 34]","[72, 95, 63, 95, 49, 24, 35, 95, 7]","[60, 99, 92, 86, 50, 21, 39, 99, 58]","[66, 100, 71, 78, 58, 35, 46, 98, 33]","[53, 95, 80, 35, 53, 31, 45, 96, 25]"
Athlete and Referee,"[98, 100, 100, 79, 86, 100, 100]","[7, 0, 93, 78, 74, 3, 100]","[6, 0, 100, 81, 95, 49, 5]","[99, 0, 61, 70, 67, 2, 37]","[100, 100, 100, 71, 85, 100, 100]","[1, 0, 14, 91, 87, 3, 1]","[99, 100, 100, 88, 62, 100, 100]","[1, 0, 33, 84, 85, 1, 0]","[59, 0, 55, 77, 31, 1, 35]","[98, 100, 100, 87, 56, 100, 95]","[99, 0, 100, 80, 29, 1, 1]","[3, 54, 6, 37, 7, 6, 42, 59, 39, 43]","[8, 17, 50, 66, 3, 11, 71, 16, 73, 67]","[100, 52, 100, 95, 54, 100, 100, 21, 99, 29]","[6, 54, 100, 90, 66, 97, 100, 9, 97, 64]","[8, 48, 5, 70, 25, 96, 72, 6, 75, 33]","[7, 51, 100, 92, 3, 98, 88, 8, 88, 62]","[5, 45, 16, 87, 48, 16, 97, 8, 97, 56]","[8, 49, 5, 36, 2, 7, 35, 3, 41, 51]","[100, 47, 100, 52, 5, 12, 53, 7, 59, 46]","[100, 51, 100, 75, 14, 96, 80, 6, 79, 43]","[6, 45, 9, 48, 1, 10, 40, 3, 45, 54]","[100, 47, 100, 96, 98]","[95, 84, 55, 97, 94]","[98, 93, 34, 99, 70]","[99, 43, 72, 52, 83]","[99, 77, 80, 93, 51]","[100, 69, 70, 93, 54]","[95, 68, 69, 99, 44]","[99, 47, 76, 49, 49]","[19, 38, 53, 99, 95]","[96, 54, 100, 54, 94]","[3, 57, 61, 47, 23]"
Athletic trainer and Trainee,"[63, 100, 91, 96, 89, 96, 100, 100, 97]","[82, 15, 9, 39, 74, 94, 0, 87, 34]","[66, 55, 79, 93, 76, 87, 83, 100, 84]","[64, 70, 76, 61, 16, 93, 0, 33, 47]","[50, 100, 74, 68, 85, 95, 100, 58, 77]","[6, 4, 5, 12, 46, 94, 0, 27, 4]","[18, 100, 98, 97, 52, 78, 100, 82, 100]","[36, 60, 63, 11, 58, 64, 0, 100, 24]","[58, 100, 45, 97, 65, 74, 100, 76, 100]","[55, 99, 8, 94, 64, 91, 100, 53, 100]","[57, 100, 4, 90, 63, 83, 100, 44, 100]","[15, 3, 95, 89, 10, 8, 95, 30, 78, 62, 52]","[22, 52, 94, 97, 10, 6, 24, 40, 55, 62, 100]","[33, 100, 94, 99, 19, 18, 95, 66, 84, 68, 100]","[35, 26, 98, 98, 60, 59, 96, 70, 100, 52, 100]","[57, 55, 28, 34, 100, 94, 95, 30, 55, 59, 2]","[27, 65, 60, 57, 100, 99, 96, 61, 43, 60, 100]","[5, 38, 98, 98, 50, 56, 23, 30, 33, 75, 100]","[1, 48, 35, 31, 15, 13, 0, 1, 100, 66, 1]","[20, 68, 13, 17, 44, 46, 0, 5, 78, 55, 11]","[21, 20, 91, 91, 50, 46, 96, 71, 51, 53, 60]","[8, 6, 7, 12, 41, 36, 0, 10, 33, 25, 8]","[3, 93, 97, 81, 48, 42, 87, 36, 71, 89]","[8, 97, 96, 91, 38, 55, 52, 57, 61, 91]","[2, 97, 99, 90, 66, 45, 80, 33, 71, 82]","[3, 94, 99, 90, 53, 46, 100, 46, 45, 73]","[10, 94, 98, 97, 63, 64, 82, 47, 46, 89]","[6, 96, 98, 91, 31, 47, 90, 45, 96, 54]","[10, 97, 100, 85, 33, 55, 66, 51, 60, 83]","[6, 93, 95, 92, 51, 59, 69, 47, 72, 57]","[7, 92, 98, 94, 77, 66, 89, 52, 80, 71]","[7, 94, 95, 87, 61, 67, 90, 49, 69, 71]","[11, 99, 94, 92, 65, 54, 78, 48, 75, 89]"
Aunt and Niece/Nephew,"[70, 81, 100, 96, 100, 70, 100, 13, 78, 100]","[30, 86, 100, 98, 62, 100, 97, 7, 81, 50]","[50, 81, 31, 77, 100, 100, 100, 10, 81, 100]","[70, 83, 13, 93, 100, 83, 99, 36, 97, 74]","[30, 83, 45, 67, 64, 32, 1, 60, 10, 9]","[70, 10, 100, 24, 58, 30, 91, 56, 100, 100]","[50, 95, 100, 22, 31, 100, 100, 51, 100, 100]","[18, 10, 100, 34, 53, 100, 98, 41, 100, 100]","[25, 31, 100, 95, 93, 100, 1, 46, 68, 12]","[40, 10, 45, 57, 39, 100, 2, 54, 93, 11]","[50, 17, 13, 92, 40, 45, 2, 64, 77, 11]","[100, 48, 95, 83, 48, 100, 100, 20, 74, 82, 67, 75]","[100, 49, 95, 68, 100, 99, 100, 5, 93, 81, 68, 100]","[100, 53, 92, 12, 100, 85, 100, 52, 89, 83, 55, 67]","[58, 4, 5, 8, 4, 100, 41, 9, 19, 87, 6, 8]","[12, 3, 11, 36, 3, 8, 65, 100, 22, 88, 4, 14]","[28, 1, 40, 67, 4, 100, 100, 30, 14, 83, 15, 85]","[100, 3, 88, 6, 100, 100, 100, 24, 97, 83, 26, 80]","[21, 1, 93, 15, 5, 14, 82, 16, 9, 53, 13, 4]","[3, 2, 0, 11, 4, 7, 100, 9, 17, 3, 20, 2]","[35, 2, 8, 68, 4, 100, 67, 99, 89, 5, 86, 64]","[10, 2, 0, 8, 1, 3, 3, 4, 15, 6, 22, 7]","[47, 58, 98, 93, 65, 53, 90, 99, 55, 50, 97, 97, 58, 99]","[83, 43, 97, 73, 71, 92, 95, 87, 71, 50, 98, 98, 61, 69]","[56, 48, 98, 83, 76, 77, 96, 100, 58, 50, 95, 100, 21, 55]","[55, 43, 50, 83, 69, 0, 93, 99, 69, 50, 95, 10, 54, 72]","[24, 10, 99, 82, 41, 81, 93, 95, 64, 50, 96, 96, 65, 47]","[67, 50, 72, 58, 79, 77, 69, 98, 74, 50, 99, 99, 55, 87]","[89, 53, 100, 71, 68, 60, 89, 95, 85, 50, 97, 98, 30, 60]","[55, 37, 99, 81, 70, 85, 78, 95, 53, 50, 96, 51, 40, 69]","[84, 24, 97, 89, 70, 52, 83, 94, 71, 50, 98, 99, 60, 77]","[58, 35, 85, 74, 60, 63, 96, 99, 68, 50, 100, 97, 62, 71]","[11, 37, 96, 48, 31, 83, 96, 94, 72, 50, 95, 66, 50, 60]"
Babysitter and Infant,"[98, 100, 87, 75, 99, 83, 100]","[50, 0, 7, 85, 100, 3, 8]","[47, 100, 100, 78, 97, 100, 21]","[56, 100, 100, 77, 94, 3, 54]","[48, 0, 15, 77, 86, 79, 77]","[45, 100, 100, 93, 63, 1, 100]","[99, 100, 100, 87, 68, 100, 47]","[1, 100, 100, 78, 86, 1, 0]","[23, 0, 12, 84, 73, 1, 1]","[98, 0, 0, 89, 61, 2, 88]","[52, 0, 11, 87, 62, 58, 100]","[100, 59, 100, 100, 7, 15, 100, 53, 98, 53]","[51, 78, 100, 97, 99, 50, 100, 69, 94, 61]","[8, 61, 100, 94, 87, 94, 100, 11, 95, 53]","[56, 50, 9, 60, 98, 47, 60, 10, 58, 57]","[52, 46, 8, 15, 15, 4, 16, 3, 22, 52]","[100, 54, 100, 95, 46, 94, 84, 3, 83, 58]","[100, 42, 12, 90, 77, 98, 100, 7, 99, 61]","[8, 49, 5, 95, 1, 3, 100, 5, 98, 61]","[7, 51, 100, 22, 2, 5, 21, 6, 19, 67]","[11, 44, 6, 47, 48, 11, 47, 1, 50, 58]","[7, 52, 5, 22, 2, 44, 21, 3, 26, 43]","[97, 59, 97, 23, 88]","[97, 25, 100, 100, 94]","[47, 45, 24, 97, 95]","[62, 49, 96, 83, 98]","[100, 42, 30, 49, 96]","[96, 60, 94, 40, 95]","[18, 65, 61, 40, 95]","[98, 47, 82, 51, 91]","[97, 53, 54, 60, 95]","[48, 46, 74, 50, 95]","[99, 47, 89, 50, 26]"
Between Business Partners,"[97, 100, 77, 57, 50, 19, 61, 50, 100, 100, 39, 99, 74, 7]","[98, 100, 76, 86, 100, 100, 55, 100, 100, 100, 54, 92, 53, 100]","[97, 98, 75, 80, 93, 100, 51, 68, 100, 100, 72, 95, 87, 100]","[96, 96, 80, 90, 90, 43, 29, 49, 10, 100, 49, 8, 60, 62]","[8, 97, 83, 59, 1, 1, 73, 86, 100, 100, 11, 97, 87, 50]","[5, 22, 84, 24, 100, 73, 62, 10, 6, 100, 82, 12, 74, 2]","[7, 83, 77, 89, 100, 5, 78, 100, 100, 58, 100, 97, 39, 100]","[54, 81, 78, 26, 100, 96, 51, 59, 100, 62, 100, 7, 83, 100]","[96, 72, 77, 28, 100, 19, 52, 52, 100, 64, 70, 91, 64, 88]","[95, 90, 77, 93, 1, 9, 54, 49, 100, 62, 77, 11, 80, 100]","[97, 69, 60, 92, 1, 50, 61, 77, 100, 65, 100, 4, 52, 5]","[9, 100, 52, 100, 33, 51, 60, 32, 97, 66]","[84, 100, 89, 16, 53, 13, 47, 60, 21, 98]","[53, 98, 51, 61, 49, 100, 62, 97, 64, 95]","[78, 100, 100, 100, 60, 100, 57, 39, 99, 98]","[82, 13, 67, 100, 83, 100, 44, 17, 97, 99]","[62, 51, 17, 100, 50, 100, 48, 100, 98, 41]","[24, 46, 39, 16, 51, 9, 66, 52, 16, 6]","[42, 52, 10, 15, 52, 0, 71, 96, 16, 10]","[14, 51, 63, 14, 51, 20, 66, 69, 8, 32]","[70, 13, 66, 96, 57, 100, 65, 99, 96, 99]","[28, 4, 46, 14, 68, 15, 60, 48, 14, 3]","[29, 53, 9, 87, 37, 62, 60, 12, 90, 65, 17, 79]","[80, 95, 5, 52, 11, 45, 66, 3, 87, 42, 69, 78]","[50, 100, 5, 89, 19, 33, 68, 5, 97, 69, 87, 74]","[67, 100, 5, 68, 96, 63, 62, 7, 88, 56, 52, 86]","[59, 100, 2, 83, 20, 46, 69, 4, 96, 51, 68, 76]","[75, 96, 6, 77, 40, 29, 70, 9, 95, 54, 58, 78]","[77, 99, 8, 79, 26, 33, 65, 5, 90, 49, 55, 75]","[50, 99, 5, 64, 38, 69, 64, 5, 83, 76, 48, 69]","[85, 99, 5, 77, 19, 25, 74, 6, 97, 69, 71, 89]","[86, 96, 5, 66, 53, 55, 66, 9, 93, 70, 92, 89]","[36, 16, 5, 38, 14, 34, 77, 8, 90, 72, 4, 84]"
Between Close Friends,"[100, 62, 93, 18, 100, 100, 100, 29, 100, 100, 24, 74, 100]","[82, 66, 90, 53, 66, 100, 100, 55, 100, 100, 27, 57, 99]","[96, 43, 68, 52, 87, 100, 100, 46, 51, 50, 19, 80, 100]","[95, 54, 55, 78, 85, 100, 100, 70, 100, 93, 74, 54, 98]","[17, 12, 41, 67, 17, 100, 100, 59, 10, 76, 41, 56, 17]","[98, 28, 66, 99, 27, 100, 100, 7, 100, 82, 60, 58, 50]","[98, 42, 69, 56, 89, 100, 88, 35, 81, 68, 48, 59, 100]","[98, 22, 69, 61, 86, 100, 100, 63, 100, 60, 18, 63, 75]","[98, 83, 59, 44, 18, 100, 26, 70, 54, 81, 27, 61, 100]","[12, 20, 65, 67, 21, 100, 7, 47, 38, 75, 38, 64, 28]","[7, 0, 90, 92, 13, 100, 9, 39, 21, 43, 58, 54, 15]","[100, 46, 0, 56, 46, 86, 60]","[100, 52, 19, 54, 49, 80, 5]","[100, 59, 19, 60, 63, 84, 13]","[5, 69, 18, 56, 62, 15, 19]","[16, 69, 28, 80, 76, 83, 12]","[100, 71, 15, 68, 67, 73, 20]","[100, 69, 22, 90, 89, 78, 11]","[1, 56, 13, 59, 67, 55, 16]","[1, 73, 9, 58, 61, 15, 15]","[5, 59, 7, 71, 61, 78, 25]","[1, 66, 12, 70, 65, 14, 31]","[100, 69, 82, 79, 84, 58, 100]","[99, 54, 84, 77, 83, 73, 100]","[100, 15, 100, 99, 93, 68, 100]","[15, 10, 7, 100, 41, 64, 3]","[89, 21, 75, 100, 91, 74, 100]","[97, 13, 98, 67, 89, 74, 100]","[68, 31, 58, 84, 90, 77, 100]","[75, 17, 69, 80, 90, 77, 100]","[96, 22, 100, 46, 94, 64, 96]","[99, 31, 89, 83, 87, 77, 100]","[12, 31, 6, 71, 91, 76, 100]"
Between Co-workers,"[69, 93, 95, 67, 70, 43, 64, 94, 58, 50, 100, 74, 56]","[75, 84, 100, 67, 20, 39, 86, 71, 17, 80, 100, 100, 81]","[77, 87, 57, 67, 100, 61, 40, 76, 21, 61, 71, 100, 85]","[35, 100, 6, 67, 50, 4, 62, 64, 8, 7, 100, 94, 25]","[65, 100, 100, 70, 70, 46, 59, 24, 24, 77, 100, 100, 40]","[7, 100, 7, 42, 25, 23, 73, 91, 13, 1, 73, 58, 36]","[100, 100, 97, 59, 85, 43, 66, 90, 81, 100, 100, 100, 79]","[93, 100, 12, 49, 20, 40, 89, 71, 20, 46, 100, 100, 60]","[100, 100, 96, 49, 50, 7, 33, 76, 98, 75, 100, 80, 91]","[67, 100, 55, 58, 70, 24, 30, 55, 15, 72, 100, 99, 45]","[86, 100, 96, 48, 80, 54, 74, 53, 23, 49, 21, 77, 40]","[17, 52, 83, 62, 48, 42, 42]","[31, 4, 27, 41, 51, 38, 58]","[100, 100, 81, 27, 63, 82, 61]","[100, 51, 37, 6, 100, 25, 64]","[100, 3, 66, 47, 88, 42, 46]","[36, 15, 95, 71, 46, 29, 38]","[78, 29, 3, 47, 32, 52, 58]","[9, 1, 3, 6, 1, 68, 7]","[13, 8, 87, 72, 98, 63, 28]","[100, 100, 74, 46, 44, 34, 56]","[33, 3, 56, 70, 50, 12, 36]","[98, 72, 94, 55, 99, 88]","[98, 90, 92, 62, 100, 92]","[99, 88, 95, 57, 95, 86]","[99, 83, 99, 55, 90, 95]","[96, 95, 68, 40, 63, 88]","[86, 84, 83, 96, 99, 68]","[100, 13, 84, 47, 82, 79]","[85, 90, 97, 9, 84, 50]","[95, 96, 100, 100, 96, 74]","[85, 94, 96, 99, 98, 87]","[93, 4, 31, 99, 97, 62]"
Between Facebook Friends,"[88, 100, 96, 66]","[84, 100, 100, 42]","[88, 100, 94, 45]","[98, 100, 100, 58]","[77, 100, 100, 65]","[98, 100, 97, 73]","[53, 56, 100, 40]","[98, 92, 100, 57]","[75, 98, 98, 65]","[79, 100, 100, 69]","[83, 100, 93, 74]","[59, 100, 1, 75, 49, 55, 34, 82, 40, 78]","[55, 100, 76, 81, 27, 100, 100, 84, 100, 96]","[54, 100, 100, 93, 52, 100, 57, 78, 100, 91]","[51, 100, 28, 87, 10, 4, 10, 83, 0, 64]","[40, 100, 59, 87, 6, 2, 15, 80, 42, 100]","[48, 100, 100, 90, 4, 11, 9, 76, 44, 79]","[66, 85, 52, 88, 97, 100, 88, 89, 100, 100]","[48, 8, 1, 86, 45, 1, 7, 78, 0, 49]","[49, 2, 11, 92, 11, 4, 4, 65, 25, 68]","[43, 18, 100, 80, 23, 4, 73, 45, 52, 68]","[52, 6, 2, 86, 2, 3, 6, 81, 31, 78]","[100, 96, 83, 86, 100, 92, 68, 64]","[95, 89, 76, 84, 95, 86, 41, 63]","[39, 98, 75, 82, 95, 88, 56, 56]","[1, 2, 4, 31, 58, 87, 61, 61]","[98, 94, 63, 75, 100, 95, 40, 74]","[52, 38, 55, 57, 98, 64, 31, 63]","[2, 39, 37, 80, 96, 89, 46, 78]","[13, 16, 26, 60, 96, 80, 52, 52]","[96, 89, 55, 76, 98, 90, 30, 51]","[42, 82, 58, 85, 99, 75, 46, 72]","[47, 17, 3, 69, 53, 34, 40, 70]"
Between Siblings,"[100, 80, 100, 100, 90, 96, 95, 51]","[87, 83, 100, 100, 95, 94, 95, 56]","[48, 83, 100, 100, 91, 97, 90, 30]","[92, 91, 100, 100, 94, 88, 92, 62]","[85, 31, 1, 2, 6, 54, 1, 17]","[25, 92, 89, 80, 74, 93, 95, 9]","[80, 98, 100, 63, 100, 97, 100, 100]","[100, 93, 100, 100, 80, 95, 100, 100]","[30, 16, 19, 60, 50, 85, 100, 38]","[89, 5, 6, 75, 54, 69, 90, 9]","[88, 5, 9, 100, 8, 75, 25, 14]","[27, 9, 100, 100, 55, 100, 64, 100]","[61, 73, 100, 100, 48, 100, 20, 81]","[17, 86, 98, 75, 100, 79, 21, 100]","[100, 14, 100, 87, 55, 86, 15, 32]","[93, 80, 100, 6, 65, 12, 49, 37]","[40, 35, 100, 4, 81, 8, 23, 6]","[43, 92, 100, 100, 60, 96, 54, 100]","[54, 20, 4, 4, 11, 5, 46, 100]","[56, 66, 100, 5, 97, 8, 32, 30]","[49, 49, 100, 3, 73, 8, 45, 29]","[42, 86, 99, 3, 82, 3, 69, 2]","[85, 95, 12, 94]","[47, 100, 61, 52]","[52, 79, 94, 69]","[76, 38, 66, 43]","[72, 75, 84, 47]","[99, 100, 97, 49]","[97, 99, 74, 66]","[92, 97, 64, 53]","[48, 89, 75, 54]","[98, 96, 91, 71]","[75, 96, 68, 76]"
