,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Ancestor and Descendant,"[79, 93, 41, 53, 92, 92]","[6, 92, 0, 2, 0, 12]","[56, 8, 0, 0, 7, 77]","[61, 83, 100, 68, 9, 93]","[40, 94, 28, 30, 100, 14]","[41, 4, 15, 3, 7, 84]","[43, 95, 100, 100, 7, 18]","[83, 72, 100, 1, 50, 92]","[4, 90, 0, 2, 25, 76]","[2, 5, 69, 2, 14, 6]","[1, 12, 0, 1, 100, 22]","[95, 88, 44, 75, 86, 88, 99, 95, 100, 87, 75]","[87, 82, 71, 100, 76, 47, 57, 70, 67, 40, 13]","[82, 85, 68, 100, 38, 53, 0, 10, 90, 53, 12]","[8, 22, 40, 0, 51, 43, 0, 43, 7, 56, 9]","[5, 4, 6, 30, 15, 44, 0, 2, 10, 1, 15]","[6, 5, 5, 0, 11, 37, 0, 0, 6, 1, 16]","[67, 80, 82, 100, 73, 16, 6, 74, 81, 50, 12]","[78, 94, 88, 0, 73, 12, 1, 93, 9, 17, 65]","[19, 12, 25, 0, 15, 30, 1, 14, 6, 1, 8]","[84, 71, 75, 0, 67, 63, 1, 51, 14, 1, 78]","[9, 13, 11, 0, 8, 48, 0, 3, 5, 5, 9]","[23, 23, 100, 57, 32, 100]","[0, 74, 60, 83, 100, 15]","[48, 57, 47, 63, 76, 100]","[0, 4, 0, 87, 5, 7]","[0, 8, 0, 56, 10, 7]","[100, 19, 48, 77, 11, 100]","[0, 7, 30, 76, 30, 52]","[0, 17, 0, 83, 13, 0]","[100, 97, 100, 60, 96, 100]","[27, 74, 44, 67, 84, 46]","[100, 96, 100, 76, 94, 100]"
Athlete and Referee,"[53, 38, 50, 24, 56, 43, 58, 23, 86, 14]","[19, 44, 39, 25, 46, 12, 34, 5, 94, 5]","[6, 21, 52, 58, 56, 11, 51, 2, 82, 43]","[6, 63, 50, 53, 55, 11, 17, 1, 97, 9]","[97, 45, 90, 26, 58, 100, 73, 98, 96, 42]","[5, 10, 40, 38, 56, 11, 5, 4, 1, 67]","[97, 35, 85, 31, 53, 30, 60, 99, 96, 73]","[51, 22, 15, 36, 48, 19, 27, 2, 2, 35]","[33, 15, 20, 61, 45, 14, 44, 100, 5, 100]","[50, 20, 40, 54, 49, 80, 83, 87, 4, 16]","[95, 36, 35, 38, 57, 19, 4, 98, 6, 24]","[0, 0, 51, 4, 36, 79]","[0, 0, 54, 0, 44, 10]","[6, 0, 45, 7, 33, 15]","[46, 0, 65, 14, 78, 15]","[0, 0, 76, 0, 75, 7]","[53, 0, 14, 100, 57, 9]","[0, 0, 45, 0, 39, 15]","[0, 0, 75, 0, 8, 6]","[0, 50, 59, 82, 36, 67]","[77, 90, 74, 0, 19, 8]","[0, 0, 47, 0, 10, 52]","[37, 49, 56, 4, 49, 64, 78, 37, 48, 74, 59, 75]","[42, 24, 33, 84, 34, 84, 51, 19, 38, 47, 72, 65]","[66, 5, 26, 44, 24, 29, 54, 34, 30, 73, 59, 67]","[75, 100, 60, 97, 60, 79, 100, 79, 88, 81, 42, 33]","[70, 75, 55, 24, 28, 17, 89, 13, 22, 61, 63, 77]","[17, 11, 42, 6, 29, 26, 9, 5, 9, 49, 42, 11]","[27, 50, 51, 70, 19, 70, 7, 21, 27, 51, 59, 77]","[37, 69, 54, 63, 55, 9, 13, 42, 37, 58, 58, 64]","[89, 78, 48, 54, 42, 85, 76, 54, 78, 63, 62, 9]","[73, 58, 52, 53, 35, 70, 68, 58, 26, 52, 36, 63]","[68, 47, 53, 43, 27, 53, 67, 53, 44, 66, 48, 60]"
Athletic trainer and Trainee,"[43, 64, 70, 40, 100, 21, 55]","[48, 0, 63, 34, 30, 15, 11]","[43, 75, 62, 33, 19, 82, 70]","[51, 0, 69, 22, 5, 14, 45]","[46, 75, 57, 90, 89, 45, 76]","[37, 22, 68, 16, 44, 39, 45]","[35, 100, 69, 32, 100, 72, 75]","[45, 44, 72, 40, 6, 40, 45]","[43, 62, 76, 34, 99, 86, 40]","[36, 54, 66, 36, 89, 70, 30]","[42, 12, 61, 42, 93, 61, 41]","[26, 28, 50, 96, 27, 79, 85, 52]","[39, 6, 45, 34, 0, 15, 69, 8]","[70, 100, 85, 100, 73, 80, 100, 88]","[65, 48, 21, 66, 0, 4, 96, 49]","[27, 0, 40, 53, 0, 6, 82, 63]","[73, 75, 68, 86, 100, 68, 98, 13]","[79, 39, 60, 20, 0, 3, 64, 9]","[45, 0, 12, 18, 0, 1, 6, 43]","[66, 46, 52, 5, 40, 16, 57, 59]","[87, 11, 81, 24, 0, 10, 66, 77]","[12, 32, 51, 5, 0, 1, 52, 61]","[20, 18, 53, 3, 94, 56, 79, 58, 20]","[65, 43, 80, 85, 93, 75, 86, 43, 70]","[50, 84, 49, 81, 93, 59, 81, 69, 70]","[100, 82, 85, 95, 95, 94, 52, 68, 30]","[10, 70, 70, 94, 95, 94, 88, 44, 20]","[30, 63, 36, 71, 33, 46, 54, 40, 15]","[0, 83, 73, 89, 91, 96, 79, 69, 20]","[91, 76, 83, 93, 92, 93, 90, 73, 85]","[90, 100, 93, 94, 96, 100, 80, 76, 90]","[75, 79, 63, 79, 95, 53, 88, 79, 75]","[60, 84, 56, 74, 95, 76, 56, 57, 50]"
Aunt and Niece/Nephew,"[100, 100, 93, 19, 93, 7, 85, 68, 82, 50]","[0, 0, 15, 20, 59, 13, 23, 57, 11, 100]","[100, 100, 64, 18, 100, 21, 72, 15, 53, 56]","[100, 87, 56, 13, 77, 8, 75, 20, 70, 50]","[0, 17, 49, 12, 78, 5, 81, 14, 16, 1]","[100, 83, 80, 15, 92, 4, 54, 30, 60, 50]","[0, 13, 88, 8, 89, 4, 10, 40, 50, 100]","[100, 87, 85, 31, 76, 9, 83, 20, 89, 1]","[0, 18, 94, 11, 23, 5, 25, 22, 31, 50]","[0, 11, 6, 7, 57, 5, 7, 27, 9, 1]","[0, 0, 49, 7, 81, 9, 12, 45, 91, 51]","[100, 100, 86, 86, 77, 100, 79, 2, 37, 54, 22]","[81, 81, 84, 33, 70, 47, 49, 74, 66, 33, 46]","[0, 5, 89, 67, 76, 0, 59, 23, 76, 62, 44]","[0, 1, 10, 15, 8, 0, 78, 10, 72, 0, 31]","[0, 3, 2, 4, 1, 4, 74, 6, 47, 0, 56]","[1, 0, 2, 16, 5, 0, 58, 2, 83, 0, 32]","[73, 81, 83, 23, 83, 100, 48, 81, 85, 91, 49]","[0, 0, 0, 4, 0, 0, 17, 8, 6, 0, 57]","[0, 2, 5, 8, 16, 1, 32, 2, 67, 0, 57]","[1, 0, 50, 6, 1, 0, 65, 40, 52, 0, 44]","[1, 0, 5, 5, 0, 0, 85, 0, 31, 0, 26]","[28, 37, 3, 45, 0, 1, 73]","[90, 81, 96, 50, 67, 65, 87]","[81, 77, 97, 77, 68, 64, 87]","[0, 38, 3, 19, 0, 1, 3]","[74, 84, 94, 74, 85, 51, 85]","[100, 91, 97, 84, 99, 65, 96]","[74, 39, 4, 35, 71, 50, 96]","[87, 88, 77, 93, 64, 14, 50]","[100, 39, 91, 30, 52, 90, 88]","[87, 88, 99, 85, 89, 59, 95]","[91, 48, 97, 39, 94, 77, 86]"
Babysitter and Infant,"[100, 40, 85, 38, 52, 100, 57, 83, 97, 30]","[9, 47, 50, 39, 41, 10, 47, 20, 7, 7]","[94, 44, 80, 34, 58, 66, 58, 76, 98, 86]","[5, 47, 76, 43, 48, 100, 3, 82, 89, 42]","[98, 51, 25, 39, 51, 7, 87, 88, 98, 94]","[63, 56, 81, 35, 50, 11, 7, 98, 70, 97]","[16, 33, 50, 37, 56, 100, 67, 8, 97, 83]","[5, 46, 65, 43, 38, 47, 39, 8, 4, 65]","[5, 31, 10, 45, 45, 17, 90, 83, 97, 17]","[4, 46, 10, 31, 51, 7, 33, 7, 96, 10]","[92, 44, 35, 45, 55, 100, 27, 13, 97, 73]","[21, 35, 4, 39, 39, 3]","[5, 0, 50, 51, 39, 78]","[0, 20, 44, 0, 38, 5]","[90, 100, 55, 81, 88, 63]","[0, 100, 68, 0, 88, 7]","[100, 80, 6, 100, 87, 80]","[13, 55, 55, 19, 72, 88]","[0, 40, 59, 0, 15, 6]","[0, 10, 58, 13, 29, 7]","[0, 85, 69, 0, 18, 7]","[0, 0, 63, 0, 13, 8]","[20, 67, 60, 71, 27, 27, 50, 100, 86, 77, 67, 61]","[55, 75, 50, 89, 82, 85, 71, 100, 100, 28, 56, 81]","[60, 68, 60, 77, 84, 36, 67, 99, 100, 83, 79, 69]","[18, 100, 33, 14, 71, 66, 70, 80, 8, 9, 77, 20]","[40, 7, 50, 95, 69, 6, 10, 9, 10, 80, 74, 86]","[20, 5, 49, 22, 69, 22, 6, 53, 50, 65, 78, 7]","[23, 6, 49, 100, 75, 76, 64, 76, 49, 19, 39, 67]","[73, 100, 63, 100, 80, 22, 69, 100, 100, 77, 51, 78]","[87, 70, 61, 80, 68, 86, 58, 100, 100, 41, 57, 62]","[62, 52, 60, 62, 67, 68, 52, 82, 100, 79, 59, 15]","[80, 97, 74, 43, 67, 100, 100, 89, 89, 69, 46, 100]"
Between Business Partners,"[85, 87, 61, 75, 62, 96, 66, 61, 100, 51]","[90, 94, 90, 85, 100, 100, 72, 90, 100, 50]","[95, 91, 42, 73, 86, 100, 65, 95, 100, 52]","[90, 50, 22, 56, 66, 5, 52, 55, 4, 49]","[0, 0, 96, 85, 4, 100, 33, 23, 26, 69]","[100, 88, 39, 50, 61, 14, 60, 52, 2, 2]","[10, 23, 96, 41, 38, 58, 17, 85, 50, 50]","[96, 79, 47, 90, 76, 55, 62, 91, 45, 41]","[7, 91, 24, 84, 15, 100, 85, 90, 83, 70]","[5, 0, 95, 94, 16, 52, 44, 42, 50, 80]","[9, 4, 85, 92, 67, 100, 49, 42, 48, 50]","[89, 25, 88, 8, 52, 75, 52, 51, 60, 53, 54]","[43, 0, 0, 7, 0, 15, 0, 12, 62, 6, 15]","[59, 99, 81, 88, 85, 85, 67, 87, 91, 76, 73]","[76, 100, 100, 92, 53, 95, 52, 61, 96, 32, 100]","[6, 15, 0, 32, 0, 10, 53, 74, 58, 55, 52]","[46, 26, 48, 88, 25, 90, 56, 91, 66, 53, 49]","[68, 0, 19, 8, 58, 70, 33, 50, 86, 75, 75]","[52, 0, 0, 8, 0, 0, 0, 1, 35, 6, 14]","[56, 24, 48, 71, 17, 30, 58, 55, 51, 12, 18]","[75, 98, 72, 80, 74, 85, 53, 84, 91, 84, 56]","[6, 0, 42, 34, 9, 10, 28, 24, 42, 18, 11]","[44, 48, 53, 34, 100, 60, 21, 49, 66, 32]","[28, 94, 69, 40, 88, 95, 74, 64, 74, 85]","[25, 96, 60, 31, 87, 70, 100, 71, 68, 65]","[70, 90, 77, 76, 75, 75, 100, 47, 100, 93]","[30, 97, 74, 47, 67, 95, 77, 49, 52, 91]","[24, 81, 39, 32, 100, 90, 66, 40, 16, 64]","[23, 55, 76, 42, 89, 20, 81, 52, 72, 84]","[28, 61, 63, 20, 82, 15, 44, 81, 71, 62]","[62, 69, 82, 39, 62, 50, 54, 58, 76, 58]","[30, 87, 74, 40, 57, 85, 100, 66, 44, 50]","[40, 9, 17, 31, 83, 50, 44, 86, 37, 24]"
Between Close Friends,"[46, 100, 57, 87, 100, 84, 100, 99, 100]","[38, 100, 47, 51, 84, 45, 100, 100, 80]","[32, 100, 63, 12, 100, 96, 100, 99, 70]","[36, 100, 54, 99, 100, 96, 100, 95, 80]","[36, 3, 66, 32, 2, 6, 2, 100, 15]","[19, 34, 6, 53, 33, 94, 100, 100, 40]","[30, 6, 36, 17, 55, 8, 3, 100, 10]","[38, 82, 12, 56, 83, 94, 100, 100, 55]","[43, 9, 47, 53, 78, 19, 3, 100, 85]","[45, 3, 21, 9, 1, 3, 4, 0, 5]","[40, 5, 23, 86, 2, 3, 3, 0, 10]","[12, 91, 53, 100, 51, 99, 79, 95, 100, 44, 100]","[84, 84, 87, 69, 81, 100, 84, 85, 69, 38, 20]","[77, 80, 84, 70, 79, 100, 82, 65, 80, 38, 100]","[8, 70, 31, 7, 19, 55, 81, 18, 3, 35, 0]","[6, 2, 6, 3, 22, 0, 9, 18, 2, 48, 0]","[13, 2, 45, 6, 18, 30, 11, 7, 58, 43, 0]","[90, 91, 97, 85, 87, 100, 85, 85, 96, 49, 84]","[98, 1, 73, 6, 35, 10, 11, 56, 4, 24, 0]","[7, 6, 26, 10, 11, 15, 54, 18, 12, 38, 0]","[91, 36, 11, 85, 82, 100, 17, 79, 88, 42, 100]","[29, 2, 22, 4, 10, 0, 19, 10, 4, 12, 0]","[27, 0, 0, 0, 0, 95, 31, 2]","[96, 61, 85, 89, 90, 95, 33, 65]","[88, 83, 97, 97, 91, 98, 39, 83]","[10, 0, 0, 0, 0, 4, 25, 1]","[92, 87, 96, 95, 84, 100, 43, 79]","[87, 72, 76, 83, 86, 99, 41, 100]","[54, 100, 80, 97, 68, 86, 42, 100]","[67, 67, 89, 81, 83, 72, 41, 85]","[95, 100, 46, 87, 100, 99, 43, 100]","[99, 100, 89, 87, 75, 99, 60, 100]","[20, 7, 0, 6, 0, 2, 39, 4]"
Between Co-workers,"[76, 86, 78, 52, 94, 51, 48]","[83, 87, 70, 100, 81, 50, 43]","[73, 51, 44, 22, 75, 16, 91]","[68, 15, 14, 23, 5, 8, 38]","[68, 83, 90, 78, 95, 79, 89]","[73, 41, 57, 62, 3, 17, 4]","[55, 87, 93, 59, 98, 91, 90]","[68, 68, 21, 12, 88, 6, 39]","[59, 86, 86, 73, 97, 65, 70]","[46, 66, 67, 68, 5, 90, 87]","[67, 82, 68, 23, 24, 92, 87]","[2, 55, 37, 42, 10, 43, 16]","[70, 18, 12, 12, 5, 39, 56]","[92, 54, 42, 100, 94, 41, 55]","[10, 57, 57, 1, 5, 41, 51]","[2, 34, 37, 7, 7, 42, 65]","[1, 47, 59, 47, 3, 31, 74]","[21, 25, 21, 78, 98, 41, 7]","[3, 6, 0, 8, 4, 40, 4]","[10, 30, 19, 31, 24, 29, 70]","[4, 49, 74, 84, 94, 40, 71]","[5, 31, 27, 7, 1, 38, 51]","[50, 26, 38, 15, 4, 79, 85, 49]","[6, 70, 43, 69, 79, 58, 65, 60]","[69, 50, 56, 90, 69, 100, 75, 81]","[80, 3, 86, 90, 90, 100, 100, 100]","[71, 60, 79, 89, 71, 100, 50, 100]","[61, 43, 57, 73, 70, 56, 50, 68]","[83, 88, 52, 91, 83, 65, 80, 100]","[80, 96, 55, 58, 78, 54, 50, 92]","[81, 78, 59, 94, 94, 100, 65, 100]","[54, 60, 50, 75, 61, 70, 50, 91]","[50, 3, 55, 10, 16, 54, 50, 57]"
Between Facebook Friends,"[77, 62, 72, 84, 71, 13, 45, 44, 74, 66, 44, 77, 55]","[86, 94, 71, 93, 95, 16, 54, 50, 89, 55, 62, 75, 100]","[25, 73, 27, 49, 63, 12, 61, 34, 75, 29, 54, 73, 54]","[83, 27, 36, 86, 86, 15, 64, 60, 77, 51, 59, 78, 55]","[16, 58, 55, 8, 77, 7, 48, 43, 24, 24, 16, 24, 25]","[33, 62, 40, 77, 78, 3, 25, 49, 74, 67, 76, 80, 11]","[27, 81, 48, 76, 86, 5, 27, 73, 83, 35, 35, 23, 53]","[30, 58, 23, 65, 87, 1, 58, 55, 87, 60, 62, 67, 52]","[81, 42, 58, 82, 75, 7, 30, 69, 84, 21, 30, 52, 2]","[15, 45, 35, 2, 71, 36, 100, 56, 78, 31, 11, 9, 3]","[25, 37, 20, 16, 13, 6, 66, 50, 17, 27, 14, 37, 8]","[79, 84, 37, 47, 12, 70, 19, 38, 71, 10]","[63, 70, 59, 41, 21, 41, 15, 16, 76, 6]","[75, 68, 47, 42, 25, 60, 39, 21, 89, 38]","[30, 17, 30, 26, 0, 8, 3, 20, 11, 6]","[44, 24, 42, 18, 0, 2, 4, 28, 14, 10]","[31, 10, 38, 29, 0, 21, 0, 34, 8, 9]","[73, 68, 24, 52, 11, 45, 47, 31, 74, 46]","[48, 17, 38, 24, 0, 0, 0, 0, 10, 1]","[22, 35, 17, 11, 52, 18, 23, 23, 8, 24]","[76, 81, 16, 26, 17, 57, 19, 14, 83, 54]","[25, 22, 13, 4, 36, 10, 27, 9, 3, 3]","[49, 15, 15, 11, 27, 18, 4, 15, 0, 11, 12, 5, 0, 0, 5, 14, 3, 15]","[74, 21, 49, 6, 22, 63, 32, 26, 70, 16, 45, 35, 67, 3, 7, 64, 23, 23]","[66, 44, 32, 63, 26, 54, 78, 44, 70, 28, 43, 22, 73, 60, 3, 66, 8, 54]","[14, 39, 16, 28, 33, 38, 0, 4, 35, 22, 17, 10, 0, 0, 12, 17, 11, 7]","[62, 57, 30, 69, 24, 39, 48, 40, 65, 37, 54, 17, 97, 47, 73, 23, 18, 34]","[80, 25, 47, 3, 21, 44, 53, 49, 35, 34, 19, 71, 72, 46, 60, 70, 94, 41]","[73, 40, 34, 66, 18, 55, 50, 11, 64, 46, 38, 69, 55, 84, 92, 38, 38, 19]","[56, 45, 44, 3, 46, 25, 38, 15, 60, 18, 31, 4, 27, 41, 82, 7, 9, 22]","[84, 53, 53, 50, 50, 58, 77, 64, 60, 49, 58, 42, 48, 51, 65, 100, 46, 45]","[68, 47, 55, 62, 25, 40, 51, 26, 55, 41, 40, 13, 28, 66, 19, 60, 12, 38]","[26, 23, 33, 17, 37, 32, 26, 15, 50, 41, 37, 26, 0, 3, 4, 57, 44, 47]"
Between Siblings,"[49, 69, 85, 28, 100, 95, 100, 51]","[100, 50, 77, 100, 62, 100, 100, 51]","[88, 87, 91, 90, 100, 100, 100, 94]","[70, 86, 88, 100, 70, 100, 97, 86]","[8, 11, 6, 0, 68, 2, 2, 1]","[9, 80, 84, 84, 54, 95, 4, 70]","[9, 10, 5, 0, 100, 21, 3, 6]","[58, 73, 79, 50, 100, 100, 100, 60]","[48, 58, 65, 58, 100, 2, 100, 38]","[54, 32, 17, 76, 100, 2, 2, 18]","[32, 34, 36, 45, 100, 3, 2, 13]","[91, 62, 99, 51, 94, 85, 84, 14, 100, 28, 100, 89, 89, 100]","[81, 72, 97, 54, 57, 100, 85, 41, 86, 64, 80, 89, 95, 54]","[77, 73, 31, 39, 67, 100, 36, 65, 65, 78, 100, 79, 77, 65]","[28, 30, 3, 34, 5, 0, 4, 46, 0, 10, 0, 28, 80, 5]","[18, 38, 6, 26, 1, 5, 2, 49, 10, 5, 0, 6, 8, 1]","[6, 29, 4, 40, 5, 15, 44, 44, 0, 6, 0, 1, 6, 4]","[78, 84, 97, 35, 63, 100, 76, 68, 80, 78, 100, 95, 81, 59]","[5, 100, 0, 16, 1, 100, 1, 5, 0, 15, 0, 1, 4, 3]","[52, 31, 63, 22, 56, 50, 83, 75, 23, 38, 48, 77, 65, 83]","[75, 41, 21, 66, 69, 70, 61, 60, 63, 49, 78, 44, 58, 49]","[36, 33, 10, 33, 32, 5, 13, 66, 10, 8, 49, 6, 30, 53]","[10, 62, 56, 59, 1, 100]","[86, 78, 93, 73, 78, 93]","[72, 66, 93, 64, 71, 89]","[1, 13, 12, 10, 1, 0]","[89, 34, 61, 67, 54, 99]","[97, 85, 79, 79, 95, 97]","[95, 24, 81, 51, 57, 99]","[96, 73, 90, 81, 52, 77]","[95, 94, 94, 86, 94, 100]","[92, 76, 82, 85, 55, 87]","[12, 40, 34, 57, 11, 20]"
