,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Ancestor and Descendant,"[14, 80, 70, 100, 52, 52, 60, 100]","[17, 0, 30, 0, 42, 0, 20, 27]","[15, 60, 40, 45, 50, 0, 0, 55]","[36, 90, 69, 100, 55, 9, 70, 72]","[71, 100, 35, 100, 78, 100, 40, 14]","[15, 70, 50, 8, 0, 0, 0, 44]","[27, 80, 50, 35, 54, 21, 20, 100]","[48, 80, 50, 41, 77, 57, 50, 55]","[29, 60, 50, 57, 80, 0, 50, 50]","[29, 50, 50, 10, 23, 0, 40, 27]","[46, 50, 50, 21, 49, 0, 1, 10]","[69, 2, 0, 100, 27, 2, 70, 27]","[64, 2, 0, 36, 38, 0, 70, 68]","[28, 2, 1, 50, 24, 8, 50, 40]","[54, 2, 0, 85, 0, 1, 25, 20]","[18, 10, 1, 2, 19, 0, 26, 15]","[29, 1, 0, 66, 18, 0, 26, 9]","[44, 1, 2, 92, 14, 0, 38, 50]","[15, 2, 100, 0, 0, 100, 11, 3]","[28, 1, 0, 20, 15, 0, 21, 8]","[50, 1, 0, 18, 28, 0, 50, 27]","[53, 1, 1, 54, 0, 0, 50, 2]","[10, 0, 10, 26, 16, 91, 88]","[51, 50, 75, 50, 48, 100, 86]","[74, 100, 70, 50, 84, 62, 72]","[3, 0, 1, 13, 12, 2, 48]","[25, 0, 1, 3, 9, 5, 91]","[99, 100, 100, 98, 90, 17, 91]","[61, 100, 1, 6, 9, 9, 85]","[20, 50, 1, 49, 6, 11, 87]","[100, 50, 50, 47, 90, 100, 94]","[76, 50, 1, 48, 13, 54, 88]","[95, 50, 100, 99, 100, 100, 76]"
Athlete and Referee,"[50, 92, 30, 53, 50, 49, 49, 28, 100, 77, 37]","[82, 45, 30, 52, 100, 1, 10, 17, 83, 40, 16]","[74, 73, 30, 47, 20, 4, 4, 2, 88, 54, 25]","[34, 12, 5, 1, 15, 1, 7, 0, 71, 23, 30]","[100, 91, 90, 100, 90, 75, 91, 100, 55, 87, 90]","[6, 81, 3, 4, 0, 15, 33, 2, 0, 8, 25]","[95, 91, 100, 100, 100, 94, 100, 100, 100, 76, 90]","[8, 68, 7, 75, 0, 3, 6, 2, 8, 49, 10]","[55, 76, 90, 11, 0, 1, 24, 77, 0, 7, 25]","[100, 92, 100, 89, 100, 73, 100, 13, 91, 3, 71]","[22, 82, 85, 100, 100, 51, 57, 100, 87, 79, 30]","[33, 92, 11, 35, 12]","[2, 54, 14, 26, 6]","[48, 17, 79, 33, 48]","[52, 18, 7, 9, 5]","[1, 2, 9, 3, 5]","[100, 42, 92, 15, 39]","[3, 2, 66, 12, 5]","[2, 0, 1, 1, 1]","[80, 21, 74, 32, 39]","[6, 38, 85, 23, 13]","[25, 0, 86, 62, 68]","[21, 67, 26, 100, 65, 96, 75, 43, 92, 25, 100, 25, 25, 100]","[40, 52, 78, 98, 63, 80, 78, 78, 96, 15, 99, 75, 49, 60]","[53, 41, 51, 57, 81, 87, 90, 44, 97, 40, 54, 30, 87, 100]","[52, 100, 100, 100, 66, 85, 85, 96, 98, 100, 100, 95, 93, 100]","[11, 100, 48, 99, 68, 89, 46, 90, 97, 80, 93, 95, 36, 100]","[8, 7, 33, 58, 50, 17, 21, 54, 7, 10, 0, 10, 24, 10]","[48, 100, 41, 53, 69, 27, 71, 90, 97, 100, 54, 100, 37, 100]","[4, 100, 68, 3, 74, 70, 53, 95, 94, 90, 75, 95, 70, 90]","[52, 100, 83, 99, 76, 77, 73, 94, 99, 100, 100, 70, 52, 100]","[17, 43, 37, 53, 72, 80, 25, 53, 99, 80, 92, 85, 20, 80]","[77, 1, 53, 56, 53, 62, 52, 18, 44, 0, 55, 15, 6, 30]"
Athletic trainer and Trainee,"[87, 75, 40, 100, 86, 37, 4, 100, 80]","[6, 5, 92, 0, 14, 39, 4, 4, 41]","[19, 85, 100, 100, 66, 19, 100, 92, 58]","[17, 10, 100, 0, 33, 23, 100, 5, 8]","[71, 50, 49, 100, 70, 81, 100, 85, 92]","[3, 30, 97, 0, 18, 27, 2, 7, 9]","[89, 80, 77, 100, 100, 38, 47, 86, 70]","[6, 30, 70, 0, 10, 16, 38, 8, 54]","[25, 80, 79, 0, 4, 6, 53, 9, 58]","[91, 90, 26, 0, 90, 34, 97, 80, 97]","[27, 75, 86, 100, 17, 24, 92, 100, 71]","[17, 97, 86, 73, 48, 75, 48, 99, 65]","[57, 47, 19, 74, 34, 10, 14, 0, 48]","[97, 95, 79, 76, 97, 85, 83, 100, 100]","[2, 2, 32, 54, 38, 50, 56, 100, 81]","[22, 4, 13, 40, 6, 0, 6, 0, 32]","[92, 90, 80, 30, 96, 61, 100, 99, 56]","[58, 61, 58, 74, 53, 90, 53, 70, 38]","[17, 20, 8, 2, 6, 0, 5, 0, 27]","[13, 19, 3, 39, 8, 0, 12, 0, 18]","[79, 85, 6, 73, 69, 5, 56, 0, 34]","[32, 38, 4, 17, 25, 5, 7, 0, 36]","[56, 12, 6, 46, 55, 15, 100]","[88, 17, 100, 52, 84, 83, 100]","[21, 100, 100, 76, 85, 93, 100]","[34, 100, 89, 53, 69, 85, 100]","[93, 100, 100, 78, 81, 85, 100]","[52, 54, 19, 83, 72, 92, 100]","[81, 100, 100, 70, 71, 92, 100]","[81, 100, 80, 57, 76, 94, 100]","[79, 100, 100, 87, 94, 91, 100]","[73, 100, 87, 83, 93, 89, 100]","[68, 100, 69, 53, 84, 15, 100]"
Aunt and Niece/Nephew,"[100, 55, 81, 90, 72, 80, 100, 65, 100, 75, 100]","[20, 49, 12, 79, 51, 20, 0, 2, 30, 89, 55]","[84, 62, 54, 50, 61, 75, 100, 51, 85, 50, 70]","[100, 60, 91, 81, 74, 80, 100, 84, 100, 50, 90]","[25, 37, 14, 0, 10, 10, 100, 77, 5, 61, 11]","[35, 32, 43, 0, 54, 85, 43, 83, 30, 79, 75]","[90, 80, 42, 100, 66, 20, 28, 38, 0, 58, 22]","[50, 80, 84, 90, 50, 75, 100, 66, 95, 80, 98]","[80, 48, 21, 50, 52, 30, 87, 21, 40, 83, 30]","[10, 12, 15, 0, 17, 30, 0, 5, 0, 8, 40]","[10, 73, 39, 12, 13, 20, 100, 29, 90, 53, 56]","[100, 95, 100, 40, 71, 0, 70, 97, 70, 90]","[100, 100, 100, 100, 82, 50, 75, 89, 53, 80]","[51, 6, 62, 70, 50, 50, 60, 28, 66, 70]","[4, 1, 5, 1, 4, 0, 7, 17, 51, 30]","[1, 16, 33, 1, 6, 0, 30, 1, 50, 35]","[62, 5, 5, 1, 4, 0, 5, 13, 59, 0]","[72, 7, 87, 100, 58, 50, 80, 98, 65, 85]","[10, 1, 0, 1, 0, 0, 50, 0, 5, 0]","[10, 6, 6, 1, 4, 0, 3, 12, 4, 20]","[12, 3, 55, 1, 5, 0, 5, 79, 5, 0]","[45, 4, 26, 1, 7, 0, 15, 6, 41, 0]","[38, 25, 45, 83, 90, 55, 93, 54, 70, 25, 100, 70]","[88, 100, 61, 100, 88, 100, 68, 64, 50, 88, 65, 41]","[76, 25, 29, 100, 42, 50, 91, 62, 60, 89, 74, 56]","[1, 1, 4, 0, 6, 0, 2, 13, 0, 0, 13, 73]","[93, 50, 83, 100, 92, 100, 22, 68, 70, 50, 66, 70]","[96, 100, 100, 100, 93, 100, 100, 82, 100, 100, 13, 79]","[93, 100, 63, 100, 56, 85, 100, 80, 50, 100, 83, 87]","[62, 10, 32, 50, 23, 95, 66, 47, 70, 67, 97, 58]","[86, 100, 34, 100, 91, 100, 100, 79, 100, 100, 96, 86]","[89, 100, 100, 100, 93, 89, 100, 71, 81, 95, 99, 66]","[98, 90, 100, 100, 84, 76, 85, 69, 64, 100, 100, 71]"
Babysitter and Infant,"[100, 96, 20, 49, 75, 75, 100, 95, 100, 71, 44]","[2, 10, 0, 2, 15, 1, 6, 0, 0, 4, 0]","[76, 81, 31, 69, 80, 51, 57, 100, 8, 52, 50]","[100, 78, 35, 1, 60, 56, 49, 11, 73, 75, 60]","[50, 93, 21, 100, 15, 4, 4, 22, 96, 31, 50]","[50, 91, 50, 64, 20, 52, 79, 70, 0, 23, 70]","[10, 96, 20, 98, 100, 50, 84, 17, 100, 19, 20]","[100, 98, 15, 3, 0, 59, 100, 25, 0, 72, 25]","[15, 90, 25, 7, 10, 2, 75, 0, 0, 25, 0]","[2, 11, 6, 22, 0, 38, 5, 0, 22, 9, 10]","[41, 79, 100, 84, 30, 21, 76, 31, 100, 79, 60]","[52, 99, 15, 78, 10]","[61, 66, 87, 51, 82]","[79, 34, 71, 60, 83]","[80, 1, 8, 15, 49]","[54, 0, 8, 6, 5]","[100, 100, 60, 59, 93]","[75, 79, 90, 59, 92]","[2, 0, 1, 1, 1]","[37, 29, 9, 16, 5]","[27, 1, 6, 62, 71]","[25, 0, 93, 28, 66]","[42, 100, 84, 53, 80, 93, 64, 72, 100, 100, 60, 40, 24, 80]","[25, 46, 89, 100, 80, 90, 90, 89, 98, 90, 100, 100, 91, 80]","[100, 66, 64, 2, 34, 80, 9, 28, 93, 90, 52, 80, 3, 50]","[100, 100, 69, 100, 73, 87, 87, 75, 92, 100, 33, 90, 86, 100]","[51, 100, 100, 100, 74, 89, 61, 93, 99, 100, 100, 70, 93, 100]","[9, 37, 69, 1, 10, 97, 15, 40, 7, 20, 100, 75, 83, 20]","[6, 100, 100, 2, 3, 83, 10, 88, 91, 100, 100, 100, 88, 100]","[6, 100, 100, 54, 49, 91, 68, 93, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 89, 93, 69, 93, 96, 100, 100, 90, 92, 100]","[98, 100, 81, 100, 90, 82, 89, 91, 99, 100, 100, 95, 96, 90]","[100, 54, 100, 99, 65, 91, 70, 40, 92, 65, 100, 100, 50, 80]"
Between Business Partners,"[70, 55, 92, 47, 100, 80, 76, 70, 5, 100, 31]","[100, 17, 93, 44, 84, 80, 61, 100, 100, 100, 50]","[0, 43, 92, 62, 75, 90, 56, 49, 23, 86, 48]","[2, 3, 46, 11, 33, 65, 61, 40, 2, 16, 4]","[100, 53, 66, 100, 51, 70, 55, 40, 61, 84, 91]","[0, 3, 0, 3, 5, 1, 3, 0, 5, 4, 4]","[0, 52, 3, 8, 32, 50, 51, 100, 62, 37, 96]","[0, 49, 2, 10, 58, 50, 43, 0, 23, 82, 2]","[44, 33, 100, 49, 56, 90, 49, 0, 100, 100, 54]","[49, 98, 100, 100, 38, 84, 17, 100, 86, 86, 87]","[34, 89, 100, 100, 4, 100, 20, 50, 70, 100, 84]","[83, 32, 93, 39, 100, 78, 88, 5, 90]","[3, 37, 28, 5, 8, 42, 74, 24, 88]","[93, 49, 89, 89, 86, 87, 80, 13, 95]","[100, 52, 93, 98, 95, 0, 90, 6, 100]","[49, 23, 77, 6, 10, 0, 37, 45, 76]","[34, 25, 53, 5, 19, 33, 24, 27, 78]","[31, 60, 58, 47, 75, 64, 65, 5, 97]","[0, 0, 13, 0, 8, 0, 16, 3, 3]","[54, 31, 21, 5, 51, 48, 40, 3, 80]","[62, 67, 29, 3, 92, 30, 66, 8, 75]","[50, 25, 66, 0, 78, 28, 85, 3, 26]","[25, 22, 95, 60, 63, 100, 89, 75, 100, 100, 100]","[85, 76, 94, 31, 63, 100, 85, 100, 100, 100, 70]","[100, 78, 94, 87, 64, 100, 86, 50, 100, 100, 95]","[100, 84, 91, 99, 82, 100, 98, 100, 53, 100, 100]","[100, 75, 90, 90, 80, 100, 80, 60, 57, 100, 100]","[95, 66, 93, 70, 76, 100, 83, 75, 64, 100, 65]","[85, 91, 96, 80, 78, 67, 92, 68, 50, 100, 50]","[65, 63, 94, 52, 80, 73, 93, 76, 53, 50, 15]","[100, 80, 92, 87, 74, 76, 78, 33, 66, 100, 100]","[95, 85, 48, 71, 78, 84, 92, 50, 58, 100, 25]","[90, 52, 10, 4, 83, 74, 39, 48, 37, 50, 5]"
Between Close Friends,"[100, 100, 91, 100, 90, 81, 89, 87]","[68, 93, 1, 100, 100, 78, 98, 97]","[100, 100, 13, 75, 90, 77, 100, 89]","[96, 94, 0, 90, 100, 71, 97, 78]","[4, 19, 0, 1, 0, 39, 5, 9]","[64, 93, 93, 100, 85, 77, 85, 62]","[100, 100, 43, 25, 30, 32, 26, 38]","[100, 89, 64, 100, 100, 71, 97, 89]","[79, 92, 14, 14, 100, 89, 98, 82]","[3, 46, 0, 5, 0, 76, 3, 15]","[2, 43, 92, 90, 5, 81, 13, 9]","[85, 17, 0, 87, 84, 98, 20, 11]","[69, 73, 99, 87, 92, 84, 92, 84]","[100, 100, 48, 94, 88, 100, 70, 96]","[0, 57, 50, 9, 50, 80, 7, 13]","[80, 69, 32, 15, 25, 63, 14, 72]","[0, 43, 20, 19, 17, 51, 64, 10]","[75, 96, 82, 90, 85, 100, 98, 84]","[0, 30, 0, 0, 22, 80, 22, 46]","[10, 6, 11, 9, 13, 48, 22, 12]","[10, 13, 60, 70, 31, 84, 31, 72]","[0, 11, 12, 9, 13, 47, 18, 21]","[81, 17, 16, 80, 94, 6, 23, 39, 82, 39, 27, 11, 100, 58]","[98, 71, 92, 100, 87, 96, 100, 93, 100, 98, 97, 97, 100, 25]","[99, 85, 98, 100, 86, 99, 17, 100, 92, 98, 87, 92, 100, 72]","[0, 0, 6, 0, 19, 2, 17, 14, 4, 1, 18, 5, 0, 22]","[98, 27, 97, 98, 50, 96, 14, 95, 85, 95, 85, 87, 100, 30]","[85, 86, 98, 100, 90, 96, 100, 84, 93, 97, 81, 94, 100, 71]","[100, 53, 90, 100, 38, 50, 70, 86, 91, 96, 69, 77, 100, 73]","[75, 29, 78, 86, 85, 76, 100, 100, 78, 97, 66, 93, 100, 71]","[100, 50, 79, 100, 89, 89, 100, 87, 53, 99, 93, 97, 100, 75]","[100, 86, 92, 100, 78, 99, 99, 88, 100, 97, 98, 96, 100, 92]","[10, 6, 12, 75, 21, 3, 12, 7, 4, 10, 20, 7, 100, 10]"
Between Co-workers,"[80, 50, 70, 77, 21, 48, 85, 70, 99, 83]","[50, 50, 60, 96, 66, 49, 80, 97, 99, 5]","[80, 80, 40, 18, 37, 76, 70, 96, 67, 83]","[50, 17, 30, 12, 31, 12, 40, 5, 0, 15]","[50, 33, 40, 63, 23, 89, 30, 0, 68, 84]","[1, 6, 60, 51, 17, 5, 20, 0, 0, 20]","[50, 100, 80, 92, 36, 96, 100, 100, 100, 100]","[50, 43, 75, 83, 24, 51, 25, 81, 30, 55]","[90, 93, 85, 78, 24, 84, 100, 100, 100, 11]","[100, 78, 45, 46, 26, 49, 30, 43, 38, 100]","[20, 96, 10, 46, 31, 62, 60, 100, 68, 29]","[82, 90, 90, 58, 1, 20, 78, 65, 2, 19, 14, 100]","[42, 15, 50, 87, 1, 20, 50, 65, 17, 39, 6, 0]","[87, 90, 92, 100, 75, 100, 65, 70, 50, 82, 66, 50]","[44, 1, 20, 0, 1, 15, 51, 0, 27, 47, 45, 0]","[24, 27, 82, 31, 1, 10, 37, 0, 53, 54, 1, 0]","[71, 3, 88, 84, 76, 67, 78, 60, 5, 81, 44, 25]","[78, 52, 80, 62, 45, 39, 58, 20, 22, 88, 57, 0]","[24, 3, 40, 0, 1, 9, 18, 0, 0, 41, 1, 0]","[86, 89, 30, 72, 25, 50, 52, 25, 22, 72, 72, 10]","[76, 94, 86, 78, 50, 32, 45, 0, 97, 64, 60, 50]","[65, 4, 20, 77, 55, 44, 62, 0, 0, 62, 54, 0]","[50, 65, 51, 86, 78, 100, 85]","[50, 80, 100, 85, 12, 50, 0]","[0, 75, 90, 85, 75, 70, 80]","[30, 100, 16, 85, 66, 90, 100]","[0, 100, 76, 87, 52, 50, 80]","[25, 55, 30, 51, 66, 50, 20]","[40, 100, 100, 3, 68, 70, 100]","[0, 100, 100, 50, 44, 70, 100]","[0, 100, 100, 94, 88, 80, 100]","[50, 76, 92, 8, 55, 50, 70]","[0, 45, 7, 66, 65, 70, 50]"
Between Facebook Friends,"[74, 50, 42, 52, 51, 62, 50]","[60, 100, 94, 52, 99, 87, 86]","[48, 50, 3, 25, 17, 20, 69]","[72, 50, 53, 52, 51, 84, 65]","[17, 100, 10, 14, 52, 4, 14]","[27, 0, 4, 15, 23, 54, 34]","[34, 50, 100, 66, 98, 72, 77]","[65, 50, 54, 24, 56, 37, 100]","[67, 50, 10, 26, 48, 74, 16]","[27, 0, 34, 70, 32, 25, 16]","[33, 0, 34, 54, 57, 56, 3]","[10, 67, 51, 93, 0, 20, 29, 44, 88, 80]","[36, 88, 20, 76, 48, 55, 78, 55, 39, 61]","[50, 68, 37, 50, 29, 55, 61, 55, 100, 50]","[28, 10, 16, 15, 7, 36, 18, 15, 22, 9]","[8, 0, 12, 7, 4, 60, 23, 7, 36, 0]","[28, 0, 6, 71, 0, 55, 14, 16, 28, 0]","[57, 84, 91, 66, 11, 60, 54, 55, 75, 55]","[2, 0, 5, 10, 0, 15, 0, 10, 31, 11]","[3, 8, 8, 6, 25, 50, 1, 25, 73, 0]","[2, 68, 6, 9, 7, 45, 9, 22, 31, 54]","[2, 0, 4, 6, 5, 55, 0, 25, 14, 0]","[2, 17, 27, 14, 50, 9, 42, 4]","[55, 45, 15, 4, 50, 6, 41, 13]","[57, 100, 47, 7, 50, 26, 52, 48]","[65, 0, 3, 2, 0, 5, 0, 2]","[54, 87, 19, 27, 50, 9, 48, 51]","[2, 88, 51, 61, 50, 16, 45, 45]","[46, 65, 1, 15, 50, 11, 83, 79]","[2, 0, 33, 32, 50, 1, 48, 17]","[53, 100, 50, 9, 100, 55, 49, 58]","[40, 100, 31, 49, 20, 9, 52, 58]","[51, 32, 36, 1, 50, 32, 47, 9]"
Between Siblings,"[56, 98, 50, 15, 33, 47, 70, 48, 65, 76, 48, 43]","[32, 99, 45, 16, 37, 66, 61, 100, 30, 59, 65, 83]","[98, 98, 100, 76, 50, 47, 57, 83, 70, 60, 76, 46]","[100, 87, 100, 68, 51, 98, 73, 100, 50, 51, 91, 64]","[16, 99, 0, 28, 8, 37, 17, 1, 70, 43, 16, 2]","[20, 94, 90, 69, 23, 46, 10, 31, 70, 16, 46, 28]","[100, 98, 0, 19, 52, 0, 66, 54, 100, 52, 66, 49]","[99, 99, 90, 85, 51, 53, 55, 100, 50, 56, 83, 80]","[65, 99, 100, 71, 48, 100, 82, 90, 50, 51, 69, 33]","[30, 99, 50, 23, 54, 0, 10, 1, 50, 33, 30, 79]","[98, 98, 55, 18, 69, 3, 58, 36, 50, 42, 32, 97]","[100, 54, 54, 100, 73, 50, 2, 15, 77, 86, 66, 100, 2, 75, 57]","[100, 90, 55, 75, 70, 50, 69, 53, 81, 48, 85, 90, 1, 100, 52]","[100, 51, 89, 70, 49, 50, 53, 78, 50, 52, 30, 60, 16, 65, 48]","[57, 11, 16, 35, 16, 50, 3, 5, 12, 7, 0, 0, 3, 30, 62]","[84, 40, 54, 58, 6, 50, 7, 39, 7, 8, 0, 0, 1, 5, 69]","[44, 33, 52, 44, 20, 50, 17, 5, 10, 12, 0, 50, 1, 65, 10]","[69, 53, 86, 69, 58, 50, 4, 73, 55, 51, 60, 100, 78, 100, 60]","[1, 5, 0, 1, 13, 50, 4, 3, 2, 5, 0, 0, 2, 0, 1]","[79, 69, 89, 79, 31, 50, 67, 54, 49, 6, 50, 100, 1, 5, 69]","[91, 40, 53, 91, 30, 50, 11, 12, 18, 29, 30, 25, 1, 0, 43]","[72, 49, 86, 72, 18, 50, 7, 18, 10, 6, 44, 0, 2, 0, 11]","[69, 100, 99, 66, 63, 54, 66, 96]","[64, 100, 100, 79, 81, 75, 56, 99]","[70, 100, 71, 51, 60, 95, 48, 95]","[2, 2, 69, 4, 13, 5, 52, 10]","[58, 56, 28, 100, 64, 94, 52, 95]","[99, 100, 100, 100, 100, 93, 40, 97]","[48, 100, 68, 74, 62, 39, 66, 73]","[67, 73, 34, 78, 55, 93, 63, 84]","[99, 100, 75, 71, 82, 98, 78, 95]","[75, 77, 70, 79, 75, 92, 60, 87]","[13, 5, 12, 18, 7, 2, 41, 35]"
