,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Ancestor and Descendant,"[100, 100, 100, 100, 90, 76, 88, 91, 100, 59]","[0, 8, 5, 0, 13, 78, 22, 90, 10, 25]","[48, 100, 100, 95, 10, 67, 21, 91, 30, 66]","[92, 100, 100, 100, 51, 20, 10, 92, 50, 58]","[13, 3, 2, 30, 73, 86, 13, 1, 28, 88]","[0, 88, 90, 60, 6, 73, 16, 95, 31, 37]","[100, 97, 100, 100, 67, 40, 77, 83, 9, 58]","[100, 100, 100, 95, 51, 84, 98, 97, 50, 45]","[0, 13, 50, 20, 19, 20, 88, 54, 60, 68]","[0, 6, 2, 1, 33, 31, 66, 41, 5, 74]","[0, 50, 100, 10, 47, 85, 12, 64, 10, 42]","[8, 69, 54, 100, 3, 100]","[52, 52, 88, 100, 2, 25]","[40, 4, 75, 100, 19, 43]","[5, 1, 10, 0, 7, 60]","[96, 100, 71, 0, 11, 0]","[10, 2, 0, 0, 5, 0]","[27, 28, 75, 60, 2, 20]","[99, 2, 76, 100, 2, 53]","[6, 3, 18, 0, 5, 79]","[6, 1, 11, 0, 12, 8]","[7, 1, 0, 0, 2, 57]","[55, 33, 30, 82, 0, 100, 25, 98, 95, 4]","[58, 39, 30, 36, 70, 100, 49, 99, 100, 100]","[27, 77, 10, 88, 50, 100, 16, 99, 84, 70]","[8, 6, 1, 6, 0, 0, 4, 96, 68, 3]","[43, 4, 25, 6, 50, 0, 10, 55, 88, 4]","[88, 100, 90, 85, 100, 100, 87, 99, 80, 100]","[16, 6, 7, 48, 20, 0, 21, 44, 35, 7]","[80, 2, 7, 5, 35, 0, 9, 74, 22, 82]","[69, 100, 50, 70, 100, 100, 8, 92, 60, 100]","[89, 2, 15, 48, 80, 100, 51, 90, 31, 83]","[85, 100, 90, 88, 100, 100, 100, 100, 100, 95]"
Athlete and Referee,"[50, 76, 40, 52, 50, 28, 30, 47, 50, 10, 75, 8, 7]","[19, 76, 20, 54, 54, 7, 50, 3, 20, 9, 5, 79, 11]","[21, 56, 20, 7, 42, 3, 5, 3, 40, 18, 50, 52, 2]","[4, 43, 25, 3, 50, 2, 10, 4, 8, 6, 10, 44, 1]","[100, 76, 15, 89, 91, 3, 71, 66, 73, 93, 60, 63, 93]","[3, 25, 15, 3, 55, 3, 32, 2, 22, 13, 5, 31, 4]","[99, 85, 75, 93, 51, 100, 30, 100, 88, 82, 70, 31, 100]","[9, 100, 25, 54, 50, 5, 79, 1, 80, 13, 25, 11, 17]","[3, 31, 40, 41, 53, 92, 50, 70, 91, 8, 50, 10, 57]","[49, 73, 24, 71, 49, 83, 65, 100, 89, 11, 50, 12, 72]","[98, 46, 60, 31, 29, 100, 60, 100, 92, 16, 60, 20, 10]","[51, 5, 10, 70, 6, 52, 3, 100, 35, 15, 99]","[56, 1, 5, 1, 4, 17, 1, 50, 13, 8, 0]","[37, 100, 10, 30, 50, 37, 86, 100, 63, 48, 97]","[32, 100, 5, 85, 58, 94, 3, 100, 54, 49, 0]","[85, 1, 5, 6, 95, 54, 1, 50, 67, 20, 46]","[91, 50, 5, 100, 11, 100, 100, 100, 48, 83, 41]","[18, 1, 10, 7, 7, 51, 2, 1, 100, 19, 0]","[4, 1, 5, 1, 4, 12, 1, 1, 29, 4, 0]","[46, 90, 10, 31, 68, 48, 60, 75, 55, 63, 66]","[53, 30, 50, 61, 8, 49, 50, 50, 56, 8, 54]","[1, 1, 10, 24, 52, 60, 23, 50, 84, 14, 45]","[71, 34, 0, 35, 40, 70, 27, 24, 86, 84, 5, 0, 77, 0, 2, 70]","[5, 19, 0, 16, 51, 58, 5, 4, 83, 65, 33, 0, 59, 0, 1, 80]","[5, 9, 50, 15, 44, 86, 37, 40, 87, 79, 57, 0, 19, 0, 1, 70]","[95, 100, 100, 100, 31, 91, 100, 100, 88, 100, 100, 100, 100, 100, 100, 80]","[3, 71, 100, 32, 39, 48, 49, 22, 65, 50, 85, 0, 82, 0, 1, 100]","[3, 6, 0, 25, 46, 21, 4, 11, 9, 0, 10, 0, 41, 0, 18, 0]","[96, 83, 0, 37, 42, 32, 100, 94, 100, 71, 100, 57, 68, 0, 100, 10]","[4, 100, 0, 68, 48, 59, 100, 38, 100, 57, 65, 100, 69, 64, 1, 60]","[92, 100, 50, 67, 40, 66, 66, 80, 94, 66, 80, 62, 37, 82, 100, 80]","[3, 81, 0, 20, 39, 44, 50, 60, 73, 45, 65, 56, 57, 21, 67, 85]","[23, 3, 30, 42, 41, 14, 50, 45, 46, 35, 40, 0, 16, 0, 100, 60]"
Athletic trainer and Trainee,"[90, 55, 83, 85, 39, 45, 94, 65, 69, 12, 60, 83]","[5, 31, 10, 10, 0, 0, 14, 33, 24, 29, 27, 15]","[85, 37, 70, 75, 51, 68, 58, 75, 76, 15, 76, 100]","[20, 45, 10, 55, 1, 54, 39, 75, 70, 14, 75, 100]","[75, 56, 84, 75, 86, 100, 76, 50, 29, 66, 81, 45]","[72, 33, 2, 40, 5, 0, 3, 75, 11, 10, 19, 7]","[43, 89, 92, 95, 98, 100, 100, 50, 93, 87, 91, 100]","[24, 58, 21, 45, 3, 100, 19, 70, 93, 10, 51, 100]","[52, 50, 73, 60, 50, 100, 80, 50, 16, 55, 52, 100]","[90, 50, 75, 70, 98, 100, 77, 75, 15, 18, 65, 100]","[9, 50, 48, 5, 88, 100, 91, 50, 24, 76, 61, 50]","[6, 100, 13, 60, 100, 16, 22]","[6, 27, 7, 60, 14, 0, 3]","[97, 100, 32, 90, 58, 100, 64]","[75, 81, 5, 20, 13, 28, 66]","[79, 67, 12, 10, 23, 0, 8]","[95, 100, 69, 80, 100, 87, 86]","[52, 74, 54, 60, 24, 0, 58]","[1, 0, 1, 1, 49, 0, 0]","[7, 53, 75, 30, 52, 5, 33]","[53, 12, 60, 20, 100, 8, 64]","[2, 0, 20, 2, 0, 0, 9]","[56, 100, 4, 40, 100, 100, 30]","[24, 92, 26, 38, 100, 100, 80]","[84, 99, 28, 51, 100, 100, 85]","[100, 85, 100, 100, 100, 100, 100]","[59, 80, 100, 100, 99, 100, 80]","[34, 31, 16, 20, 52, 78, 50]","[100, 100, 100, 100, 24, 100, 98]","[94, 68, 100, 100, 100, 71, 75]","[85, 82, 100, 100, 100, 100, 80]","[100, 31, 100, 61, 83, 100, 80]","[73, 87, 80, 53, 100, 80, 85]"
Aunt and Niece/Nephew,"[90, 78, 62, 90, 90, 83, 78, 90, 90, 86]","[100, 11, 50, 5, 0, 85, 47, 13, 60, 4]","[86, 92, 38, 90, 50, 24, 59, 86, 80, 54]","[95, 89, 62, 90, 100, 73, 82, 95, 95, 90]","[52, 6, 36, 5, 40, 67, 35, 36, 20, 1]","[8, 99, 70, 90, 40, 71, 63, 91, 20, 0]","[76, 52, 100, 90, 70, 61, 19, 6, 75, 100]","[71, 96, 80, 90, 60, 71, 85, 100, 90, 100]","[100, 100, 78, 95, 60, 74, 19, 66, 75, 0]","[59, 2, 8, 25, 0, 85, 28, 13, 50, 0]","[64, 62, 2, 6, 0, 56, 12, 4, 50, 0]","[51, 100, 34, 96, 77, 51, 89, 90, 89, 100, 100, 21]","[83, 100, 80, 79, 70, 83, 94, 90, 100, 100, 78, 54]","[63, 79, 71, 76, 27, 63, 5, 90, 58, 97, 100, 70]","[10, 5, 1, 34, 6, 10, 14, 70, 30, 1, 2, 29]","[14, 100, 1, 15, 4, 14, 27, 4, 18, 100, 1, 83]","[10, 6, 3, 80, 0, 10, 1, 19, 40, 3, 19, 20]","[100, 100, 94, 98, 88, 100, 96, 95, 65, 100, 100, 89]","[1, 3, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1]","[8, 4, 6, 23, 3, 8, 3, 15, 10, 2, 1, 18]","[5, 4, 1, 61, 0, 5, 11, 90, 25, 7, 1, 18]","[4, 4, 3, 12, 0, 4, 3, 1, 20, 2, 1, 13]","[1, 97, 59, 50, 66, 75, 0]","[100, 100, 78, 34, 99, 60, 100]","[100, 100, 91, 42, 89, 50, 100]","[1, 0, 9, 37, 3, 1, 0]","[100, 100, 52, 7, 92, 71, 100]","[100, 100, 95, 84, 90, 80, 100]","[100, 100, 96, 30, 72, 50, 100]","[100, 100, 58, 72, 100, 74, 100]","[100, 100, 52, 57, 76, 52, 100]","[100, 100, 96, 50, 70, 51, 90]","[100, 100, 95, 71, 100, 89, 75]"
Babysitter and Infant,"[100, 100, 40, 74, 85, 100, 90, 100, 92, 84, 100, 69, 100]","[2, 20, 5, 18, 11, 16, 10, 3, 9, 8, 10, 11, 11]","[100, 8, 75, 68, 100, 96, 5, 37, 7, 76, 90, 77, 61]","[65, 50, 20, 55, 20, 98, 50, 3, 7, 75, 40, 77, 71]","[20, 25, 65, 51, 20, 3, 60, 11, 95, 8, 10, 14, 10]","[100, 25, 45, 53, 36, 84, 51, 46, 34, 89, 70, 20, 91]","[79, 100, 80, 30, 77, 100, 100, 100, 25, 20, 85, 22, 100]","[31, 79, 15, 34, 70, 100, 40, 1, 6, 13, 35, 4, 65]","[32, 38, 20, 35, 67, 3, 30, 2, 91, 84, 40, 99, 4]","[27, 51, 15, 70, 40, 2, 13, 2, 93, 19, 5, 74, 2]","[18, 65, 0, 32, 25, 2, 50, 100, 96, 80, 50, 79, 4]","[43, 5, 60, 100, 4, 68, 2, 100, 44, 7, 100]","[43, 70, 50, 90, 48, 52, 13, 100, 96, 42, 56]","[1, 100, 70, 100, 33, 6, 21, 100, 92, 64, 96]","[93, 100, 70, 2, 82, 100, 100, 100, 38, 71, 99]","[92, 1, 40, 3, 96, 56, 2, 50, 8, 78, 0]","[100, 1, 80, 100, 100, 1, 100, 100, 24, 90, 97]","[89, 30, 20, 95, 93, 45, 57, 100, 100, 96, 47]","[8, 1, 5, 3, 57, 50, 1, 1, 100, 1, 0]","[22, 40, 5, 2, 5, 62, 1, 50, 92, 7, 0]","[13, 1, 80, 23, 50, 51, 45, 50, 30, 13, 51]","[0, 1, 50, 12, 8, 58, 1, 50, 87, 5, 0]","[5, 87, 0, 5, 12, 90, 59, 16, 86, 91, 70, 0, 87, 30, 51, 100]","[9, 87, 65, 87, 36, 63, 27, 16, 62, 89, 80, 59, 100, 0, 100, 80]","[4, 44, 100, 100, 50, 88, 69, 4, 61, 100, 50, 100, 100, 72, 100, 100]","[97, 72, 0, 100, 31, 90, 100, 80, 93, 36, 55, 100, 58, 81, 100, 30]","[4, 100, 50, 100, 35, 100, 100, 81, 93, 100, 90, 3, 100, 0, 100, 100]","[4, 100, 0, 66, 33, 47, 100, 22, 69, 66, 55, 47, 6, 81, 100, 0]","[96, 100, 0, 12, 54, 100, 100, 89, 100, 100, 100, 100, 100, 87, 100, 100]","[2, 100, 50, 100, 38, 100, 100, 91, 100, 100, 100, 100, 100, 100, 100, 100]","[84, 83, 50, 78, 53, 99, 100, 44, 100, 100, 100, 100, 100, 79, 100, 100]","[20, 100, 80, 100, 48, 100, 100, 74, 96, 81, 100, 58, 100, 87, 100, 100]","[55, 100, 50, 100, 42, 89, 100, 91, 100, 57, 85, 100, 100, 99, 100, 100]"
Between Business Partners,"[60, 66, 20, 50, 100, 100, 100]","[50, 65, 90, 30, 100, 100, 90]","[30, 67, 50, 50, 100, 80, 78]","[10, 13, 2, 5, 50, 10, 27]","[100, 79, 60, 75, 50, 30, 93]","[10, 22, 2, 2, 0, 0, 2]","[40, 47, 50, 5, 30, 70, 99]","[1, 50, 80, 5, 80, 80, 68]","[10, 86, 59, 19, 80, 100, 96]","[100, 64, 70, 90, 100, 100, 94]","[95, 22, 62, 100, 30, 100, 100]","[100, 88, 76, 61, 45, 98, 82, 100]","[1, 25, 12, 37, 4, 0, 2, 1]","[100, 65, 45, 63, 35, 54, 80, 80]","[100, 100, 86, 89, 100, 15, 100, 100]","[1, 50, 53, 98, 3, 100, 72, 100]","[1, 100, 84, 64, 4, 15, 9, 10]","[50, 15, 3, 44, 26, 0, 3, 40]","[1, 1, 1, 9, 4, 0, 1, 0]","[1, 50, 14, 24, 34, 0, 8, 15]","[100, 100, 89, 86, 100, 100, 100, 100]","[1, 3, 3, 29, 6, 0, 4, 0]","[86, 100, 47, 36, 60, 76, 1, 90, 80, 100]","[91, 100, 41, 59, 60, 7, 32, 80, 10, 11]","[96, 100, 100, 70, 90, 100, 96, 80, 100, 74]","[94, 100, 100, 72, 90, 86, 100, 70, 100, 100]","[80, 80, 44, 90, 85, 12, 38, 70, 30, 12]","[88, 80, 46, 89, 75, 38, 35, 70, 30, 19]","[74, 100, 48, 89, 90, 100, 100, 70, 100, 100]","[84, 70, 71, 68, 70, 18, 92, 60, 100, 42]","[74, 100, 39, 91, 80, 50, 100, 40, 10, 50]","[94, 80, 33, 64, 70, 28, 29, 50, 50, 100]","[65, 10, 46, 8, 20, 52, 13, 20, 75, 100]"
Between Close Friends,"[0, 90, 80, 90, 70, 100, 100]","[98, 94, 77, 80, 95, 100, 100]","[100, 90, 86, 65, 91, 92, 100]","[100, 80, 90, 70, 94, 77, 100]","[0, 8, 96, 50, 5, 8, 4]","[57, 81, 76, 82, 91, 82, 100]","[0, 18, 49, 100, 15, 87, 4]","[100, 82, 96, 100, 86, 100, 100]","[0, 91, 100, 86, 90, 100, 5]","[0, 12, 6, 11, 79, 10, 2]","[0, 6, 58, 4, 65, 40, 7]","[70, 0, 11, 69, 4, 73, 76, 0, 10]","[100, 81, 67, 18, 100, 50, 100, 100, 100]","[70, 80, 57, 100, 65, 71, 100, 100, 100]","[20, 6, 20, 63, 10, 8, 14, 5, 30]","[1, 6, 90, 86, 48, 7, 100, 20, 27]","[1, 9, 9, 50, 11, 5, 13, 50, 15]","[80, 87, 77, 67, 100, 54, 94, 100, 100]","[1, 10, 7, 46, 43, 11, 7, 5, 5]","[9, 4, 5, 8, 21, 4, 9, 1, 9]","[100, 10, 10, 59, 25, 2, 38, 99, 14]","[1, 4, 1, 8, 5, 4, 11, 0, 10]","[100, 96, 79, 100, 44, 7, 64, 100, 4, 9, 10]","[100, 88, 100, 100, 100, 100, 84, 98, 91, 92, 100]","[100, 98, 90, 100, 100, 76, 100, 98, 100, 90, 100]","[51, 15, 10, 49, 1, 6, 36, 16, 4, 5, 1]","[86, 100, 90, 100, 100, 100, 51, 98, 99, 98, 100]","[78, 97, 94, 100, 95, 100, 69, 98, 100, 99, 100]","[36, 99, 84, 100, 99, 60, 87, 98, 97, 100, 100]","[62, 98, 100, 100, 60, 48, 100, 98, 88, 100, 100]","[100, 98, 98, 100, 100, 100, 100, 96, 87, 99, 99]","[63, 96, 100, 100, 100, 100, 93, 98, 100, 100, 100]","[79, 97, 18, 4, 81, 18, 5, 0, 7, 5, 52]"
Between Co-workers,"[100, 75, 51, 76, 5, 60, 83, 50]","[100, 5, 80, 39, 95, 35, 91, 87]","[26, 100, 10, 70, 54, 20, 82, 73]","[50, 5, 20, 0, 0, 10, 2, 64]","[0, 96, 65, 100, 100, 75, 48, 91]","[81, 1, 5, 2, 2, 10, 2, 0]","[79, 65, 91, 100, 100, 100, 95, 100]","[51, 50, 50, 0, 2, 30, 1, 76]","[88, 65, 50, 88, 30, 75, 75, 90]","[51, 100, 76, 93, 100, 100, 2, 49]","[19, 100, 49, 100, 100, 100, 56, 76]","[20, 7, 65, 7, 0, 70, 94, 15, 20, 20]","[0, 6, 62, 1, 50, 15, 0, 18, 0, 0]","[100, 91, 100, 100, 100, 100, 79, 87, 100, 100]","[100, 24, 76, 5, 0, 20, 9, 71, 100, 20]","[20, 91, 68, 100, 0, 8, 0, 29, 20, 100]","[0, 49, 67, 3, 0, 50, 0, 50, 0, 45]","[40, 36, 60, 25, 50, 70, 0, 32, 40, 20]","[0, 5, 31, 0, 0, 30, 0, 11, 0, 70]","[30, 9, 57, 18, 50, 40, 52, 38, 30, 95]","[59, 6, 83, 75, 0, 60, 72, 62, 59, 35]","[10, 5, 7, 1, 0, 11, 81, 12, 10, 30]","[80, 0, 100, 78, 73, 70, 10, 54, 100]","[60, 50, 100, 39, 100, 54, 100, 55, 82]","[88, 100, 100, 91, 100, 44, 100, 100, 92]","[100, 100, 100, 84, 100, 75, 100, 100, 98]","[87, 50, 53, 93, 78, 42, 100, 100, 96]","[31, 0, 24, 59, 20, 59, 40, 60, 76]","[100, 100, 51, 84, 100, 43, 100, 100, 89]","[87, 100, 76, 83, 65, 36, 100, 100, 100]","[81, 100, 81, 60, 62, 70, 30, 100, 97]","[59, 50, 94, 93, 57, 50, 100, 100, 94]","[70, 50, 26, 15, 13, 49, 100, 50, 42]"
Between Facebook Friends,"[27, 87, 27, 87, 46, 96]","[81, 53, 63, 83, 43, 100]","[30, 23, 24, 83, 44, 100]","[40, 38, 68, 88, 55, 100]","[21, 75, 5, 15, 53, 1]","[3, 32, 19, 41, 59, 100]","[100, 76, 2, 78, 58, 100]","[5, 24, 70, 72, 64, 5]","[4, 44, 48, 72, 52, 100]","[3, 52, 31, 49, 73, 5]","[4, 19, 78, 48, 59, 4]","[12, 28, 33, 55, 16, 11, 54, 15, 8, 5]","[54, 29, 70, 30, 13, 8, 11, 84, 51, 10]","[52, 11, 50, 39, 47, 100, 4, 86, 49, 66]","[3, 13, 0, 5, 23, 6, 2, 75, 26, 25]","[2, 77, 0, 5, 77, 85, 57, 11, 87, 1]","[2, 51, 0, 15, 8, 24, 4, 7, 85, 30]","[2, 35, 50, 19, 50, 48, 7, 51, 66, 75]","[2, 6, 0, 3, 8, 93, 6, 54, 5, 1]","[25, 10, 25, 48, 49, 45, 9, 47, 100, 2]","[5, 22, 35, 47, 11, 29, 4, 7, 83, 30]","[8, 5, 0, 5, 17, 46, 7, 21, 17, 1]","[1, 33, 75, 69, 48, 17, 13]","[79, 21, 46, 60, 55, 5, 26]","[76, 48, 60, 58, 57, 68, 9]","[1, 70, 0, 52, 18, 23, 5]","[99, 21, 57, 84, 16, 68, 29]","[78, 68, 65, 81, 42, 43, 7]","[17, 6, 82, 21, 27, 34, 12]","[3, 6, 43, 59, 70, 50, 13]","[72, 92, 63, 100, 29, 47, 7]","[73, 100, 54, 68, 23, 42, 8]","[30, 100, 10, 59, 67, 52, 19]"
Between Siblings,"[80, 70, 55, 51, 70, 89, 100, 50, 30, 98, 84, 87, 90]","[90, 95, 62, 45, 100, 57, 91, 100, 100, 98, 90, 37, 100]","[90, 90, 55, 98, 98, 76, 100, 100, 51, 56, 52, 71, 79]","[100, 95, 58, 98, 84, 74, 87, 90, 91, 99, 2, 81, 100]","[5, 1, 7, 4, 22, 6, 0, 10, 2, 42, 6, 8, 6]","[80, 80, 16, 52, 83, 35, 100, 100, 4, 50, 100, 55, 100]","[5, 70, 86, 99, 82, 98, 67, 100, 100, 98, 100, 87, 26]","[100, 75, 78, 59, 76, 91, 100, 100, 63, 100, 100, 67, 100]","[90, 95, 58, 53, 50, 24, 38, 100, 38, 97, 12, 79, 88]","[30, 11, 21, 52, 10, 10, 0, 10, 67, 2, 4, 58, 12]","[5, 87, 31, 49, 5, 6, 47, 50, 13, 3, 78, 55, 100]","[80, 21, 75, 100, 53, 50, 9, 100, 100, 98, 100, 91, 100]","[90, 91, 82, 100, 85, 37, 87, 80, 100, 100, 92, 73, 100]","[85, 17, 38, 80, 81, 41, 87, 70, 90, 69, 90, 66, 60]","[1, 3, 53, 0, 8, 0, 0, 10, 0, 0, 4, 58, 0]","[1, 26, 65, 100, 1, 8, 7, 100, 0, 0, 1, 6, 0]","[1, 3, 51, 0, 20, 61, 4, 10, 20, 0, 4, 7, 0]","[85, 89, 75, 90, 100, 74, 82, 80, 91, 0, 90, 83, 76]","[1, 5, 73, 0, 1, 0, 3, 10, 0, 0, 5, 3, 0]","[50, 24, 50, 10, 76, 51, 17, 60, 15, 50, 12, 75, 12]","[10, 11, 59, 40, 12, 36, 50, 70, 33, 19, 26, 42, 0]","[10, 12, 66, 0, 37, 20, 7, 50, 9, 0, 11, 34, 6]","[100, 19, 100, 48, 100, 70, 90, 100, 100]","[100, 100, 100, 97, 100, 100, 100, 90, 100]","[100, 100, 100, 79, 100, 100, 100, 95, 100]","[1, 12, 44, 51, 4, 0, 100, 1, 1]","[100, 100, 100, 52, 57, 100, 100, 95, 100]","[100, 100, 100, 98, 100, 100, 100, 95, 98]","[100, 100, 100, 61, 100, 100, 100, 95, 100]","[100, 100, 100, 79, 90, 100, 100, 90, 89]","[100, 100, 100, 85, 100, 100, 100, 95, 100]","[100, 100, 100, 81, 94, 90, 100, 95, 100]","[50, 53, 100, 15, 26, 0, 67, 15, 1]"
