,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Ancestor and Descendant,"[46, 76, 100, 10, 8, 10, 80, 79, 91, 80, 79, 91]","[22, 30, 5, 13, 5, 50, 1, 84, 15, 1, 84, 15]","[55, 60, 100, 53, 4, 40, 100, 72, 88, 100, 72, 88]","[17, 30, 20, 100, 100, 100, 100, 82, 71, 100, 82, 71]","[30, 25, 3, 4, 43, 100, 1, 74, 1, 1, 74, 1]","[53, 75, 100, 40, 8, 1, 100, 67, 10, 100, 67, 10]","[54, 40, 30, 38, 5, 100, 27, 57, 100, 27, 57, 100]","[62, 88, 100, 30, 45, 6, 100, 56, 77, 100, 56, 77]","[49, 36, 3, 100, 12, 2, 20, 63, 31, 20, 63, 31]","[28, 80, 2, 8, 46, 50, 1, 63, 66, 1, 63, 66]","[46, 65, 2, 100, 25, 20, 1, 56, 67, 1, 56, 67]","[0, 2, 96, 6, 100, 99, 41, 4]","[0, 3, 96, 7, 61, 81, 44, 21]","[0, 1, 94, 5, 0, 71, 21, 100]","[0, 1, 20, 6, 0, 43, 6, 6]","[0, 1, 7, 5, 0, 35, 9, 12]","[0, 1, 4, 3, 0, 67, 5, 11]","[0, 1, 98, 4, 0, 72, 33, 10]","[0, 100, 96, 88, 0, 95, 79, 100]","[0, 1, 10, 6, 60, 49, 13, 10]","[0, 1, 38, 6, 65, 47, 20, 13]","[0, 1, 34, 4, 77, 42, 7, 14]","[0, 52, 19, 3, 80, 20, 64, 29, 55]","[80, 38, 7, 98, 70, 100, 31, 53, 77]","[50, 14, 1, 3, 70, 10, 11, 79, 81]","[1, 8, 0, 2, 50, 0, 12, 3, 8]","[40, 12, 54, 49, 75, 20, 18, 60, 96]","[95, 100, 62, 99, 80, 20, 81, 100, 99]","[70, 99, 0, 93, 50, 70, 17, 100, 17]","[95, 6, 0, 100, 0, 0, 14, 62, 98]","[100, 100, 66, 100, 100, 100, 15, 70, 98]","[85, 83, 50, 100, 70, 10, 10, 90, 97]","[100, 100, 100, 78, 100, 100, 100, 100, 85]"
Athlete and Referee,"[0, 50, 24, 84, 57, 5, 42, 41, 29, 41, 29]","[43, 1, 9, 70, 88, 3, 31, 19, 10, 19, 10]","[22, 50, 1, 86, 64, 1, 38, 7, 61, 7, 61]","[29, 100, 77, 82, 85, 100, 88, 96, 100, 96, 100]","[6, 100, 91, 77, 89, 81, 81, 97, 100, 97, 100]","[17, 1, 6, 43, 28, 1, 2, 2, 2, 2, 2]","[17, 100, 98, 63, 89, 70, 100, 83, 100, 83, 100]","[24, 1, 30, 58, 4, 2, 13, 47, 0, 47, 0]","[43, 1, 3, 17, 7, 1, 13, 19, 0, 19, 0]","[35, 100, 49, 63, 30, 18, 68, 97, 100, 97, 100]","[31, 1, 69, 63, 11, 4, 56, 4, 100, 4, 100]","[27, 10, 6, 1, 100, 1, 1, 1, 3, 48, 5, 21, 100, 10]","[6, 0, 6, 1, 16, 1, 1, 0, 3, 5, 15, 5, 0, 2]","[1, 10, 8, 10, 77, 75, 2, 27, 3, 53, 18, 7, 0, 87]","[2, 10, 8, 1, 13, 1, 1, 0, 75, 58, 45, 2, 5, 3]","[1, 0, 8, 1, 12, 5, 1, 0, 27, 60, 57, 4, 35, 1]","[85, 80, 5, 1, 100, 13, 2, 0, 87, 55, 97, 15, 11, 88]","[20, 10, 7, 1, 85, 4, 1, 0, 46, 5, 54, 5, 0, 6]","[1, 0, 6, 1, 4, 1, 1, 0, 3, 1, 7, 4, 0, 1]","[70, 70, 7, 1, 80, 1, 10, 100, 62, 87, 6, 50, 10, 1]","[1, 0, 6, 2, 74, 1, 2, 0, 51, 51, 50, 6, 0, 1]","[25, 10, 6, 100, 4, 2, 5, 0, 59, 5, 49, 5, 0, 2]","[52, 5, 26, 9, 4, 46, 62, 34, 100, 80]","[51, 1, 8, 100, 3, 20, 67, 50, 38, 76]","[48, 2, 39, 100, 66, 35, 69, 75, 21, 90]","[100, 100, 98, 100, 100, 36, 100, 100, 48, 100]","[52, 1, 60, 100, 28, 89, 5, 100, 46, 82]","[48, 5, 4, 11, 62, 15, 6, 4, 16, 43]","[50, 90, 6, 100, 44, 54, 2, 6, 27, 0]","[24, 2, 95, 7, 50, 9, 100, 94, 42, 40]","[70, 86, 100, 67, 70, 70, 68, 99, 82, 81]","[47, 75, 26, 60, 33, 60, 54, 6, 44, 50]","[4, 30, 50, 65, 69, 19, 48, 61, 47, 38]"
Athletic trainer and Trainee,"[52, 100, 100, 60, 100, 83, 100, 76, 100, 90, 100, 90, 100]","[59, 10, 66, 40, 22, 59, 1, 35, 5, 40, 100, 40, 100]","[52, 90, 94, 40, 100, 63, 50, 91, 52, 60, 95, 60, 95]","[49, 50, 84, 74, 100, 59, 100, 52, 100, 70, 70, 70, 70]","[53, 80, 19, 8, 10, 51, 75, 51, 46, 40, 50, 40, 50]","[6, 50, 88, 30, 79, 64, 1, 2, 54, 15, 30, 15, 30]","[50, 50, 97, 100, 4, 52, 100, 88, 25, 80, 45, 80, 45]","[55, 100, 96, 12, 22, 42, 1, 10, 74, 1, 43, 1, 43]","[49, 50, 4, 2, 10, 39, 100, 4, 70, 20, 35, 20, 35]","[52, 50, 4, 58, 100, 56, 100, 66, 68, 70, 75, 70, 75]","[52, 100, 94, 53, 100, 55, 100, 6, 100, 100, 100, 100, 100]","[8, 93, 93, 39, 2, 65, 85, 13, 29]","[0, 5, 17, 11, 3, 26, 14, 47, 28]","[100, 97, 85, 53, 58, 54, 94, 28, 97]","[100, 70, 85, 56, 91, 21, 59, 80, 92]","[15, 4, 66, 28, 5, 5, 87, 60, 39]","[100, 95, 79, 75, 100, 74, 71, 71, 85]","[0, 96, 40, 42, 28, 58, 77, 75, 60]","[0, 1, 1, 6, 1, 3, 7, 20, 12]","[0, 68, 23, 28, 1, 5, 38, 24, 8]","[9, 46, 77, 39, 73, 25, 77, 60, 38]","[0, 93, 20, 7, 1, 37, 59, 39, 74]","[20, 22, 0, 100, 8, 50, 24]","[33, 62, 69, 100, 4, 50, 64]","[89, 72, 0, 100, 50, 1, 29]","[100, 22, 81, 100, 100, 100, 83]","[1, 9, 17, 10, 48, 50, 9]","[68, 12, 25, 100, 35, 1, 20]","[100, 6, 40, 100, 100, 1, 43]","[88, 16, 66, 80, 42, 100, 34]","[100, 50, 100, 100, 50, 100, 64]","[88, 40, 93, 90, 86, 100, 37]","[81, 48, 50, 50, 50, 50, 52]"
Aunt and Niece/Nephew,"[90, 56, 85, 75, 50, 100, 100, 100, 100]","[64, 76, 57, 25, 50, 26, 27, 26, 27]","[61, 66, 84, 89, 50, 78, 86, 78, 86]","[20, 11, 8, 8, 100, 2, 3, 2, 3]","[27, 16, 10, 2, 80, 3, 11, 3, 11]","[49, 41, 39, 82, 30, 57, 89, 57, 89]","[50, 82, 79, 5, 100, 50, 100, 50, 100]","[58, 55, 68, 92, 20, 100, 100, 100, 100]","[100, 100, 60, 47, 19, 4, 1, 4, 1]","[30, 17, 8, 6, 60, 2, 37, 2, 37]","[9, 24, 8, 7, 7, 1, 11, 1, 11]","[6, 98, 100, 76, 91, 100, 100, 5, 83, 90, 100, 15]","[100, 80, 91, 89, 96, 100, 100, 100, 82, 84, 70, 60]","[51, 63, 58, 69, 61, 53, 71, 100, 80, 48, 9, 53]","[3, 46, 75, 2, 34, 0, 1, 1, 38, 5, 3, 6]","[5, 48, 21, 2, 35, 0, 1, 10, 44, 4, 1, 6]","[51, 57, 42, 2, 35, 50, 1, 1, 14, 2, 5, 5]","[100, 98, 59, 64, 97, 100, 100, 90, 49, 77, 83, 35]","[2, 45, 100, 1, 22, 0, 1, 1, 3, 2, 50, 3]","[6, 16, 6, 7, 14, 0, 1, 1, 21, 3, 2, 7]","[6, 23, 36, 16, 24, 0, 50, 1, 6, 4, 84, 7]","[3, 16, 83, 10, 14, 42, 1, 1, 7, 2, 4, 4]","[40, 0, 1, 1, 0, 9, 30, 28, 32, 49, 100]","[75, 73, 100, 100, 100, 44, 93, 75, 59, 100, 100]","[49, 100, 100, 80, 0, 75, 96, 59, 73, 100, 100]","[11, 0, 1, 1, 0, 3, 1, 5, 7, 0, 1]","[88, 100, 1, 1, 0, 30, 50, 50, 53, 13, 100]","[100, 100, 100, 100, 100, 75, 100, 100, 94, 100, 100]","[4, 0, 1, 50, 50, 26, 14, 51, 51, 50, 74]","[93, 79, 50, 80, 75, 55, 30, 75, 65, 61, 54]","[0, 75, 100, 100, 100, 73, 90, 100, 95, 100, 100]","[47, 100, 100, 100, 100, 51, 100, 92, 92, 100, 100]","[27, 56, 100, 85, 90, 88, 86, 90, 87, 100, 100]"
Babysitter and Infant,"[33, 100, 66, 98, 100, 88, 92, 54, 91, 54, 91]","[41, 1, 11, 16, 4, 1, 5, 0, 0, 0, 0]","[35, 80, 57, 92, 71, 12, 59, 79, 72, 79, 72]","[92, 80, 38, 98, 50, 100, 10, 80, 70, 80, 70]","[13, 100, 73, 17, 6, 10, 45, 100, 68, 100, 68]","[21, 55, 73, 100, 80, 1, 77, 69, 59, 69, 59]","[15, 100, 100, 22, 38, 68, 5, 83, 16, 83, 16]","[36, 55, 13, 85, 54, 2, 100, 3, 14, 3, 14]","[39, 1, 3, 11, 50, 1, 9, 3, 0, 3, 0]","[47, 100, 0, 93, 12, 1, 4, 4, 58, 4, 58]","[15, 50, 11, 99, 11, 82, 73, 3, 75, 3, 75]","[75, 0, 5, 1, 100, 2, 26, 83, 9, 56, 87, 100, 100, 14]","[85, 60, 74, 10, 55, 48, 85, 81, 44, 4, 86, 61, 73, 83]","[55, 20, 100, 1, 71, 18, 20, 100, 5, 48, 91, 85, 26, 87]","[1, 90, 65, 100, 94, 100, 100, 0, 66, 99, 7, 80, 100, 81]","[1, 90, 4, 1, 9, 3, 100, 0, 32, 39, 6, 3, 0, 4]","[100, 100, 100, 100, 93, 100, 100, 100, 77, 99, 52, 100, 100, 96]","[75, 60, 100, 20, 88, 1, 90, 100, 90, 6, 100, 40, 35, 100]","[1, 0, 5, 1, 4, 1, 1, 0, 6, 1, 68, 4, 0, 1]","[1, 0, 7, 1, 20, 1, 1, 0, 5, 42, 6, 1, 0, 1]","[25, 10, 7, 10, 58, 1, 1, 0, 28, 50, 7, 6, 8, 1]","[1, 0, 4, 100, 11, 77, 1, 0, 28, 6, 14, 5, 34, 5]","[97, 10, 6, 100, 4, 32, 100, 61, 5, 100]","[54, 98, 6, 100, 62, 68, 51, 90, 100, 90]","[85, 10, 10, 9, 2, 37, 64, 7, 35, 30]","[99, 100, 100, 100, 65, 42, 86, 98, 100, 100]","[91, 1, 92, 100, 29, 51, 85, 17, 71, 90]","[74, 5, 4, 61, 2, 7, 61, 24, 7, 25]","[6, 2, 3, 70, 100, 64, 5, 7, 0, 0]","[50, 80, 100, 66, 75, 52, 100, 100, 100, 70]","[50, 99, 100, 100, 100, 89, 100, 99, 100, 100]","[96, 95, 64, 100, 100, 74, 90, 48, 100, 100]","[100, 100, 100, 100, 100, 72, 100, 99, 69, 100]"
Between Business Partners,"[50, 75, 46, 89, 77, 77, 54, 44, 85, 16, 54, 44, 85, 16]","[71, 100, 56, 99, 84, 85, 100, 95, 86, 55, 100, 95, 86, 55]","[69, 75, 65, 71, 83, 93, 100, 100, 83, 47, 100, 100, 83, 47]","[72, 10, 64, 54, 12, 68, 100, 51, 16, 75, 100, 51, 16, 75]","[60, 20, 54, 49, 64, 5, 24, 4, 27, 10, 24, 4, 27, 10]","[34, 70, 47, 52, 10, 20, 10, 86, 13, 74, 10, 86, 13, 74]","[63, 80, 28, 7, 51, 0, 19, 4, 24, 8, 19, 4, 24, 8]","[9, 70, 83, 58, 11, 55, 2, 100, 95, 83, 2, 100, 95, 83]","[100, 25, 77, 88, 80, 99, 100, 100, 95, 60, 100, 100, 95, 60]","[100, 30, 74, 100, 54, 52, 100, 54, 98, 51, 100, 54, 98, 51]","[94, 10, 50, 55, 48, 69, 100, 3, 76, 32, 100, 3, 76, 32]","[84, 80, 65, 75, 90, 12, 63, 62, 27, 94]","[10, 2, 46, 55, 2, 23, 4, 60, 1, 16]","[66, 100, 71, 84, 95, 78, 37, 100, 87, 89]","[94, 100, 59, 100, 98, 100, 95, 85, 61, 100]","[90, 50, 32, 30, 1, 69, 95, 93, 57, 4]","[86, 100, 52, 21, 1, 76, 48, 75, 19, 3]","[46, 40, 91, 30, 50, 56, 68, 78, 71, 71]","[21, 1, 20, 0, 1, 6, 2, 0, 0, 1]","[51, 50, 4, 65, 1, 70, 22, 42, 25, 52]","[47, 100, 88, 93, 90, 79, 86, 68, 54, 100]","[53, 2, 3, 30, 1, 49, 12, 0, 24, 5]","[50, 36, 42, 17, 59, 40, 72, 46, 61, 68, 100, 14, 24, 48, 41]","[74, 60, 85, 55, 46, 46, 80, 49, 34, 6, 100, 64, 75, 36, 74]","[85, 72, 89, 59, 63, 77, 84, 69, 79, 100, 84, 80, 75, 58, 100]","[92, 77, 97, 99, 82, 67, 81, 80, 71, 100, 0, 100, 61, 74, 89]","[26, 64, 93, 63, 84, 60, 80, 92, 49, 59, 100, 81, 50, 11, 81]","[70, 78, 90, 60, 81, 50, 79, 71, 77, 32, 81, 94, 69, 73, 70]","[6, 13, 23, 22, 12, 83, 79, 22, 22, 0, 100, 46, 67, 26, 0]","[81, 89, 71, 75, 19, 72, 11, 67, 47, 29, 81, 50, 62, 53, 71]","[81, 79, 95, 67, 100, 90, 58, 92, 53, 100, 100, 100, 54, 60, 100]","[82, 69, 84, 49, 84, 90, 64, 82, 90, 53, 90, 100, 83, 67, 77]","[19, 9, 51, 23, 10, 4, 2, 6, 6, 9, 55, 0, 38, 50, 21]"
Between Close Friends,"[100, 59, 81, 100, 80, 94, 98, 100, 6, 50, 50]","[90, 48, 86, 95, 50, 87, 70, 90, 60, 100, 100]","[42, 75, 90, 100, 100, 87, 54, 100, 48, 59, 59]","[5, 20, 12, 7, 40, 82, 20, 2, 16, 1, 1]","[5, 15, 14, 7, 1, 29, 15, 3, 4, 1, 1]","[49, 88, 60, 100, 20, 80, 100, 62, 96, 1, 1]","[0, 12, 30, 7, 100, 29, 8, 37, 5, 2, 2]","[100, 100, 89, 100, 80, 78, 94, 100, 87, 100, 100]","[0, 52, 13, 75, 80, 87, 100, 100, 93, 100, 100]","[0, 5, 12, 1, 60, 21, 8, 2, 10, 14, 14]","[29, 34, 5, 3, 50, 45, 22, 48, 79, 49, 49]","[100, 56, 86, 100, 80, 100, 80, 100, 98, 82, 83, 78, 100]","[100, 91, 60, 0, 80, 60, 50, 100, 84, 89, 51, 92, 100]","[100, 59, 61, 100, 80, 85, 100, 100, 85, 80, 54, 45, 100]","[1, 12, 6, 0, 0, 4, 20, 1, 17, 3, 5, 5, 1]","[1, 1, 14, 10, 0, 0, 0, 1, 16, 8, 5, 1, 1]","[50, 4, 1, 12, 0, 0, 0, 1, 48, 4, 3, 5, 50]","[100, 96, 79, 100, 80, 100, 100, 75, 90, 94, 92, 100, 100]","[1, 1, 5, 73, 0, 0, 0, 1, 77, 5, 2, 4, 1]","[1, 1, 1, 0, 10, 0, 0, 1, 4, 5, 3, 1, 2]","[1, 1, 54, 47, 75, 15, 0, 1, 38, 1, 33, 0, 3]","[1, 1, 1, 0, 0, 0, 0, 1, 4, 1, 3, 1, 1]","[51, 0, 92, 8, 3, 12, 4, 100, 18, 0]","[72, 100, 96, 100, 100, 100, 94, 100, 100, 97]","[72, 76, 99, 100, 100, 100, 51, 100, 100, 100]","[8, 5, 1, 0, 1, 3, 7, 0, 2, 0]","[5, 0, 100, 0, 1, 3, 47, 0, 7, 100]","[95, 100, 94, 100, 100, 92, 95, 100, 100, 82]","[5, 15, 8, 0, 85, 7, 80, 0, 3, 0]","[82, 86, 57, 100, 78, 54, 91, 93, 100, 83]","[81, 100, 95, 100, 100, 100, 92, 100, 100, 100]","[87, 91, 100, 99, 96, 100, 93, 100, 100, 100]","[14, 0, 3, 14, 10, 10, 5, 0, 4, 0]"
Between Co-workers,"[80, 67, 78, 71, 80, 61, 67, 52, 70, 55, 50, 70, 55, 50]","[86, 81, 88, 93, 94, 100, 41, 11, 16, 52, 100, 16, 52, 100]","[87, 76, 89, 75, 24, 50, 100, 60, 4, 56, 85, 4, 56, 85]","[41, 50, 51, 86, 95, 82, 2, 81, 81, 51, 75, 81, 51, 75]","[26, 80, 60, 85, 99, 2, 100, 51, 23, 33, 20, 23, 33, 20]","[24, 5, 1, 52, 5, 11, 0, 34, 0, 5, 56, 0, 5, 56]","[87, 90, 49, 100, 84, 100, 100, 83, 56, 52, 10, 56, 52, 10]","[78, 80, 84, 50, 10, 79, 46, 68, 84, 67, 70, 84, 67, 70]","[69, 51, 96, 76, 93, 68, 87, 83, 36, 73, 60, 36, 73, 60]","[23, 90, 71, 63, 66, 32, 60, 67, 37, 5, 80, 37, 5, 80]","[72, 85, 49, 53, 98, 79, 0, 74, 69, 5, 70, 69, 5, 70]","[1, 50, 0, 26, 4]","[1, 20, 1, 12, 3]","[100, 100, 100, 55, 80]","[1, 100, 1, 3, 96]","[1, 89, 1, 8, 3]","[80, 53, 24, 46, 4]","[1, 12, 1, 52, 57]","[1, 2, 1, 5, 2]","[28, 12, 3, 14, 95]","[76, 100, 1, 16, 89]","[33, 12, 1, 4, 19]","[50, 100, 14, 15, 60, 84, 1]","[63, 100, 53, 80, 27, 82, 10]","[77, 58, 55, 90, 69, 100, 1]","[94, 100, 100, 100, 98, 84, 100]","[88, 100, 7, 10, 6, 77, 3]","[64, 76, 62, 100, 77, 85, 20]","[72, 87, 6, 10, 4, 77, 1]","[75, 97, 40, 100, 87, 92, 4]","[50, 100, 91, 100, 97, 94, 95]","[62, 52, 40, 80, 67, 55, 92]","[25, 46, 10, 50, 49, 14, 20]"
Between Facebook Friends,"[55, 73, 26, 40, 30, 54, 40, 30, 54]","[50, 100, 100, 50, 50, 78, 50, 50, 78]","[50, 5, 3, 49, 26, 53, 49, 26, 53]","[56, 34, 19, 27, 67, 45, 27, 67, 45]","[34, 66, 19, 0, 6, 1, 0, 6, 1]","[43, 27, 10, 50, 25, 19, 50, 25, 19]","[71, 100, 84, 100, 51, 100, 100, 51, 100]","[50, 69, 65, 29, 26, 53, 29, 26, 53]","[70, 100, 0, 70, 15, 87, 70, 15, 87]","[43, 28, 79, 0, 52, 36, 0, 52, 36]","[48, 21, 11, 53, 66, 43, 53, 66, 43]","[87, 41, 5, 51, 67, 3, 5, 48, 1]","[66, 12, 4, 36, 28, 49, 74, 48, 56]","[74, 60, 46, 57, 15, 49, 98, 67, 81]","[14, 2, 2, 7, 3, 3, 6, 48, 1]","[15, 7, 2, 7, 5, 50, 6, 50, 17]","[4, 11, 3, 28, 8, 3, 42, 52, 1]","[48, 9, 23, 48, 72, 8, 63, 47, 1]","[2, 1, 4, 3, 8, 3, 5, 50, 1]","[4, 2, 2, 38, 5, 3, 19, 50, 1]","[2, 3, 2, 80, 7, 100, 4, 50, 1]","[1, 2, 3, 8, 3, 3, 1, 33, 1]","[3, 23, 0, 69, 2, 10, 3, 20, 49, 1]","[97, 75, 65, 54, 50, 50, 6, 51, 42, 58]","[94, 68, 67, 59, 60, 50, 8, 75, 46, 25]","[5, 10, 0, 50, 1, 50, 3, 12, 28, 1]","[6, 8, 15, 76, 60, 85, 5, 91, 51, 56]","[72, 68, 76, 76, 60, 60, 5, 94, 48, 56]","[2, 6, 16, 100, 20, 80, 11, 39, 63, 40]","[24, 84, 48, 35, 1, 5, 6, 14, 30, 13]","[100, 76, 64, 50, 80, 62, 50, 89, 47, 72]","[89, 90, 75, 66, 50, 75, 50, 96, 52, 72]","[43, 20, 0, 50, 30, 50, 24, 80, 23, 18]"
Between Siblings,"[80, 70, 79, 64, 67, 52, 50, 52, 50]","[81, 71, 83, 50, 76, 55, 30, 55, 30]","[73, 100, 100, 60, 34, 83, 80, 83, 80]","[6, 24, 2, 80, 35, 52, 20, 52, 20]","[2, 1, 1, 1, 28, 2, 0, 2, 0]","[79, 35, 100, 50, 75, 76, 75, 76, 75]","[30, 5, 1, 5, 21, 74, 10, 74, 10]","[78, 95, 85, 90, 75, 90, 70, 90, 70]","[70, 26, 80, 100, 89, 51, 39, 51, 39]","[14, 9, 1, 50, 25, 46, 20, 46, 20]","[91, 3, 1, 58, 31, 44, 0, 44, 0]","[90, 100, 100, 88, 100, 98, 96, 50]","[92, 100, 62, 77, 78, 91, 100, 85]","[49, 100, 50, 38, 24, 85, 79, 61]","[18, 1, 50, 4, 0, 18, 10, 55]","[13, 10, 30, 2, 0, 13, 6, 4]","[18, 1, 10, 4, 0, 27, 8, 5]","[80, 100, 50, 94, 100, 72, 68, 90]","[41, 0, 3, 1, 0, 8, 9, 5]","[36, 20, 50, 5, 0, 57, 53, 15]","[28, 50, 50, 13, 0, 34, 100, 5]","[11, 0, 25, 11, 0, 8, 25, 1]","[1, 46, 100, 3, 100, 0, 100, 78, 20, 23, 80]","[100, 37, 100, 64, 100, 96, 98, 82, 97, 100, 87]","[100, 100, 100, 45, 90, 53, 100, 98, 84, 100, 84]","[2, 0, 100, 2, 1, 0, 8, 2, 16, 1, 17]","[1, 0, 100, 73, 10, 100, 100, 80, 9, 1, 7]","[100, 100, 100, 79, 100, 100, 100, 99, 97, 100, 87]","[48, 100, 3, 69, 100, 51, 100, 3, 12, 91, 10]","[100, 100, 82, 75, 100, 49, 100, 80, 67, 100, 86]","[100, 100, 100, 97, 100, 100, 100, 98, 84, 100, 95]","[77, 73, 100, 73, 100, 100, 100, 86, 87, 100, 97]","[52, 22, 34, 4, 15, 12, 46, 2, 5, 14, 19]"
