,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Ancestor and Descendant,"[100, 100, 40, 100, 100, 86, 75, 76]","[73, 0, 6, 0, 0, 22, 20, 0]","[60, 49, 15, 40, 60, 65, 90, 66]","[88, 90, 75, 100, 85, 27, 85, 61]","[38, 77, 100, 14, 72, 49, 5, 20]","[53, 7, 6, 24, 58, 48, 90, 15]","[100, 5, 100, 88, 85, 71, 100, 100]","[89, 100, 10, 70, 80, 92, 100, 42]","[67, 8, 10, 52, 30, 63, 75, 25]","[4, 76, 3, 90, 19, 20, 50, 2]","[18, 57, 4, 55, 29, 8, 0, 36]","[96, 59, 91, 57, 86, 40, 88, 34, 0, 14, 2]","[53, 50, 9, 100, 31, 20, 0, 0, 100, 10, 1]","[67, 62, 12, 84, 52, 4, 50, 12, 100, 30, 0]","[5, 9, 11, 5, 1, 2, 6, 4, 9, 30, 1]","[7, 100, 25, 87, 6, 1, 0, 8, 0, 92, 1]","[7, 64, 7, 2, 7, 2, 0, 1, 5, 0, 2]","[59, 52, 4, 69, 23, 10, 30, 4, 60, 0, 1]","[2, 99, 1, 2, 1, 6, 10, 0, 0, 100, 2]","[15, 0, 51, 6, 1, 1, 50, 14, 20, 0, 2]","[83, 37, 9, 4, 2, 2, 0, 8, 20, 0, 1]","[5, 0, 4, 1, 1, 1, 10, 5, 10, 0, 2]","[52, 62, 85, 8, 48, 100, 58, 86, 2, 78]","[100, 64, 81, 6, 95, 50, 100, 100, 50, 47]","[100, 52, 73, 100, 74, 100, 100, 69, 100, 82]","[2, 77, 42, 5, 1, 0, 97, 3, 2, 19]","[81, 9, 100, 4, 95, 50, 100, 40, 100, 71]","[100, 9, 100, 50, 100, 100, 100, 11, 100, 87]","[75, 0, 92, 50, 88, 0, 100, 4, 3, 27]","[32, 0, 67, 43, 94, 50, 62, 4, 100, 7]","[100, 64, 100, 84, 95, 50, 100, 78, 100, 63]","[58, 13, 77, 11, 76, 75, 100, 13, 100, 29]","[92, 100, 100, 100, 75, 100, 58, 100, 100, 91]"
Athlete and Referee,"[81, 100, 0, 25, 1, 75, 70, 20, 21, 16]","[3, 1, 0, 2, 0, 75, 65, 0, 14, 0]","[9, 69, 0, 70, 0, 10, 24, 0, 22, 1]","[13, 1, 0, 8, 0, 1, 5, 1, 20, 0]","[52, 84, 100, 100, 100, 88, 82, 100, 79, 41]","[16, 2, 0, 2, 0, 2, 26, 0, 34, 0]","[83, 100, 100, 100, 100, 100, 92, 0, 83, 52]","[8, 1, 100, 1, 6, 5, 54, 50, 58, 0]","[87, 30, 100, 93, 89, 10, 72, 0, 49, 8]","[53, 34, 100, 91, 45, 87, 50, 47, 74, 0]","[51, 52, 100, 100, 52, 49, 5, 53, 80, 0]","[0, 32, 57, 1, 8, 100, 18]","[0, 50, 2, 2, 1, 0, 12]","[0, 51, 26, 2, 50, 100, 78]","[0, 66, 1, 2, 35, 0, 100]","[0, 95, 1, 2, 7, 0, 100]","[0, 55, 95, 10, 41, 62, 100]","[0, 39, 1, 2, 6, 0, 12]","[0, 17, 0, 2, 1, 0, 8]","[80, 87, 91, 82, 69, 85, 63]","[0, 44, 5, 21, 34, 0, 29]","[0, 57, 33, 1, 17, 44, 33]","[47, 9, 23, 68, 10, 38, 70, 8, 42, 27, 41, 100, 10, 58, 52]","[25, 100, 5, 58, 25, 74, 80, 46, 34, 0, 24, 100, 0, 53, 56]","[67, 100, 47, 55, 50, 20, 50, 100, 44, 12, 25, 100, 20, 54, 42]","[93, 100, 39, 94, 60, 69, 100, 100, 100, 70, 100, 100, 100, 57, 88]","[68, 74, 27, 70, 10, 59, 90, 100, 68, 14, 75, 100, 30, 40, 53]","[37, 60, 32, 34, 1, 9, 1, 8, 15, 12, 16, 10, 0, 55, 35]","[100, 100, 56, 67, 100, 61, 1, 100, 62, 23, 83, 100, 80, 39, 77]","[97, 100, 52, 71, 80, 56, 1, 67, 28, 0, 42, 50, 30, 48, 60]","[71, 100, 58, 51, 70, 64, 100, 25, 91, 86, 58, 51, 100, 50, 64]","[97, 100, 35, 60, 40, 32, 85, 17, 72, 0, 9, 100, 50, 50, 62]","[66, 100, 58, 34, 40, 58, 100, 67, 68, 37, 62, 50, 70, 34, 49]"
Athletic trainer and Trainee,"[20, 44, 75, 86, 59, 100, 100, 71, 70, 48, 36, 90, 90, 76, 77]","[9, 0, 0, 40, 2, 27, 50, 7, 5, 20, 18, 10, 35, 25, 85]","[67, 28, 53, 31, 65, 36, 70, 50, 40, 40, 31, 26, 60, 55, 76]","[54, 0, 50, 19, 55, 27, 75, 51, 35, 16, 26, 19, 30, 43, 10]","[74, 100, 74, 56, 71, 71, 60, 45, 75, 63, 74, 35, 69, 78, 71]","[28, 3, 22, 36, 1, 34, 50, 19, 20, 36, 11, 7, 30, 1, 51]","[50, 100, 26, 84, 88, 100, 90, 48, 74, 66, 100, 5, 75, 84, 63]","[37, 100, 29, 40, 92, 31, 30, 58, 29, 56, 18, 12, 5, 58, 93]","[66, 100, 54, 40, 87, 90, 80, 53, 16, 55, 73, 72, 35, 66, 79]","[57, 88, 64, 67, 65, 100, 80, 46, 74, 66, 83, 83, 70, 63, 92]","[62, 3, 46, 67, 4, 66, 30, 48, 72, 51, 90, 16, 50, 77, 86]","[85, 1, 10, 3, 68, 79, 43, 17]","[37, 3, 7, 40, 11, 9, 35, 11]","[100, 8, 100, 90, 81, 84, 78, 88]","[33, 4, 100, 90, 13, 60, 42, 54]","[35, 3, 3, 20, 75, 6, 19, 85]","[81, 8, 100, 100, 100, 80, 86, 97]","[12, 3, 12, 41, 44, 8, 39, 29]","[0, 1, 3, 1, 6, 7, 2, 4]","[8, 11, 2, 30, 24, 7, 20, 36]","[27, 7, 33, 10, 40, 31, 13, 91]","[0, 3, 4, 20, 78, 5, 65, 5]","[30, 59, 35, 2, 82, 5, 35, 100, 40, 41, 33]","[65, 69, 60, 58, 83, 20, 68, 10, 81, 63, 61]","[70, 100, 100, 53, 2, 95, 91, 90, 41, 56, 79]","[90, 99, 100, 51, 100, 50, 85, 100, 100, 80, 100]","[70, 100, 75, 100, 78, 20, 79, 80, 100, 29, 72]","[10, 31, 50, 49, 53, 21, 59, 90, 73, 58, 63]","[90, 92, 85, 100, 72, 80, 76, 100, 100, 35, 100]","[75, 90, 25, 54, 49, 28, 90, 100, 100, 43, 55]","[80, 84, 95, 100, 26, 78, 89, 100, 100, 67, 77]","[80, 88, 90, 100, 26, 80, 72, 90, 95, 57, 61]","[75, 67, 85, 84, 100, 88, 78, 100, 100, 77, 69]"
Aunt and Niece/Nephew,"[9, 88, 82, 90]","[34, 77, 48, 30]","[82, 78, 66, 60]","[81, 70, 79, 100]","[64, 76, 33, 0]","[75, 47, 37, 100]","[45, 53, 25, 20]","[84, 62, 74, 100]","[57, 52, 27, 80]","[25, 77, 23, 0]","[19, 71, 31, 20]","[88, 100, 100, 88, 70, 81, 86]","[64, 100, 100, 54, 71, 88, 86]","[67, 52, 100, 51, 41, 21, 95]","[19, 0, 3, 27, 0, 4, 77]","[30, 0, 6, 2, 0, 92, 14]","[13, 0, 1, 8, 0, 4, 9]","[77, 100, 100, 57, 66, 83, 100]","[5, 0, 1, 35, 0, 0, 6]","[7, 52, 5, 3, 0, 1, 8]","[38, 0, 14, 17, 13, 1, 9]","[36, 0, 3, 3, 8, 2, 6]","[68, 27, 90, 56, 59, 48, 81, 6, 1]","[85, 52, 89, 51, 67, 100, 85, 93, 89]","[10, 58, 100, 46, 40, 85, 91, 80, 1]","[18, 3, 4, 2, 22, 13, 3, 4, 1]","[89, 70, 83, 49, 44, 91, 88, 100, 92]","[100, 88, 100, 100, 67, 100, 100, 100, 100]","[56, 26, 87, 99, 81, 29, 4, 55, 10]","[88, 48, 70, 36, 69, 91, 56, 18, 30]","[87, 53, 90, 74, 56, 80, 88, 71, 100]","[80, 75, 78, 40, 41, 96, 78, 100, 100]","[65, 93, 75, 73, 64, 90, 84, 68, 2]"
Babysitter and Infant,"[33, 100, 20, 100, 1, 100, 87, 100, 24, 56]","[31, 1, 100, 30, 9, 2, 0, 12, 12, 0]","[54, 100, 100, 70, 100, 80, 50, 100, 20, 100]","[70, 100, 0, 80, 5, 1, 72, 71, 20, 100]","[3, 50, 100, 34, 94, 10, 21, 0, 32, 0]","[26, 64, 100, 50, 0, 79, 67, 68, 72, 100]","[6, 100, 100, 75, 100, 3, 75, 100, 21, 0]","[18, 70, 100, 50, 32, 30, 27, 0, 78, 100]","[25, 33, 50, 24, 0, 3, 15, 0, 12, 100]","[33, 25, 0, 4, 0, 38, 16, 0, 76, 0]","[42, 43, 50, 1, 100, 66, 53, 33, 77, 0]","[0, 71, 13, 1, 8, 100, 66]","[80, 90, 47, 19, 60, 47, 31]","[50, 88, 89, 3, 2, 77, 51]","[0, 64, 74, 4, 83, 0, 100]","[0, 25, 3, 33, 5, 48, 18]","[100, 94, 96, 80, 76, 100, 100]","[50, 97, 86, 31, 67, 84, 28]","[25, 71, 0, 3, 1, 70, 50]","[10, 6, 59, 15, 17, 3, 41]","[0, 51, 70, 2, 5, 0, 55]","[0, 2, 24, 3, 1, 0, 31]","[63, 74, 51, 57, 80, 31, 70, 50, 20, 39, 50, 100, 100, 54, 57]","[70, 67, 40, 71, 50, 62, 85, 20, 18, 28, 72, 100, 100, 77, 35]","[92, 100, 72, 74, 60, 66, 90, 59, 20, 100, 28, 100, 10, 100, 35]","[5, 100, 37, 54, 75, 63, 90, 61, 40, 10, 78, 100, 70, 58, 91]","[96, 100, 79, 63, 75, 74, 50, 68, 74, 53, 59, 100, 100, 44, 52]","[50, 3, 74, 22, 30, 70, 1, 29, 60, 39, 17, 10, 50, 56, 32]","[99, 100, 4, 92, 100, 68, 1, 85, 35, 99, 48, 100, 100, 66, 90]","[99, 100, 62, 80, 90, 76, 90, 78, 67, 64, 97, 50, 100, 48, 100]","[77, 100, 71, 61, 90, 74, 100, 56, 70, 100, 100, 100, 100, 69, 86]","[100, 100, 78, 61, 50, 76, 100, 52, 73, 88, 60, 100, 70, 75, 93]","[75, 100, 90, 90, 10, 19, 100, 37, 99, 98, 82, 100, 100, 87, 65]"
Between Business Partners,"[52, 100, 43, 80, 60, 59, 52, 55, 26, 65, 70, 58]","[50, 100, 49, 77, 72, 100, 86, 92, 75, 70, 100, 100]","[85, 100, 51, 60, 18, 64, 56, 95, 68, 55, 90, 0]","[49, 50, 64, 35, 1, 29, 77, 63, 91, 45, 25, 50]","[51, 40, 47, 86, 93, 22, 51, 90, 17, 67, 70, 100]","[54, 50, 52, 5, 0, 3, 3, 81, 61, 11, 35, 70]","[51, 75, 40, 18, 89, 15, 54, 67, 3, 57, 30, 100]","[49, 100, 48, 75, 7, 90, 1, 78, 91, 77, 4, 25]","[76, 100, 48, 35, 94, 91, 100, 96, 89, 71, 100, 100]","[52, 50, 49, 65, 89, 52, 100, 92, 48, 54, 100, 100]","[70, 90, 38, 87, 81, 41, 100, 29, 60, 74, 50, 50]","[90, 67, 30, 71, 2, 7, 1, 80, 87]","[31, 2, 10, 50, 2, 7, 1, 0, 5]","[74, 92, 47, 100, 59, 81, 85, 100, 51]","[100, 98, 97, 100, 79, 100, 100, 100, 98]","[100, 95, 75, 43, 0, 100, 100, 80, 82]","[100, 95, 79, 52, 100, 100, 100, 75, 20]","[70, 1, 3, 66, 0, 12, 1, 0, 73]","[13, 0, 1, 1, 0, 1, 1, 0, 1]","[51, 6, 60, 6, 81, 48, 100, 40, 10]","[100, 90, 90, 36, 100, 65, 100, 87, 96]","[50, 18, 28, 3, 30, 57, 50, 10, 6]","[9, 17, 56, 45, 82, 89, 59, 58, 50]","[54, 54, 90, 87, 0, 29, 78, 7, 47]","[93, 86, 100, 76, 100, 100, 64, 82, 64]","[98, 79, 100, 85, 100, 100, 46, 60, 100]","[92, 66, 100, 100, 0, 100, 64, 100, 55]","[57, 36, 100, 80, 49, 50, 65, 62, 50]","[21, 41, 100, 100, 0, 55, 75, 100, 100]","[83, 42, 100, 40, 15, 73, 67, 50, 47]","[62, 84, 52, 90, 51, 100, 78, 71, 53]","[87, 71, 44, 100, 63, 90, 81, 80, 49]","[52, 15, 50, 1, 50, 50, 66, 50, 50]"
Between Close Friends,"[100, 91, 92, 100, 100, 80]","[100, 91, 95, 90, 100, 100]","[100, 100, 92, 100, 90, 100]","[100, 100, 90, 80, 100, 100]","[0, 0, 7, 0, 0, 100]","[94, 96, 74, 30, 70, 100]","[77, 28, 28, 100, 20, 3]","[97, 99, 88, 100, 100, 97]","[92, 100, 71, 100, 100, 100]","[6, 6, 12, 0, 0, 4]","[4, 13, 14, 0, 0, 10]","[100, 96, 3, 100, 80, 98, 73, 94, 94]","[100, 100, 97, 70, 85, 86, 92, 80, 80]","[100, 84, 76, 90, 90, 92, 83, 34, 34]","[12, 24, 0, 50, 30, 3, 52, 0, 0]","[100, 20, 100, 80, 50, 92, 55, 0, 0]","[3, 12, 0, 25, 50, 1, 22, 0, 0]","[100, 100, 67, 100, 90, 94, 79, 86, 86]","[1, 50, 0, 1, 10, 3, 92, 40, 40]","[4, 0, 13, 50, 14, 8, 16, 0, 0]","[1, 2, 0, 67, 74, 0, 19, 0, 0]","[1, 4, 0, 19, 10, 0, 10, 15, 0]","[82, 0, 29, 40, 100, 54, 100]","[92, 98, 100, 86, 52, 81, 100]","[12, 100, 98, 80, 100, 86, 100]","[63, 0, 1, 6, 100, 18, 2]","[93, 100, 100, 95, 8, 82, 100]","[86, 92, 100, 95, 100, 87, 87]","[100, 84, 92, 9, 2, 71, 82]","[100, 79, 85, 88, 100, 67, 100]","[86, 100, 92, 94, 100, 89, 100]","[87, 100, 100, 86, 100, 91, 100]","[100, 0, 3, 9, 7, 13, 22]"
Between Co-workers,"[40, 70, 100, 50, 70, 40, 50, 80, 50, 77]","[50, 100, 100, 50, 100, 85, 100, 50, 90, 91]","[70, 50, 89, 40, 50, 70, 55, 24, 30, 23]","[25, 28, 43, 11, 30, 25, 1, 32, 8, 16]","[50, 51, 96, 90, 40, 75, 58, 45, 51, 75]","[0, 40, 14, 10, 20, 1, 25, 13, 4, 16]","[100, 100, 97, 25, 40, 100, 100, 91, 100, 73]","[41, 50, 70, 27, 30, 10, 79, 43, 6, 54]","[100, 80, 95, 75, 100, 80, 75, 91, 86, 82]","[60, 34, 90, 82, 100, 75, 75, 74, 93, 87]","[60, 28, 52, 69, 30, 50, 6, 70, 50, 91]","[10, 75, 70, 55, 30, 35, 0, 70, 7, 80, 60]","[10, 12, 33, 50, 1, 16, 0, 30, 11, 0, 1]","[100, 99, 100, 100, 71, 70, 80, 100, 89, 75, 100]","[82, 55, 10, 63, 39, 9, 89, 10, 9, 50, 1]","[6, 91, 80, 26, 44, 7, 3, 80, 87, 0, 1]","[7, 9, 0, 78, 62, 81, 100, 0, 4, 50, 1]","[47, 7, 20, 73, 65, 57, 0, 20, 56, 20, 30]","[25, 4, 0, 0, 2, 11, 0, 0, 3, 0, 1]","[52, 3, 40, 51, 41, 70, 9, 40, 30, 15, 55]","[45, 6, 0, 47, 2, 84, 0, 0, 50, 34, 1]","[7, 0, 0, 9, 46, 60, 0, 0, 3, 0, 1]","[26, 60, 40, 12, 100, 40, 33]","[66, 76, 16, 16, 80, 50, 61]","[84, 37, 84, 50, 100, 100, 74]","[72, 100, 70, 98, 100, 80, 70]","[31, 6, 40, 47, 20, 70, 75]","[59, 58, 50, 52, 15, 60, 73]","[98, 100, 80, 99, 80, 100, 89]","[79, 54, 70, 59, 70, 80, 87]","[79, 65, 60, 52, 100, 100, 67]","[67, 36, 67, 53, 70, 60, 64]","[13, 60, 50, 49, 20, 50, 50]"
Between Facebook Friends,"[12, 50, 51, 64, 62, 60, 82, 57, 75, 50]","[100, 61, 63, 100, 49, 70, 100, 57, 90, 50]","[100, 20, 53, 50, 5, 60, 61, 49, 25, 0]","[8, 72, 55, 70, 22, 70, 91, 40, 60, 60]","[100, 9, 44, 10, 71, 10, 17, 0, 15, 20]","[2, 43, 76, 65, 37, 80, 43, 19, 0, 10]","[12, 50, 79, 95, 74, 80, 1, 29, 50, 30]","[39, 16, 99, 50, 23, 60, 100, 35, 50, 50]","[89, 18, 99, 55, 63, 70, 100, 35, 40, 50]","[11, 20, 7, 30, 70, 70, 13, 52, 25, 10]","[7, 13, 55, 25, 69, 40, 6, 52, 3, 0]","[74, 100, 76, 95, 79, 25, 53, 40]","[72, 63, 66, 70, 58, 50, 57, 48]","[69, 81, 77, 82, 82, 50, 100, 76]","[5, 20, 52, 0, 23, 50, 6, 2]","[5, 77, 61, 1, 73, 50, 100, 96]","[7, 9, 75, 1, 17, 50, 4, 62]","[62, 78, 79, 77, 56, 50, 54, 49]","[1, 57, 59, 3, 10, 0, 5, 35]","[36, 8, 55, 1, 38, 50, 9, 19]","[5, 3, 76, 1, 33, 0, 31, 63]","[2, 4, 68, 0, 27, 50, 3, 18]","[1, 26, 35, 17, 13, 47, 52, 50, 66]","[75, 72, 30, 6, 59, 60, 6, 9, 11]","[90, 46, 5, 55, 88, 61, 56, 21, 57]","[1, 16, 1, 4, 5, 14, 29, 14, 9]","[100, 53, 100, 30, 85, 20, 20, 13, 75]","[70, 55, 60, 25, 90, 76, 31, 18, 62]","[75, 18, 100, 34, 12, 70, 3, 8, 22]","[1, 50, 15, 62, 21, 25, 2, 36, 12]","[40, 65, 50, 59, 80, 80, 56, 11, 77]","[75, 60, 65, 19, 84, 100, 27, 18, 40]","[30, 50, 35, 12, 14, 50, 30, 20, 47]"
Between Siblings,"[50, 84, 69, 100, 76, 75, 89, 90, 80, 90, 80, 97]","[99, 78, 100, 80, 47, 50, 59, 70, 80, 90, 80, 100]","[89, 100, 70, 70, 100, 70, 52, 100, 50, 60, 70, 66]","[100, 100, 100, 80, 100, 85, 100, 100, 90, 90, 85, 100]","[0, 0, 10, 15, 1, 0, 5, 0, 0, 20, 0, 6]","[96, 91, 70, 80, 100, 95, 89, 80, 50, 80, 80, 59]","[87, 97, 100, 70, 100, 90, 87, 10, 50, 20, 60, 22]","[97, 87, 70, 80, 100, 60, 77, 100, 80, 70, 75, 94]","[20, 85, 60, 80, 65, 50, 25, 49, 50, 30, 40, 4]","[18, 2, 25, 30, 2, 54, 50, 0, 30, 25, 20, 6]","[6, 7, 40, 15, 18, 75, 3, 16, 50, 15, 40, 9]","[29, 90, 100, 64, 100, 77, 83, 100, 100, 100]","[38, 86, 50, 58, 50, 74, 79, 50, 100, 60]","[31, 83, 25, 50, 85, 16, 84, 70, 100, 39]","[27, 6, 0, 20, 5, 10, 6, 0, 4, 0]","[44, 85, 14, 51, 90, 100, 88, 100, 100, 10]","[27, 12, 2, 17, 60, 2, 5, 0, 66, 70]","[57, 100, 50, 42, 65, 65, 82, 100, 75, 75]","[30, 6, 3, 16, 5, 7, 98, 0, 1, 0]","[37, 23, 47, 13, 75, 58, 36, 81, 50, 40]","[65, 68, 4, 5, 20, 9, 3, 15, 46, 22]","[17, 8, 6, 8, 70, 6, 34, 0, 6, 19]","[1, 6, 69]","[100, 100, 100]","[100, 7, 54]","[1, 2, 0]","[15, 100, 22]","[100, 100, 100]","[61, 1, 50]","[100, 88, 100]","[59, 100, 100]","[100, 100, 49]","[30, 1, 29]"
