,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap
Ancestor and Descendant,"[81, 100, 100, 100, 100, 96, 54, 100, 95, 100]","[3, 0, 0, 17, 0, 4, 7, 0, 14, 45]","[53, 100, 62, 100, 0, 73, 70, 100, 93, 5]","[97, 94, 88, 78, 100, 94, 100, 71, 71, 100]","[91, 76, 5, 20, 100, 25, 22, 28, 26, 76]","[100, 60, 58, 66, 100, 100, 87, 95, 92, 100]","[68, 7, 77, 100, 4, 100, 67, 6, 2, 39]","[75, 80, 100, 93, 62, 75, 84, 66, 91, 88]","[19, 26, 100, 100, 12, 5, 5, 37, 20, 98]","[6, 2, 0, 0, 31, 16, 71, 3, 7, 0]","[5, 100, 12, 0, 85, 50, 0, 23, 51, 0]","[100, 100, 67, 7, 100, 100, 11, 94, 17, 100]","[59, 85, 87, 100, 95, 86, 0, 95, 100, 57]","[77, 100, 45, 100, 88, 100, 100, 100, 0, 100]","[7, 11, 0, 20, 0, 1, 0, 100, 0, 44]","[46, 1, 16, 35, 0, 0, 30, 8, 8, 17]","[0, 15, 2, 30, 67, 0, 40, 0, 3, 6]","[100, 100, 100, 0, 35, 100, 84, 8, 86, 95]","[88, 0, 16, 0, 56, 100, 88, 100, 0, 86]","[58, 22, 24, 57, 31, 3, 0, 4, 15, 3]","[38, 56, 0, 93, 67, 0, 96, 0, 17, 4]","[9, 0, 1, 2, 0, 13, 0, 8, 34, 11]","[69, 66, 77, 84, 100, 84, 0, 85, 76, 76]","[100, 90, 92, 57, 90, 100, 80, 81, 20, 100]","[59, 98, 99, 0, 28, 74, 100, 67, 97, 88]","[6, 36, 0, 0, 30, 61, 14, 47, 0, 46]","[89, 35, 96, 66, 13, 100, 31, 38, 69, 81]","[100, 96, 100, 98, 100, 37, 100, 100, 59, 100]","[19, 4, 1, 20, 20, 14, 60, 20, 68, 3]","[90, 0, 47, 22, 39, 33, 67, 77, 7, 0]","[72, 100, 67, 86, 100, 93, 75, 95, 52, 100]","[95, 100, 92, 68, 63, 67, 96, 91, 95, 100]","[100, 100, 100, 100, 100, 100, 89, 100, 100, 100]"
Athlete and Referee,"[2, 100, 100, 76, 89, 100, 89, 65, 82, 93]","[0, 10, 29, 83, 6, 28, 62, 100, 33, 0]","[26, 85, 0, 3, 13, 8, 43, 100, 64, 5]","[4, 0, 0, 0, 25, 14, 91, 11, 17, 26]","[95, 100, 81, 98, 75, 100, 100, 100, 80, 95]","[0, 72, 23, 79, 28, 41, 42, 0, 26, 33]","[94, 0, 100, 93, 76, 100, 97, 100, 73, 86]","[8, 25, 70, 83, 43, 25, 100, 68, 100, 43]","[7, 13, 100, 74, 0, 70, 19, 0, 50, 39]","[80, 77, 97, 87, 24, 19, 19, 0, 89, 22]","[90, 96, 33, 0, 80, 98, 13, 60, 21, 15]","[0, 0, 93, 2, 100, 74, 0, 0, 78, 35]","[0, 44, 62, 0, 43, 19, 58, 16, 26, 59]","[90, 71, 100, 19, 1, 100, 75, 86, 69, 100]","[23, 27, 0, 25, 32, 9, 41, 6, 14, 4]","[69, 0, 70, 0, 0, 16, 29, 25, 78, 41]","[61, 100, 83, 100, 100, 63, 73, 0, 76, 79]","[28, 19, 61, 0, 14, 32, 88, 0, 0, 64]","[13, 0, 0, 0, 21, 0, 20, 0, 0, 0]","[55, 62, 2, 32, 82, 100, 0, 2, 66, 0]","[74, 100, 77, 56, 86, 61, 74, 57, 73, 39]","[19, 0, 0, 100, 39, 73, 91, 99, 3, 0]","[94, 62, 100, 89, 56, 73, 100, 100, 100, 75]","[29, 75, 70, 100, 96, 39, 4, 67, 70, 95]","[0, 66, 85, 8, 14, 35, 28, 53, 27, 5]","[100, 41, 72, 98, 81, 94, 72, 100, 83, 100]","[8, 100, 87, 21, 100, 12, 100, 6, 88, 23]","[6, 24, 0, 0, 0, 11, 87, 0, 34, 24]","[86, 84, 100, 0, 100, 34, 12, 82, 88, 22]","[86, 23, 65, 96, 0, 66, 0, 37, 77, 87]","[73, 99, 64, 100, 40, 66, 71, 76, 73, 54]","[78, 66, 70, 85, 70, 81, 85, 100, 59, 40]","[45, 0, 67, 74, 62, 54, 64, 73, 34, 0]"
Athletic trainer and Trainee,"[86, 84, 89, 100, 100, 100, 6, 96, 73, 100]","[100, 38, 66, 24, 14, 0, 38, 62, 27, 42]","[100, 100, 71, 92, 63, 92, 74, 98, 56, 73]","[1, 17, 8, 2, 57, 19, 0, 0, 20, 0]","[86, 73, 22, 100, 100, 0, 66, 86, 100, 78]","[68, 31, 0, 4, 53, 82, 0, 54, 88, 66]","[100, 81, 97, 100, 95, 93, 88, 80, 100, 100]","[84, 77, 13, 62, 15, 100, 79, 37, 0, 0]","[91, 67, 64, 22, 70, 100, 100, 78, 28, 100]","[22, 96, 69, 72, 61, 64, 59, 100, 54, 69]","[19, 0, 62, 92, 89, 70, 100, 0, 93, 4]","[64, 3, 72, 77, 77, 0, 6, 0, 13, 0]","[66, 0, 42, 73, 63, 0, 24, 60, 100, 59]","[90, 100, 100, 100, 87, 80, 71, 94, 70, 70]","[70, 100, 89, 40, 19, 11, 100, 75, 51, 72]","[8, 5, 100, 0, 87, 91, 100, 60, 46, 0]","[70, 83, 46, 84, 100, 96, 75, 100, 82, 100]","[87, 55, 71, 100, 17, 87, 65, 58, 94, 69]","[0, 0, 0, 9, 0, 10, 0, 0, 32, 0]","[18, 65, 39, 0, 5, 0, 5, 33, 38, 67]","[13, 90, 81, 96, 82, 0, 100, 79, 65, 61]","[20, 13, 14, 18, 0, 76, 11, 24, 0, 0]","[85, 12, 44, 100, 37, 86, 29, 63, 83, 39]","[23, 78, 32, 80, 91, 97, 80, 60, 82, 73]","[22, 72, 64, 74, 100, 98, 83, 69, 66, 90]","[100, 70, 81, 59, 100, 96, 78, 90, 97, 82]","[80, 73, 87, 39, 2, 87, 62, 73, 10, 99]","[28, 85, 83, 51, 69, 83, 80, 39, 19, 33]","[83, 91, 0, 67, 86, 76, 100, 51, 100, 41]","[61, 79, 37, 68, 69, 78, 100, 77, 76, 82]","[98, 66, 100, 55, 0, 81, 94, 58, 50, 80]","[73, 75, 65, 89, 100, 88, 100, 69, 86, 76]","[25, 54, 100, 48, 58, 67, 64, 22, 80, 0]"
Aunt and Niece/Nephew,"[100, 85, 62, 100, 63, 83, 100, 99, 78, 55]","[20, 0, 24, 5, 14, 17, 14, 20, 17, 0]","[72, 43, 20, 100, 87, 37, 100, 75, 61, 56]","[100, 81, 98, 100, 100, 78, 100, 100, 100, 100]","[0, 0, 13, 17, 8, 26, 0, 12, 100, 7]","[100, 87, 61, 100, 68, 0, 100, 69, 0, 87]","[28, 42, 34, 37, 83, 88, 40, 100, 100, 100]","[95, 86, 80, 88, 78, 100, 83, 100, 95, 94]","[100, 70, 0, 0, 9, 37, 27, 95, 0, 0]","[99, 2, 0, 39, 8, 49, 0, 4, 0, 58]","[1, 94, 26, 32, 15, 0, 13, 0, 45, 100]","[100, 86, 100, 36, 100, 100, 74, 100, 82, 100]","[93, 86, 76, 98, 78, 77, 86, 99, 65, 97]","[80, 95, 100, 97, 72, 15, 100, 66, 88, 100]","[0, 3, 18, 7, 0, 19, 0, 28, 0, 0]","[0, 51, 0, 78, 1, 13, 0, 62, 20, 21]","[0, 0, 0, 14, 16, 24, 0, 70, 56, 13]","[100, 90, 100, 100, 83, 91, 80, 100, 100, 93]","[3, 100, 100, 70, 87, 0, 60, 0, 0, 99]","[23, 16, 9, 1, 17, 25, 1, 20, 17, 13]","[26, 74, 85, 3, 64, 18, 72, 76, 0, 66]","[75, 32, 0, 0, 6, 0, 6, 0, 18, 30]","[69, 95, 100, 66, 22, 0, 93, 85, 100, 81]","[97, 91, 95, 95, 88, 82, 38, 78, 85, 100]","[8, 100, 100, 100, 99, 62, 82, 77, 85, 100]","[0, 0, 8, 1, 2, 7, 0, 20, 18, 28]","[94, 98, 86, 72, 100, 99, 81, 97, 0, 75]","[100, 100, 100, 88, 100, 100, 100, 93, 100, 91]","[60, 78, 22, 38, 68, 91, 86, 6, 15, 69]","[13, 88, 67, 49, 98, 69, 18, 16, 37, 95]","[100, 81, 100, 97, 100, 50, 87, 57, 64, 91]","[71, 97, 100, 82, 61, 88, 97, 86, 100, 100]","[100, 100, 75, 100, 86, 96, 98, 83, 72, 100]"
Babysitter and Infant,"[2, 17, 86, 100, 79, 82, 85, 87, 100, 100]","[84, 100, 97, 0, 31, 84, 44, 17, 0, 19]","[77, 2, 82, 77, 71, 62, 86, 68, 74, 99]","[5, 47, 64, 83, 12, 82, 84, 100, 0, 87]","[100, 56, 25, 70, 53, 100, 9, 92, 53, 99]","[59, 73, 61, 78, 97, 46, 72, 100, 69, 60]","[77, 96, 99, 100, 100, 100, 86, 23, 62, 100]","[27, 24, 9, 99, 27, 14, 19, 7, 0, 42]","[89, 100, 93, 26, 66, 88, 82, 91, 82, 27]","[94, 17, 8, 61, 69, 0, 100, 20, 100, 59]","[90, 71, 58, 100, 97, 100, 88, 100, 49, 96]","[10, 69, 77, 18, 25, 85, 100, 4, 57, 0]","[84, 55, 100, 90, 100, 0, 1, 65, 59, 81]","[67, 91, 100, 0, 100, 2, 56, 74, 100, 54]","[33, 34, 84, 72, 95, 78, 66, 100, 58, 83]","[85, 42, 24, 18, 100, 74, 18, 73, 100, 26]","[76, 82, 99, 100, 72, 100, 99, 85, 41, 76]","[99, 61, 100, 41, 83, 32, 53, 100, 46, 93]","[0, 1, 0, 0, 40, 15, 0, 0, 0, 0]","[0, 17, 3, 4, 0, 0, 38, 9, 71, 4]","[21, 88, 59, 54, 100, 1, 61, 81, 40, 13]","[24, 100, 0, 6, 0, 55, 62, 7, 31, 5]","[78, 61, 38, 21, 65, 76, 26, 31, 28, 40]","[91, 79, 89, 87, 29, 91, 8, 52, 34, 0]","[8, 57, 86, 77, 100, 78, 23, 100, 21, 0]","[86, 95, 85, 74, 72, 94, 94, 82, 100, 61]","[67, 100, 59, 55, 45, 40, 63, 1, 63, 82]","[64, 24, 54, 57, 93, 34, 19, 29, 24, 9]","[100, 31, 41, 67, 71, 31, 100, 75, 15, 10]","[100, 94, 100, 85, 100, 95, 90, 75, 100, 16]","[88, 98, 65, 100, 84, 92, 38, 67, 66, 98]","[90, 78, 89, 69, 57, 94, 42, 84, 59, 89]","[81, 6, 100, 60, 0, 97, 74, 60, 62, 100]"
Between Business Partners,"[100, 0, 29, 83, 100, 69, 0, 88, 70, 77]","[38, 94, 100, 22, 38, 85, 93, 72, 94, 15]","[26, 86, 35, 75, 0, 6, 95, 20, 9, 77]","[100, 0, 16, 0, 4, 24, 20, 22, 48, 40]","[30, 97, 98, 70, 82, 70, 79, 66, 68, 100]","[100, 34, 75, 20, 96, 62, 62, 13, 39, 29]","[13, 97, 100, 59, 98, 34, 82, 100, 88, 100]","[8, 24, 0, 100, 20, 0, 61, 13, 1, 17]","[96, 100, 100, 100, 100, 69, 100, 81, 82, 79]","[85, 89, 84, 88, 100, 75, 99, 100, 100, 77]","[94, 100, 25, 82, 91, 42, 100, 87, 81, 21]","[0, 84, 88, 0, 38, 21, 46, 100, 62, 45]","[3, 22, 57, 15, 20, 4, 57, 29, 0, 61]","[82, 77, 100, 100, 51, 91, 100, 84, 78, 62]","[88, 100, 100, 87, 100, 100, 100, 100, 100, 88]","[94, 100, 97, 70, 90, 100, 81, 0, 81, 72]","[17, 100, 95, 100, 85, 100, 98, 0, 85, 96]","[72, 28, 86, 58, 91, 91, 94, 70, 14, 55]","[36, 0, 0, 0, 3, 2, 0, 3, 0, 0]","[18, 11, 25, 17, 50, 41, 20, 61, 0, 27]","[93, 100, 71, 100, 100, 97, 87, 89, 94, 96]","[39, 27, 62, 17, 0, 17, 0, 56, 0, 0]","[60, 67, 63, 96, 50, 100, 70, 62, 12, 39]","[100, 72, 67, 100, 56, 92, 100, 77, 100, 86]","[100, 100, 100, 100, 16, 75, 100, 78, 93, 93]","[100, 58, 72, 95, 83, 100, 37, 100, 94, 80]","[71, 0, 19, 100, 99, 100, 75, 100, 90, 100]","[37, 50, 67, 78, 53, 65, 91, 83, 62, 67]","[75, 100, 15, 21, 100, 78, 77, 100, 81, 0]","[58, 75, 100, 34, 62, 70, 94, 71, 18, 53]","[14, 84, 67, 70, 74, 63, 57, 96, 67, 0]","[80, 72, 90, 72, 87, 92, 97, 92, 37, 47]","[51, 10, 4, 16, 15, 60, 21, 55, 46, 34]"
Between Close Friends,"[88, 88, 89, 98, 93, 95, 66, 100, 80, 90]","[100, 93, 84, 100, 80, 87, 100, 93, 100, 100]","[89, 100, 94, 94, 90, 100, 89, 99, 100, 94]","[79, 64, 77, 86, 100, 100, 100, 88, 100, 98]","[68, 15, 0, 10, 32, 0, 3, 31, 0, 42]","[94, 98, 97, 66, 81, 100, 96, 100, 62, 72]","[98, 91, 87, 19, 100, 100, 96, 7, 91, 90]","[80, 43, 96, 88, 82, 56, 92, 100, 100, 100]","[95, 6, 0, 19, 0, 61, 56, 62, 100, 88]","[30, 87, 0, 0, 27, 0, 2, 0, 0, 11]","[17, 4, 74, 0, 0, 81, 87, 2, 44, 84]","[96, 78, 83, 1, 59, 100, 100, 5, 77, 100]","[100, 97, 100, 80, 100, 100, 64, 80, 85, 87]","[85, 91, 13, 100, 100, 100, 100, 88, 100, 83]","[0, 20, 6, 34, 0, 0, 63, 52, 92, 7]","[8, 32, 0, 0, 27, 1, 74, 4, 21, 0]","[19, 0, 9, 1, 0, 13, 64, 0, 17, 88]","[93, 100, 83, 79, 91, 100, 59, 100, 100, 72]","[1, 0, 58, 0, 36, 0, 0, 13, 6, 0]","[12, 21, 23, 0, 78, 27, 21, 3, 20, 9]","[86, 100, 96, 76, 90, 100, 100, 5, 81, 100]","[0, 0, 18, 0, 15, 14, 0, 15, 0, 0]","[85, 96, 83, 88, 59, 15, 0, 58, 28, 20]","[88, 89, 64, 80, 93, 88, 100, 91, 99, 100]","[75, 67, 100, 92, 71, 79, 41, 83, 95, 91]","[95, 20, 15, 31, 6, 36, 0, 0, 0, 23]","[82, 92, 78, 93, 100, 87, 79, 91, 98, 78]","[100, 83, 74, 100, 97, 75, 99, 100, 100, 87]","[44, 76, 82, 95, 65, 100, 79, 78, 76, 100]","[97, 77, 93, 94, 30, 94, 78, 74, 100, 100]","[87, 83, 95, 100, 84, 68, 86, 87, 98, 100]","[87, 100, 98, 93, 98, 100, 100, 100, 91, 100]","[0, 14, 15, 0, 0, 0, 0, 0, 3, 0]"
Between Co-workers,"[68, 73, 31, 81, 94, 88, 70, 0, 78, 34]","[44, 100, 85, 100, 28, 97, 81, 84, 66, 94]","[34, 68, 98, 61, 96, 100, 80, 77, 57, 67]","[0, 0, 36, 9, 36, 25, 2, 37, 22, 0]","[70, 94, 62, 70, 100, 32, 8, 66, 62, 81]","[85, 52, 62, 40, 11, 6, 94, 68, 27, 60]","[100, 100, 89, 100, 100, 100, 92, 78, 60, 37]","[73, 40, 92, 56, 1, 68, 68, 71, 62, 22]","[100, 90, 100, 69, 56, 100, 58, 56, 79, 73]","[95, 84, 97, 68, 77, 35, 30, 56, 67, 100]","[2, 1, 65, 100, 0, 84, 64, 24, 93, 90]","[66, 28, 0, 0, 9, 16, 100, 14, 5, 25]","[60, 44, 71, 82, 42, 40, 50, 100, 52, 57]","[85, 90, 100, 65, 89, 89, 96, 83, 85, 91]","[39, 15, 19, 100, 19, 67, 0, 83, 32, 56]","[81, 13, 13, 70, 0, 37, 0, 8, 36, 1]","[67, 41, 0, 16, 0, 87, 31, 78, 0, 75]","[0, 30, 47, 28, 50, 100, 31, 78, 37, 54]","[0, 5, 16, 86, 31, 16, 0, 0, 0, 17]","[45, 25, 36, 17, 38, 89, 26, 59, 65, 72]","[76, 100, 8, 36, 80, 85, 83, 69, 97, 89]","[2, 72, 0, 37, 58, 74, 0, 26, 0, 100]","[53, 99, 87, 70, 28, 63, 64, 90, 95, 0]","[72, 0, 61, 8, 98, 74, 54, 60, 60, 75]","[61, 80, 90, 0, 100, 27, 100, 96, 61, 62]","[79, 65, 90, 100, 73, 82, 73, 100, 93, 0]","[66, 82, 100, 100, 88, 100, 34, 29, 65, 34]","[47, 73, 74, 75, 31, 63, 100, 61, 100, 80]","[67, 68, 75, 95, 69, 22, 100, 77, 78, 100]","[98, 44, 85, 100, 92, 98, 73, 93, 76, 82]","[61, 57, 74, 50, 31, 98, 63, 51, 59, 69]","[100, 77, 70, 73, 69, 76, 13, 87, 12, 63]","[18, 3, 0, 4, 3, 0, 72, 34, 19, 24]"
Between Facebook Friends,"[100, 57, 81, 100, 70, 73, 86, 58, 58, 80]","[72, 89, 66, 100, 68, 95, 46, 81, 78, 100]","[59, 38, 25, 96, 98, 41, 76, 89, 56, 53]","[38, 65, 90, 85, 84, 78, 22, 66, 59, 82]","[26, 33, 63, 0, 11, 12, 60, 37, 11, 43]","[77, 16, 28, 98, 49, 28, 86, 40, 75, 72]","[20, 100, 100, 56, 18, 100, 75, 41, 59, 100]","[30, 44, 59, 79, 80, 100, 50, 31, 61, 66]","[73, 53, 54, 60, 63, 60, 85, 62, 29, 31]","[60, 71, 47, 19, 14, 16, 12, 12, 25, 23]","[93, 34, 18, 23, 77, 17, 22, 50, 86, 100]","[38, 0, 0, 52, 37, 29, 24, 39, 3, 24]","[81, 70, 62, 35, 0, 77, 65, 62, 0, 36]","[67, 73, 69, 88, 69, 52, 64, 78, 58, 64]","[6, 0, 34, 33, 8, 67, 26, 93, 50, 3]","[7, 14, 5, 76, 0, 17, 34, 72, 68, 30]","[5, 0, 25, 0, 0, 41, 75, 22, 0, 68]","[44, 93, 73, 100, 30, 74, 47, 62, 59, 59]","[1, 0, 10, 25, 33, 81, 6, 47, 3, 8]","[0, 15, 10, 17, 54, 0, 9, 27, 40, 0]","[67, 31, 77, 58, 73, 27, 35, 36, 87, 20]","[0, 0, 10, 9, 7, 5, 0, 0, 0, 0]","[0, 87, 26, 25, 6, 55, 64, 60, 25, 27]","[19, 35, 51, 30, 37, 76, 47, 100, 5, 57]","[64, 100, 84, 56, 13, 81, 99, 85, 63, 79]","[9, 8, 23, 28, 38, 6, 34, 0, 0, 2]","[81, 68, 73, 11, 100, 97, 83, 78, 67, 67]","[62, 63, 74, 56, 4, 0, 56, 56, 87, 85]","[32, 41, 89, 73, 0, 36, 41, 33, 76, 78]","[64, 6, 77, 9, 41, 13, 7, 11, 100, 0]","[74, 19, 65, 74, 72, 78, 42, 80, 43, 54]","[3, 10, 72, 73, 75, 29, 35, 57, 20, 69]","[2, 16, 7, 25, 41, 0, 0, 17, 14, 68]"
Between Siblings,"[88, 94, 100, 100, 100, 100, 98, 82, 100, 100]","[94, 35, 81, 82, 100, 70, 81, 100, 100, 100]","[100, 100, 100, 91, 100, 98, 100, 96, 81, 100]","[87, 100, 95, 100, 100, 27, 91, 85, 81, 40]","[3, 10, 13, 3, 3, 0, 9, 99, 3, 25]","[100, 76, 99, 6, 100, 100, 79, 90, 79, 66]","[100, 96, 12, 98, 16, 0, 84, 100, 59, 100]","[90, 72, 100, 64, 86, 100, 60, 92, 100, 100]","[9, 93, 5, 0, 0, 1, 87, 93, 76, 0]","[7, 8, 16, 6, 30, 8, 30, 15, 7, 0]","[0, 94, 100, 14, 88, 0, 100, 32, 16, 91]","[95, 100, 68, 100, 91, 100, 79, 37, 100, 95]","[89, 75, 90, 100, 100, 97, 99, 100, 77, 73]","[73, 28, 100, 100, 98, 80, 14, 79, 30, 71]","[41, 9, 0, 14, 0, 9, 58, 0, 14, 0]","[8, 0, 10, 11, 0, 20, 0, 1, 15, 5]","[10, 23, 0, 69, 0, 9, 18, 6, 13, 9]","[100, 100, 100, 53, 100, 91, 100, 91, 98, 75]","[15, 0, 0, 0, 59, 94, 7, 7, 100, 100]","[17, 0, 0, 11, 42, 11, 40, 0, 61, 25]","[100, 51, 21, 100, 17, 100, 98, 25, 100, 100]","[10, 0, 66, 0, 0, 12, 0, 18, 2, 0]","[66, 24, 39, 100, 90, 14, 100, 51, 63, 80]","[98, 87, 82, 93, 100, 97, 91, 98, 82, 88]","[48, 100, 94, 100, 100, 100, 82, 96, 74, 1]","[4, 0, 85, 0, 0, 0, 100, 0, 0, 0]","[21, 100, 74, 99, 79, 79, 89, 57, 85, 88]","[100, 98, 100, 98, 100, 100, 100, 100, 100, 100]","[37, 99, 76, 0, 0, 74, 49, 78, 38, 32]","[97, 80, 97, 81, 80, 100, 70, 67, 100, 66]","[86, 83, 89, 97, 92, 91, 100, 100, 100, 80]","[100, 100, 97, 92, 92, 85, 94, 93, 100, 100]","[7, 0, 0, 0, 0, 0, 3, 55, 0, 0]"
