,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
parent and child,0.0,2.3274954721148475,4.494640743857782,4.343259132219635,5.144670663712804,7.668152538020663,5.332432663171908,9.65327921766531,9.92982607973307,10.040032854929162,9.442173656767622,8.084796530961707,10.908337110709434,9.219589202993724,11.256445987637653,10.187629446883506,11.124199192471094,9.234780533775854,8.448534509490415,8.433919156809369,10.329604324027999,5.302717880990959,8.822999359383372,7.033956973715478,8.09208174608781,3.367764724701692,3.8632281286074868,4.774222561993889,3.936543735731368,8.994628590142922,3.6896122592311844,5.1747570192797,8.441506088510641,5.057895995894711,5.138469269196301,9.072972481824875,9.026381580169677,9.578234637604659,9.590480329748111,9.582863461798883,8.383363522344935,10.474722381932244,10.19656896374212,10.827344005127205,10.368966529282009,8.391457828771987,8.269648127607683,10.03145221907941,9.594811972814005,5.863723147205477,8.714955348311449,8.442264347459602,9.828980886128404,7.154642985693454,9.815072267656,9.469999058617443,9.02491100757158,9.838764301114471,8.00028831140799,8.582437621654078,5.214216669673934,9.05281568063943,9.494632440561778,8.438388279732063,8.93664764219871,9.10017166524894,5.2177968766716765,7.388310640872026,5.451015137216049,4.551382303738849,4.282636761646579,8.092613850057027,8.545922243857355,10.657415766779453,9.497940503079015,8.704365792811192,5.948283520607958,3.163493941159343,3.1848690202993093,5.009189732471807,8.67665500487999,5.3830957859985835,5.568887822056543,7.164226720402061,10.114877825317064,9.860404712564895,10.157707937289857,9.856793029126488,9.73273812077175,9.54087248822442,10.705784245843308,10.693318352150417,10.65929420263274,11.327706807308454,11.60310257172451,11.234890241293458,11.001353371574387,11.114309876243643,10.668383532959934,10.915596178750338,11.094382235019745,10.020872663682733,9.282863104062859,6.925614974091579,9.590226942858598,7.481992856622236,7.387995462189209,8.16372788276992,10.054275175708533,7.086946318833782,8.639983103239858,8.100609000501173,10.292599583472622,10.56800629872422,10.550202660997241,10.765010591161264,10.853916948354602,11.384343143191169,9.741611338945841,9.548933391034396,9.448473756374137,9.299743165895913,10.529090410078709,10.265485220463358,10.17712821963688,7.797893688319602,7.484665147141384,5.782465210427826,6.043755633941457,5.796139287152163,9.732474220258288,11.27280414194154,11.01613912579426,6.885978693937743,9.761509493413465,9.387919073000166,5.706288383966291,8.024773111738387,9.598770157736157,5.001039199136648,9.389513457148956,10.825686798859902,8.67681836370903,4.89163527196648,4.883301979575045,8.363229782930084,5.779435571668377,3.144239806685251,3.2406796277476038,9.314181237202027,5.580857744425711,4.8446895949585835,5.691332136937501,5.913792190252555,9.94069900870118,5.624950064166871,7.685424284239348,5.461026556263093,7.812032670072086
parent and teenager,2.3274954721148475,0.0,4.751940360348223,4.437592225292695,5.023750135658051,6.51523661263193,4.913700917020209,9.625995321113615,9.636394506488895,9.226518909386582,9.453903629133977,8.077756479060172,10.743519608941483,8.679596934709698,10.243698432679166,9.06030890839086,10.196564787563453,8.102824070163587,8.044716757355786,8.319589599099611,9.62437502003568,5.521527147618492,8.506171758592526,6.843794882941123,7.890323021389423,3.8291973174089247,3.7907510172258663,4.841807676196546,4.24845515521275,8.884659283811914,4.304048779599631,5.254182044501513,8.237159503213977,5.2069665900357816,5.258020614124058,8.971751106516768,8.74904962610378,9.454415982696547,9.40220900075833,8.930660061964243,8.101303874355896,9.662994631323032,9.50403017907787,10.556746217729955,10.109886208718166,8.024408360760166,8.12222533098111,9.887531297084257,9.418400103186324,6.2965152796146615,8.525198928447676,8.403045276608767,9.602606103834711,6.708305383937352,9.465205888844194,9.223456644024738,8.690073764631387,9.720691545264215,7.78731638939928,8.319172473119949,5.280660605891015,8.827833297615054,9.304566551605772,8.385515329415204,8.113059265977416,8.838879752448797,5.434758470443859,7.2808748014828195,5.605850700608691,4.886427929654892,4.6849731786850155,7.875356562838049,8.372316003295602,9.706228123552387,9.124893620306583,8.639470070467283,6.131337598236934,3.8459385775355925,3.7857944411616873,5.306782281562353,7.6155636579613795,5.604180088516113,5.848219046016871,7.429135314233703,9.972763679096891,9.511376630498392,9.821436122214765,9.813009388679706,9.686332174898373,9.553840426648843,10.724077814441928,10.20672887586532,9.888731566592181,10.57759362599212,10.729407063112337,10.18508613230288,10.655427965047743,10.194748141770646,10.600460614178184,10.845301760958131,10.848887024405046,9.958822887567555,8.993768597546635,7.119814924366594,9.534576076389968,7.596225532474278,7.15476621336756,8.007038848264523,10.042249786156475,6.930791588451039,8.414758778321461,8.147005162721847,10.104342298756023,10.490515798165156,9.762014058438773,10.05180616250463,10.533993580299722,11.237409324415502,9.438156071048333,8.556254570880464,8.238265242713942,8.76874320273719,9.876297134148675,9.981744862722127,9.924115836535533,7.8974250239681965,7.149316678945282,5.816926037467347,6.047200199281247,5.971046017447605,9.748863456821292,10.801666680017622,10.855242355590924,7.178020192604194,8.678773463494254,8.951719578467381,5.8573467134165345,7.684670377492734,9.576109605883465,5.173200848702672,8.413941451215052,10.404479617870146,8.443802649131657,5.258659104436072,5.189700777576807,7.231895656747881,6.014150414510798,3.759327203005959,3.846126688011415,9.074981005793017,5.724334989216769,5.094854690711093,5.877161023718294,5.958588224839375,8.938137845762883,5.632793541431631,7.397059809097897,5.624824698105269,7.771505977585907
wife and husband,4.494640743857782,4.751940360348223,0.0,1.0604893042501393,3.124624642143135,7.294225812687716,5.394991874698788,10.366699239700267,10.314979121935785,11.24028268467096,10.041220517114729,8.685625638397127,10.959189650625925,8.380303425630018,11.00306409465738,9.970707469856533,10.574137490696218,9.424111706662288,9.420584678987902,8.413403283735972,11.813783018020061,2.9116471471286287,7.752416920946679,5.713216383684531,7.065600136930596,4.097160417995406,5.124543364620526,5.382182081155497,4.560997063712205,8.600243309903147,3.043620514292839,3.2601209492059207,7.523614003342053,2.984212125660809,3.139470380243125,9.886191358743726,9.023102876577921,10.424677666244074,10.096590564581565,9.722821566296828,8.229872003224827,11.75346295809724,10.972764379306678,10.875729255818252,10.602990810336399,9.179404449564862,7.501543298908743,10.016361333040942,10.199729434580712,6.331306033179822,9.17602739321464,9.049449216468746,9.580948403264934,7.89672897378239,10.120125723628044,9.768148551571652,9.268712462521378,10.094635757586213,6.754555375120869,7.408893646924167,4.370454270359386,8.792091188268607,9.39262596377374,8.675828954837689,10.708773367391863,8.958232932540936,3.011506987890139,6.396792435425544,2.945237029962449,0.7193363851273291,1.0377196831664455,7.2980358737074456,7.8862515513376685,10.569761011651094,10.599707028624831,9.29187135195464,3.971920281951785,4.333790147306273,4.395862020347206,1.894452096092349,9.362138575680087,3.4944399549095317,3.5516082497012063,6.850901153204271,10.875329435995189,9.488344954706674,9.885592569099225,10.646179556913454,10.657081083926617,10.365689805220972,10.667307605204693,10.597012760010344,12.087812104279381,12.468335157868752,11.121864150207498,12.042304571276844,11.36616219367929,11.84517584136512,10.484275649908238,11.043729392431596,11.183220040672877,10.664810503664352,9.599527910341264,7.940848310533907,9.595699260042736,8.335975145321825,7.5221886622645,7.886525808364383,9.968729696751865,8.20947664370058,9.09125036329167,8.853425819806908,10.638353422226125,10.584862265438035,10.60366216694621,12.198796698944644,10.83909128798211,11.230980876309562,8.415473262411933,9.902347817388815,9.56764683748057,8.586372609589086,9.827084257157649,10.032960700622116,10.557416965405745,8.385223847192487,5.819901911459655,3.703897098122573,3.980038817184598,4.301010300204589,9.428889829745144,11.672216113482554,11.601972286080033,8.022192730267246,10.56581819305537,9.187793654281805,3.557117741805545,7.163290939561029,8.830770761332671,2.0483357068040826,9.501023221005106,10.273444065123824,7.631174382595899,5.366114783161744,5.490316475902482,8.090886257961653,3.8354887809710547,4.209782531658571,4.36274152910702,8.223611979787185,3.360478283996768,1.2923568847903428,3.4038978949720766,3.7639069568978747,9.748379498870548,5.170539300568633,6.250776152523883,3.254709267982814,6.407307219661951
fiance and fiancee,4.343259132219635,4.437592225292695,1.0604893042501393,0.0,3.0968560684234516,7.332978143730121,5.386870723670755,10.37427341545157,10.34346552576921,11.271971264635093,10.07510128783027,8.617871017338711,11.069770889744017,8.317669604753684,10.906418265309414,9.856854552024386,10.440228380554958,9.30868254879921,9.31962930951477,8.387635844719673,11.837893639611393,3.178887499254865,7.9680768934094095,5.863594656791841,7.315633751881528,3.9121169842749666,5.056277905273057,5.317048384543731,4.4395772472566035,8.74073038226501,3.21837112146122,3.206141585604752,7.753822614746506,2.996719495001592,3.294605804306668,9.874819303341289,8.978199296838428,10.406817435123186,10.069095696862746,9.83947339467085,8.396487517287422,11.772741071060487,10.876877044828719,11.005326070383633,10.658151069783493,9.122757948065813,7.65140407384573,10.0496996249197,10.13938988400525,6.413259265260641,9.14908709521029,9.003625304265963,9.727223611523307,7.6581888971577525,10.11554867119641,9.739538503947914,9.192105341094905,10.097156202280699,6.806292091629542,7.486847262762199,4.433166500640464,8.939467210583537,9.533627124232424,8.657051254768174,10.591121725805442,8.967106699214924,3.1946384340397653,6.56322674881592,3.5800862653338705,1.1423741320423324,1.0189218662469237,7.341805725036743,7.871102489104333,10.59173724607468,10.561380134521903,9.392681975010117,4.193863935442275,4.247795091176508,4.266955772821052,2.8328041533453785,9.460938733677473,3.5917147997247185,3.559747630686807,7.037367385406888,10.839447955038812,9.649586557835498,9.918477615657524,10.617795019439415,10.63286259686872,10.370321712971723,10.708665491062462,10.624345438648733,12.054456830933661,12.462195064492958,11.228608322017845,12.066720092543045,11.45311591894441,11.827060488259955,10.50391985430706,11.211484964822045,11.353282971454407,10.637463380810196,9.640566531034112,7.9883174889703605,9.860998078944474,8.31248630492223,7.498538277755837,8.006067753619046,10.193804898263554,8.153835052502325,9.100036678832057,8.859110938693034,10.810450474546725,10.611921161288597,10.708390816459259,12.184783655051055,10.958004553836872,11.429092158509947,8.559443524952561,9.94044755323481,9.610388677085286,8.769888137639892,9.7914611841785,10.088374900433775,10.523980390301206,8.359813473042625,6.167389014595847,4.070136394111753,4.430891021255747,4.730385942798165,9.438190764410308,11.778550793119672,11.761648838580998,8.002791895741842,10.605469387143087,9.323038277447232,4.052499657116446,7.262488231954809,8.93461099757471,2.8902534892762426,9.550430693293883,10.394290046365882,7.795413757008718,5.313941952543827,5.4127611215834035,8.246672183854193,4.054230347531821,4.105646969715882,4.304318998433652,8.427141965655483,3.8391151946829005,2.114578731710561,3.81263522874511,4.303291768695834,9.86597819246304,5.464193420970453,6.5760827809206335,3.5382507493060817,6.571168323716643
siblings,5.144670663712804,5.023750135658051,3.124624642143135,3.0968560684234516,0.0,6.809008321717117,5.529527344959427,9.86453244934529,9.793680777659304,10.453102916844413,9.571698917685834,8.097943056348852,10.472950512814773,7.558121780229702,10.135217845970153,9.009265692163288,9.75129255741493,8.29832988528839,8.723810464501877,7.712668585817987,11.027795192501818,1.712696183185535,7.473542769278905,4.802458183569258,6.321245846542246,5.044578592295255,5.817118292572316,6.07664791500751,5.432959428084636,8.758927712114362,4.262563180820922,1.068629006005914,7.045702709978408,1.0917137654309896,2.0706418714871977,9.261247779384052,8.411613422940748,9.845608806453496,9.509857738413935,8.909770562554343,7.648071111817612,10.970899908677039,10.296682265099607,10.346234277489781,10.014224249206908,8.453693489227971,6.791895339825414,9.530747316986032,9.682784760048568,6.959333218400836,8.590133461251384,8.518806784161534,9.062412518593835,7.201854015521343,9.541451707903295,9.177703318414624,8.6380549660781,9.589681100137943,6.146778171002972,6.650388483610059,3.3843956533465387,8.286566792112438,8.901647643022157,8.093854163356186,9.774921472317727,8.367371299973161,1.4730690508930988,5.997576142972332,4.444238058869508,3.2763537930047915,3.33547815012596,6.507406380300091,7.135942283969636,9.630760805584005,9.921301443929591,8.737182817140463,2.755518524489243,5.370669270698571,5.375175459526415,3.9120766912837297,8.687732470399157,1.9928070687630133,2.131143399322642,6.6328663289625736,10.396458716621133,8.943119909498552,9.377298803299514,10.18838282512399,10.197784507611278,9.915645687152384,10.199635624769185,10.057561529652626,11.220578048742745,11.623126737739932,10.518794403434095,11.298824838299513,10.823251296156224,11.054745977771063,9.989981819612332,10.634387444350343,10.798043226682067,10.230509967806123,9.086009301760821,7.472882906045128,9.226715222107675,7.775920355319263,6.898624480589776,7.300068413845705,9.474403996508094,7.5691223703315575,8.599968277334012,8.293788792991974,10.945576769636151,10.143893605716181,9.994061501286648,11.348750999186,10.453620008597845,10.784022402846269,7.735232563440134,9.066876749314547,8.88303938864989,7.791969186759617,9.083514220811313,9.551593366790792,10.097727673388853,7.834109299531069,5.16010271908905,2.69959453200953,3.0491813587951775,3.5944734101705267,8.882399741325965,11.153463383913747,11.201914410136741,7.342301349744994,9.749720758534703,8.593876053088485,2.6774320683673456,6.501353282824022,8.347135102147663,3.9091262708865075,8.871167121903646,9.693893788706973,6.926231502725263,4.572499749816504,4.675060992812771,7.070277608555366,2.6065291273595355,5.034964824765665,5.347163977541574,7.58026762018714,2.4037887048724023,3.561565698368018,2.3931588073343018,2.911520534552631,8.882502885225668,5.331150453114419,5.5411757478243455,4.630151451029415,5.724736379519325
divorced spouses,7.668152538020663,6.51523661263193,7.294225812687716,7.332978143730121,6.809008321717117,0.0,5.697991751740909,9.459280365959355,9.241124888601249,7.850052436120188,9.394120750436018,8.684893622261628,9.513012583013257,8.605203984125529,7.848914756386195,6.375929193805827,7.090533468511482,4.01423763137187,8.600506363471794,8.298454114267964,8.440907463847966,7.435166101174342,6.044622443882449,7.206693075062559,5.509792663870176,7.644219936105653,7.012020404982966,7.361321711693122,7.534686754829456,7.50210781324329,7.4196617434578105,6.826322755098656,5.646959396476001,7.467877793963532,6.531891634984293,8.710379331520127,8.563060611071677,9.061239540181923,9.023228634494203,7.690692836732528,7.121425534425235,8.217851788772904,8.342839932834591,9.388258542072766,8.343996159116184,8.335410359689927,6.92797845253352,9.076648907418535,8.824254138784944,8.029024634859594,8.77184874206368,8.688574747097194,8.150989603483017,6.369988290671202,8.22335228723243,8.639153060897774,8.286119795485103,9.074845664639518,6.651502525000584,7.075297318133862,6.97502936385556,7.899192478488597,8.229912821713972,8.401416619918713,7.079166955577074,7.220936140745149,7.205637011485543,6.857421995156992,7.053804939668586,7.659476494292874,7.699140691136096,7.0825206135548555,7.573032494381091,6.269975186408912,8.578445904382242,8.232763077316864,6.590804047049639,8.439913634013338,8.359028767452777,7.56416363009911,4.684378917925004,6.760827554759663,7.100390240211992,8.170103121195623,9.969177930843234,8.846722624689457,9.62611651589226,9.878637239484792,9.885217202556694,10.067931871640083,10.414087153525287,9.150797390417386,7.982995211836376,8.594836701140826,8.518397719686089,8.66129774088318,9.180822733063751,7.972573766081914,9.922337891745647,9.867147745451783,9.947806524134439,10.158413490690837,9.210603423623656,8.769398426855359,8.59029600004865,9.239625230975177,8.921918084942869,8.296043081312165,9.067625840124554,8.217319965860732,9.164657360943517,9.037518036898607,9.253130978945467,9.738751199745792,7.9372799483304775,8.523170955775928,9.875914651622125,9.966799945008956,8.519533702926745,5.507965550818663,4.842395450746762,7.6824514451206785,8.23407876798727,9.608129440783905,9.969194804046003,9.180618539928142,6.711510079392101,6.71985329885879,6.602029902197282,7.256589129744237,9.332634671252496,9.15533553895129,9.876669866395552,7.679426356932169,6.089536674614496,7.56399591425356,7.2820536480324005,6.444249955380497,9.096976596873837,7.287999348324649,5.8744655933289485,7.3959718843134965,7.066970559338215,7.576928910706973,7.557175547687239,4.454324425913627,6.822143655991241,8.29878990881972,8.451896165244246,7.506839231032098,7.169154435176846,7.594722524160148,7.17564544886997,6.816285249990062,5.657638898704656,6.288991693265729,6.6687113036232555,7.101389103301696,7.599997318474297
a person and their in laws,5.332432663171908,4.913700917020209,5.394991874698788,5.386870723670755,5.529527344959427,5.697991751740909,0.0,8.008890512556814,7.65280661641879,8.39025744798883,7.509339145866388,6.680684297951971,8.528787226699128,7.491947058927743,9.118489627081434,7.886777553883363,8.424155740128061,7.388178748580842,6.9847715165262,6.557231183222279,9.276262757312502,5.484236639852689,5.921851015861978,5.228891089326713,5.163122079252365,4.660490588216885,4.512508053196519,3.9484766674171343,4.311665605695087,6.548124372890174,5.331345819691089,5.510576689946583,5.580140566794013,5.748126573646656,4.538810902297908,7.314487882172336,6.402263705485636,7.999556630725449,7.39369804886575,7.868140305864406,5.988200762214211,8.782211542479091,8.139267566153453,8.373439412644673,7.5663372147824655,6.801454411065061,6.014327773531645,7.512558057504555,6.946632781810029,6.920409712126307,6.554608655251385,6.958552105327878,7.232502612321793,5.167636525420655,6.931941935104531,7.196061402400166,7.111060543325919,7.5371408622017,5.730502368985543,6.396677822595017,5.027901200299195,7.004535822515574,7.155078133007076,6.200949960859611,8.334953715041282,6.364291132502355,5.322982441653623,5.447434722467414,5.533893377627827,5.570418043292137,5.577507674981061,5.9490459737904295,6.926678952302809,8.723747592810643,7.981358831935156,6.170320156265908,5.385136246832938,5.388086313207884,5.2678123003974395,5.6496014682613405,6.305583366725103,5.7581484938295295,5.700184749611388,6.559070089128508,8.181420954785635,7.604131105675309,8.078285948529615,8.00669062545948,8.085778674114655,8.308511366783051,8.76345820547239,8.269953954253987,9.531875204350191,9.791582243483612,8.879562493378701,9.223828846453864,8.496032710918934,8.923225382885454,8.587464116914225,8.942139454264272,8.878289878621556,8.313520585925872,7.3443282027201215,6.272148226354215,7.770600001230629,6.288473708235183,5.684228842318133,6.597085045707888,7.784306051312299,5.728753485020126,6.550091250673747,7.29453411645208,8.21530512394662,8.703481715923074,7.847021270721919,9.764473997750564,8.641521145728772,9.289655475834557,7.761196658225472,7.188334399197626,6.707727066207364,7.727767465269178,7.815915027776585,8.004242682406133,7.987795844754675,6.371707666786776,6.074500786041278,5.2393664242219895,5.172580021243425,5.735034522934836,7.800798286663824,8.897821637907379,9.072453841980414,6.116587936858311,7.464267170342192,6.925738634798111,5.449277140613473,5.401428295784186,7.876250683989415,5.509113466062641,7.794645442589478,7.6808373163689465,6.013605234084133,5.114010210617381,5.145226289642191,6.7310083416558095,5.655474521165304,5.169088711949362,5.3973516469694784,6.449649696563796,5.4060464857204185,5.537861647041683,5.4701477189979775,5.383452339962153,7.680700360109291,4.751716190860719,5.785949065241975,5.155341058533995,6.584461562038574
employer and employee,9.65327921766531,9.625995321113615,10.366699239700266,10.37427341545157,9.86453244934529,9.459280365959355,8.008890512556814,0.0,4.318508432651738,6.547758823774349,3.605140224450905,3.882086266632092,3.761894128161885,5.843022607800174,6.860099868223533,7.373717246921271,6.970180731645702,9.787946741219846,4.701044283354293,4.736136719812476,6.782834205569717,9.731451415170984,8.468528284234031,7.566647117551659,8.735819426150139,9.367178773562046,8.124842875368705,8.653592511291295,9.153880040873478,10.154848920244921,9.591677401398195,9.69066398126453,9.07937225492648,9.923662268240653,9.058903918695133,3.050326197640989,4.346325782709288,2.1911962994834875,3.3198799541570634,5.993715334782704,6.230995725250185,7.121848947225068,5.4674579384005355,3.725160295591001,4.7300320208471085,4.435254166493621,8.433746980287072,7.191849449143532,5.043198627083246,7.585180567513467,4.944009905172873,3.907513335403862,5.2311896639155036,8.316762355670447,5.10887967898901,4.983160490450766,4.149203171939842,3.784121801171982,7.975220833146012,7.545076446544366,8.297122013624008,4.968273242354054,5.612827591427757,4.599513945965831,7.8307001839870365,6.77258072221897,9.581540552694086,8.619714282614897,9.673492949513154,10.421106515943949,10.32565104158722,7.85099463766614,8.865119362419936,10.765226986107146,3.335352720360245,4.853322071201759,9.545281970614992,9.79072813696782,9.672423753749516,10.472856309845183,9.121100171167381,9.985257183569487,9.821355447725061,10.660117562733646,2.034785481668689,4.204847449508824,5.071677966006553,3.5002624592176876,2.8043249276807725,3.448609441145215,4.4751335944219255,5.854325854614266,7.918200638427772,7.238991625571989,7.118248414173493,7.359059416233693,6.473490725823857,7.005116754241334,4.108883669230225,3.7368675973105674,3.7823545791755984,3.3801858303137124,4.711276781015372,5.496685141510314,6.171595140029358,5.5655242647791,6.767418952317848,4.950900661394087,5.237106171150051,6.024458901506224,6.112603086138439,3.7456948160624477,5.580068449151487,3.998967700800755,6.5593673681339535,7.155568552911884,6.573378890997175,4.48425209811281,6.736459899945267,9.106703738218462,9.60304146599718,6.325429435327416,6.150362033210489,4.201034994031682,4.084753349868489,5.105970534590547,7.953064675592698,9.030974288915525,9.08417562448123,9.03850726424261,7.032056146506932,4.524864655525598,4.1747877752426845,7.031532525170168,8.730719409503928,7.128771245739273,9.680966190424897,8.277176130313146,6.158093675805056,10.332126665171675,10.46519872177677,7.627573320114333,6.675410977392325,9.033485410860376,8.96426651588456,9.14670488993653,9.763079000498212,9.575269574089342,9.672582991424648,7.555895103104432,9.385357918647257,10.42145379433133,9.458480860877186,9.267915325449087,8.270261542290282,8.815141389970137,7.733384234712501,10.385527147987158,7.780339406565234
interviewer and job applicant,9.92982607973307,9.636394506488895,10.314979121935785,10.34346552576921,9.793680777659302,9.241124888601249,7.652806616418791,4.318508432651738,0.0,6.590634095965808,3.7321877920997952,4.524922711728788,4.7530030355195105,6.732318742751202,6.353510589911798,6.838176477602996,6.409630164998934,9.117341871250076,4.753540506472517,4.797843822439049,7.974931275995301,9.678189352037288,7.349449997517827,7.073170061509423,8.189060265587726,9.265003139930899,8.053237431127176,8.134499036150052,8.685396619306774,9.754936618659608,9.747085062014955,9.60551170121062,8.425767078824725,9.858668005544851,8.875431675155403,2.9065005373820854,3.791501342062132,5.3363180162938795,4.531692829139157,5.933897648749137,5.84288235664207,6.969017510317584,5.274237932706282,4.832662953224629,4.995390162168269,4.476351023119237,7.6493220462982014,6.1851847793948656,4.406049094407255,8.793611938456392,3.5009853586272173,4.41486724986392,3.6620944766386785,8.313771003409348,3.7236118978671358,4.18873371976943,2.855323507809646,2.7980885684121435,7.367534041652701,6.778489865575885,8.058493691394302,4.017499353806439,3.9532569390835297,4.787774570250529,8.633877084504238,5.45534003721266,9.509095247856454,8.831913260488983,9.348075420344863,10.361195926283271,10.306905284344516,7.230991667072582,8.422358256662982,9.995824301164918,4.71049250423027,4.48777375943827,9.373129378286038,9.784995887616358,9.630241588555764,10.394802190931284,8.402847154825274,9.936295012462342,9.860085167653013,10.580243289771271,3.725317665248857,4.276803024207478,4.6774025144030835,2.38783868422982,3.702334027657883,5.476203462798405,4.706825683698294,4.873688488405573,8.533212820719664,8.214891191475067,6.248019910536519,6.21948994641851,5.662947971012464,6.4425700123458265,4.561520333827534,4.78340533848995,4.117787671208054,3.851092986516445,4.711630015922647,5.7525431877134485,5.388577447111667,5.937274599840788,6.320317641072744,5.534721574286911,5.9713705569229525,5.748855800692989,4.803052370258219,5.456204758408239,5.261502768244875,4.23964593734527,4.690861427971141,8.57189355525441,5.336655061019033,5.653539381275774,6.541728032112065,8.178818006810635,8.813334138483713,6.186883686833977,5.747638079817909,3.167744553132216,3.9761576409865205,5.210245071809324,7.654277340245776,8.88154195473542,8.86096214745403,8.852413495261358,7.695125562951333,5.459056749987421,4.848774833776161,7.772175062129682,8.044679725401974,6.127231230636378,9.525504908459354,7.366730464259701,6.700166859963876,10.173474401328033,9.886135543613044,6.441311490136584,6.076036986550829,8.865563829593524,8.85708157675345,8.429957889304937,9.661148280577834,9.58413219647119,9.726734546394155,6.71578638976777,9.169414437529067,10.39949092723622,9.206264492373661,9.000486691321068,7.069623629230674,8.439206554104995,6.964537690442242,10.31067299400694,7.979411782047535
guard and prisoner,10.040032854929162,9.226518909386582,11.24028268467096,11.271971264635093,10.453102916844413,7.850052436120188,8.39025744798883,6.547758823774349,6.590634095965808,0.0,5.98818615960843,6.930660881542346,6.967010247156882,8.779953934754749,6.65068057294536,5.3764870327285,6.830036934263273,7.42131053698949,4.879950850554832,7.11621539579188,5.595040609343383,10.732810961192659,8.470385694692139,8.5606393421366,9.150582727208345,10.396336907054152,8.658472830874718,9.573257804799049,10.132987987517344,10.657731414631769,10.31109880849113,10.529535269831772,9.2937196530937,10.82035752207407,10.051807773439393,6.068791925575145,7.275723643583229,6.44707716318498,7.144571937814516,7.0597690235201815,6.527789807731915,1.7419219168191968,4.582397321319803,6.701525904101432,5.553632195775768,5.712243007766696,8.935535366749544,8.31886186666786,6.771439921419599,9.995888805088573,6.263024512886961,6.748790095272498,6.637205083014121,8.103049709008511,6.40115688909282,5.878571966786536,6.591820811838628,6.36041722790833,9.054055238814914,8.379957970047963,9.275374087463717,6.474588528436357,6.515439265445639,6.623002708981556,5.618454141645721,7.852202166082845,10.576551390764672,10.168371773287534,10.354598788429447,11.475236393829036,11.448381129831283,8.566238534104222,9.595295248189332,8.380200554583194,5.279746728999968,5.511006331932504,10.354732098831562,10.724796893533576,10.617979867922696,11.144458593074019,6.762933386695061,10.608362565437682,10.828247103012075,11.208609512882832,6.793452378289913,6.998009059652199,7.135966346873401,6.673737614552211,6.563505775785913,6.661942920168269,7.900843847443518,6.275719730363667,5.260325522773402,5.597059861375594,5.341422110043975,3.5189932127291526,6.740571927663631,3.6419525251195966,7.5738128031457554,7.100786908266877,7.0102482857140425,6.6228811714615015,6.504180720361562,6.5629104606172435,6.04834568126682,7.364221904376698,8.195345021953637,7.355352066074979,7.726440008009988,7.190088762513644,6.987737578496768,7.063550992075236,6.762568403736819,7.808475272549877,4.737271235296251,4.782452439836913,7.242147858202755,7.353412334894968,8.092492822139189,6.46203001803839,7.165632250868636,7.987655440108896,6.974348431410232,7.413067640407089,7.10408083786225,7.057800934529062,8.663700310597399,9.847867442885429,9.797186577233987,9.865903299648675,9.933506272054336,5.414551799880266,6.508720085687556,7.976081406338046,5.496015203469058,6.812230951964308,10.439796208361297,8.751057661113862,8.186846664981436,10.856140192221806,8.552951872801048,7.683066315554544,7.431385578526537,9.88407872366097,9.829220035366932,6.7582540909040345,10.462209308125157,10.541292167242291,10.576421165802206,8.673371577074787,10.185262184913695,11.240897856617833,10.259138677879838,9.882598561528576,5.727072502661935,9.17526587050559,8.45140102667111,11.27938570059472,8.671992545596702
