"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39"
"1",0.656759638182464,0.849287228788249,0.844613276668943,0.817640962749238,0.885863365869128,0.941482873180051,0.957289159582395,0.96278233432171,0.96768794123593,0.969647445336496,0.970473734483439,0.97054003919372,0.976459193820379,0.976067869088765,0.980972220037222,0.980642150930795,0.979004579052379,0.979259984500067,0.979252392940242,0.978819159509247,0.978385729850385,0.97861590878569,0.983182665416459,0.983865940215381,0.985290571682963,0.985997333884068,0.98548588053695,0.986249805893513,0.985387082280824,0.985235478436216,0.984445418701362,0.985355221885604,0.98640646752363,0.986521471669751,0.987256208558768,0.988136899288411,0.989079337031794,0.98898553778502,0.989433460363505
"2",0.721291930416889,0.859489969069698,0.899170685546857,0.935619286876175,0.940188963996625,0.944314065989483,0.954482121556793,0.961438551811931,0.965138774346599,0.970050908526127,0.970237621147106,0.973032301857706,0.974950782262588,0.976202834178927,0.979488171279131,0.982298046113957,0.98316545484264,0.983797903492674,0.984648923878123,0.983148460304519,0.984214409005737,0.985552249918281,0.987327916769225,0.987276244982546,0.986260524944718,0.984846081452312,0.987130359611108,0.986972782663745,0.986886265833412,0.987476230096234,0.987939118506823,0.988937555098816,0.988921135230537,0.989671189927506,0.989440049525946,0.989877170111962,0.990046650400837,0.989663025243098,0.990010997384058
"3",0.772250628617274,0.732900920372911,0.772399472884123,0.892200332692822,0.931476565321861,0.935935692364558,0.946873055759192,0.941465676411463,0.956717749886187,0.961037242586177,0.956239523553731,0.956060489170128,0.960739999083073,0.969501154361466,0.973153906468987,0.976370716647921,0.976350331850909,0.974731034193187,0.974131010482221,0.971874763842209,0.976264342475193,0.977711260767407,0.980431920870325,0.980213292920752,0.979627926127697,0.97883718086116,0.981313140633766,0.981425362201152,0.984011398266998,0.983559479251648,0.98354609769257,0.983615362932178,0.985140054014099,0.984916177045808,0.985827922462506,0.986409577826934,0.986563424241499,0.987765044346578,0.987764702095464
"4",0.814125530954871,0.872316399089457,0.906428469807336,0.94357077287274,0.946271885936102,0.947782909844569,0.957282625085366,0.964254299436576,0.966345581560211,0.968177034285168,0.963356911174537,0.96205366986047,0.962075162442196,0.96780915899034,0.97225212083037,0.971891416139906,0.976305564591834,0.97610829610101,0.976730545523672,0.977762852493892,0.979906864064385,0.981074357680763,0.982795200099901,0.983840987504129,0.985612304259224,0.986131644292017,0.985423007774024,0.985950942977697,0.986551245858982,0.985245303483068,0.986590135705813,0.987114965899904,0.98770049522615,0.989700181160131,0.990331845398693,0.990589303953487,0.991740530478917,0.992596656394991,0.992980303628972
"5",0.794820108799453,0.889508558591884,0.893055896357061,0.908243381464491,0.913792985572347,0.926180536879439,0.93409490273226,0.941257315265012,0.93668647558336,0.938681188626295,0.944975036722095,0.948400871642676,0.953939505708812,0.959196362180204,0.964729016780464,0.968000079471913,0.971564553298652,0.974429856406635,0.979718260929414,0.978430347858012,0.979614926401711,0.97926715338011,0.979507954097319,0.981038556258828,0.97992375510276,0.980768528029252,0.983228290336615,0.984403506939179,0.984643199010005,0.985212735666719,0.986298254839941,0.986423143162535,0.988036043969094,0.988165569847208,0.98678518204129,0.987370187374195,0.989573088424198,0.990332713054603,0.98990890843509
"6",0.660117535733796,0.856833021817099,0.885941646564667,0.909505700177394,0.922393072831979,0.930296242765407,0.944348530242688,0.934302590127891,0.930106411108051,0.943284518711902,0.951958882198067,0.953318790485441,0.9579190369993,0.963955842124391,0.963431462436296,0.964164759208379,0.967174977753021,0.96727056057507,0.967621726123746,0.96920587967943,0.971790002864785,0.972890376584709,0.975690672395525,0.977693472668817,0.979989477351811,0.981478661647746,0.981021579164676,0.983927716835608,0.984873104646552,0.986761252266471,0.987576944429652,0.986875656617963,0.988396542305072,0.988084358434279,0.989478972093528,0.989251344870709,0.989661208083999,0.989910632471593,0.990494494865978
"7",0.808581909010669,0.837476568841745,0.903823357098077,0.893965103449052,0.935240106551161,0.953793336455461,0.963204460804731,0.962661732384274,0.957598673030763,0.963753968219348,0.97259431461273,0.971349722289124,0.970734437851879,0.975793887466458,0.975500758796354,0.980358530485142,0.979479859047249,0.978892402113938,0.979517499740185,0.980202433309923,0.981705173425072,0.983959299388997,0.986217400207982,0.987540240965056,0.988794133214929,0.988029396416977,0.988853968568609,0.989176047351252,0.98894592541467,0.989915934773115,0.990713405335501,0.99118729315442,0.991469414271146,0.990909016673287,0.991161630584647,0.990984479340229,0.991306225476412,0.991860252792869,0.991703779188242
"8",0.737423797924161,0.840288378508679,0.876044371829402,0.872820479157683,0.906542211542393,0.927022059146416,0.939912792412618,0.947469591011239,0.953833838541167,0.961316818266445,0.97332863060494,0.971713074338096,0.978020053757711,0.979047258903883,0.979087121694084,0.980470643644184,0.981923329296451,0.98307024992222,0.983510656943245,0.983688916376862,0.984941941021834,0.984752707711409,0.984879941778213,0.985330231656546,0.984936385981212,0.984804287776746,0.986032744808853,0.987324687382219,0.98820060913094,0.987957862918586,0.987639412202877,0.988600708458771,0.989964043026786,0.990254123375651,0.991318797932035,0.991322782618333,0.991753332841319,0.992248549469544,0.992590340587066
"9",0.800484149213138,0.861703607132754,0.908577016340543,0.911135466892091,0.93488944106182,0.936754700365727,0.939321972945675,0.947849915550731,0.949766490324969,0.951878260906845,0.95613094839143,0.958666363240427,0.960021602666175,0.957830574646889,0.967500742487698,0.965072530269799,0.966994868040722,0.973243904699552,0.975003922738632,0.976422873720898,0.979196821826605,0.982046363413172,0.985083984715452,0.984761672164528,0.983578891017665,0.983981339740905,0.985008989834574,0.984656958493806,0.983731168417309,0.986512500853643,0.986604584777608,0.986905965730327,0.988058053956502,0.98843881381697,0.989614072890272,0.990680499730583,0.99112805154995,0.99206977693023,0.99189237628917
"10",0.581073594500964,0.752562942832825,0.815073006022065,0.797524348692532,0.846056359800295,0.866668016467489,0.888067237714782,0.924132156594554,0.929610396974032,0.943251431495631,0.949347559223352,0.947261344394594,0.955292283710966,0.960160744328359,0.966700399065916,0.965709758165028,0.969235291924474,0.976359038317275,0.977366090980481,0.97756997246543,0.982578390994298,0.983355649639088,0.983108553632164,0.985712297257974,0.985547456281646,0.986503311379848,0.986240638774224,0.987409119338957,0.987732566551126,0.988584782026932,0.989126659546946,0.989805151347697,0.990273132443064,0.99008724213868,0.989640358159912,0.990720106893296,0.990752838561479,0.991329839321076,0.991407438761438
