"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",7e-04,0.4829,0.695,0.2269,0.3513,0.3484,0.119,0.5456,0.4814,0.8951,0.8938,0.497,0.7679,0.5702
