"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.0148,0.9595,0.7018,0.4701,0.2859,0.2999,0.2406,0.3746,0.892,0.8225,0.8492,0.6729,0.4663,0.3759
