"","Formality","Activeness","Valence","Exchange","Equality"
"Parent-Child",-1.07050437966128,0.833845392100537,-1.94918708090744,-1.65677590792354,-2.59224478809674
"Parent-Teenager",-1.05939630700812,-0.0374923562484619,-1.4697363892146,-1.53317905443293,-1.81464792778034
"Wife-Husband",-1.31915423235995,1.03786926686056,-1.87894453130932,-0.813632060782331,1.26313838758681
"Fiance-Fiancee",-1.50405188785735,1.06698872199866,-0.904149270547544,-0.776232141417593,1.34582889177976
"Siblings",-0.273239710368976,0.356010259353992,-0.901809008996359,-1.56439957802238,0.571821974931447
"Divorced spouses",-0.698140993049284,-1.93876830202559,0.218957005973896,0.433360649311566,1.22166847972455
"A person and their in laws",0.0995570627796687,-0.583398380539722,1.01190567327819,-1.00835687682664,-0.0575665360551132
"Cousins",-0.00840964079117286,0.0302765438939489,1.06056337568281,-1.60429823135764,0.170426084494775
"Employer-Employee",0.936494244045301,0.799335582275143,-0.903723755420478,1.29387563096699,-0.0844638482489258
"Interviewer-Job applicant",1.0186209306024,0.286440821291544,0.740825556217316,0.682794571846574,0.0716620394251557
"Guard-Prisoner",0.978095323388279,-1.78988673722444,-1.65509119605178,-0.491629514741677,-0.972547631675646
"Nurse-Patient",0.996297215944903,1.06989245680563,0.0387663613227105,0.323891887153217,-0.560173587017944
"Therapist-Patient",-0.158937892946734,1.35030380997016,-0.489258915236957,0.794345371388771,-0.50235997769621
"Salesperson-Customer",0.610452019220177,0.446501226561447,-0.523523496692925,1.80592980727839,0.554738103673438
"Business partners",-0.329339049709699,0.638521426433138,-1.0275540974086,1.60698176038483,1.16089316393727
"Opposing negotiators",-0.352815731747968,-1.12031609073158,-0.848001230104453,1.47171370311484,0.899745857468403
"Political opponents",1.53395360846741,-1.36407549456407,-2.01418291243179,0.0819462387969924,1.57472727260714
"Business rivals",0.301131007230343,-1.66226024015885,-1.01203052894997,1.08698936338014,0.845622881515818
"Enemies",0.0397485371375285,-2.29614325461992,-1.2462299747305,-0.486075493640356,0.799658963167146
"Teacher-Student",1.32561499114682,0.510539853388637,-0.0148846126750578,-0.362955794821763,-1.49951128981954
"Professor-Graduate student",1.1831898514831,0.491217150453662,0.413193942390698,-0.434175966873888,-1.0305249238076
"Master-Servant",-0.826775596259453,-0.600776877057379,0.633132455086388,1.0736352470066,-1.36505837894876
"Close friends",-0.132902891262922,1.48945643865461,-0.635235835198294,-1.28880783501314,1.31108049894431
"Casual acquaintances",0.226240315295081,-0.17371896326264,0.458162550028966,-0.849630106424065,0.492617781471323
"Teammates in sports",1.21382446951439,0.627318302695231,0.378566321535272,0.110152773229368,2.01579776170556
"Second cousins",-0.656079833744895,-1.04485315787901,2.01961937241729,-1.1316839124771,0.33124263739748
"Parent-Infant",-1.36433327996862,1.25191474638058,-1.64428425093893,-1.16961881778004,-2.2689745800828
"Grandparent-Grandchild",-1.09277469805057,1.1117908367096,-0.542551215986258,-1.27139539069522,-2.13493531501773
"Step-parent-Step-child",-0.365143682627771,0.242126016621402,-0.144855745268323,-1.22679307116879,-1.46683365674067
"Foster-parent-Foster-child",-0.615405553939681,0.539240648641916,-0.241077753143587,-1.04366758642259,-1.47314571039626
"Godparent-Godchild",-0.596800173274771,-0.375422996272359,1.46833525333775,-1.39013404169821,-1.47548062018615
"Step-grandparent-Step-grandchild",-0.255270432172998,-0.210710001069004,1.15477869747379,-1.45738865935525,-1.74308042303424
"Ancestor-Descendant",0.949156389764683,0.588252809834284,0.779340393303346,-1.57805431508932,-1.47956047058297
"Bride-Groom",-0.85768110956291,1.54076093197914,-1.11828254242211,-0.619391412857191,1.88629831340494
"Man-His Mistress",-2.58580193041498,-0.17746428305403,0.00722542676206561,0.624572527427694,1.09305394571804
"Man Wife-Man Mistress",-1.63037592941427,-1.01642840446704,-0.111290598440522,0.00659088768794286,0.238004068037306
"Brother-Sister",0.533271751796045,1.09909733226848,-1.1994153496698,-1.312862581323,0.855516934050511
"Step siblings",0.281980645513168,0.00382835213569764,-0.00971139239909818,-0.683380617436169,0.300971514083542
"Distant relatives",0.440024353589676,-0.878788156942808,1.68788496352978,-0.823749445730854,-0.324523261601803
"Close relatives",0.535902423909223,0.84520017827856,-0.720864070697783,-1.15238021629078,0.250960363250694
"Twins",-0.63088839628961,1.05790014503274,-1.07988387828822,-1.14464494070119,1.09924592037433
"A person and their family friends",-0.39297552730901,0.899888200646429,-0.165647483328533,-1.07250725637431,0.596890665116521
"A person and their deceased spouse",-1.16529439940988,0.225167271694401,0.316097688942386,-1.6373060154854,0.0416363904931176
"Manager-Staff",0.127414556198711,-0.392022767819634,0.0953667759919137,1.50092509395631,-0.679066666223183
