"","V1","V2"
"student and dorm resident assistant",0.259726741375851,-0.0949275108318369
"long distance lovers",-0.405284170678133,-0.0987949259615266
"business rivals",0.0640699712614749,0.37978696396704
"uncle and niece/nephew",-0.415482036420829,-0.377399077207907
"native and tourist",0.109694501208583,0.170302334942482
"driver and passenger",0.243096150582021,-0.00921459497657184
"police officer and offender",0.183014637414274,0.233495147266038
"a person and their social media follower",-0.0364418264606188,0.251650023337356
"union leader and union member",0.334113825531265,-0.0908613376220331
"alumni",-0.148014520963031,0.329106106084499
"childhood friends",-0.417416265001602,0.135769219280724
"sugar daddy and sugar baby",0.0253857519600588,-0.0610694543892368
"a person and their deceased spouse",-0.363786808401072,-0.211654254796217
"intern and employee",0.351211738199904,-0.124160723899742
"peers",-0.269040751071473,0.304526356862204
"close relatives",-0.491543922626777,-0.301865224432184
"mentor and mentee",0.222237410538833,-0.100450726730588
"groom and groomsman",-0.351592628375477,0.113731329054378
"criminal and prosecutor",0.167680227722696,0.251732143360059
"religious leader and congregant",0.228711827490038,-0.104513469496674
"friends",-0.380825250987019,0.204329690743417
"nurse and patient",0.289237839889085,-0.161120507234294
"teacher and student",0.277841598568217,-0.128901096225694
"representative and citizen",0.241426293185831,0.0191380421053184
"parole officer and parolee",0.288143167764145,0.0132065720162845
"employer and employee",0.408449145014151,-0.174861418828875
"supervisor and subordinate",0.379453851645266,-0.146719351590684
"reviewer and writer",0.378964822330921,-0.148945290479212
"strangers",-0.0966651862322885,0.317142524511767
"teammates in sports",-0.206068048495256,0.278188899457387
"a person and their in laws",-0.388178202790547,-0.185753204572211
"divorced spouses",-0.178962822670738,0.186068642179194
"bully and victim",0.0589212779164353,0.354905753269792
"victim and criminal",0.122923888851999,0.31610610593022
"guard and prisoner",0.216296264849169,0.136149084948235
"competitors in sports",-0.0132241150100453,0.444043348518333
"fans of opposing sports teams",-0.0119326600499563,0.458262030961153
"companions",-0.360708193257171,0.155107867792745
"distant relatives",-0.421919181346862,-0.168309792603379
"entrepreneur and investor",0.35550983203617,-0.101927508135688
"sorority sisters",-0.291200064278139,0.256781829160733
"diplomats",0.0475494399779118,0.168443210916221
"dealer and buyer",0.371403260464946,-0.139515459039262
"mother and infant",-0.406412086129848,-0.383484701966218
"cohabitants",-0.262345893569278,0.246594643357756
"casual acquaintances",-0.219161143237584,0.326086280220077
"second cousins",-0.481789658670607,-0.231601861388929
"team captain and team members",0.188503457172798,-0.0406261106350422
"predecessor and successor",0.187598419904463,-0.0418443396849115
"life partners",-0.396772814779205,-0.129453902404431
"romantic lovers",-0.367345860756964,-0.0480514584114085
"interviewer and job applicant",0.381433848149007,-0.111961262373911
"officer and soldier",0.382891440645973,-0.122156318973513
"ancestor and descendant",-0.341002367730624,-0.206399089225052
"reader and writer",0.200186136237208,-0.00631956489636066
"soul mates",-0.402774048712291,-0.146593944963822
"a monarch and their minister",0.329100623468699,-0.141176043192772
"professor and graduate student",0.313484848018747,-0.163145084426136
"director and performer",0.356281760877198,-0.139722474998136
"athletic trainer and trainee",0.311796052497778,-0.0878418220767892
"godparent and godchild",-0.398017454932565,-0.359833802562776
"defendant and plaintiff",0.145090080088098,0.322427789385576
"doctor and nurse",0.321095074374695,-0.13120043651161
"twins",-0.493338893462795,-0.288133817815606
"patient and caretaker",0.310744479220204,-0.166355230275777
"psychologist and client",0.307721026809593,-0.162271658175656
"therapist and patient",0.296772474296998,-0.16114777070043
"parent and child",-0.435525345109821,-0.366713713854694
"criminal and their accomplice",-0.0823094437883565,0.188895819618137
"business partners",0.105915942636904,0.0649434193794398
"man wife and man mistress",-0.145910627864213,0.273225293010854
"neighbors",-0.23392560713928,0.309510392402793
"ex lovers",-0.159569289135101,0.292950034976751
"brother and sister",-0.502775287188095,-0.323798112683187
"landlord and housekeeper",0.417168678617873,-0.158926598366686
"politician and supporter",0.245199965469641,0.00771371867776551
"fraternity brothers",-0.285393978966476,0.234504876899345
"aunt and niece/nephew",-0.431840916028276,-0.356875852530633
"fans of the same sports team",-0.230532789499168,0.326955919881666
"roommates",-0.28043310541982,0.221391177778233
