,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap,k3
演员-编剧,0.5881427041843318,-0.3011211743182679,0.3920252625218132,-0.4921593179057996,1.187315137252112,-0.4371716787733881,0.6566108452587981,-0.5748320304512977,1.1549572039253344,0.5997262032000551,0.2942017779663116,-0.4672828505043624,-0.7758623362277248,0.7288205275975639,0.929879409745351,0.7185851154623838,0.391618327758507,0.2341246784232769,0.0720421852595991,0.0815443514483881,0.6649378289707463,0.0618772212552636,0.2603063993181879,0.074834786207396,1.0404387181265566,1.2719665602121204,-0.2137231400899819,-0.3700987616117422,0.865474996652049,0.354644404664409,0.071299609853955,0.474647054548722,0.2870670974789981,1
小偷-失主,-2.565766290074287,-0.4961506136984336,-1.8750854699486583,-0.4995321741756859,-0.8859996974692894,-1.597760281727293,-1.5370078723623146,-1.6084196819398946,-2.415365603609423,0.4579673882634933,1.5636224630008102,0.2137981391580569,-1.3569959603137889,-2.869021442537408,1.1394533086375895,-0.0083015095101491,-1.4920168667664009,-1.6869478947929124,-0.5900324933687202,2.465345957434905,-2.6160616067153413,2.6736108411439954,-1.123566547938281,-2.1123629649308167,-2.1555157449398017,-1.1168085872155,-1.7009437961045466,-1.7894347750973418,-1.345321899324929,-1.265237520980502,-2.691039099841752,-2.279225655592314,0.0113763751148874,0
嫌疑人-警察,-2.2286844174210594,-1.2197294032049195,-1.0230132747791745,-1.4033730549130004,0.9331308819576742,-1.3188488976461157,-0.55093786325489,-0.8921164530195133,-1.596972938105819,0.8480648897009613,-0.2012653397639772,-0.5190267955953298,-0.977594013249527,-0.8737913402916506,-1.0312015341279557,-0.4803567498509841,-1.1768347998819422,-1.460344693758587,-0.4640447580533477,2.073071801334723,-2.2186763801075933,1.943954356846679,1.2232382670967443,-0.4430808925685012,-1.7655990842886582,0.9950888000163584,-1.8370852295677211,-0.8099203990726109,0.3045050706662914,-0.7423523502943448,-0.3345185876945859,-1.9863504046504232,0.1429347452217459,0
物业-业主,-0.0040714749850408,0.3198043879289555,-0.5756542019844295,-0.8444835428560982,1.065542927173752,-0.7273577075971838,0.9139019471059704,-1.158175964371408,1.3059437128136595,1.0768410785605065,1.7834355686344894,-1.2033156744484204,-0.7496164822128473,0.276736376946164,1.5273423760865883,1.9283603821636504,1.7721682573527513,-0.3568033060011929,-0.5713205758105762,0.5446733687841429,1.3161262521189694,0.1599193592281461,0.8560789048761449,-0.0243659861119875,-0.3739314686895269,0.7959764336544111,-0.5287756502261717,0.4269350840025817,-0.2594987651409139,-0.0222148226969536,0.0993809894112367,-0.2867790803438345,-0.7157696161822611,1
外卖配送员-顾客,0.4395513094318654,0.3643070088053719,-1.0605761392207096,-1.2442989932814297,0.9719358137220602,-0.8491865077326949,0.5688899167714581,-0.8706964076140641,0.9499193116775788,0.7217069946738954,2.369649219386352,-1.3037171910077718,-0.7882811506383068,-0.1410273304371901,1.5881892207239117,2.0947651061108803,1.7331514149558975,-0.6626477750639251,-0.7204024107820185,-0.0811116999611908,-0.0596935166010722,-0.5084714270889369,0.3105108102520561,-1.0155512129425048,-0.3351774701668397,0.975200768358762,-0.457527743743367,-1.3831033879671013,-0.6053644847859998,-0.2888982731488254,-0.0164428825001098,0.1174091947236204,-0.3408461361562608,1
图书管理员-读者,0.3838921131738973,0.1887574997260533,-1.2947441240005135,-0.7301707668089951,0.7161157423645992,-1.055859856688917,0.5528078670677363,-0.0963115629756585,-0.030795018522165,-0.3790106686729887,1.161942935232318,-0.9933038987600556,-0.6543493642536526,-0.0810570895021322,-0.2445964634326566,1.2001709093810458,1.4530619504797,-0.4895366824361496,-0.487916118428892,-0.7346557114425983,0.4332241027190334,-0.5370989654228157,0.5164183021006391,-0.5401684303457224,-0.1899890450794528,0.8750835706952027,-0.8387026642566754,-0.7704806812168927,-0.2869612673765405,0.1422658329043937,0.467770101799837,0.1044126681068494,-0.0721622673337524,1
同一球队的球员之间,0.5412385675176361,1.3528968423645693,1.207854463883895,0.2339476546241038,-0.4095038207731338,1.238940335515394,0.3074987599863316,0.8577291312408167,1.170636572156045,-0.2690325007790607,-0.3084990290458879,0.7219759006643289,1.146825853236881,1.005852065568572,-0.9528068035862488,-0.8715904111637673,-0.3736084700172367,1.0725529751375966,-0.5381912791502556,-0.4308815740141978,0.7406952829555237,-0.5273117728300365,-0.1814812479541468,0.9529929977649896,1.25421474002549,0.6803501202946536,0.7653944825009359,0.704543023101378,1.5112583947842886,0.9716280625910144,0.3814383243364278,0.6611157384292373,-1.2254561587546409,2
售票员-乘客,0.5124943371434298,0.597125443597774,-1.5891299628101292,-1.2038054610497606,0.6301480819492623,-0.8097878880487686,1.3639293763451188,-1.2883872930203222,0.2054843499545177,0.6408941009210297,2.056003819620252,-1.3775105318005103,-0.901759491490964,-1.0441519512484267,1.6570328530103828,2.155571102803735,1.7770815826788005,-1.048462760809754,-0.6007688395086388,-0.5501482872242741,0.6423207309071728,-0.7304938910561302,0.4279243519522313,-1.1223472251168891,-0.48423758658989,0.7764626300516705,-0.2249169828569982,-1.624714282006852,0.4653821309351856,0.3394093137315416,0.7105414487465984,-0.1597920842418986,-0.4083234251716675,1
受害者-旁观者,-0.9746837876379316,0.6192742134348842,-1.9415039754817744,-0.0488211551461063,-1.1146858456495516,-1.454425232912445,-0.7753611817008976,-0.6576600864620425,-1.8025352239398864,-0.765520229881293,-1.5623512813265676,-0.5556053912469031,-0.9195332075281272,-2.111882980070447,-0.8361174508323306,-1.097247120750939,-1.4667166498877706,-1.3285330768822063,-0.5347074443824044,0.4065838217942459,-1.8480338777281329,1.0311717765549393,-0.0412237219963126,-1.4410645659020571,-1.606807211165647,-1.1719180536616751,-1.9130206904635163,-0.9869210924973084,-2.132374639489716,-1.1413279714703557,-2.1642563035244637,-1.7323186789727691,0.0753170115177546,0
首领-反贼,-1.9753053698607668,-0.8434097821361559,-0.4030660333658893,-0.3600377335494379,-0.5660321646260803,-1.2754079388588058,-0.4926193684610914,-1.06021360622087,-1.332587009819964,1.3007069492201393,-0.4693495629687548,0.2132120483526401,-1.2359053529896318,-1.1966060045355695,0.5787505504199023,-0.1377590829975597,-1.2829941225997656,-1.2982875332917097,-0.655643497557112,1.8628866329486224,-1.6598764732183084,2.497420097968336,-0.5240363029530667,-1.1468936009596185,-1.8505372617936184,-0.1623029600403035,-1.824206575399795,-0.2947332163120277,-1.680198894792925,-1.431343540979991,-2.0625159429948003,-1.878152720008336,0.623538790957968,0
收银员-顾客,0.265132773325027,0.6845491937721374,-1.7592392393676433,-1.2919293166343893,1.1635945424127232,-1.465892036817633,0.9002495595877029,-1.1282094534810445,-0.1464303592236566,0.493430797485081,1.5312289526968996,-1.4771315418707078,-1.141704657992667,-0.610571061753636,1.3445041986299222,2.1655026546135026,1.513651755582178,-1.0110061328151956,-0.5038710600609693,-0.268937884873566,-0.456698470264698,-0.773949026168069,0.4159875412324155,-0.4950256899368533,-0.8250189462307893,0.7932661831540302,-0.4174858502432234,-1.4437155284227137,0.4113108320205508,-0.1139123715770367,0.2513188884651274,0.1374038510571149,-0.6010460375070608,1
收件人-快递员,0.5497006540296688,0.803016716541912,-1.1238402170899526,-1.124214725284066,0.702532375743849,-0.7302807636415662,0.5710496164918619,-0.7561586648210374,0.5032834618364194,-0.0030569316171508,1.9731689861288235,-1.303081041518179,-0.8952963220229047,-0.655477013738015,1.0596322678509262,1.8487203986122756,1.659133778697923,-0.8902169509546835,-0.6581496474497169,-0.3004084668883829,1.0238365944914318,-0.7406725713526203,0.7959550740400211,-0.5357847344795716,-0.2486132755719538,1.159875348036442,-0.530141028224971,-1.2839689482608383,0.4771345395066892,-0.2250613365000345,0.1199559132414512,0.36032466657133,-0.6424830241390382,1
施害者-受害者,-2.421458807295175,-0.0302132929817414,-1.1773601726207144,0.1671565985868108,-0.9819120745692828,-1.2484968423670824,-2.0402073204530726,-1.2364628079526487,-2.09977616912704,0.6588332594671916,0.2376481078940675,0.5739133691630258,-1.3807143657555718,-2.561495224558716,-0.3584743390360714,-0.669894081199956,-1.3015716716210362,-1.5396650018010691,-0.2662749746773832,2.3844975889912057,-2.6022767124909096,3.4529437108013568,-0.8904935363550625,-1.9826743627757997,-2.153426076452787,-1.0145233700808811,-2.489171008502348,-0.8980062242546911,-1.253407622647318,-0.3856068993479887,-2.4259836541888475,-2.1129576921363307,-0.3070330134046113,0
胜者-败者,-2.35592385830787,-0.3300774337082549,-0.6223202676655374,-0.4571066526683975,0.2294212341904306,-1.0722678813484394,0.6673490843820116,-1.1186567158401872,-1.5086688038394538,1.0221579895160298,-0.68772650312098,-1.2826333793527034,-0.8690558539825838,-0.7880354577924494,-0.0422766048218699,-0.112010615342605,-1.121555953004496,-1.2297204522028498,-0.6103715341927898,2.034730880992728,-1.5941260029511883,1.1607049080317555,-0.1004365856985562,-0.3246542677565934,-1.3221249942666156,-0.2466591170127376,-0.1511965009436408,-1.146408251268157,0.7178034280796691,-0.3657577523040245,-0.1311876500147669,-1.3322546578043026,-0.3244494642966842,0
赛事解说员-观众,0.3715132894762949,0.3753608856037075,-0.7233422455122033,-0.7691852249387157,1.0101335168579728,-0.7015783847532518,1.1635416377874497,-0.6017287920115493,0.1357982689291365,-0.141364227581344,0.3396105379459,-1.3375391388711104,-0.7240223311193323,-0.1882128916778189,0.1254500779103428,0.1837902333125289,1.3186672799025982,-0.4787358292556579,-0.6835920811594401,-1.024264024428413,-0.8609071428456069,-0.8860822898739095,0.1400587376459403,-0.8824096141306367,0.1672152743181737,0.9014547672825736,-0.7284275004891156,-1.222162060924746,1.2063281696356116,-0.8022897455641367,0.1470754594126693,0.1389867613501834,-0.3776947505801028,1
人事工作人员-员工,0.155436500826187,-0.5963125686408944,-0.1846958887206752,-0.374550488613792,1.1900417414796534,-0.1715177217861171,0.7114300983181113,-0.1725761777636719,0.8973675829922293,1.0051271427949902,0.2511628197197852,-1.1780379074701386,-0.4969137373111361,0.5629711501048011,0.9754848521800916,0.3570850310149021,0.8458174593415291,-0.4377530350072556,-0.5662591554874716,-0.1392879519252008,0.5272186269073674,0.289918808667016,0.8602196645756026,0.1090305008958048,0.4615231520942914,1.2056445195742902,0.1470821789977118,0.3135327401755779,0.8268143172130238,1.0353089511812164,0.505624947006577,0.1352377632876532,-0.3981092660018801,1
前同事之间,-0.8802952569437158,0.9260559725729358,-0.2187712299730053,-0.0576082933514775,-0.3837121499257351,-0.2760111292607005,0.092352173464352,-0.3874066331536178,0.2046924626701383,0.3416122356934898,-0.9374975167800808,-0.1857993233733303,-0.5799616853444307,-0.783386832905061,-0.2605185050977885,-0.2116326628171319,-0.8590749331222787,-0.6676423176132517,-0.1203173497472773,-0.6968229588426265,-0.0282517946274058,-0.6633146010992946,-1.2131178706528,-1.3016257293085467,-0.2508511004490533,0.1186425216816442,-0.4991747280703822,-0.3574374234004523,-1.4392177441564515,-1.107489036578472,-0.0376532789194861,-0.4124099929054862,-1.051930774020176,0
评委-选手,-0.0863885685970413,-1.333970426575278,-1.005916945506096,-0.777817798368593,1.327305721427791,-0.9384190571789928,0.7124019631922929,-0.4057372489332808,-0.3166168352278295,1.0638677946800563,-0.9977786731726958,-1.0766836465526926,-0.9765961905948092,0.1640386777976729,-0.3584743390360714,-0.1497230174634981,-0.1915996875785332,-1.0519514219280794,-0.6383793936882297,-0.0439897106127276,-1.0781930826915491,-0.2300421098120269,-0.2875352201186624,0.1125539553688666,-0.8496184433983128,1.1325277932586408,-0.4354334452173407,-1.4328633547602814,0.3452605926010775,-0.4118471030253033,0.27240435631098,0.1755841233891688,0.8016365844820754,1
评委-观众,0.1418720430406653,-0.8371332486382816,-1.2517921016225917,-0.9071393177503696,0.8787395393364034,-1.006891141043471,0.5730293412355655,0.24903646595579,-0.5027383213360399,-0.2019341185586698,-1.113377228514366,-0.7294273490050225,-0.8036485789658233,-0.87222575227285,-0.5169279151398871,0.0630789647110865,-0.2828445967326697,-1.1431979549711742,-0.6916443407643792,-0.0887721753750852,-1.075194239069703,-0.4983230404838051,0.090866512416384,-0.5419244816611428,-0.243391684192055,0.3548317042649218,-0.5973325207986153,-1.3553478286000509,1.1861113609398293,-0.3309346873146143,-0.1638725231856085,-0.4008689596541676,0.0608537621333365,1
律师-检察官,-0.2421088695962457,-0.0854174238636299,-0.8709131808678864,-1.2130561386716503,1.2747070870947237,-0.973467095693188,0.4955372584105991,-0.2575476078830824,-0.1541857456603522,0.7610183397934271,-0.7687102788807566,-0.0034511953727542,-0.9522742633860596,0.4443343691245768,-0.413463617362734,-0.6212580867405971,-0.09220248631906,-0.4336432768623219,-0.5092843438289956,-0.1546037407075627,-0.0775327914797483,-0.1523448502154848,1.3797619031907882,-0.2354549325858562,-0.8202771164520353,1.1108776457262148,-0.1858817247095046,-0.0654894732938158,0.2856611196641857,0.2890402375861443,0.7863841440839215,0.2661810289499403,-0.1330518355459031,1
老员工-新员工,-0.2411238648170674,0.1854351842504869,0.0779812417945823,-0.2453654429870792,-0.0479486300525968,-0.0677909901540309,1.0123142100411286,0.4747501944157102,0.2021340575975279,0.7718991585318689,-0.2662158263615571,-0.884676434363291,-0.7186902163081834,0.5728119890801191,0.0709299913782763,-0.1316284954606659,-0.3351002827743283,-0.2682400279429107,-0.2873397093399201,-0.0758877099889122,-0.1152182596609513,0.215506486802523,-0.5267692043547085,-1.102427391317817,0.725550393642403,0.95610925361361,-0.9336557394701506,-0.5104285934535387,0.3340856914254106,0.7067926493698241,-0.2078580173995605,-0.5162881133392645,0.9051153024712648,1
老板-员工,0.3131131938061564,-1.527772162649993,-0.1201573439469883,-0.7885814009609564,1.155827173078788,-0.3067329255207996,0.9517315260794952,-0.9751191289656288,1.2887861549854414,0.9252197862099116,1.786057900420997,-0.6214263424684573,-0.4596383050665301,0.3303198003903347,1.4066589740436564,1.4543545003338032,1.290142696759703,0.353710650209458,-0.4206213172648083,0.1130307637358482,0.6001048071259583,1.0321142469527624,0.9155597000883534,0.5307038715572917,0.4513069950466633,1.0761614442443952,0.402451342409523,0.447441836955024,-0.1602006813377533,0.3394093137315416,-0.090775856472568,0.3376836586642849,0.7884923028837836,1
客服-顾客,0.6319843714466722,-0.0764124947126835,-1.9432862251830207,-1.2615203805523696,1.020095861543864,-0.838976690549102,0.2104568953172934,-0.7033523028839925,0.485020561340421,1.1991526409946824,1.4465074642097488,-1.41440720219688,-0.9756981502055628,0.2116830194101105,1.5275420375948323,2.3290450927300568,1.7130744968207046,-0.8115947007413905,-0.395890294372446,0.5949992446327866,1.3852877485716824,-0.5223234617666201,0.5113128818997692,-0.2726632799633287,0.0940034511244868,1.033820212732515,-0.0610054228556751,-1.415180125354979,1.2022599103487996,-1.329921364198333,0.4298580943645912,0.0550668816427762,-0.5802462951976761,1
捐款人-受惠者,0.6850940382221916,0.3799636768354819,-0.8193855851480174,0.7581495749800806,0.1705117147537511,0.0218424355497817,-0.9920668014585436,1.0044808431819363,-0.3687557600334781,-1.052451449946869,1.2628255816073546,0.4665208864876023,0.8840757865287647,-1.1638531063851334,1.1580942986368927,-0.2264482493646256,0.0295755417140691,0.011475143758188,-0.7740841414816121,-1.2298282387414612,-0.5001684819749894,-0.8354395948027019,0.954628985723235,0.7005236347444849,0.0758374251699435,-1.071229329252498,-0.0004984899634257,-0.4897577864774773,-0.4803674001423371,-1.3501097359271073,1.0052902907594348,0.6349119153141164,0.7795368582783541,1
居委会-居民,0.5452161381361955,-0.0947793259093066,-0.1650985680473868,-0.1993796845446778,0.4345714492133682,-0.2214534870493893,0.8353428697762809,0.325001126982972,0.7053017586882854,-0.3241619823871656,0.6262352585813958,-0.8252506910290464,-0.08880517535637,0.0846577791686579,-0.3334713552450951,-0.0662355617337966,1.0447581417740284,0.1903314795093715,-0.6820583174251661,-0.0308552402813567,0.4804912359348354,-0.3515843084061388,1.0813076755631927,0.8689721603304388,0.4286271264009285,0.4454204794663878,0.0081988394834716,0.9313601931267484,0.1991834530498721,0.5985732781719636,0.2580661306928495,0.0027731650782522,-0.0862524153497873,1
教练-学员,0.5252502934626437,-0.9545888462593208,0.0717490503754993,-0.6046059086733793,1.1772462824541847,-0.2056960019915958,0.950542369948684,-0.6724746164628311,1.4963101164480994,-0.0142399953205492,1.280915463984863,-0.7130991656188296,-0.4710082557667742,0.8382318586845336,1.2449211726756166,1.0037563163720968,1.1124126017924334,0.0884669786444773,-0.2624643815487519,-0.1868447293243517,0.4145567447889604,-0.1260368765260944,0.324214247479663,-0.3650615435221327,0.5210492938251383,1.1180253020885949,-0.3003851486088189,-0.9180533430892336,1.067147256783218,0.5463386806878476,0.3465678365462595,0.492986980702893,0.6661039778982452,1
见义勇为者-受助者,0.466288658411061,1.0921850569100593,-0.5962396228597325,0.9956915034787004,-0.6342830009278364,-0.3871543949441235,0.5609530202989736,1.025870112660079,-0.5942723143133322,-0.901570763440476,-0.9908372066790012,-0.1005546121210343,0.8151814776989987,-1.55433221657288,-1.0761031888708017,-0.968908544289752,-0.7190245262323611,-0.2106013957809243,-0.2807234736234436,-1.0173931754472785,-1.3517999522700428,-0.5370989654228157,1.5101533070024644,0.4914544212568965,-0.2798527964137625,-1.2178426090334875,-0.1094450149585355,-1.528822230248291,0.5766467816501878,-0.7738405451486808,1.1894203106539214,0.7717984086741939,-0.1759513040590092,2
寄件人-快递员,0.3470135342414577,0.7526282651624856,-1.3855450431200835,-1.2448226165430465,0.6355998445691383,-0.984419607728874,0.5715660664250017,-1.251497214822049,0.8494105409678947,0.3121845668327039,1.990323184935082,-1.1892289931602138,-1.127970422873041,-1.065863429577771,1.3453956630396544,1.8942241561059447,1.4419538195442456,-0.6912483368480555,-0.6973959547679071,-0.4052365323321037,0.3958026353011213,-0.3656685604292959,1.1239032422370614,-0.5788677596321821,-0.2352329476609629,1.1953719216621732,-1.1357612991469797,-1.248118017411732,0.0045832984477438,-0.4512325481871233,0.2819928591570588,0.2427090410801861,-0.511997140745007,1
记者-采访对象,0.3053991174550113,0.183884770361889,-0.7418197192898752,-0.6963880749241834,0.8406616880632722,-0.9244188896203333,0.2772351736469229,-0.3452359187616396,-0.1777890956850782,0.3342484492745441,-0.8260218740338294,-0.603744780507418,-0.4981915861765532,0.758644801851405,-0.1228462197899117,-0.0469892323755475,0.2992840742169525,-0.8468405822448442,-0.6961850886619011,-0.5926716163909392,1.0165781041055746,-0.6091979508562881,0.3933704261843433,-0.5924796460615482,-0.5445334629120843,0.7430608924575421,-0.3562874936101676,-1.591493342223896,1.4659644072379283,-0.1688735002485104,0.1916832630864751,-0.4901385801865902,-0.5205309059868615,1
黑帮老大-小弟,-0.0197459595371994,-1.7448301070536736,0.3957580855072016,-0.4025666665472649,-0.4134354779145049,-0.6436747888408636,-1.5389624177770045,-0.8543803574028821,0.4221171670551587,0.8519051786674704,-0.0722498073466776,-0.1401055301741229,-0.8069663392927604,0.1580995959659397,1.1032291291075105,0.3866809708481833,0.49035726940699,0.1417120245058142,-0.741639139410429,0.6178651940063961,-1.5868130082804266,2.479004722431922,-2.105965768134303,-0.0207804160281538,0.9125170527291044,-0.0051019984616583,-0.1390703426978813,0.0726229728821078,0.376813254744138,0.4634664827563171,-2.5155938535812465,-0.3341738212824877,1.0990209001505042,1
管家-住户,0.4060311632484547,-0.9362555595002108,-0.0243541741210425,-1.090144305061558,0.812723153918512,-0.3832760494065603,-0.1713471623969554,-1.0313467481549323,1.3587889909245745,0.8619923376861665,1.3692614011773463,-0.6484002407070372,-0.4674626039741943,0.0997227672296385,1.6138597008388278,1.1024587757160895,1.468213270836105,-0.1420875500034686,-0.5915662571029942,-0.3142503196331115,0.723638432413632,-0.4862055639403644,-0.2331775109211679,0.2245957184967898,0.2437827915525088,0.771665806075702,-0.2725810875423589,0.2996086549208698,-0.4443973652992481,0.0949513975058783,-0.0873760115091706,0.4626502607486255,0.6167562662918645,1
冠军-亚军,-1.9406416294820648,-0.5144659426021977,-0.6121041205476326,-0.7625655925943304,0.8536589856067489,-0.3576621064867398,1.022426858056263,-0.3644364528833004,-1.211202001800104,1.1627716470589693,-0.7811693213053377,0.0444677259753564,-0.7628013479276883,-0.8860923890107983,-0.4978243020311123,-0.8083896269197877,-1.4432803378758037,-1.0735635387499594,-0.7330956278932524,0.953994649798454,-1.6501922954270272,-0.6454526589015827,0.1982304960523195,-1.3886355633428975,-1.6490254351201863,0.6935857271785808,-1.2631178837622647,-0.98797960283353,0.7073649533857238,-0.8763959725366761,0.702866213461337,-1.0806409910662824,-0.2306851087136618,0
官员-行贿者,-0.0669954874901004,-1.3772031215457912,-0.8267414422074589,-0.8995092367188005,-0.4949401866244508,-0.6069791929606163,-3.289413633729989,-1.4932164772099297,1.4607048844241934,1.3042532901422978,0.7498974841665745,0.1964057692742457,-1.2803396430825398,0.1824090085188861,1.706438748981351,1.6411103614114062,0.1820369612917269,-0.4304726263477916,-0.432216277552622,0.0993687277907517,0.2309751684533545,1.722568060398017,-1.1444049211258014,-0.9093378023588028,0.345995442814029,-0.3682569275923545,0.0147275434777311,-0.6254099572578807,-0.4074018689365098,-0.275798167748047,-2.845621661099593,-0.8220064086783953,0.2216937694663203,0
公务人员-办事人,0.3815945284724483,-0.3737709160232814,-1.090269640529565,-1.2666061956462265,1.1880214058440532,-0.9100069524275952,0.8794993390597547,-0.3781141134556655,0.0980516417070551,0.8173425779688905,0.8874079354066754,-1.4980012210636542,-1.1661435175437664,0.3805297138074808,0.2118408753680223,0.9012392692273704,1.3567118541936802,-0.4567437306110427,-0.74340886679613,-0.0258585897214808,0.914884524443285,-0.1989041039587852,1.3563186831767031,-0.7692228986787779,0.0750118771256908,1.1389088893734611,-0.3868866719266955,-0.8912657437190189,0.5100356060148379,-0.4561637864111485,0.3276175643355059,0.28356768663124,0.2029940011400947,1
高级员工-低级员工,-0.899158226387681,-1.0975323085641258,-0.5542453642741144,-1.1177567050574635,0.8559797259301966,-0.7651982340145955,0.4155829969127915,-0.1343823468017496,0.0806301214507097,0.7112774541319792,-0.3744349820388725,-0.7256693547979849,-0.5729457448034453,-0.1541092945392157,0.5165448982959199,0.2075865928307355,0.0846299819059505,-0.5391394667094205,-0.5593572186832382,0.2322578589373842,-0.5099122163516575,0.3688035809648152,0.0635374983999639,-1.0685636738593929,0.5019088979231967,0.8286660735052953,-0.5098654347803493,-0.1758879016041231,-0.626561401405184,-0.243877024841087,-0.1583091405182314,-0.4837634723701134,0.2826292214259181,1
法官-检察官,0.4253022257813517,-0.1754667153730934,-0.2920551237134727,-1.0067961757094763,1.4237303991513592,-0.4501423799880639,0.5547168873563079,0.4240688369831744,-0.227150069744723,0.6502318217292926,-0.7761857043355052,-0.0042276404568532,-1.008401787713943,0.9385631709961112,-0.7818351182192567,-0.850653525848375,0.4949144513292277,-0.6102654961494155,-0.2629025997585444,-0.4999807141020628,0.0402064227195133,-0.3026808737460706,1.5010436356636574,0.5025915650492279,0.082957777051624,1.1218926330672738,-0.2471947709164602,0.0762837511040679,0.3847014202799031,-0.2850315561922087,1.0987225326949677,0.5852841529273914,0.0883094219817242,1
恩人-受助者,0.646520111394614,-0.2422206466877177,-0.0577197003951288,1.5130778302456374,-0.5110978413061766,1.0408824095367375,-0.581150184343583,0.9245711479301424,0.0272487965626774,-1.038325474742576,1.0083051435051993,1.0258044081084583,1.1988715726512589,0.2579051418699381,0.5199465388067411,-0.0010258409678005,-0.334661443033668,0.465232712567064,-0.3189794196392458,-1.1732817853018604,-0.0696990229460689,-0.6464255315703034,0.8874566617098124,1.1053031115825176,0.2645945629095345,-1.0891011961906227,0.2201962447516028,0.3787200889726343,0.0345146775557854,-0.0424436058075133,1.1567851105426108,0.7982748492037113,0.5755290409291941,2
对手之间,-2.40198350277093,1.290248636717899,0.4968836536568113,-0.1720930945782226,-0.3276088586876735,-1.034548412815283,-0.2604347758636138,-1.018494720911663,-0.9634996592462496,1.1621893958890197,-0.0943362916447986,0.4271319720504846,-0.843028951542077,-1.5358829865510568,0.289136278461934,-0.1472614936797452,-1.1770429452134803,-1.4013889523920604,-0.4969111237877927,2.3214012882896684,-0.7802380464734125,1.695270690511975,-0.4679647052297218,-0.8753412860083848,-1.7196263775743312,0.1420707006539312,-0.5683302371004817,-0.1693602783485247,-0.2064329242639485,-0.5453141811556733,-0.2731532541519489,-1.5953711518632,-0.8447930176951636,0
对立球队的球员之间,-2.0621290638508927,1.521375151592189,-0.2422152974500671,-0.7952500272947326,0.7158611815208821,-0.8733837960567467,0.4879011772563143,-0.8158075412626006,-0.1841241939601126,1.2418469011874256,-0.1136415149572294,-0.1185604314211652,-1.1359543380982908,-1.4726853616352418,-0.3621773450457299,-0.0249562723187105,-1.0356081924332028,-1.235362250366309,-0.6137361147165925,2.144213046593569,-0.7802380464734125,0.1550512947385204,-0.9749650342239972,-1.07542494994574,-1.4033309121553024,0.5432147991252405,-0.6919784792591338,-0.4515167935717634,-0.2121697719263233,-0.6729469327463257,-0.212830290658529,-1.335578831437911,-1.3671265464395888,0
队长-队员,0.6887206467273485,-0.890164450964181,1.3594756023435308,0.0026225337144535,0.9072343669198396,0.7113943391298494,1.147834806243943,0.70903194103781,0.4370880898329899,0.1968897375080613,-0.3360255341070928,0.1730422862275607,0.2517546793209262,1.1422333919317136,-0.6815128896154843,-0.4374426370927263,-0.3638756314833147,0.6597782005771231,-0.2554298260757655,-0.3686112860217565,0.6761765721443118,-0.3504898266538279,0.1591890474574341,0.3513582972181637,1.1694504449459644,0.8453784680917291,0.2781465568113178,0.1150415141841832,1.6111233476262408,1.0315177303960787,0.5622559030353494,0.7265797243507525,-0.4557304465357882,1
同一团队的成员之间,0.3439300410196815,1.3432621274854264,1.136990078320016,-0.0381037199668228,-0.1413752881506308,0.6856559358459869,0.6850075220512953,1.2324843006334734,1.559556993327008,0.0390440140897615,0.4166522463141962,-0.2909035886274324,0.5774086542685052,1.2485495987186332,-0.2449823638267415,-0.2781297615036027,-0.6972338632478684,0.8342112564933885,-0.666720680082425,-0.1733912720420344,1.0644624735167572,-0.4495623148729997,0.2951834267296196,0.9541847826931394,1.1683028424448871,0.6616469075443182,1.039626158113703,0.3752580665624282,1.600674089384059,1.0825651779373742,0.4654851410614496,0.6695514871560903,-0.953289673516492,2
赌徒之间,-1.9002300965095689,0.7469064996212322,-1.294871379329561,-0.4409284994819042,-0.9042913083172802,-1.0706706400099018,-1.827358628722892,-1.3258723724798585,-0.9692238730447632,1.0765620832082383,0.9859381959144032,-0.807740794718114,-1.3250970916488505,-2.2517712192088686,1.497033759135167,1.028912865230386,-1.2827120113379131,-1.3905620730593269,-0.4366561199413102,1.7307403146946745,-0.9436295868394672,0.7606827723796894,-2.3414157350449987,-1.8545310291923809,-0.8610822099278183,-0.5926471206409789,-0.7817203875905281,-1.302958024712447,0.0786634617401464,-0.0262328686572704,-2.7383278525144594,-1.916068854023235,-0.6178158297440022,0
毒贩-警察,-2.629678695034732,-1.23110642819716,-0.7695613810221926,-1.3141712813115238,0.9418161746934404,-1.4420292512198818,-1.4466706136388845,-0.7424850781439477,-1.796497206360358,0.8408110105419999,-0.2970607688558174,-0.1631935004490311,-1.3881980356659562,-1.990140799765541,-0.9397574333370424,-0.6794305507017909,-1.356641756723458,-1.557025342800108,-0.7261540247855464,2.508758152177796,-2.512456587227646,2.9784606139034278,1.47735849018276,-0.7665937488978897,-1.857733685810787,1.1852411959462863,-1.3742090722811804,-0.3379565477470258,-1.3733077387909476,-0.6315396747967319,-0.8919393225531186,-2.1257488864237515,0.0205559388074766,0
