,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap,k3
班委-班级成员,0.7046492801617626,0.1796211321682453,0.6744755350828595,-0.220790057908549,0.0646016083810687,0.2321739002350947,0.6509315099002985,0.9802749073133344,0.4612639428090411,-0.96098949533388,-0.4471746951234213,-0.5423040837372402,0.3274332912896894,0.7378756614927892,-1.2693163698854746,-0.7954575963074508,0.7507355155318788,0.5379758080838687,-0.6835920811594401,-0.559819144693616,0.830882728175497,-0.3807835180124298,0.0947706572758724,-0.0850218800301646,0.9314663762851892,0.1863308849829494,0.4905571046780907,-0.0050869902166514,1.1474631240564632,0.8149242701386663,0.6191239141882176,0.3297825444679845,-1.1425299539949312,1
债主-欠债人,-1.6160865477757815,-0.8743834524552399,-0.3158358541283949,-0.6687323041126693,-0.0113449020664268,-1.0596128153584878,-1.137947768510196,-1.2557032582206282,-0.2223676916351381,1.1730386760224225,1.8914840521373608,0.0291750270610718,-1.059631910409296,-0.4835747392564656,1.8015246060838488,1.9952203007870173,-0.2433490200732765,-1.1020503453859107,-0.6086567672849056,1.9479774690692533,-0.0461566550754888,2.310718761008257,-0.9378756580588556,0.2800090743378478,-1.5685810448809034,-0.7521745235114854,-0.2568401640814522,-1.0204807555878554,-1.628253248906876,-0.8039479867541083,-1.7812956419442951,-1.163069104213195,0.0290128232813866,0
原配-第三者,-2.317012482346658,-0.5013407456616881,-0.7502185710069988,0.8949587084910348,-1.8798780640271056,-1.0045952877946116,-2.826158043703367,-0.9424153096412374,-1.737685217099377,0.478117052593941,-1.3318589964718188,1.0453708242277449,-0.736635936048932,-1.5800234015697303,0.0504154824514746,-0.222872073301438,-1.2128894740293428,-1.2999910632566505,1.3201702096000434,2.297940824232345,-1.267922119455399,1.768593397390842,-2.35880692578272,-2.266335902481429,-2.0209084164326265,-1.3372464530001995,-1.85031969560956,-0.5136584070435487,-2.1734832507389603,-1.419155468233697,-2.233103164033257,-1.5101558308228302,-0.5851462344917138,0
义父义母-义子义女,0.8158246400509409,-1.1162284760442749,1.252515617113518,1.497515610015427,-1.417169399996803,1.5253789488931282,-0.2675617849409468,1.397234571740229,-1.0628023247074176,-1.772793189036753,-0.924863610602172,1.5789839606053453,1.3278544425042835,0.7618622241010596,-0.9207790498535894,-0.9249946403740436,-0.8382739294149981,1.1446677249788406,0.2435680962092525,-0.5471549265790013,0.1436742170158338,-0.5421883055710608,-0.0867720786903462,0.8863688151816289,0.6060171894173548,-1.076651689251545,1.08353956834435,1.4010338129975992,-0.2172181978692128,0.4286434177669062,0.509296779567046,0.5883309577020192,2.294466365488825,2
网友之间,-0.2841775282560653,1.2982095161122134,-0.8265717684353954,0.4483306540023437,-1.0066176963570497,-0.2396487893022226,-1.7402269237624188,0.0349698871850823,-0.1631550186697481,-0.8323119867749161,-1.569020533447961,-1.0745694485461093,-0.3422738214515666,-0.453915544011409,-0.8738456460273559,-0.2336006014910024,-0.8475553899299555,-0.3287629558898696,0.1417342566941592,0.2765337347318422,-0.4005608919751579,-0.2662733646769146,-1.6328134430478225,-1.4734143759917515,-0.3726260708445517,-1.1119000517425612,0.5559505099513151,-1.1176335483753443,-1.5593312599474258,-2.6595770590633947,-0.644900587786269,-1.065830134522953,-0.7999435733405527,0
外地人-本地人,-0.5286820514743268,0.7754869314687342,-1.6489993942665977,0.3016011489746483,-0.9180715353238385,-0.5873910464352547,0.6268778542643006,-0.7674211886949341,-0.2405065686079213,0.0744737768130362,-0.2272758923725364,-1.0314037214519585,-0.644040608952098,-0.8039592329475661,0.2163569264969257,0.5900642693824919,-0.4108599798209827,-1.461613468680392,0.1316297878095584,1.0845409279622646,-0.5169735959911334,-0.3420075930734197,-0.5522762841033677,-1.8120563796266105,-1.455845202604571,-1.0589799036749414,-1.3466891240406846,-1.1621332022821431,-1.8296588733653163,-2.037264871795737,-0.5305776760345335,-1.2679217184607248,-0.3120461696867941,0
师父-徒弟,0.4317495297905196,-1.008883643482208,1.582009937390065,0.7378671668404324,-0.188785831066051,0.9642148252869356,0.4172058452795466,0.6577768323890572,0.0510936359586303,-0.4576333589120515,-0.5518146011937026,0.9894108741265852,0.9206388595195004,0.9812068065558228,-0.3686088817993473,-0.1235644149313666,0.3076902273572964,1.1723632689862356,-0.3233280217977241,-0.6184109413145118,-0.2749998418675538,0.2044905990357587,0.355675234437557,1.0709797056518064,0.900136828005796,0.3948730823854188,1.1064625126995602,1.1217038740313143,0.2324359219077103,1.0544829413589227,0.9300275937874554,0.960295040604488,1.9518623341910533,2
球友之间,0.5515689068959617,1.396106203346793,0.6040736908208053,0.5249611729290337,-0.1889070856515124,0.8254830061682454,1.0014276348819795,0.9425699360833324,0.8563025709594159,-0.53798402036516,-0.3047516151731329,0.1112701186929937,0.5280372208319404,0.6381323405394776,-0.8477073260013447,-0.4320783729979441,-0.7142578187045033,0.6254236796174875,-0.5385418537180897,-0.7390574066970185,1.01601475858309,-0.655850235548535,-0.9719284771110616,0.0987385867662837,0.9608378277971202,-0.4163382637022764,0.8827060212599507,0.0321800896680746,1.0134020523672875,0.2722505455376778,0.7012334815915634,0.6152020831449165,-1.0618253288546504,2
青梅竹马之间,0.884557506005819,1.660266395779067,1.6172922279670197,1.4943312223972711,-1.4900193103966284,1.6342575668034374,-0.2671163468736131,1.565833757255776,-1.6353896237992984,-1.7664404128789049,0.1239108939381147,1.2971137316196406,1.6576556178605335,0.6843414974670586,-1.3074670765376133,-1.206320490678178,-0.5809602474790512,1.5188910756295444,1.597114591706145,-0.9587420153039704,0.4330821456245081,-0.98088942634979,-0.6847120577737431,1.3074298353967,0.8594589467720675,-1.299224704410905,1.7118344708581508,1.4099560546450745,0.723141284457254,1.1420809617374572,0.9869749969243587,1.257276602776535,-1.3796599205738098,2
乞丐-路人,-0.7773962849573983,-0.3342764713232073,-1.910059998609784,-0.1644291541127461,-1.4041690429801763,-1.370597069135286,0.3680936970770156,-0.0138945913960982,-1.463870608894566,-0.8719749364719145,0.1000247701786652,-1.7613161140757876,0.0286026100405427,-2.865631820223688,0.8424220592326386,0.7162317608917697,-1.2723156889103742,-1.289060079314948,-0.8411863048561038,-0.7442594101795146,-1.8093299538685492,-0.9619482299719732,-2.208050146644869,-2.091064065714885,-1.609006268467217,-1.3119228722648115,-1.334265919336066,-1.592416146106756,-2.1558137599388467,-0.8929402639492695,-0.8759855046099044,-1.6658717907533782,0.054633339198936,0
旅伴之间,0.8110114453528527,1.5184387616516624,0.5328902141283075,1.033979799353401,-1.026372089238475,0.9099086197766592,-0.426731654334709,0.8653637240372574,0.7275679731204775,-0.5978750226519677,0.0163559708375485,1.1395342018018129,0.844508109160318,0.4157901812195603,-0.5242754586432619,-0.9080674070082866,-0.5437087376753053,0.831203790012074,0.8440365981775623,-0.2024507397718402,1.072640069810887,-0.8486282714669108,-1.0671028529079274,0.2322014732200724,0.8487911794367903,-1.0404633301274722,0.9895547754139304,-0.4955217614996481,1.3227145671619076,0.5698560673379355,0.1061934223851204,0.535964000638105,-0.8248057653197391,2
老乡之间,0.4308284863606382,1.0117483641364564,0.4861753533754951,0.910880646581814,-1.0902833603254385,0.7937737172907354,0.2990354367069992,0.598700241643363,0.5577862040272779,-0.7131571021890066,-0.2556671156890906,-0.1215359693563562,0.6064672693768828,0.2786195004537867,-0.8242247922771886,-0.2286833594041183,-0.6238967266504369,0.4998356649799204,0.1806837831040142,-0.8568742108445405,0.4447823987838018,-0.7697545150568782,-1.1219762820364636,-0.0150700636724199,0.1645451423625438,-1.0389785512695864,0.4800460827049283,0.8776735138972551,-1.5441428666798032,-0.305417786244787,0.2273524936738888,0.3581620566832673,-0.3324081892244551,2
老朋友之间,0.8603801159714398,1.6035940699269156,1.7918338820424164,1.5111229700689357,-1.4817352101560308,1.505802503769514,0.2280111048673739,1.5753345838469026,0.0594116031897766,-1.5374250851459876,-0.3176006539077787,1.5177600133933835,1.4736453812404913,1.0273494070845377,-0.9870160142294924,-1.037346171692538,-0.8001606979386836,1.2763088292466829,-0.5574400140153954,-0.8618319644132731,1.1609994107788744,-1.019643809108279,-0.2844519467424511,1.3867550402143425,0.839156100104834,-1.421505926698167,1.382578312413984,1.5089845104793622,-0.0371959182238971,0.9043168124486476,0.7433761052969461,1.314730230652929,-1.261148970520175,2
干爹干妈-干儿女,0.6299785435327089,-1.0404992262335668,0.6801313274849631,1.6118634311749414,-0.831152206645568,1.4821616372733877,-0.3092392945453485,1.3298785695863753,-0.7937642761772853,-1.44074733433832,-1.3105653603279896,1.4971566673875905,1.5479222405876132,0.499415731722538,-0.9652800869872036,-0.631271379717524,-1.1493901201760943,1.3540518377886732,0.4678133762997392,-0.8499000962855897,0.2583885106921894,-0.6372440457592518,-0.7875660809685454,0.7174486245654903,0.753839026665415,-1.092879476784924,1.3809330440945753,1.616080674208784,-1.0216587593207018,0.3635175894934415,0.3537538724916221,0.8348584786490613,2.1862871718078334,2
搭讪的人-被搭讪的人,-0.488160308176888,0.8202104090244379,-1.6756193238391648,0.4306340250343111,-1.3099057282424589,-0.7712837235144235,-0.7903124072653018,-0.2788267319371799,-1.2049887323380508,0.116459363097162,-0.4424613536770851,-0.6188227467751652,0.2543784183549836,-0.8641767274996732,-0.7075354395232702,-0.476780573787796,-1.0400963261444975,-0.8540515346961821,1.20795690240078,-0.4120514647050306,-1.3029358515154088,0.5688537975612197,-2.74629001676974,-1.5754328993467133,-1.5036939672494622,-0.9987583090913252,-1.0816792645763535,-1.533633538768581,-0.7776905626442527,-1.248522449785585,-1.2789562895459936,-1.9946930026378469,-0.8516179331404304,0
报案人-受害者,-1.2677881468239427,0.3226131087416329,-0.6734883207517955,-0.0791261645839633,-0.1718381709288645,-0.9269189195415224,-1.068637605233136,-0.3017264515318216,-1.4989210484579274,-0.2182553466663325,-0.2504141140181862,0.4807399590711836,-0.5301272470775522,-1.088528166080229,-0.6009725089054134,-0.7032717244563786,-0.4163237947738632,-0.6766647170571964,-0.0512979817049428,1.117385577642517,-1.074502198233892,1.1046844675851464,0.95125926403678,-0.4873029236024433,-0.9436070882364926,-0.8057301516180125,-1.554795153687604,-1.0837761921214504,-0.7191884118803291,-0.7517133892699922,-1.2141696285031027,-0.8761223807114402,-0.0075311684149634,0
暧昧对象之间,0.6345632930503391,1.2048323160034873,1.2866585046865369,1.3435118104739932,-1.6089330087220697,1.562794786225766,-2.4156423208490065,0.754167036713578,0.369122200933761,-0.8384620147575136,-0.5800657188756293,1.2467651501412615,1.5065790315446463,0.0327373738870628,-0.312987660774338,-0.5812972032474237,-0.3616187413884923,1.4535937930331606,2.6155337112641464,-0.4987934436538178,0.1416442305641223,-0.640921504447016,-1.939889452188366,0.3772178632773234,0.3706674620840515,-1.347398196819232,1.363525414952857,0.2562484074749909,0.690721790936637,1.1055167434985766,-0.7666650351959402,0.5426288860826034,-1.1460328339844088,2
子女-父母,0.9650336756916804,-0.8701382715697937,1.683801593288826,1.6129386042721272,-1.138975877124245,1.819058389672232,-0.0448427512743012,1.802793009553557,-1.5192461554236636,-1.960132502968185,-0.2115419016534933,2.2171074764892573,1.7012820117699337,0.7845071798944043,-1.1546501606661392,-1.3698380582570566,-0.878446573102838,1.9256530654177324,2.912195907235584,-0.5384974050575453,0.2203830989941408,-0.4183476952970965,1.0929303596851183,1.8541900046916853,0.5510361471782722,-1.3646896285989023,1.4337644379067045,1.860254581613511,-0.0018186909725868,1.4305320167330755,1.084659828104826,1.3049251587970807,2.270968380746235,2
亲家之间,0.5223802032908206,1.4632346307697746,1.06169370610047,1.5078648697744337,-1.1744470341984006,1.0949296029380626,-0.0786960443916309,1.1969329752730409,0.2586199867363707,-1.442347454741032,-0.7821144900409953,1.9831611968021337,1.4577013124424476,0.8761722518925937,-0.9084995014161724,-1.3938966932183048,-0.7254196121082448,1.0898459074051574,0.4554831188281241,-0.7594652665129646,1.3038843205726718,-0.7557520977177911,-0.1799391719281416,0.7313925082248414,1.0578526221850142,-1.1400125730875736,1.14590266789397,1.571589992006402,-0.4777380116304159,-0.1512227983514057,0.9474131646230092,0.9476819240643624,-1.0589653642871102,2
婆婆-儿媳,0.165199561182927,-0.9750783227332134,1.0751318688478675,1.5385841011225967,-1.1260947998270592,1.1128423351045351,-0.1976861089870978,1.0048963182005766,0.2870904185237136,-0.941664931882734,-0.8933007031265666,1.3647452292715878,1.0903778476744088,0.0944769231726903,-0.9051337788486328,-0.8737361168016803,-0.37718350066313,0.9181469119264506,0.2186018309791242,0.8766942903571994,0.5557614667132489,-0.0536116513395294,-0.2693795814364256,0.7505858539677128,0.1583807636501627,-1.4565428711063932,0.929312643103266,1.4375702813557316,-0.0515380373798336,0.8922254704384357,0.4959098900236691,0.3273018178757396,2.24320568122354,2
罪犯-旁观者,-1.8110547422065209,-0.4657386489605553,-1.9291470442197995,-0.440479106337835,-0.9617796321900828,-1.5594264896023915,-0.3972733501484007,-0.8612463875822484,-1.7766975103229876,0.0880815501236436,-1.0695071602742134,-0.8024191595647916,-1.416261797829898,-2.5368384557927794,-0.8804032913447699,-0.6408639460987816,-1.3913248471512445,-1.5440330876008277,-0.5179455978578374,0.7537175157223528,-2.3529323022548705,1.0826388556708482,-1.3165777094292477,-2.418776878957733,-2.0562629414006914,-1.2207764463276578,-2.5761370942440585,-1.608565214056804,-1.9160135276515875,-1.351685779816714,-2.0898846949501486,-2.132518237157349,-0.1636943130552647,0
罪犯-被害人亲属,-2.551049617879447,-0.1924156844061508,-1.2357051369301446,0.3047372882955593,-0.4009131499192363,-1.5849823510189924,-1.1851642036475247,-1.5132977697775385,-1.904012874228089,0.5060963007785054,-0.0560530521947222,0.5903118893391897,-1.2305732381784829,-1.7920459892234222,-0.4144579430505128,-0.8645402354963393,-1.5586732476823306,-1.7412689617899044,-0.5728437618639242,2.476041715559965,-2.3762224666798084,2.477826138397592,-0.345455332052667,-1.2848930689173257,-2.253704365453117,-1.2745634633874452,-2.4090962085727594,-0.2093105879849512,-2.034942792652353,-2.021594492550502,-2.2667863054649797,-2.023581833685206,-0.0316530917876522,0
主人-佣人,0.3212243182047866,-1.6246730306873505,0.221808534388108,-0.715462771193814,0.8266674312465766,-0.1123258368873723,-0.5749825803343529,-1.2087314991688085,1.0891759464056858,0.8970285740239493,1.011637047422173,-0.2872139215877956,-0.3820898892615263,0.0637722275386618,1.595001005846833,1.296798400635628,1.4909118781116182,-0.1617112687940486,-0.1411810476032117,0.0448445027037451,0.6052017428055795,0.3714424980787204,-0.3674200303205058,-0.2060348703595328,-0.0410550182209744,0.5627870687211176,-0.1440056940392566,-0.1015967054794199,-0.767496625644187,0.45995069254104,-0.7613505407005245,-0.1543277061134902,0.8057865330678421,1
主力-替补,-0.6375818923014459,-0.3762668474727284,0.8825182028018327,-0.6974617670666897,0.3668936204573302,0.2374700162523508,0.7969964622406324,0.3140998538748416,0.0312691473910649,0.0114508267007716,0.5636488840540035,0.4288889563550735,-0.57773097604422,0.6879634729232518,-0.0771774364629004,0.0076287293167802,-0.4888039019404669,-0.5663658838549718,-0.5623580607720353,0.0834439841655802,-0.027438179050169,-0.5748585858775375,-0.4003549959300377,0.1355238798485715,0.6834407857399933,1.0678052469511785,0.3718773278909532,0.2909143459056008,-0.3346683425993813,1.014976774526109,0.4744776777005292,0.1742424906048865,-0.7188977024280084,1
主管-助理,0.3563914309820651,-1.1207885168930916,0.3112784074168352,-0.98310090084037,1.1535832663823178,-0.2511312615976998,0.2759999252249064,-0.0938014014047074,1.011229661810486,0.974282387066886,0.9554604308435198,-0.778598506973729,-0.5349099924839161,0.94430366039838,1.5778567376722907,0.4735593748749119,1.3223974176982072,-0.1676380518770537,-0.6412602020934751,-0.2702561644747209,0.5051963496433473,0.758138102305567,-0.0184495436492961,0.1701287008010258,0.9286690951888148,1.0461171167037833,0.2541773635024709,0.4167763540784489,0.8935452579565774,0.7810290924608859,0.2651199142958561,0.479197562541862,0.9491847564892736,1
主持人-观众,0.4941292893597399,0.611003919569425,-0.2238905300672521,-0.3088069151255422,0.6486314055630025,-0.5576367220716411,0.8828562636251651,-0.4464791021233329,0.1236032047496947,0.6467697430397885,-0.6547744840187264,-1.0845733304717595,-0.6757793875898894,0.0511381807329755,0.2762014015140688,0.5820785127474769,0.8247531517898528,-0.6017465788172979,-0.7221721381677194,-0.9942414017064988,0.1014545998029679,-0.9637054190257152,-0.1240724897127574,-1.0731259583746644,-0.2593012204276844,0.5855766977026188,-0.33238188555038,-1.1406011116820791,0.1376140255453183,-0.6762634151262695,0.5810122592637066,-0.2851498861240684,-0.4810141912633193,1
主播-打赏者,0.2780769759895871,0.0390403343848174,-0.7755624744341089,0.2651323288714819,-0.7200627972653189,-0.4821147454025827,-0.3324795415366504,-1.4658328964359182,-0.0858034687315753,0.644956273250048,1.041007163431052,-0.9364276084257313,-0.0093318546776128,-1.4883347673365197,1.6830602014706129,1.7742597045317248,1.515925743329234,0.1566183173014168,0.0081353629981781,-0.4077298002734184,-0.498921948792473,-0.5012850903055353,-1.9369463276019825,-0.954101244260104,-0.3932873677701863,0.1791920337044941,-0.0179753283480578,-1.2444771366375396,0.0742313152183788,-2.582245838880014,-0.808891109641334,-0.7891890923049423,0.0564208170536484,1
忠臣-反贼,-2.590193963649394,-0.1944162184559544,-0.5983673319614038,-1.0601105441649656,-0.0200600753964676,-1.473739189558495,-1.843012595089176,-1.652809907615661,-1.9087913483555436,1.5670693919371936,-0.60251748688678,0.2747684893869056,-1.3283286763828803,-1.0809956720497391,-0.2023918236662477,0.1025599484486837,-1.2095981759743937,-1.5450216287572942,-0.799007802163566,2.5011316855337737,-1.906392952948012,1.992303088255008,-0.5113839816491685,-1.666158687831582,-2.1770122420608526,-0.1127829953992501,-1.6397795903401478,0.1419937517284012,-2.061944590063242,-1.3411037708436384,-1.6904029117509718,-2.321050226570107,-0.4426740865535384,0
中介-客户,0.3980393402568707,-0.1885001654599893,-0.9304121169380148,-1.3065414028036717,0.8582044885727732,-0.8042507847418385,0.5468833213445843,-1.2156221387753408,1.4795032667653143,1.710369774722472,1.5038190593628216,-1.1764236781402977,-0.8716808951203803,0.2598606932047766,1.6061165203775785,1.8551169404472103,1.505722719358891,-0.5143968630578498,-0.6897271360965365,0.2325968130104518,1.3977752409867554,-0.2072343261847061,0.4442589350425054,-0.1634562256140145,-0.3714210882184212,0.9604660944483088,0.6231068796700407,-1.0355337706680032,-0.0438889071633348,-0.2943704690757326,-0.2795734970962212,-0.2853851173750505,-0.587786201784828,1
政府官员-老百姓,0.3822257330607585,-0.808121716025885,-0.372270243736436,-0.2256206004301275,0.7579485743487936,-0.122527571888354,0.9576358664441476,0.4533301490102611,0.1148924446215222,-0.0502555053447915,-0.194265362824741,-0.9769580418156824,0.6675938060126292,-0.2051414777722646,-0.5831082891238565,-0.6887762908135894,1.377691225021358,0.0941670906084473,-0.4198805790976873,-0.3074054473967072,0.5807364515433954,-0.2949165721614963,1.7462239328395397,0.9252641351033742,0.1523499782844904,0.6026193767670456,-0.1243457219708875,0.8800061570455956,-0.0733380584968571,-1.2775921388202236,0.8191076518566199,0.8158891893070278,0.6498634648182833,1
明星-经纪人,0.7735274917710167,-0.5652235401455755,0.7284662211613738,-0.6054063902112528,0.899725909897036,0.7146329851619072,-0.424133265608598,-0.1566948940990926,1.6489817426231248,1.3128934662071945,1.361785975722598,0.3062548307107304,-0.4349032169148113,1.0381026916659957,1.5127307838923774,1.3013864532438846,1.5550921901831325,1.179780722375248,-0.3983120265844578,-0.4913620101073948,1.3559452171333084,-0.1377815076374294,-0.6623894364111931,0.7295333237369279,1.2317078806293744,1.1397322566140828,1.530370415163171,0.4958377739227866,1.479653922030156,0.8813432626292451,-0.0021370413554252,0.7761664720578191,-0.2548863261231245,1
演员-观众,0.543656306521074,0.4630023373619398,-1.2753678257408336,-0.0907763413946068,0.4166946109147044,-0.5449500622969713,0.967192537706935,-0.6142737486738314,0.364455722293668,0.4324176138924857,0.1577441158110878,-1.1456340428440168,-0.0067259339052468,-0.3740173037594211,0.988741196062412,0.5986470919341436,0.7936268758987596,-0.5946464393534053,-0.4688651583610662,-0.3982352344766947,-0.3668858300118728,-0.5810523576122053,-0.1996307847211179,-0.1582272692417578,-0.6741729730337112,0.1580812407246306,-0.3778393187225298,-0.5464179448850744,-0.6416931081963718,-1.4029876166314708,-0.1193049902958579,-0.0675306265459702,-0.3314618774190189,1
