,Parent and Child,Parent and Teenager,Wife and Husband,Fiance and Fiancee,Between Siblings,Between divorced spouses,Between a person and their in-laws,Between cousins,Employer and Employee,Interviewer and Job applicant,Guard and Prisoner,Nurse and Patient,Therapist and Patient,Salesperson and Customer,Between Business Partners,Between opposing negotiators,Between political opponents,Between business rivals,Between enemies,Teacher and Student,Professor and Graduate student,Master and Servant,Between Close Friends,Between casual acquaintances,Between teammates in sports,Between second cousins,Parent and Infant,Grandparent and Grandchild,Step-parent and Step-child,Foster-parent and Foster-child,Godparent and Godchild,Step-grandparent and Step-grandchild,Ancestor and Descendant,Bride and Groom,Man and His Mistress,Man Wife and Man Mistress,Brother and Sister,Between step-siblings,Between distant relatives,Between close relatives,Between twins,Between a person and their family friends,Between a person and their deceased spouse,Manager and Staff,Foreman and Laborer,Owner and Manager,Union leader and union member,Manager and Assistant,Chief and Deputy,Supervisor and Subordinate,Boss and Secretary,Entrepreneur and Investor,Intern and Employee,Lawyer and Client,Judge and Lawyer,Victim and Criminal,Drug dealer and Addict,Victim and Witness,Criminal and Police officer,Criminal and Prosecutor,Criminal and Hostage,Defendant and Plaintiff,Police officer and Offender,Police officer and Civilian,Parole officer and Parolee,Consultant and Client,Chef and Customer,Customer and Server,Customer and Businessman,Doctor and Patient,Doctor and Nurse,Patient and Caretaker,Driver and Passenger,Coach and athlete,Team Captain and Team Members,Club Member and Club President,Politician and Supporter,Leader and Follower,Representative and Citizen,Officer and Soldier,Babysitter and Infant,Religious leader and Congregant,Between religious followers,Prostitute and Customer,Guide and Tourist,Athlete and Referee,Slave and Master,Reader and Writer,Reviewer and Writer,Performer and Audience,Dealer and Buyer,Sugar-daddy and Sugar-baby,Director and Performer,Psychologist and Client,Judge and Contestant,Man and God,Between Co-workers,Between sports rivals,Between romantic rivals,Between criminal and their accomplice,Between diplomats,Principal and Teacher,Professor and Teaching Assistant,University student and Administrator,Student and Dorm Resident assistant,Mentor and Mentee,Athletic trainer and Trainee,Researcher and Research Subject,Between peers,Between classmates,Between roommates,Between sorority sisters,Between fraternity brothers,Bride and Bridesmaid,Groom and Groomsman,Predecessor and Successor,Landlord and Tenant,Landlord and Housekeeper,Guest and Host,Television host and Guest,Volunteer and Organizer,Celebrity and Fans,Celebrity and Haters,Native and Tourist,Bully and Victim,Between friends,Between Facebook Friends,Between a person and their social media follower,Between childhood friends,Between pen-friends,Between friends with benefits,Between political allies,Between romantic lovers,Between ex-lovers,Between life-partners,Between soul-mates,Between strangers,Between neighbors,Between church members,Between fans of the same sports team,Between fans of opposing sports teams,Superior and Subordinate,Aunt and Niece/Nephew,Uncle and Niece/Nephew,Between frenemies,Between half-siblings,Between adoptive parents and adopted kids,Mother and Infant,Between alumni,Between a monarch and their minister,Between confidants,Between a person and their significant other,Between companions,Between playmates,Between competitors in sports,Between a person and their crush,Between cohabitants,Between long-distance lovers,Between brothers-in-arms
Valence Evaluation,91.0,69.6,92.0,71.2,93.2,14.4,73.0,93.0,55.5,56.583333333333336,39.0,81.16666666666667,72.25,74.0,60.833333333333336,33.5,23.6875,38.625,28.5625,69.8125,59.75,45.6875,76.5,60.1875,72.4,68.73333333333333,82.53333333333333,77.26666666666667,65.13333333333334,73.4,76.53333333333333,68.26666666666667,29.0,56.333333333333336,49.44444444444444,38.888888888888886,56.44444444444444,22.666666666666668,47.888888888888886,63.55555555555556,81.71428571428571,70.57142857142857,79.28571428571429,62.142857142857146,31.714285714285715,54.285714285714285,53.714285714285715,56.42857142857143,82.1,69.4,66.1,75.3,74.7,76.2,40.9,29.1,40.666666666666664,61.166666666666664,28.083333333333332,39.916666666666664,39.25,27.25,36.416666666666664,64.66666666666667,32.5,44.6875,59.25,60.0,47.0,63.3125,71.0,72.1875,68.42105263157895,66.10526315789474,71.78947368421052,53.31578947368421,52.578947368421055,53.78947368421053,65.05263157894737,62.1578947368421,76.76923076923077,55.53846153846154,54.07692307692308,52.30769230769231,66.46153846153847,57.69230769230769,34.84615384615385,86.23076923076923,37.15384615384615,56.23076923076923,44.23076923076923,66.6923076923077,50.61538461538461,63.23076923076923,44.53846153846154,56.76923076923077,73.63636363636364,64.72727272727273,73.81818181818181,52.72727272727273,53.54545454545455,72.0909090909091,61.81818181818182,67.9090909090909,57.294117647058826,62.0,67.76470588235294,80.41176470588235,81.52941176470588,61.23529411764706,82.41176470588235,54.11764705882353,44.0,57.55555555555556,79.77777777777777,56.44444444444444,76.33333333333333,55.888888888888886,81.11111111111111,61.888888888888886,61.0,58.72727272727273,38.54545454545455,62.09090909090909,28.181818181818183,64.0,59.09090909090909,56.63636363636363,70.16666666666667,51.333333333333336,29.916666666666668,24.5,66.66666666666667,41.333333333333336,72.16666666666667,73.25,41.46153846153846,56.69230769230769,67.07692307692308,47.53846153846154,42.84615384615385,53.53846153846154,60.23076923076923,58.61538461538461,61.30769230769231,64.92307692307692,47.38461538461539,64.53846153846153,63.76923076923077,34.15384615384615,71.84615384615384,83.3076923076923,46.42857142857143,47.42857142857143,37.357142857142854,54.714285714285715,61.07142857142857,59.857142857142854,38.785714285714285
Equality,40.0,22.4,94.4,80.0,91.6,68.2,60.8,91.2,41.166666666666664,38.666666666666664,31.666666666666668,49.333333333333336,47.583333333333336,43.166666666666664,56.833333333333336,50.166666666666664,58.3125,47.5,48.875,44.1875,52.8125,40.375,64.5625,59.0,64.26666666666667,75.66666666666667,40.6,43.666666666666664,41.4,50.733333333333334,41.46666666666667,44.2,34.77777777777778,54.77777777777778,43.44444444444444,37.333333333333336,54.333333333333336,32.888888888888886,55.111111111111114,42.111111111111114,81.71428571428571,33.0,45.57142857142857,25.571428571428573,25.428571428571427,24.857142857142858,34.42857142857143,29.428571428571427,35.5,33.7,26.5,89.8,40.9,40.9,52.9,32.5,25.75,42.833333333333336,33.5,34.916666666666664,29.166666666666668,50.583333333333336,36.166666666666664,59.916666666666664,25.5625,44.125,43.4375,39.0,47.5,44.875,51.9375,57.4375,50.578947368421055,41.78947368421053,59.0,33.526315789473685,31.210526315789473,28.0,40.89473684210526,39.94736842105263,45.0,25.53846153846154,46.92307692307692,45.07692307692308,36.15384615384615,36.76923076923077,27.46153846153846,44.46153846153846,54.46153846153846,27.076923076923077,45.46153846153846,29.23076923076923,28.384615384615383,31.23076923076923,17.46153846153846,36.61538461538461,71.45454545454545,74.27272727272727,73.72727272727273,59.0,65.45454545454545,58.36363636363637,57.36363636363637,56.09090909090909,35.411764705882355,25.058823529411764,40.64705882352941,29.058823529411764,74.47058823529412,69.17647058823529,67.52941176470588,68.58823529411765,37.666666666666664,40.55555555555556,50.22222222222222,43.888888888888886,28.333333333333332,31.22222222222222,28.666666666666668,29.555555555555557,40.54545454545455,38.54545454545455,48.36363636363637,49.81818181818182,50.36363636363637,50.0,51.36363636363637,51.27272727272727,76.33333333333333,42.166666666666664,39.333333333333336,39.166666666666664,56.166666666666664,29.166666666666668,47.333333333333336,55.583333333333336,52.23076923076923,54.15384615384615,53.76923076923077,52.15384615384615,51.15384615384615,33.69230769230769,52.61538461538461,60.07692307692308,72.84615384615384,60.76923076923077,53.61538461538461,51.23076923076923,40.07692307692308,58.61538461538461,44.07692307692308,57.38461538461539,51.285714285714285,54.214285714285715,57.5,44.57142857142857,62.214285714285715,56.714285714285715,36.714285714285715
Activity Intensity,98.2,73.2,93.0,66.4,85.8,11.2,62.0,74.8,37.25,30.166666666666668,24.416666666666668,49.666666666666664,53.666666666666664,35.75,51.166666666666664,26.083333333333332,51.0,44.625,55.875,64.875,62.6875,47.8125,74.25,64.8125,67.53333333333333,68.2,85.26666666666667,70.8,55.06666666666667,75.4,64.4,63.53333333333333,28.22222222222222,58.55555555555556,57.666666666666664,37.888888888888886,60.111111111111114,55.22222222222222,29.666666666666668,61.44444444444444,71.57142857142857,59.0,66.42857142857143,34.857142857142854,32.142857142857146,25.571428571428573,28.714285714285715,33.857142857142854,79.3,66.1,81.6,60.2,56.2,54.5,57.7,56.4,59.083333333333336,46.416666666666664,46.916666666666664,42.833333333333336,46.416666666666664,61.416666666666664,46.416666666666664,57.25,21.5,34.25,36.0625,37.8125,37.9375,58.5,64.6875,53.5625,30.68421052631579,44.68421052631579,47.63157894736842,34.421052631578945,38.63157894736842,43.1578947368421,35.0,30.63157894736842,70.0,44.07692307692308,42.46153846153846,20.307692307692307,49.76923076923077,44.61538461538461,22.384615384615383,50.61538461538461,43.92307692307692,43.69230769230769,33.69230769230769,51.23076923076923,47.0,62.15384615384615,34.84615384615385,50.76923076923077,66.81818181818181,57.36363636363637,68.81818181818181,57.72727272727273,63.36363636363637,68.72727272727273,65.0909090909091,67.72727272727273,38.35294117647059,43.529411764705884,68.41176470588235,56.529411764705884,84.70588235294117,58.470588235294116,72.23529411764706,47.11764705882353,55.44444444444444,52.666666666666664,52.44444444444444,48.77777777777778,30.11111111111111,33.0,70.88888888888889,59.22222222222222,50.27272727272727,45.72727272727273,43.72727272727273,40.63636363636363,38.36363636363637,49.0,61.36363636363637,48.36363636363637,59.0,44.166666666666664,48.333333333333336,34.666666666666664,69.83333333333333,36.666666666666664,71.33333333333333,66.66666666666667,23.076923076923077,44.53846153846154,44.61538461538461,54.38461538461539,34.61538461538461,45.61538461538461,58.84615384615385,57.23076923076923,52.0,56.69230769230769,54.23076923076923,72.15384615384616,39.61538461538461,46.23076923076923,63.30769230769231,86.3076923076923,53.5,41.0,44.142857142857146,56.642857142857146,48.0,56.214285714285715,34.857142857142854
Socioemotional,93.8,74.8,94.4,69.0,76.4,16.2,44.2,68.8,28.666666666666668,24.5,26.0,47.5,48.0,44.583333333333336,43.083333333333336,28.916666666666668,35.625,38.9375,38.875,65.4375,59.6875,37.5,67.6875,61.4375,56.8,46.06666666666667,81.0,77.86666666666666,50.13333333333333,68.6,70.2,58.8,28.77777777777778,58.333333333333336,50.77777777777778,37.111111111111114,50.888888888888886,51.111111111111114,35.333333333333336,63.888888888888886,47.142857142857146,40.57142857142857,48.714285714285715,20.714285714285715,22.0,24.571428571428573,24.285714285714285,23.142857142857142,49.8,45.7,49.2,38.9,42.6,29.2,37.8,19.6,41.083333333333336,61.583333333333336,32.833333333333336,38.916666666666664,46.416666666666664,36.75,36.333333333333336,51.083333333333336,23.0,31.375,37.125,41.5,39.0,50.75,47.25,42.875,46.36842105263158,46.68421052631579,42.578947368421055,31.57894736842105,39.78947368421053,37.31578947368421,38.63157894736842,33.0,64.38461538461539,28.923076923076923,45.0,38.23076923076923,39.61538461538461,47.53846153846154,24.46153846153846,45.15384615384615,20.307692307692307,42.23076923076923,38.0,49.30769230769231,39.84615384615385,55.30769230769231,22.076923076923077,49.53846153846154,61.54545454545455,58.63636363636363,76.0,58.63636363636363,63.18181818181818,60.90909090909091,59.09090909090909,60.27272727272727,26.823529411764707,30.352941176470587,35.11764705882353,38.294117647058826,77.41176470588235,51.76470588235294,53.05882352941177,36.8235294117647,42.0,63.666666666666664,59.55555555555556,40.22222222222222,49.888888888888886,44.22222222222222,49.888888888888886,42.55555555555556,48.45454545454545,39.90909090909091,37.54545454545455,47.90909090909091,35.63636363636363,58.72727272727273,45.18181818181818,54.18181818181818,77.08333333333333,47.833333333333336,38.083333333333336,34.666666666666664,79.66666666666667,53.333333333333336,73.91666666666667,75.25,24.76923076923077,42.46153846153846,60.46153846153846,50.0,44.61538461538461,27.384615384615383,69.23076923076923,75.76923076923077,54.23076923076923,58.61538461538461,65.46153846153847,74.07692307692308,42.38461538461539,43.84615384615385,62.92307692307692,87.15384615384616,43.714285714285715,26.928571428571427,24.642857142857142,54.07142857142857,51.42857142857143,56.285714285714285,22.071428571428573
Formality and Regulation,40.2,18.8,35.6,27.4,36.4,60.4,55.8,68.4,82.41666666666667,86.66666666666667,74.91666666666667,71.25,74.25,64.16666666666667,72.08333333333333,78.25,76.75,74.9375,60.3125,61.1875,64.5,75.4375,34.625,45.4375,76.2,46.46666666666667,53.6,39.4,46.733333333333334,44.53333333333333,54.2,44.333333333333336,47.44444444444444,36.77777777777778,36.333333333333336,63.888888888888886,32.77777777777778,33.22222222222222,55.22222222222222,30.333333333333332,18.857142857142858,60.285714285714285,19.857142857142858,79.85714285714286,81.57142857142857,82.71428571428571,76.85714285714286,78.71428571428571,75.1,77.0,70.7,70.2,32.3,57.6,95.8,55.6,51.166666666666664,39.916666666666664,69.58333333333333,72.16666666666667,49.333333333333336,68.66666666666667,69.25,63.416666666666664,63.5625,64.875,58.8125,52.75,59.625,57.4375,62.3125,53.4375,57.578947368421055,69.78947368421052,62.73684210526316,69.15789473684211,58.31578947368421,58.31578947368421,61.1578947368421,63.63157894736842,42.15384615384615,37.07692307692308,22.923076923076923,48.53846153846154,74.07692307692308,76.6923076923077,43.46153846153846,80.3076923076923,70.23076923076923,46.38461538461539,62.23076923076923,28.076923076923077,53.84615384615385,54.53846153846154,71.3076923076923,27.307692307692307,76.45454545454545,77.18181818181819,56.45454545454545,75.0,66.0,69.72727272727273,64.63636363636364,67.45454545454545,74.11764705882354,73.11764705882354,58.8235294117647,69.6470588235294,16.058823529411764,35.705882352941174,41.411764705882355,41.588235294117645,65.22222222222223,48.0,47.55555555555556,65.88888888888889,61.111111111111114,64.77777777777777,60.0,62.888888888888886,64.9090909090909,70.63636363636364,71.63636363636364,66.54545454545455,53.36363636363637,50.63636363636363,52.36363636363637,62.45454545454545,31.166666666666668,48.0,48.583333333333336,71.08333333333333,44.166666666666664,35.416666666666664,38.0,33.083333333333336,63.76923076923077,47.84615384615385,39.15384615384615,52.07692307692308,50.30769230769231,58.07692307692308,24.307692307692307,26.46153846153846,49.76923076923077,36.0,36.61538461538461,48.23076923076923,65.23076923076923,76.92307692307692,35.69230769230769,51.30769230769231,34.357142857142854,43.642857142857146,61.0,34.785714285714285,44.214285714285715,34.92857142857143,51.142857142857146
Intimacy,62.6,10.0,99.2,31.2,23.2,1.4,6.2,18.2,16.416666666666668,25.333333333333332,18.833333333333332,26.166666666666668,24.083333333333332,17.75,28.083333333333332,14.083333333333334,32.9375,33.875,31.8125,44.375,46.375,38.0625,58.3125,46.1875,40.2,52.53333333333333,54.8,45.666666666666664,42.93333333333333,48.2,51.266666666666666,43.53333333333333,28.0,55.55555555555556,44.0,55.111111111111114,42.888888888888886,36.333333333333336,38.111111111111114,31.22222222222222,33.714285714285715,31.714285714285715,31.285714285714285,16.714285714285715,19.142857142857142,16.571428571428573,16.857142857142858,19.0,41.3,26.3,44.0,21.6,30.5,27.2,25.6,11.1,42.916666666666664,43.583333333333336,33.583333333333336,28.5,34.333333333333336,35.0,34.833333333333336,42.0,29.3125,30.4375,33.8125,30.75,36.3125,35.875,42.0625,31.625,32.68421052631579,29.57894736842105,32.421052631578945,34.94736842105263,16.736842105263158,24.842105263157894,21.842105263157894,18.157894736842106,50.53846153846154,15.23076923076923,16.53846153846154,44.07692307692308,27.153846153846153,28.153846153846153,12.76923076923077,12.461538461538462,21.23076923076923,31.615384615384617,20.076923076923077,71.6923076923077,31.53846153846154,25.076923076923077,20.153846153846153,24.0,51.27272727272727,53.45454545454545,72.27272727272727,39.90909090909091,48.54545454545455,51.18181818181818,48.54545454545455,49.27272727272727,4.294117647058823,6.0588235294117645,16.11764705882353,8.294117647058824,44.11764705882353,40.88235294117647,38.411764705882355,27.058823529411764,16.88888888888889,19.77777777777778,16.77777777777778,14.555555555555555,18.555555555555557,10.555555555555555,18.22222222222222,13.333333333333334,34.27272727272727,34.27272727272727,36.0,35.72727272727273,39.09090909090909,51.45454545454545,43.90909090909091,41.90909090909091,55.25,38.583333333333336,25.833333333333332,24.083333333333332,70.41666666666667,47.75,74.91666666666667,50.833333333333336,17.384615384615383,38.38461538461539,40.0,36.23076923076923,26.307692307692307,26.76923076923077,42.38461538461539,31.923076923076923,40.69230769230769,72.76923076923077,66.0,77.84615384615384,44.76923076923077,40.53846153846154,62.61538461538461,84.84615384615384,33.214285714285715,30.642857142857142,35.357142857142854,45.857142857142854,45.0,43.92857142857143,20.5
Visibility,78.6,77.6,72.0,64.4,64.0,57.8,67.0,73.8,82.16666666666667,65.83333333333333,70.91666666666667,88.08333333333333,87.66666666666667,63.5,79.41666666666667,72.58333333333333,67.0,61.25,35.625,77.375,78.6875,67.8125,74.375,68.4375,71.6,74.0,79.4,73.8,73.4,75.66666666666667,76.06666666666666,73.93333333333334,22.11111111111111,55.77777777777778,21.444444444444443,36.0,58.333333333333336,43.44444444444444,31.11111111111111,63.22222222222222,82.42857142857143,78.57142857142857,60.857142857142854,77.0,73.0,74.0,75.57142857142857,76.57142857142857,93.7,89.2,81.7,78.1,89.4,92.4,87.4,83.2,36.666666666666664,54.0,62.0,73.0,62.166666666666664,69.25,63.666666666666664,79.58333333333333,43.3125,61.0625,61.875,58.5625,60.3125,57.125,60.0625,49.375,81.63157894736842,79.89473684210526,78.89473684210526,65.73684210526316,78.57894736842105,82.0,86.0,85.47368421052632,64.23076923076923,61.30769230769231,61.07692307692308,7.769230769230769,65.61538461538461,62.69230769230769,50.46153846153846,65.53846153846153,69.38461538461539,63.53846153846154,59.38461538461539,23.76923076923077,64.23076923076923,33.69230769230769,70.92307692307692,38.53846153846154,69.18181818181819,72.72727272727273,72.54545454545455,62.09090909090909,68.45454545454545,71.54545454545455,71.81818181818181,71.45454545454545,69.88235294117646,84.29411764705883,83.23529411764706,70.3529411764706,66.82352941176471,82.76470588235294,63.294117647058826,63.88235294117647,57.55555555555556,47.888888888888886,42.333333333333336,48.888888888888886,48.22222222222222,43.666666666666664,43.55555555555556,47.888888888888886,69.36363636363636,62.0,50.27272727272727,70.0,57.81818181818182,66.45454545454545,62.09090909090909,63.81818181818182,64.91666666666667,43.333333333333336,51.75,51.916666666666664,30.0,30.583333333333332,65.5,57.25,63.84615384615385,66.0,65.23076923076923,65.53846153846153,66.3076923076923,56.23076923076923,64.6923076923077,66.38461538461539,71.76923076923077,72.92307692307692,53.69230769230769,85.07692307692308,57.38461538461539,65.6923076923077,65.84615384615384,65.46153846153847,56.642857142857146,46.857142857142854,56.785714285714285,51.857142857142854,55.07142857142857,55.285714285714285,36.142857142857146
Communal Sharing,84.4,70.4,98.2,56.2,73.0,28.2,71.2,56.8,27.25,31.5,22.75,40.333333333333336,35.166666666666664,26.583333333333332,38.416666666666664,37.25,34.0,31.8125,29.8125,55.0625,60.5,50.8125,68.75,54.4375,51.53333333333333,61.666666666666664,78.93333333333334,73.26666666666667,73.93333333333334,73.13333333333334,72.13333333333334,67.53333333333333,25.0,57.55555555555556,39.0,32.333333333333336,54.22222222222222,51.333333333333336,30.88888888888889,55.55555555555556,72.57142857142857,65.57142857142857,57.285714285714285,54.42857142857143,55.42857142857143,56.714285714285715,68.14285714285714,54.857142857142854,36.3,33.4,56.2,62.8,59.3,38.2,40.8,30.1,39.833333333333336,60.75,40.75,40.416666666666664,35.166666666666664,37.583333333333336,39.75,61.833333333333336,28.9375,35.5,32.9375,31.875,30.375,41.5,53.625,42.8125,49.73684210526316,56.73684210526316,63.31578947368421,42.31578947368421,39.8421052631579,48.473684210526315,48.36842105263158,47.578947368421055,68.15384615384616,48.61538461538461,57.69230769230769,14.76923076923077,39.30769230769231,39.76923076923077,33.53846153846154,40.15384615384615,33.30769230769231,35.15384615384615,23.846153846153847,37.07692307692308,33.76923076923077,37.69230769230769,32.30769230769231,42.07692307692308,64.27272727272727,65.36363636363636,77.0,53.54545454545455,64.27272727272727,69.0909090909091,68.81818181818181,69.45454545454545,42.1764705882353,46.529411764705884,50.0,41.88235294117647,46.294117647058826,43.23529411764706,45.529411764705884,56.1764705882353,21.666666666666668,26.444444444444443,16.444444444444443,19.333333333333332,15.333333333333334,17.77777777777778,18.77777777777778,20.77777777777778,68.27272727272727,59.90909090909091,45.63636363636363,66.81818181818181,55.72727272727273,63.81818181818182,60.72727272727273,61.27272727272727,62.666666666666664,42.666666666666664,33.416666666666664,32.5,43.5,29.916666666666668,58.166666666666664,65.5,31.846153846153847,50.92307692307692,42.23076923076923,41.61538461538461,40.30769230769231,49.69230769230769,54.15384615384615,58.30769230769231,40.07692307692308,71.38461538461539,67.53846153846153,77.3076923076923,46.0,51.53846153846154,61.76923076923077,81.76923076923077,45.57142857142857,37.857142857142854,36.07142857142857,47.92857142857143,45.857142857142854,53.642857142857146,21.857142857142858
Expected Reciprocity,33.2,18.6,38.4,28.8,39.8,63.8,71.6,85.0,51.083333333333336,36.0,35.75,34.833333333333336,36.166666666666664,55.583333333333336,58.5,56.333333333333336,51.625,57.625,39.0,55.0,57.125,55.1875,57.75,51.8125,82.2,64.0,47.13333333333333,48.8,51.0,54.333333333333336,48.6,56.8,21.11111111111111,38.77777777777778,30.77777777777778,42.333333333333336,34.22222222222222,34.333333333333336,54.22222222222222,26.666666666666668,64.57142857142857,67.57142857142857,41.285714285714285,75.71428571428571,71.42857142857143,74.14285714285714,74.85714285714286,76.85714285714286,73.5,71.1,62.5,82.3,81.9,86.6,86.1,60.0,59.083333333333336,32.333333333333336,31.666666666666668,40.416666666666664,39.75,39.333333333333336,43.416666666666664,43.416666666666664,26.25,46.5625,42.0,44.125,44.5,50.0625,51.875,39.5,73.21052631578948,50.526315789473685,62.36842105263158,72.26315789473684,59.473684210526315,47.05263157894737,49.421052631578945,57.26315789473684,36.38461538461539,42.84615384615385,36.61538461538461,49.07692307692308,54.84615384615385,56.69230769230769,40.53846153846154,56.15384615384615,33.46153846153846,30.076923076923077,58.0,41.38461538461539,57.92307692307692,54.69230769230769,39.92307692307692,53.76923076923077,67.45454545454545,74.9090909090909,55.36363636363637,75.54545454545455,70.81818181818181,67.0909090909091,69.36363636363636,61.90909090909091,60.705882352941174,49.76470588235294,54.705882352941174,43.1764705882353,50.88235294117647,65.23529411764706,56.88235294117647,43.8235294117647,33.77777777777778,36.55555555555556,43.77777777777778,35.77777777777778,39.0,38.22222222222222,42.333333333333336,38.22222222222222,68.18181818181819,37.36363636363637,35.27272727272727,44.45454545454545,37.81818181818182,58.18181818181818,51.45454545454545,37.81818181818182,68.33333333333333,45.416666666666664,53.25,58.916666666666664,64.66666666666667,41.5,59.666666666666664,69.08333333333333,45.07692307692308,59.53846153846154,40.23076923076923,50.76923076923077,52.61538461538461,55.69230769230769,46.53846153846154,44.30769230769231,54.92307692307692,70.07692307692308,63.30769230769231,58.46153846153846,52.23076923076923,54.61538461538461,58.30769230769231,61.0,63.785714285714285,46.857142857142854,49.57142857142857,49.857142857142854,59.214285714285715,58.214285714285715,35.142857142857146
Strategic,39.6,7.6,28.8,28.2,62.4,24.0,60.2,41.6,61.833333333333336,38.583333333333336,48.5,51.083333333333336,60.083333333333336,52.25,49.083333333333336,69.0,79.625,80.0,68.3125,60.9375,59.625,52.0625,50.0,48.0,75.6,49.0,42.93333333333333,46.4,41.6,39.86666666666667,50.266666666666666,47.93333333333333,23.444444444444443,35.22222222222222,46.333333333333336,46.22222222222222,38.22222222222222,29.11111111111111,39.111111111111114,38.77777777777778,41.285714285714285,43.142857142857146,34.714285714285715,82.85714285714286,85.0,83.28571428571429,84.42857142857143,80.14285714285714,59.7,87.0,53.1,89.7,59.4,61.1,82.5,46.0,55.0,38.666666666666664,57.25,57.25,54.916666666666664,50.833333333333336,52.583333333333336,46.583333333333336,43.3125,50.9375,42.125,50.9375,53.0,47.25,50.5,53.9375,56.0,65.21052631578948,67.10526315789474,64.63157894736842,43.31578947368421,50.78947368421053,47.578947368421055,60.78947368421053,28.23076923076923,37.15384615384615,44.53846153846154,52.30769230769231,62.30769230769231,64.15384615384616,46.84615384615385,55.30769230769231,58.30769230769231,51.92307692307692,58.84615384615385,40.23076923076923,52.53846153846154,45.92307692307692,53.92307692307692,26.692307692307693,68.27272727272727,76.18181818181819,56.90909090909091,73.63636363636364,69.63636363636364,74.54545454545455,72.54545454545455,62.81818181818182,21.470588235294116,42.294117647058826,60.0,39.588235294117645,37.64705882352941,47.23529411764706,56.64705882352941,39.411764705882355,28.333333333333332,36.77777777777778,39.22222222222222,38.77777777777778,44.333333333333336,38.22222222222222,37.44444444444444,39.333333333333336,44.27272727272727,40.45454545454545,60.36363636363637,63.54545454545455,47.90909090909091,47.27272727272727,45.18181818181818,45.63636363636363,27.833333333333332,40.833333333333336,77.25,80.83333333333333,32.416666666666664,38.166666666666664,37.916666666666664,32.416666666666664,52.30769230769231,52.84615384615385,60.61538461538461,51.69230769230769,70.6923076923077,47.76923076923077,42.76923076923077,45.53846153846154,73.38461538461539,55.84615384615385,67.3076923076923,47.30769230769231,49.69230769230769,65.6923076923077,56.92307692307692,50.84615384615385,54.42857142857143,41.92857142857143,56.07142857142857,50.357142857142854,51.42857142857143,47.214285714285715,32.07142857142857
