,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
Valence Evaluation,100,100,100,100,91,49,100,64,46,44,100,100,70,69,0,0,0,0,100,79,50,100,51,100,100,100,100,100,100,50,100,100,52,93,100,48,100,70,68,100,38,0,0,100,48,86,82,100,80,100,61,100,19,90,75,78,100,100,51,70,100,100,84,88,19,76,100,100,100,100,100,68,100,0,55,62,86,99,97,99,77,46,95,52,96,90,96,93,77,89,91,83,45,22,32,42,98,82,98,98,91,96,96,97,90,86,97,98,84,78,97,86,97,77,10,38,78,0,40,0,1,75,79,96,99,87,98,100,95,93,56,27,98,72,24,47,92,96,95,96,23,47,82,98,81,2,54,97,97,78,92,97,97,52,2,98,96,98,97
Equality,0,0,100,100,16,100,36,0,0,0,35,15,34,85,35,66,65,67,0,0,0,100,67,86,100,0,0,0,15,0,86,100,33,100,100,0,0,0,65,33,0,0,0,0,0,0,38,87,33,33,0,0,0,0,0,0,86,0,82,87,86,88,33,0,0,0,100,100,100,100,100,68,100,100,0,0,100,0,22,100,0,100,100,100,17,0,0,0,0,0,37,0,29,0,79,0,0,0,24,28,31,27,0,24,51,39,24,34,0,0,0,0,20,75,0,0,44,18,100,0,39,82,100,0,0,0,69,36,33,9,0,0,0,0,0,64,100,100,34,100,64,100,100,0,0,27,82,0,1,100,100,100,100,100,17,25,100,100,100
Activity Intensity,100,100,100,100,100,69,65,23,36,23,64,79,24,62,100,23,66,76,72,88,38,85,36,79,53,89,75,84,57,51,84,72,56,88,89,25,71,34,23,33,57,25,61,16,23,70,61,61,23,83,62,76,34,90,0,0,68,69,63,62,89,65,66,66,66,36,87,72,83,100,100,54,59,63,24,23,50,100,73,100,79,74,50,100,23,67,77,50,50,50,85,76,25,23,50,71,0,50,73,24,26,79,50,70,50,78,75,73,50,78,100,49,26,0,25,50,51,25,24,24,100,77,26,78,50,73,50,49,50,50,100,0,25,67,24,24,100,24,76,72,50,0,25,50,50,77,50,74,100,26,100,100,100,76,50,100,50,100,66
Socioemotional,80,78,87,81,79,62,78,0,16,28,27,65,16,12,21,7,21,65,14,16,15,95,36,61,66,77,85,74,59,35,89,75,77,88,85,12,14,14,12,49,26,14,16,14,21,14,89,49,15,88,49,64,29,81,14,38,37,9,59,25,81,54,48,15,81,49,88,79,81,100,100,75,78,82,15,26,100,100,100,100,100,100,100,100,0,0,0,0,0,0,20,0,50,51,0,40,21,0,3,34,36,27,32,52,48,43,51,50,0,51,100,71,67,51,17,26,67,0,0,34,100,44,27,0,0,0,66,100,100,100,51,0,0,100,83,37,100,100,0,100,100,100,58,100,100,100,100,100,100,81,81,100,100,100,38,100,90,100,49
Formality and Regulation,60,55,55,87,16,82,71,100,100,100,88,99,93,83,62,62,42,73,100,100,99,10,0,63,57,58,41,23,54,38,13,62,10,9,4,100,94,100,83,26,59,91,100,99,73,100,42,36,100,34,81,100,100,22,100,55,74,100,45,64,74,71,99,80,44,43,16,37,0,33,6,43,20,35,96,100,0,1,2,1,1,1,7,2,64,79,98,73,90,98,82,99,2,16,99,70,70,93,94,59,60,73,72,61,23,64,78,76,52,90,0,91,25,66,91,99,41,43,79,16,1,18,98,85,91,54,2,2,1,2,48,98,59,24,13,23,1,1,55,1,1,1,1,0,1,1,1,2,1,36,9,2,2,1,16,2,3,1,23
Intimacy,93,77,95,98,78,58,77,13,13,5,58,66,53,36,33,4,9,29,53,54,13,70,58,59,59,74,68,65,63,35,90,65,60,80,61,14,32,8,28,28,3,12,9,59,8,11,66,9,7,98,71,58,54,39,5,54,58,7,61,39,89,57,55,59,11,38,77,60,96,97,98,67,54,16,39,4,0,0,0,100,100,0,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,23,0,39,80,0,0,0,66,0,0,0,22,0,0,0,0,0,40,0,0,0,0,0,0,23,0,0,80,0,0,100,78,0,21,0,0,0,0,0,0,0,81,100,67,0,0,81,21,100,23
Visibility,32,31,13,38,32,35,28,86,69,70,41,4,76,42,67,100,66,66,76,56,66,15,40,80,37,25,36,19,35,45,0,32,46,8,31,78,69,76,66,0,85,78,100,94,100,76,78,38,63,14,66,7,80,20,70,63,26,35,63,73,22,51,100,65,78,100,27,36,17,32,9,65,63,65,68,83,25,25,26,24,0,22,26,0,78,81,100,79,80,78,83,100,83,50,100,100,78,100,80,100,100,0,82,24,50,26,77,81,81,79,0,80,0,100,100,100,78,82,100,100,78,24,100,100,100,80,25,50,50,25,80,82,100,82,80,100,23,50,82,0,27,100,50,26,80,24,24,25,24,80,24,0,24,50,100,0,26,26,78
Communal Sharing,88,100,93,99,100,0,97,0,0,0,0,0,0,72,0,0,0,0,68,14,0,81,60,88,75,100,67,100,81,91,79,82,53,100,83,0,75,0,0,0,21,0,0,0,83,0,69,23,63,2,58,0,0,87,0,60,13,0,58,70,76,35,25,30,0,70,71,93,84,100,100,94,67,60,0,0,100,61,93,99,82,99,99,98,2,1,67,4,1,0,1,14,49,50,4,2,11,2,2,23,0,34,82,43,27,35,78,78,65,23,40,71,1,4,0,2,41,0,97,47,49,98,58,62,33,81,100,99,98,99,25,1,2,31,47,13,99,99,79,100,99,51,77,99,99,99,99,98,43,100,23,100,99,99,71,98,98,100,100
Expected Reciprocity,65,86,100,100,100,65,84,0,0,0,13,0,0,87,0,0,0,0,65,14,0,100,89,100,100,100,86,100,63,0,88,83,100,100,100,0,85,0,63,13,0,0,0,0,66,39,65,0,14,88,17,17,0,0,0,0,33,11,100,87,66,12,63,62,0,36,100,100,100,100,100,100,87,0,0,0,96,5,8,100,66,91,92,6,8,8,6,11,5,5,10,11,8,6,13,5,12,4,8,16,10,7,10,35,44,42,53,48,5,11,8,63,19,31,6,7,7,75,86,100,55,66,61,4,8,12,84,91,93,93,10,8,6,6,7,7,100,97,56,100,34,98,91,7,8,53,81,94,6,98,97,98,99,99,5,67,75,100,99
Strategic,0,0,0,0,0,69,0,87,100,83,15,17,70,100,100,100,100,0,34,86,100,0,33,100,0,0,15,0,0,0,13,0,0,0,0,100,66,100,100,68,66,69,89,69,85,69,37,33,86,33,66,0,69,15,68,67,67,52,14,0,15,15,69,68,0,69,0,0,34,0,0,33,0,68,89,66,0,1,24,2,4,3,19,1,65,91,93,83,86,87,96,98,84,78,89,29,92,89,86,69,41,32,82,57,22,74,68,64,87,92,1,76,86,39,73,88,76,95,40,90,79,77,100,86,73,74,4,1,2,4,53,69,63,42,41,25,2,24,89,12,38,4,25,2,7,68,4,8,1,88,45,7,5,0,91,24,56,0,84
