,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
Concreteness,0,0,0,0,0,100,0,100,100,100,29,0,100,100,100,100,100,0,0,0,0,0,19,100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,49,100,100,100,100,100,100,0,100,0,100,100,100,0,100,100,20,100,100,100,0,100,100,0,100,50,0,0,0,0,0,38,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,77,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,44,100,15,0,100,100,100,100,100,59,0,27,100,0,0,100,100,0,0,100,0,0,0,100,100,0,100,0,100,0,100,0,0
Uniqueness,100,100,100,100,100,100,100,0,0,0,100,0,0,50,0,0,100,0,0,0,100,100,100,100,100,100,100,90,100,100,0,100,100,100,100,100,0,0,0,100,74,0,0,0,100,0,0,100,61,0,33,0,0,100,0,0,0,0,100,100,100,100,0,0,0,0,100,0,0,0,100,20,0,0,100,62,0,0,0,0,100,0,0,0,0,0,0,0,0,28,0,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,100,100,0,0,100,0,0,0,0,0,0,100,0,0,0,0,100,100,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
Love Expression,100,100,100,100,100,0,100,0,0,0,100,0,0,56,0,0,0,0,56,65,0,100,0,79,58,100,100,100,100,71,100,85,59,100,0,36,0,34,0,0,50,0,0,0,0,0,62,71,57,100,47,84,50,75,0,0,0,0,0,0,100,66,0,41,0,60,100,27,93,100,100,55,100,0,0,62,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,70,0,0,69,100,0,67,0,100,51,0,0,55,0,78,0,0,0,0,69,100,100,100,100,0,0,0,0,100,0,100,68,0,100,68,0,0,100,100,0,100,0,100,0,73,100,100,0,0,100,66,100,100
Information Exchange,100,100,100,100,100,68,82,93,0,17,76,100,0,86,14,0,0,34,0,100,50,100,59,100,78,100,100,89,100,100,100,100,33,37,54,100,86,100,0,0,0,0,0,29,63,84,76,100,84,63,100,76,0,85,40,0,98,0,83,64,63,0,0,45,14,57,82,55,38,100,100,34,8,53,92,57,100,61,100,100,100,100,100,100,72,78,100,100,76,100,100,100,0,0,100,0,59,0,100,100,100,100,100,100,100,100,100,100,76,100,60,100,76,100,100,0,100,100,100,74,100,100,76,100,100,100,100,100,100,100,100,24,77,60,77,100,100,100,100,100,100,75,77,100,100,25,100,100,61,100,100,100,100,100,100,100,76,100,100
Money Exchange,100,71,100,76,83,86,62,100,0,67,50,100,51,60,0,0,0,0,0,0,50,87,0,63,0,90,84,69,76,0,59,70,73,62,55,100,50,100,100,100,51,50,27,34,76,0,79,63,100,100,81,100,59,0,100,0,94,75,51,0,0,0,71,0,0,100,62,0,62,100,100,88,100,100,50,0,0,0,1,0,73,0,0,0,100,100,0,0,100,100,100,100,0,31,100,0,0,0,100,100,100,100,100,0,77,0,0,100,0,0,100,0,100,100,0,100,79,100,100,0,0,78,0,0,100,0,24,0,0,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goods Exchange,36,60,92,80,90,67,73,56,0,51,0,22,43,30,0,0,0,0,56,0,30,87,7,57,0,21,96,67,77,26,83,68,72,61,53,59,0,0,0,89,0,0,0,83,0,0,0,0,0,74,22,0,48,43,0,0,9,56,0,0,58,43,53,0,0,0,56,44,0,100,59,58,67,0,6,21,100,100,100,0,100,100,100,21,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,100,0,0,0,100,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,19,0,0,0,0,100,100,80,0,100,0,100,0,0,0,0,100,0,0,100,21,0,100,100,0,0,100,100,100,0,0,100,100,100,0,100,100,100,100
Service Exchange,0,0,0,0,0,0,0,100,54,100,59,77,100,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,100,0,0,0,87,80,0,70,100,0,0,100,71,100,71,58,0,0,0,100,100,0,0,60,0,57,100,78,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,100,100,100,0,100,100,100,100,100,0,74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,76,100,100,100,0,100,100,100,0,100,0,100,100,100,100,74,0,0,78,0,0,100,100,0,77,100,0,0,100,0,0,0,78,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Attachment,100,100,100,100,100,24,100,0,0,0,66,77,0,55,74,0,0,0,75,78,41,100,60,100,86,100,100,100,100,100,100,100,42,100,100,0,80,0,56,78,52,0,0,18,50,54,73,74,79,94,100,92,15,100,0,0,79,0,65,26,100,34,0,67,0,60,100,67,77,100,100,81,100,65,41,86,100,100,100,100,100,100,100,100,0,0,0,0,100,100,0,0,46,100,100,100,0,100,0,0,0,100,0,100,0,100,100,100,100,100,100,0,100,0,0,100,81,0,0,100,100,0,0,0,0,100,100,100,100,100,71,0,0,100,100,59,100,0,100,100,75,0,100,100,0,75,100,100,100,0,100,100,100,77,76,100,100,100,100
Mating,0,0,100,100,0,77,0,0,0,0,0,0,0,0,0,0,0,0,68,62,0,0,0,65,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,60,56,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,83,0,0,0,0,0,0,0,0,0,0,100,0,0,0,62,0,100,0
Conflict,16,19,9,11,16,90,2,30,0,94,0,27,39,0,100,100,80,79,33,7,50,3,0,15,0,0,57,25,10,0,35,17,0,5,0,45,0,43,51,60,24,100,75,41,47,27,35,0,41,14,0,7,60,0,0,5,0,0,30,17,55,0,33,0,100,61,20,14,0,10,0,56,16,86,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,100,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,100,100,61,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
Negotiation,60,35,0,0,84,87,0,100,74,63,0,100,100,100,83,100,68,45,0,70,0,63,0,59,0,12,64,0,40,21,89,15,0,0,36,85,65,70,100,100,87,49,100,100,65,73,85,90,77,100,82,100,80,71,100,85,49,100,63,0,69,100,61,71,26,99,29,58,49,67,41,76,100,100,87,79,100,0,0,0,100,100,100,0,100,100,22,100,100,100,100,100,0,0,100,0,0,26,100,100,100,100,76,100,71,23,100,100,61,100,100,0,100,100,100,0,27,100,100,75,100,0,100,100,100,100,100,78,100,100,100,100,100,76,86,100,100,100,100,100,100,0,77,100,100,24,100,100,0,72,100,0,0,100,100,100,76,100,79
Coercion,0,0,0,0,0,42,0,0,0,100,0,0,0,0,62,37,35,61,0,0,51,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,29,64,100,100,0,0,68,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,59,49,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,99,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Importance for society,0,100,0,0,0,0,0,74,0,0,100,100,100,100,0,0,0,0,100,100,0,100,100,100,0,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0,100,0,60,0,87,0,25,100,100,100,100,100,0,78,0,100,100,100,0,0,0,0,0,100,0,0,0,0,0,100,100,100,0,0,0,100,0,0,0,0,0,0,0,0,100,100,0,0,0,100,100,100,0,0,100,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,100,0,0,0,100,100,100,0,0,0,0,100,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
Importance for individuals,100,100,100,100,100,100,100,77,29,56,100,78,0,100,0,100,0,73,100,100,0,100,6,100,100,100,100,100,100,100,78,100,20,100,55,100,100,100,100,100,36,0,75,49,51,55,100,100,68,70,100,100,0,79,28,0,89,53,18,31,100,74,100,100,0,0,74,62,83,100,100,77,100,0,0,50,100,100,100,100,100,100,100,100,100,100,75,76,100,46,100,100,0,0,100,0,0,0,27,100,100,100,100,100,21,100,100,100,100,100,100,22,100,100,100,100,100,100,100,0,100,100,100,19,100,100,100,100,100,100,100,0,100,100,0,0,100,79,100,100,0,0,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100
Affiliation Coalition,100,100,89,82,100,19,100,60,93,40,74,94,100,77,0,0,21,28,78,94,77,100,61,71,100,100,100,94,100,100,100,89,78,100,77,60,100,100,65,67,24,0,0,54,73,100,84,83,91,100,100,76,51,100,100,75,94,78,100,66,93,67,18,100,0,16,83,100,100,100,100,100,100,0,0,76,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,0,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,0,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100
Occupational,0,0,0,0,0,37,0,100,79,100,100,100,100,100,100,0,100,0,0,74,100,0,0,100,0,0,0,0,0,0,22,0,0,0,0,100,100,100,100,100,0,100,76,100,100,88,82,0,100,100,100,100,20,0,100,100,100,100,0,0,100,0,0,0,79,63,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,0,0,0,100,100,100,100,100,100,100,100,100,62,0,0,0,0,0,0,0,100,100,0,100,0,100,100,0,0,0,0,100,18,100,0,0,0,0,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Activeness,100,100,100,100,100,0,63,100,0,80,63,70,100,100,0,0,0,0,76,26,50,100,24,100,19,100,0,100,100,60,75,93,0,100,100,24,0,0,63,6,60,21,0,0,0,34,0,0,67,75,72,0,0,88,0,41,32,25,18,0,100,0,35,75,59,0,80,0,70,100,100,21,86,22,51,0,100,100,100,100,100,100,100,0,100,100,100,0,100,100,100,100,0,25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,73,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,77,100,100,0,100,100,100,100,100,0,0,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100
Endurance,100,0,100,0,100,100,100,0,0,50,0,69,0,72,0,100,50,0,100,100,50,100,0,100,100,100,80,100,100,100,0,38,100,100,59,0,100,0,0,68,28,0,0,0,0,0,100,0,0,65,100,100,0,100,0,0,0,51,39,0,0,0,0,100,0,100,100,0,0,100,100,100,70,49,49,100,100,100,100,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,100,100,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,0,100,100,0,100,100,100,100,0,100,100,100,0,0,100,0,100,0,0,0,100,100
Synchronicity,100,100,100,100,100,100,83,80,100,100,100,100,100,75,100,20,100,0,100,80,100,74,0,100,25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,74,75,24,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,62,0,100,0,100,100,100,100,100,31,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Spatial Distance,100,100,100,100,100,0,38,100,48,30,100,100,23,100,0,0,0,50,81,74,5,100,39,100,19,94,50,79,5,26,53,100,0,100,71,100,77,80,39,100,18,72,74,25,27,8,19,0,0,100,100,98,60,68,43,17,100,44,30,100,100,29,80,66,79,0,23,0,100,100,100,21,27,0,46,80,100,100,100,100,100,100,100,0,74,0,100,78,0,100,100,0,0,100,75,100,0,76,100,0,100,100,100,100,100,100,100,100,0,100,100,51,100,100,24,100,100,100,100,0,100,77,0,75,0,100,100,100,100,100,0,0,100,0,0,100,100,0,0,100,0,0,100,100,100,0,100,100,100,0,100,100,100,100,100,100,100,0,100
