,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
Valence Evaluation,100,100,100,100,100,19,100,100,65,0,100,100,100,100,0,0,0,0,100,100,0,100,100,100,100,100,100,100,100,49,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,100,79,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,73,100,100,100,100,100,100,100,100,100,100,48,0,0,21,1,21,100,100,100,100,100,100,100,100,100,100,100,100,100,100,47,100,100,51,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,22,100,100,100,100,100,0,49,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100
Equality,0,0,100,100,100,50,100,0,0,0,0,0,0,100,84,0,62,100,0,0,0,100,100,91,100,0,0,0,0,30,0,100,100,100,25,0,0,0,0,0,0,0,0,42,0,0,100,100,0,34,0,0,0,32,0,0,0,19,100,100,43,0,0,27,0,36,100,100,100,100,100,100,100,0,0,0,100,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,100,100,100,100,0,0,0,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100
Activity Intensity,100,100,100,100,100,100,93,0,0,42,88,97,0,77,0,100,76,0,76,38,58,100,58,100,66,100,92,60,85,100,100,75,36,100,61,0,0,0,0,100,59,0,75,0,0,85,34,100,100,36,0,82,0,100,0,0,0,0,0,31,100,0,0,33,100,41,100,0,100,100,100,36,0,0,61,90,100,100,75,100,74,100,100,0,77,75,0,0,75,74,74,100,0,0,0,0,0,100,75,0,0,0,75,100,0,0,100,0,0,100,100,100,100,100,0,100,69,0,100,0,100,100,0,79,73,100,100,100,100,100,0,0,99,0,0,50,100,74,0,100,100,0,100,100,69,0,100,0,100,0,100,100,100,74,100,100,100,0,75
Socioemotional,100,100,100,100,100,50,96,0,0,0,77,77,0,0,0,0,0,24,26,26,50,100,77,76,100,100,100,100,100,77,100,100,100,100,100,0,24,0,0,100,26,0,0,0,0,0,24,100,27,76,0,0,0,100,0,0,77,0,57,62,100,57,0,57,63,77,100,100,100,100,100,0,100,100,0,32,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,32,29,100,0,0,0,0,0,0,100,100,0,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100
Formality and Regulation,0,0,0,0,0,0,0,100,100,57,50,100,100,100,100,100,100,0,67,67,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,100,0,100,100,100,100,100,0,100,50,100,100,100,0,100,100,100,100,0,0,0,0,100,100,0,50,0,0,0,0,0,100,0,0,100,100,0,0,0,0,26,0,0,0,66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,63,87,100,100,0,73,100,100,100,100,74,100,59,69,100,74,100,100,72,0,0,23,100,100,100,73,96,26,0,0,100,100,100,72,72,22,0,0,100,0,0,74,75,0,0,22,0,0,0,75,72,0,0,0,100,0,0,0,0
Intimacy,100,70,100,100,100,59,55,0,0,0,56,77,0,41,0,0,0,0,93,59,50,100,0,100,100,100,100,67,100,70,100,97,74,100,0,0,45,0,0,0,0,0,0,0,29,0,0,0,0,100,63,55,0,76,0,57,82,60,26,41,100,65,66,0,0,100,100,58,64,100,100,70,0,51,26,88,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,71,0,0,100,0,100,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,100,100,0,100,0,0,0,0,0,0,0,0,100,74,100,0,100,74,100,0
Visibility,100,100,100,100,100,44,44,100,42,28,0,58,100,100,24,88,29,54,100,100,50,100,80,100,100,100,72,100,100,0,0,100,0,100,100,100,86,100,77,17,0,30,0,100,99,22,86,0,29,38,100,54,100,34,100,100,71,61,100,100,97,41,100,100,12,82,100,2,61,100,88,0,100,0,2,38,100,100,100,100,0,100,100,0,100,100,100,100,100,100,0,100,100,100,0,0,100,0,100,100,100,0,0,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,24,100,100,100,0,100,0,100,100,100,100,100,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,0,100,0,0,100,0,100,0,100,0,100
Communal Sharing,18,100,100,100,100,20,100,41,0,0,32,0,0,22,0,0,0,0,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,79,0,0,17,0,0,100,0,0,0,20,0,36,100,0,100,0,77,0,100,0,0,0,0,62,100,100,32,100,100,0,37,100,58,100,100,100,100,100,43,0,100,100,100,100,100,100,100,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,28,100,0,0,100,0,0,0,0,100,0,77,83,0,100,74,0,100,100,100,100,0,0,0,0,0,0,100,100,100,100,81,0,100,100,100,76,100,100,100,26,100,100,100,100,0,100,100,100,100
Expected Reciprocity,80,76,78,79,76,100,15,100,0,68,34,0,100,100,71,0,0,0,0,81,99,63,0,100,0,0,0,0,0,0,86,73,0,100,0,100,76,100,100,0,23,0,0,0,16,0,100,0,67,100,63,80,0,0,72,0,0,0,0,0,100,0,0,100,0,100,70,0,49,77,76,75,0,0,0,67,0,100,100,100,100,100,100,0,70,100,0,0,100,100,100,100,100,0,100,0,0,0,100,100,100,100,100,100,0,100,100,100,0,0,0,100,100,100,0,0,100,100,100,100,100,100,100,0,0,100,100,100,100,100,0,0,100,0,0,100,100,100,100,100,100,0,72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Strategic,0,0,0,0,0,71,0,62,100,100,0,31,100,62,100,100,100,100,0,100,100,0,0,100,0,0,22,0,0,0,0,0,0,0,60,77,100,100,100,0,74,100,100,100,100,100,100,100,100,0,0,100,100,0,100,0,22,100,0,0,76,75,100,0,0,100,0,0,0,0,0,100,0,67,100,72,0,0,0,0,71,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,76,100,100,100,100,100,100,100,78,100,0,100,100,100,100,100,0,73,0,0,100,100,100,0,100,100,0,0,100,0,0,75,100,0,0,76,0,100,0,0,100,0,0,0,100,0,77,0,0
