,wife and husband,nurse and patient,officer and soldier,neighbors,athletic trainer and trainee,police officer and offender,principal and teacher,doctor and nurse,victim and criminal,coach and athlete,man and god,half siblings,parent and teenager,prostitute and customer,church members,foreman and laborer,a person and their family friends,a person and their social media follower,guide and tourist,bride and bridesmaid,teammates in sports,twins,celebrity and haters,employer and employee,teacher and student,guest and host,man wife and man mistress,religious followers,intern and employee,criminal and police officer,step grandparent and step grandchild,chef and customer,union leader and union member,professor and graduate student,second cousins,fans of the same sports team,master and servant,siblings,landlord and housekeeper,close friends,entrepreneur and investor,fraternity brothers,psychologist and client,chief and deputy,sugar daddy and sugar baby,uncle and niece/nephew,childhood friends,ex lovers,man and his mistress,step siblings,confidants,parole officer and parolee,grandparent and grandchild,judge and contestant,romantic lovers,researcher and research subject,brother and sister,therapist and patient,parent and infant,slave and master,reader and writer,representative and citizen,criminal and hostage,ancestor and descendant,peers,groom and groomsman,opposing negotiators,adoptive parents and adopted kids,driver and passenger,a person and their significant other,romantic rivals,strangers,predecessor and successor,a person and their crush,brothers in arms,playmates,volunteer and organizer,a monarch and their minister,roommates,criminal and prosecutor,friends,television host and guest,university student and administrator,life partners,political allies,criminal and their accomplice,consultant and client,diplomats,bully and victim,close relatives,godparent and godchild,guard and prisoner,fans of opposing sports teams,pen friends,mentor and mentee,casual acquaintances,judge and lawyer,student and dorm resident assistant,superior and subordinate,step parent and step child,boss and secretary,dealer and buyer,salesperson and customer,sports rivals,professor and teaching assistant,cohabitants,celebrity and fans,athlete and referee,soul mates,enemies,long distance lovers,team captain and team members,alumni,politician and supporter,patient and caretaker,babysitter and infant,co workers,competitors in sports,manager and staff,interviewer and job applicant,reviewer and writer,performer and audience,frenemies,religious leader and congregant,a person and their deceased spouse,distant relatives,divorced spouses,defendant and plaintiff,a person and their in laws,lawyer and client,customer and businessman,fiance and fiancee,facebook friends,drug dealer and addict,police officer and civilian,cousins,mother and infant,landlord and tenant,director and performer,native and tourist,owner and manager,customer and server,companions,doctor and patient,aunt and niece/nephew,parent and child,leader and follower,supervisor and subordinate,bride and groom,sorority sisters,classmates,club member and club president,political opponents,friends with benefits,foster parent and foster child,business rivals,manager and assistant,victim and witness,business partners
wife and husband,0.0,0.012952934471020378,0.013559857867588836,0.009452336183245666,0.012593020807263097,0.009934354501440238,0.012406976696290714,0.012047988866188346,0.009400506439815303,0.012610813590743964,0.0022235774023453346,0.010452495758982222,0.0045819297985533304,0.012944908048661687,0.010194522680182646,0.015014250014064232,0.0078553660161272,0.010803874403305262,0.01426132325240405,0.004704583544088971,0.009837242000930826,0.0023544352995066103,0.006880344680685812,0.01219217480117637,0.012740864169790792,0.009950383792103926,0.006427082851321993,0.01272261871408309,0.014507237490075113,0.008341255294992436,0.009309158233689501,0.014364732035057245,0.010900620388790949,0.012382281129079948,0.008048146001684936,0.005344674700258357,0.012771777736920011,0.0017048675827415175,0.012610421947069699,0.002584103126828639,0.013864793946841439,0.003252306529944959,0.013487792072661747,0.012054854956447971,0.012693135194959144,0.002207761500443723,0.005007177979286531,0.006257638221779987,0.003853180301532306,0.010200939767928524,0.008581201106626789,0.011900109035041316,0.0040627691349188234,0.011453157241449937,0.0006580316764179917,0.01370454557215965,0.002321952879847637,0.01254346377576974,0.00104834954309474,0.012732585342187075,0.011832704832973582,0.014329366687612536,0.00981678493319516,0.006515251796559207,0.005949214890650809,0.0021982946798549154,0.00984504448542512,0.005925624539707833,0.014408720946532713,0.0005290202895062969,0.006414245909985538,0.006616853919959184,0.012785275073514986,0.002423433475463408,0.0033324337745856535,0.00665386532213446,0.011358774415841842,0.010406969327935844,0.005479037821623869,0.011858689844905483,0.008857467008846208,0.012658540743299257,0.014178013931551594,0.0007467519648759028,0.010846157824378123,0.006344288249511463,0.01335315960191768,0.012399116591103147,0.0087255565125866,0.001483920726182398,0.01095004424598819,0.008493610797378757,0.007693504895817979,0.005901443779299411,0.012089596131690979,0.009596781358263069,0.011467890135430814,0.012435854716025648,0.015342850420355849,0.010154683167087017,0.014012077107377134,0.013828820650524749,0.014596940676755456,0.007177977096444905,0.011742400062297972,0.004900752410779597,0.007875916767296568,0.013222956403927668,0.0005101383415530845,0.010886370681438905,0.0015434911845440312,0.012627520885754164,0.008842584921868965,0.011157158924686408,0.01395165445198959,0.011493231042830052,0.008987895295548257,0.0075559122363224145,0.011739890403461689,0.013155140139864855,0.01286289039023147,0.013351217825984692,0.004443962807270618,0.010644567031974812,0.004825300621025077,0.010342883504682031,0.006088680933851219,0.010365856385619644,0.009720992799510724,0.013661795681388474,0.01198267797073009,0.0009268537035534795,0.00879298062354515,0.005071465838545095,0.014742217298639051,0.005336608262800568,2.842742528979605e-05,0.012791286551919318,0.01439082040692564,0.012813090899683726,0.012504186210301626,0.012779412997956704,0.00397642735562611,0.013640200545507086,0.0019641702448907807,0.0019838482788621663,0.01240448354579947,0.014848062889254937,0.0013963132572924503,0.003329664694543376,0.00422403590500237,0.010014584027432211,0.009360239189299537,0.004373092206872135,0.007560095562288455,0.007093766937616761,0.01385603936320185,0.011247759487013525,0.011524968010971933
nurse and patient,0.012952934471020378,0.0,0.0062640767620542066,0.005912096087405182,0.0033761772267143324,0.009951241301884921,0.005174556911240297,0.001686291504928507,0.010959752041888867,0.0032592298402656923,0.010890124213803197,0.005060345074242338,0.008487143680725326,0.0013665144858108368,0.003941009317982571,0.0026938177152692304,0.007315483495634759,0.003772528643226898,0.0021208059608152064,0.00961425069078736,0.0031789628896071844,0.012591169236896346,0.009117310765947675,0.004446426695328997,0.0037614809433699926,0.003162906731720275,0.009108238895670782,0.004733915170383426,0.005348507635361926,0.008408079634951141,0.0036816194597670882,0.0018151157371998022,0.0029111351978992023,0.0012471808839018305,0.007503869168338399,0.0076170184482221475,0.008622225278803339,0.011872352358615683,0.004077480824491055,0.011366493140127628,0.004666025684649197,0.010884531032526859,0.000812365054752909,0.003428366602038732,0.0015121377919647863,0.011186130658641585,0.009409323747908713,0.012347010688082933,0.012645319076941303,0.006193300511828476,0.006440121740305993,0.009102693176550073,0.009929049368555744,0.0015679187553191971,0.012963888152539509,0.005199726282212872,0.010956623662238334,0.0007363150224730592,0.011927774708556755,0.009035682663675538,0.0034959057075643926,0.001376774502497504,0.010833435081943685,0.008421416213882545,0.00912745726275143,0.011464646992981444,0.010650429463891132,0.008436522992974304,0.002808564782264226,0.01268074177830741,0.00918149039943653,0.007795776113616441,0.0023869321426129336,0.012025024753328117,0.010231854948003638,0.00712064404071571,0.0035508362785736454,0.005463525917963276,0.009112439112348497,0.00963630956886381,0.007415717330831976,0.0013354114897894565,0.0046161753882395596,0.012451801810920813,0.00221920552834219,0.00746181078560129,0.004592422000851112,0.0013151540161290879,0.010963881201189747,0.01149882018665827,0.0025165116622498313,0.01101617978246878,0.010360962365801401,0.009158541451192085,0.002234462801289134,0.006154696669298832,0.0015274106221033583,0.0016836350481734177,0.0031943043180267636,0.005696748581383052,0.0026260749064898033,0.0023660363281892676,0.001905788368322192,0.010471950085546085,0.0026035934589309024,0.008137387463563102,0.00668833848753151,0.005761589540315908,0.01266727014814345,0.011494886448043782,0.012287729333491601,0.0026910099002850916,0.006472336455954132,0.0024098037559621556,0.0017015168856984756,0.004468271541942975,0.006275173078675369,0.010438268754745279,0.0013639978836479706,0.0024665908163622186,0.006106710952645439,0.0015312864743364392,0.008975125105069719,0.003712050922626996,0.01173212320821821,0.005181686386613226,0.011922548854733518,0.009907723711558987,0.003306043873378157,0.0007944034844344692,0.002813836873706886,0.012098109869388411,0.00602920442603916,0.010508483278927309,0.00842156494667417,0.009022996764265805,0.012975311140493126,0.004049818764214581,0.004392045065055119,0.00472015072350653,0.002727755296726734,0.0024267396558519455,0.009027022667549577,0.001454937492992143,0.011230488759848951,0.01098755651944201,0.0015575738765208629,0.0042035273885861505,0.013216507652559063,0.010486295958811101,0.010680088261941998,0.003153037362307971,0.00792494567274799,0.012328147002869258,0.005956542365421615,0.010952220942729188,0.001879568483774191,0.0017232974494378465,0.0037741150538027645
officer and soldier,0.013559857867588836,0.0062640767620542066,0.0,0.010754246103437358,0.009481798120757204,0.0057550789513433195,0.0014369228975214911,0.004830782384887901,0.006993241418008811,0.009373475631352771,0.011357254635793177,0.010352006021144205,0.009268174076161347,0.00760779646676413,0.008945690637528448,0.005183001420291094,0.011431123594312293,0.0037625349400751576,0.004919977205074177,0.012258317170592427,0.006077181335969145,0.012137716685856862,0.007140488286842897,0.0021045783462503437,0.009885596476298197,0.007389510995747074,0.007464903810412421,0.00160656393256429,0.0016844700084987245,0.005696209355199047,0.0063819310599787194,0.007736320979173216,0.004511607804303901,0.007288454221173504,0.011742044242887854,0.009303772107384338,0.0028507048748420056,0.013218457369127202,0.00224366170568404,0.013115666978860118,0.0018305176413326136,0.012925337408040699,0.00696874743693685,0.0030661288990800656,0.007691720930747854,0.012638483977508577,0.01219537182433606,0.009960826956915296,0.011447154526928457,0.011393159075563883,0.010856866487912497,0.0038067271636872263,0.012240709328932658,0.006658270681829718,0.013266672774603982,0.001184553096315876,0.01238186097728483,0.006818247805829059,0.012553453200343121,0.003301746427443281,0.00313154139208031,0.006572173685992177,0.006646396558165437,0.011926254277503366,0.012411420125202985,0.01146896829701424,0.006455256850448058,0.011579685184669635,0.004247374002739449,0.013108333389190917,0.007508455824749882,0.006945790287069251,0.0038778785191773335,0.011664321522638148,0.012125486713324916,0.010342118829043226,0.0034317821156974585,0.003220962660761429,0.012125358132279822,0.00436362030077989,0.012040425538153184,0.004942908689144647,0.002101256542009669,0.013371035878748879,0.0056969460813193085,0.010573215625580043,0.0016967694343048827,0.0050422831525102334,0.007367176123027823,0.012143375085392831,0.004949476154860145,0.007543404292364462,0.0074421101676188485,0.012420258848812557,0.00818542581032243,0.01108406364885513,0.005894168484414849,0.0077718006978881775,0.0049881384694552494,0.010871191611501452,0.004094019984598368,0.004242979910768052,0.007643697452746411,0.007837504980163482,0.004048725576342101,0.009995241451219081,0.010709924947611337,0.0005397976905138756,0.013110746178248443,0.006768964116577971,0.012312854354633503,0.008827946306770073,0.011039305581778219,0.004817285250673838,0.007841728652118119,0.010195536492908977,0.010901616708321035,0.007585845250894162,0.005616397611665049,0.0038319441165389602,0.0006978744837488475,0.0077928969301074265,0.009146497480090698,0.003985415125318094,0.010164824567872037,0.010426212526948272,0.009658462441209773,0.005461934721616159,0.006073390202568364,0.006046598741602426,0.003690179450183664,0.012972454370193835,0.010511296272865638,0.009139444388462132,0.002182131727899185,0.011927642195912318,0.01358777255367064,0.0022309820381169894,0.002509775699028477,0.0015903354044279005,0.0035750864911860804,0.003838324040518151,0.010543208482865708,0.007666111180400748,0.012499838910489499,0.011975774083031895,0.004782998755161667,0.0031572586425898637,0.013163372960925119,0.012475793098297171,0.013218136212711661,0.005602347225317711,0.004653584649637972,0.010903986955062738,0.009402421579171297,0.008273224161947881,0.004805965223350135,0.00602302294639171,0.009514811457099714
neighbors,0.009452336183245666,0.005912096087405182,0.010754246103437358,0.0,0.0036483489800660735,0.011710790984200912,0.009338164710215011,0.006330991411851484,0.01223230375794513,0.0037167451257495584,0.008031161774932214,0.0011331157413390753,0.006295588427986688,0.005027456680036945,0.0019903173249741102,0.008605254401183603,0.0017837427040848792,0.007031315115269712,0.007991111577791744,0.0049489647156374375,0.004692610056685292,0.010161620619640002,0.00927620704479182,0.008651433264529064,0.0036318885792135927,0.0033791857334368805,0.008972045969820937,0.009187205571444972,0.010517153702862604,0.0095279764846022,0.00447933441612914,0.006373746256790241,0.006246653382819676,0.004742043898751855,0.0018025390328697576,0.004946009007779622,0.012112315150280523,0.007908619169365087,0.00862927862284452,0.0071360424571614,0.009732006693208678,0.006487658184131065,0.005933806181108964,0.007764984579119004,0.004744826989157296,0.007279506017973143,0.00465769075915466,0.011801528436652681,0.010907547270605522,0.0009146071781322884,0.0008867979957473536,0.012047061548897965,0.00551033000965585,0.004560189929926932,0.0097422484699269,0.010044947122149222,0.0071349232018475825,0.005196017845492176,0.008631490767279863,0.012399131090654518,0.007654807625097447,0.007010952594001456,0.012339091162153542,0.003212375049425456,0.0039563088211532205,0.008887684481374636,0.012211517261590582,0.0036137435620969614,0.008584483600880896,0.009401528712998364,0.009038983561969532,0.007636011883006929,0.007482666045985271,0.009646910363078747,0.0061469652460554094,0.002859924747703806,0.007322582637317901,0.008264922713302012,0.0042135239672938364,0.01242688325311547,0.0015075221876068845,0.006618784141942851,0.00983887320695691,0.00876310533178008,0.005132458131211211,0.003131498588629553,0.009425242941555093,0.006373430684811875,0.011900671150509575,0.00829249724112208,0.005837913307685779,0.011826349197203047,0.010874432337281857,0.004001366757648408,0.0038961456076156476,0.00034582165369509947,0.005187966007975487,0.004465317129577057,0.009101795395832701,0.0007026603182628317,0.00830404689343563,0.008035996996857019,0.006673260073833239,0.0106940037216419,0.006834398672038832,0.004948870397008467,0.0015764258075025815,0.01021820598036697,0.0093760756970887,0.013351174856763482,0.009476372623181848,0.004010489969715722,0.0006997058355459738,0.00599972559881812,0.0058821326476075535,0.0022293656413081633,0.0005021422767581662,0.010866971378049619,0.00554814494044771,0.007769831629241564,0.010288525336208998,0.005303936106168747,0.0071639756043205575,0.006815928342787784,0.01058010760532579,0.0009945297728320797,0.01137158546961316,0.011895786769012776,0.004713684643705891,0.006683768996679396,0.007218029629251029,0.008526828674403875,0.0006895420521726773,0.009554978576958256,0.012855978367088476,0.004262822689622647,0.009465283185349622,0.008716269678652733,0.009766128369044747,0.009228054116449015,0.00754421339550732,0.007507990017577808,0.005776256911398083,0.005664071373491089,0.007489254458056363,0.007585917911416499,0.00657124752287298,0.009802742746202232,0.010274593080098891,0.0062361927828365575,0.005865876682720074,0.0051685904705614264,0.009729239893233066,0.01088207896121085,0.002414613475078218,0.011061467979960398,0.007681102078469734,0.004982118151595843,0.002578250676816534
athletic trainer and trainee,0.012593020807263097,0.0033761772267143324,0.009481798120757204,0.0036483489800660735,0.0,0.012231824245583217,0.008248829769926734,0.00465513894571662,0.013055243879842962,0.00011875587493276315,0.010849624691516966,0.0025248580310133608,0.008685645223555416,0.0020460240539382484,0.0024071938909361883,0.00582900659028517,0.005406351024991085,0.00632825066211929,0.005410854521122007,0.008407698980385424,0.00448712704130281,0.01285460149626172,0.01060070722334849,0.007499834265423146,0.000405186915763441,0.0032946429474780413,0.010442238204502872,0.007892837042152793,0.008705574631706375,0.010323384828859226,0.004698008982966387,0.0029967708809038474,0.0053601699293359855,0.0022051339049880925,0.005450831762209343,0.007468234607102123,0.011568020272109819,0.011194183525581785,0.007241641423549862,0.010501665740463476,0.007996771083859322,0.009896448245453658,0.0029651921390005205,0.00646646105267116,0.001864110165652758,0.010525692857741537,0.00813705065391287,0.013611572920794113,0.0132938690368759,0.003483408554301438,0.004464846682420411,0.01185477067385401,0.008897918135790599,0.0029391912720683807,0.012774795251783364,0.008490187928716038,0.01034238384056605,0.002704790819933373,0.011665809535385515,0.0119458221825112,0.006461466948853982,0.003961590873559516,0.013030187814507549,0.006792230243772176,0.007545169117002155,0.011607637580797777,0.012866152888041755,0.007077591998160685,0.006148725817394444,0.012449789000630129,0.010516498518438108,0.009026947212501486,0.005651471402067068,0.012299938224104827,0.009427001491307548,0.0060037567006539895,0.006339237342516694,0.007973675342129555,0.007728277815853887,0.012342771847038385,0.0050410958964655925,0.004587937545807279,0.007973855879051566,0.011962741060415652,0.0041388854252441265,0.00634147301661419,0.007865088500179824,0.004450945498781265,0.012904635247218271,0.011277203923092567,0.004855807832314034,0.012899357793854684,0.012078103355019711,0.007587595244743693,0.0013176071120183062,0.0037360464020821985,0.0036835434642806136,0.0017237263192882487,0.0063419799437761035,0.003121149695231384,0.005996739513872579,0.005739875035540931,0.0032978343869940183,0.012051656056209413,0.005501495784355805,0.007746052191907219,0.005014014778235091,0.00895643914926476,0.012428719456371237,0.01386444385437518,0.012323125540557119,0.000686202015021208,0.004343026522132404,0.004894677967918634,0.0025288236032972203,0.001495562305186126,0.0041372468411133,0.012117489160918312,0.003898994361818701,0.005798191977183601,0.009222677588397196,0.0020992221413644175,0.009418138805571017,0.00617660921050109,0.012663164722442862,0.0026673308223368283,0.013170616116821496,0.01228731522104052,0.004595189156655044,0.0039452946867508335,0.0058243621808378885,0.011673261034228916,0.004107175214116533,0.01149418580061619,0.011662374529255719,0.007731144138209402,0.012610061266938219,0.007252535860977855,0.00776470131471963,0.007897100336230195,0.005910400212111444,0.005688608418009125,0.008665962690818665,0.0024251033191088718,0.01067513779795719,0.010631501962236107,0.004708396469458128,0.0075721734728692505,0.013200579615516217,0.009583897254168305,0.009396229360239252,0.004814453812270173,0.010136753840181341,0.013123759854711736,0.005033429468931968,0.012495499276563205,0.005231397959460863,0.0036301282081267886,0.0011043535014270908
police officer and offender,0.009934354501440238,0.009951241301884921,0.0057550789513433195,0.011710790984200912,0.012231824245583217,0.0,0.005572017825496148,0.008272797257371995,0.0012386210286249176,0.012157762091484215,0.008071444521795751,0.011875989061327337,0.006994783701101842,0.01097441810441765,0.010591597418262958,0.010169209265759954,0.011494380740066796,0.006180074537510397,0.009629903434842156,0.010714094723635211,0.007758895026285686,0.007898877291325731,0.0032250992540653832,0.006013415469624827,0.012607631849789388,0.009094111368767687,0.0037088938047801904,0.00614420343535766,0.007375812374063888,0.0022349797598948135,0.007643150826496453,0.011751782110462058,0.007089429872704417,0.010435717196470184,0.011848920446392354,0.007859471855909211,0.00347900441870167,0.010285101057537839,0.006573956622624906,0.010560005594449555,0.007194270972762092,0.010672719658218562,0.010763521168355897,0.006775246959542393,0.010910654497529298,0.009918979606090084,0.010798869412956635,0.004662172233160459,0.006751926209596281,0.012583281009515957,0.01136463915567072,0.0023410675301162366,0.010393289492087569,0.009402187401981269,0.009440432594544038,0.006648879558124355,0.009695891155635803,0.010156327426374923,0.009129039074598156,0.0032304062698251847,0.006624774478165295,0.010876561271365147,0.0009268419264661107,0.011275166922675894,0.011432449081044262,0.0077500673736379255,0.0007319433033781454,0.010676893140121421,0.009211179214495687,0.00941163563742833,0.003692076083177002,0.004443921918726315,0.008010537908557934,0.007592947400692341,0.009923814659646198,0.009888446772077546,0.006438638603750477,0.004492265923915192,0.010958684618753376,0.0020660022816890236,0.012472832242287872,0.008759905587468746,0.007550457099261502,0.01004022668325053,0.008169462487956719,0.009941378472041231,0.0067681282612359695,0.008675611121974139,0.0017054025505248219,0.008823022681201893,0.007557043756397389,0.0019264937204006513,0.0023110755680151173,0.011418036500584195,0.010983025126110128,0.012049846515292022,0.008772156004247557,0.010839989110119816,0.010163344298339257,0.012146928302737977,0.00890036091594126,0.008911930879707888,0.011788212452386116,0.0028335897245554582,0.0073799046245968634,0.008421147723012714,0.010880832862471239,0.00579158953631119,0.009426777187243295,0.0016533662814142245,0.008430283914860257,0.011749386091596696,0.011646954432012491,0.007601365468621146,0.011639471740868762,0.012256779865085754,0.011603847589092345,0.002464777306418936,0.008717366160942226,0.008215486812850243,0.00522177687104714,0.011316357872558169,0.006346648563537992,0.006257509120888337,0.005430999087779421,0.011881786624915444,0.004491916788042722,0.00044723189444804593,0.007659880884011222,0.01016060227404861,0.007262385418484662,0.009677775456308404,0.011178208567833943,0.004865847508098756,0.005726075398634304,0.010709425297777917,0.009962233106553392,0.00672357597499663,0.007944611070913207,0.006223674274936288,0.007573182470877211,0.007975799384663775,0.00845628623125661,0.011361016233147737,0.009648374133562223,0.008996507697329025,0.008472336198779368,0.008613048155058943,0.009068629858116243,0.010277125929094766,0.011359829999410187,0.0074178598150196765,0.0020950786141795924,0.006133561528552211,0.009498772333930402,0.0030899125953151797,0.009340493202904258,0.008736709993015509,0.011740264073725241
principal and teacher,0.012406976696290714,0.005174556911240297,0.0014369228975214911,0.009338164710215011,0.008248829769926734,0.005572017825496148,0.0,0.003608905197791413,0.006770395464631374,0.008144995763918373,0.010188206611969574,0.008970658335890115,0.008009037178680765,0.006468869211847625,0.007559113330262033,0.004664103560540439,0.009994279695641055,0.0023276191698663423,0.004218928977565871,0.010873819063360275,0.0046519453597212105,0.011133448410799492,0.006297330463137552,0.0007490059358564154,0.00865401645318396,0.005985891315262046,0.006557653797552297,0.0005754959659723903,0.002146992845528249,0.0049660482709710674,0.004946584410438945,0.00679551004315792,0.00311276666321702,0.006089034758865721,0.010305613125451984,0.007951833408370803,0.003466235442848899,0.011964121299957784,0.001137216593676858,0.011815638486955084,0.001692669860675836,0.011594852796355103,0.005934648446646885,0.001784694405486705,0.006519071312742939,0.011364516919734467,0.010801410633431213,0.009331343396535812,0.010573778305445822,0.009995049582322817,0.00942488093957727,0.004102749454888074,0.01088008009403431,0.00536144103899286,0.012155056998008068,0.0013238624504279268,0.011107477283339516,0.005650336822366068,0.01138296708257262,0.0038944241404416653,0.0017947345316548723,0.0057157324038606344,0.0064979933320457,0.010498511868291089,0.010993571721511894,0.010372967545555131,0.006302744234476904,0.010163125083696425,0.003693813712637113,0.011975324231620321,0.006610300176512764,0.0058433857290939376,0.0028338845242431255,0.010634100644741361,0.010799575984376163,0.008915344876199443,0.0020284145090361714,0.0020036855637830804,0.010718318837054052,0.00466591016076239,0.010610055841687775,0.0038402476640182863,0.0020564806648204217,0.012172216585356041,0.004329409915795196,0.009151511404951294,0.0012140033901285043,0.003885743640564549,0.007022248099387629,0.010963510949033372,0.0035720036513885553,0.007162171285937496,0.006876984850608232,0.011003381647904166,0.0069366748928272794,0.009670442351933033,0.004595809001827168,0.006567430067637407,0.004609311240597794,0.009475135359893038,0.0034268597686932137,0.00349480698797946,0.0067481686372829995,0.007204910242496676,0.0027503784135677408,0.00864172725348124,0.00927311806683686,0.0009287851045564243,0.011975396865123694,0.006858731240765107,0.011229655971125938,0.007615989983754415,0.009610653877438228,0.0034587035714572496,0.006830478651695122,0.008868274238021235,0.0094755156827853,0.007006758515188945,0.004350962029424968,0.0029047931648558015,0.000981644356269677,0.006699768799206352,0.007966171434129341,0.002549991144037638,0.009340170550149116,0.009039924980524746,0.00898840654127471,0.005375149573081282,0.004644088855192225,0.00509732896594053,0.002427482150916304,0.011774096068186364,0.009082369649530369,0.008239460544563775,0.003528963384739669,0.010524892059217306,0.012434475803090116,0.0012333328405634803,0.0024187228301304994,0.0006517936307573919,0.0024508832339074998,0.002793699865999549,0.009230478702584454,0.006619119148950009,0.011245024229789399,0.010747395060061426,0.003630153608840708,0.0030707049116953777,0.01210743332740953,0.011145127359144826,0.011849026187176584,0.004176117183986225,0.004022482229146126,0.010066540683475882,0.00796688995015953,0.007670656113345328,0.004003687818391793,0.004701061555959955,0.008199444731557044
doctor and nurse,0.012047988866188344,0.0016862915049285076,0.004830782384887901,0.006330991411851484,0.00465513894571662,0.008272797257371995,0.003608905197791413,0.0,0.009297890111635196,0.004548486904932087,0.00989919758254378,0.00571832072304491,0.007483085244978872,0.002879485925633375,0.004375058098203203,0.0029696047568922713,0.007420155734295388,0.002104303546342938,0.0022164202582794154,0.009216599665196274,0.0022992774552591084,0.011435736650636668,0.007605852387998653,0.0028624826828904247,0.005059771905180295,0.0030421397798812435,0.007642735600374694,0.0032377370497376563,0.004235387821554518,0.006794991634833421,0.0028266135422358985,0.003479138754449369,0.0013376231298326332,0.002480297492793109,0.007670875256474867,0.006821706493296218,0.007006513149622756,0.01113729626905185,0.002587950336391879,0.01073429566252881,0.0034693696545661417,0.010327754780458076,0.0024971996124863415,0.0018252051519049026,0.002912866929939216,0.01046317136215012,0.00905446307157228,0.010854054390753374,0.011345617204852927,0.006822471645891556,0.006656129959459275,0.0074371407399052465,0.009430197535938673,0.0018748502629113057,0.011985249576747124,0.0038885261917282234,0.010219578683073409,0.0020498476226634733,0.011004093815838709,0.0074086750645696725,0.001853386384884593,0.0027123572696788295,0.009160404447608407,0.008303532382765034,0.008945988824043823,0.010381572733103266,0.008976020565818043,0.00817841565093798,0.0024983413510140584,0.011725948610389966,0.0077141393674837215,0.006400846623424082,0.0011518961409621772,0.010876338357239647,0.009610730557729761,0.006836746910943559,0.0018659856326141398,0.0037817023197954645,0.008829324116148871,0.007964929294085434,0.007765019696912229,0.0006288574331762381,0.0035315876902236015,0.01161544292723675,0.0013569378588959224,0.007151156808753569,0.0032554707313881956,0.000426466535442501,0.00932525378525501,0.010568829715531539,0.0011097446914117074,0.009387467661858473,0.008771637194267476,0.008969570936865798,0.003354671966477453,0.006628946646420604,0.0011515176782678097,0.0029597306378577257,0.003332056701452581,0.006299182480006174,0.002136078716912914,0.0018961166776187482,0.0035270223249706887,0.008914743216476008,0.0009226943228168788,0.007422799237269266,0.006726121322444192,0.004302632183114018,0.011716029729997251,0.00980964406785764,0.011229758961548696,0.004011395283674169,0.006764752019698934,0.0009199584663779797,0.0033868600055957133,0.005414913346003379,0.006591353373572927,0.008857016954216371,0.0008141971338057242,0.0014519951264582828,0.004574779813217622,0.00314840171653484,0.007845208650866891,0.0020681572791133294,0.010349819707690123,0.005813297715182879,0.010439005058119887,0.008223322662151067,0.0023938700559182832,0.001962042686221084,0.0011841351918587069,0.011241835173602601,0.006262162534613259,0.009129208033981847,0.007012788404950027,0.008697550443618146,0.012072213300610797,0.002608085448303364,0.0034360920480171653,0.0032431656429765315,0.0012842420849974074,0.0011781272531111832,0.008249651397079099,0.0031286805970558475,0.01045755484068994,0.010131798730807492,0.00035675180548444925,0.00350205858296432,0.012160836005991327,0.009902339044404655,0.010277530016533977,0.002038817387926494,0.0062620071857507585,0.010982238820353027,0.005699698585017727,0.009399071067809938,0.0018119164788594588,0.0013488745863355434,0.00472128310304313
