,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance
Parent and Child,-0.2543364542414357,-0.7461892521082525,0.36224548215958896,0.5003266387071525,-0.3107458962182172,0.940843273733626,-0.31234178502496623,1.0073526572696199,0.21463999016679244,-0.3496576857687091,0.35513856561012525,1.031300853550781,2.1033589710968905,1.693769514447566,-0.24239837270440126,0.1273752784548743,1.0117362108324877,2.0133972598066654,1.5826991019439103,-0.5897987883691845,0.48192616126850646,0.2690587952626797,1.8189863449008443,2.0194890226749442,1.7930688031204447,-0.5072657216641508,1.501858943406048,1.7612755787139094,1.7878490314099889,1.7887913108933764
Parent and Teenager,-1.3153490598850668,-1.161475868418839,0.36224548215958896,0.5329810010510864,-0.22117561520048354,0.5153231315116253,-0.42832737602296095,0.6170128221772262,-0.5206310300307831,-1.173937544640855,0.3917470897023749,0.6399113399008177,1.9420607286362177,1.049933142430452,-0.008235174533164906,0.29124003318109815,0.4010415398480726,1.843103202127589,1.5920607322322775,0.4636229376642398,1.6786472136056707,0.25707417954413975,1.7859901764197303,1.910949204670339,1.4676186973626064,-0.47330764124501407,1.3667006711302623,1.4476425847635797,1.428312385458084,1.6469871174275654
Wife and Husband,-0.10276322486377397,0.2768338758763631,1.0207846980402968,-0.06568230858769968,-0.47197240205013796,0.9030192610916705,0.2359537360564623,1.2567364408008723,0.6873142174366618,-1.1441442967298137,0.5503840274354569,1.1854846013522813,2.0740320179222227,1.5076605631613689,0.23026437915976092,0.21723659556280325,-0.25097833443604006,1.924379911474421,3.487790865626625,-0.41343406500612256,1.074180967782307,-0.6597489229241531,0.9977483738153365,1.9064267122534804,1.410186325758282,-0.06581067621537356,1.1852024197884925,1.3247760510510787,1.9445701334915886,1.6503634077481797
Fiance and Fiancee,-0.11358988410503582,0.6819915503257157,1.18253117211626,0.09758950313196928,-0.5078005144572317,0.9975792926965594,0.22540959142028114,0.8013399665264125,0.5691456606191949,0.08730995025989866,0.9286721097220355,0.9067678264803379,2.033707457307054,1.4171210733464625,0.0568101582921785,0.5661099443347636,-0.31067029475782487,1.742474895317225,3.4175786384638713,-0.6326983156737133,0.43308040403025505,-0.7436412329539316,0.31582755853897754,1.8476343108343187,0.6329348967130918,-0.42628876066467103,0.9457791946142441,0.7751099791793661,1.290029060091966,1.154048730617841
Between Siblings,0.7525428551958875,-0.08780803112805427,-0.6313400014499002,0.826870262146491,-0.42718726154127135,0.5342351378326032,0.11996814505846762,-0.6732771882670769,-0.25803423710307744,-0.4390374295018334,0.5747897101636229,1.0490912859894157,1.6964474957983757,0.028848896184561948,-0.827806368132492,0.15909103743414332,-1.339208687994735,1.5179963647402603,-0.17728739226911372,0.7210201014914113,0.23159165542246743,-0.12044121558986305,0.9830834100459529,1.6938695686611271,0.6712231444493085,-0.7214628443079361,0.5325810479425556,1.544642479799764,0.9166640816034497,0.6847443760524186
Between divorced spouses,-2.6362014873189747,0.43889694565610404,-1.6711387633668073,-1.611322126200566,0.04753522785271774,-0.8652533299197546,-1.7358013109094448,-1.4214285388608325,-1.0852141348253497,-0.15103603302843277,-0.29161202668628466,-0.23774999373849284,-0.8439998229572161,-1.5555921755763022,0.5077911325478928,-0.4329364635122135,-1.5412430152376995,-0.8545094842886957,-0.14452168625982875,2.0842717469464316,1.8190787656656437,0.47878957033712577,-0.21211113715884883,-0.038245026995708344,-1.1206668496056136,-1.021861248015684,-1.7110462718354886,-1.2974544447604452,-1.895096867507603,-1.7293032031869842
Between a person and their in-laws,-0.6332695276855898,-1.2627652870311772,-1.1743460215620625,-0.9582348793218898,0.1639765931757715,-0.4870132035001984,-0.41778323138677975,-0.8792898790102849,0.42471742450895666,-0.9852469745375928,-0.2550035025940351,0.27224240283570134,0.24842918279915657,-1.5254123456380002,-0.8971880564795248,-0.6549467763670972,-1.0774824004299854,-0.13463005864532573,-0.26622288000860167,0.511289079113716,-0.44614322625827335,-0.5039489185831361,-0.5677365085664126,0.2828519346012505,-1.0172885807178293,-1.0035761277899948,-1.0931798842890392,0.10904403326423173,-0.2218686305775831,-0.8852306230333465
Between cousins,-0.37342970589531277,-1.4856020079783212,-0.6082333622961911,-0.19629975796343485,-0.03307802506324264,0.1370830050920693,-0.12254718157370247,-0.7817049202371863,-1.1377334934108911,-0.38938201631676417,0.13548742105662762,-0.3029815793468201,0.6590065272445048,-0.7457667388985272,-0.8538245012626292,-1.0091060849689357,-1.4815510549159143,0.35303019743566694,-0.6032415703898191,-0.9663613058200468,-1.1116666686294512,-1.205048938117713,-0.8207071335882874,-0.10608241324858687,-0.9330544356981537,-1.123735489273094,-0.7881083554379797,0.6457767857977864,-0.23108751893532445,-0.8413388488653574
Employer and Employee,1.2577869531214256,-1.3876889033197277,1.3365754331409871,-1.614950388683225,1.3881037670847995,-1.2088214447508516,0.3203068931459126,-0.6082205490850112,-0.10047616134645415,1.6961453374561357,0.17209594514887722,-0.4749557595869552,-0.6414605525946672,1.1297839424755436,2.009254231932903,-0.10917142393217458,0.6289041191533478,-0.17043051395285883,-0.3142012352364833,-0.02316753188853604,0.34912675877701016,0.13947513780596826,1.8153201039584983,0.9087648850944776,1.122258702781936,1.8269604831466615,0.9681768511628027,1.4482892507304872,0.8419910859057463,0.4855432471361605
Interviewer and Job applicant,-0.27959865913771237,-0.7664471358307202,-1.9907806049931156,-1.27389371531325,1.4299032315597424,-0.7990613077963324,-1.3175502403409192,-0.8684471058132741,-0.030450349899066267,1.7226282244881725,-0.6576972676087808,-0.19698025273328837,-0.8957802246562389,0.6047806508404954,0.8899324628967853,-0.7600052279859262,-0.432924021186096,-1.0823745444217785,-0.35808387721320434,-0.7053891813841644,0.03239255168522254,-0.4372844936487585,1.0146130821501287,0.25028998919986933,0.1949173426107777,1.6221671366189443,-0.34015522446680396,-1.788273913643539,-0.8681127044552379,0.2113884731022592
Guard and Prisoner,-1.9757752736020204,-1.725320298694188,0.3815010147876799,-1.085224066214966,0.30728904280414576,-0.7234132825124212,-0.8465784465914868,-1.6491267759980623,0.17087385801217475,-0.025242319626257656,-0.6576972676087808,0.6480652881018588,-0.9255654114742609,-1.0519662634808846,-0.836479079175871,-0.056311825633392716,0.8699678050682486,-0.3736222873199391,-0.27324410272487704,1.558752537465956,-0.20802015972179697,2.6412636690511464,1.4611612289278728,-0.0029695861442110066,-1.997467722764966,0.7993367264629397,0.0977575777067421,0.9775164268215382,-0.8229401515023066,1.2229250531583777
Nurse and Patient,0.6081873986457332,1.1715570736186836,-0.2808893076186463,-1.1650458408334707,0.5521144775859511,0.22849103564346182,-0.4459009504165965,0.3314864613226043,0.17087385801217475,-0.7800046000393075,-0.10450179243700879,-0.4749557595869552,0.3070830891484921,0.6110681154109749,-0.6847066359167364,-0.1950682711676951,1.7596075983256203,0.6737829253937008,-0.2586165553993034,-0.6904935121812031,-0.528570441597823,0.15071071504209932,1.9077093757056178,1.048057651533722,0.6612682000378917,1.3405762851433338,0.7681426081946395,-0.3035288536230068,0.2289350101159595,1.482899407845698
Therapist and Patient,0.7814139465059182,0.5030469107772516,0.0271992144308076,-0.3813411445790598,0.19980470558286528,0.48065111992316584,-1.8588163316648936,-1.0057888996420796,1.3613126526177728,0.18000005487202764,-0.0882313372848979,0.9149217746813789,0.12837196824036062,0.6928051548272101,1.0444151283569758,-0.6014264330895807,1.8083942966655406,0.7923114598578309,-0.2673930837946476,-0.5355785524704054,-0.2423648327799426,-0.10396236897687094,1.3995683810964603,1.162024460438558,0.8006374217977194,1.3954316458204008,1.0060211674000228,0.4071570440087723,0.6742073177948568,0.8022392792098053
Salesperson and Customer,-0.7415361200982049,0.17892077121776936,-1.0203017605373357,-0.7078847680183977,1.0775934595566563,-0.628853250907532,0.8404846951975248,-0.7021912501257728,-0.46811167144524224,0.6235884126586444,0.7903732409290928,-1.6165085077326804,-0.7147779355313365,-0.4515133970000809,2.329060451657508,3.211072094210061,1.6333361437987675,-0.8428985258105768,-0.14744719572494347,-0.5981403631228429,0.9902273225290621,0.25557610257932234,0.5167375621795395,-0.7690798015600541,-0.7163429535111696,0.6420846925220145,-0.842943997332727,-1.9738670461461059,-0.8100337078014688,-0.1100343654202461
Between Business Partners,0.9257694030560725,1.5564568643455683,1.4598108419607683,-0.20718454541141262,0.10426307249728255,0.15284301035955086,-0.031164594726797782,0.3098009149285827,1.623909445545479,1.5041444064738685,0.887995971841758,0.8778583737675567,-0.4948257867213286,0.7776859265286848,2.120373342176198,0.7299746990609874,0.09512024319892466,0.15612769324423445,-0.05383089284127198,-0.21085296384584865,1.150502463467075,0.060826097153050984,0.37815365455885985,0.8264555231076517,1.7065373632365959,1.176010203112133,1.2817440428426257,1.6836756626849618,1.9519452441777816,0.27283695693744386
Between opposing negotiators,-2.1778729127722363,0.8879467015041363,-1.3591991347917352,-0.8747848422207256,1.2447913174564254,-0.8368853204382879,-0.29828292551005786,-0.6443631264083812,0.844872293193285,1.7027660592141451,0.34293572424604224,0.6147082272794188,-0.865995037838217,-0.20630227875137572,0.6704044646112512,0.3037941877770587,-0.3152619840133469,-0.8187090289811625,-0.03627783605058357,1.469378522248188,2.3869106935603184,1.05704727875667,0.44487923970955723,-0.5791351200519939,-2.345890777164534,0.5908863558900853,-1.2862631303973047,-1.448774281016893,-1.1197883566215718,-0.351101494312125
Between political opponents,0.04726333890799266,0.4345559705727183,-0.18736243485363352,-0.5834871971843643,0.8421515780243276,-0.16956166882664234,1.4831754158790524,-0.9985603841774054,-0.19426073024920607,1.4918487803518516,-0.6542107415047568,-0.504606480318013,-1.0456226260330568,0.18980798918884037,-0.7887791684372858,-0.9192447678610065,-1.3897172698054758,-1.164135043705199,-0.692177058129307,2.622899145325513,2.081624710821246,1.6472896028947541,0.23956974693818028,0.2692844573506752,-1.11300920005837,1.4137167660460896,-0.0319943636780122,-0.49364864789392876,1.0549474069695668,-0.9135914617265088
Between business rivals,-1.6973754645410095,0.5647852230742957,0.5058367397576379,-0.22895412030736864,1.4179605274240443,-0.6639755483607765,0.14557535346062228,-1.333137385685172,-0.3518188060058294,1.0321815268672128,0.015202270467807236,0.046896925279661834,-1.1226058781165595,-0.7206168806166088,0.42540037763579114,-0.36950494555367525,-0.4438292831679606,-1.3847432547894574,-0.6828154278409398,2.32736906833876,2.209844823571656,1.4555357513981175,-0.5560045375509053,-0.30054958717350555,0.5218989782780648,1.4027456939106764,-0.17255896684482952,-0.27184222124452,0.7064734270469508,-1.2633751389421761
Between enemies,-1.6695354836349083,0.19146136590310667,0.4266139769449214,1.0492309200123253,-0.20965943621248914,0.22759046391389165,-0.37861926559524905,-0.5617515210978214,-0.36307295427415986,0.913008535223047,-0.48685748851161575,-0.22588970544606954,-1.2949017280177326,-2.274878122439171,-0.9101971230445935,-1.2998338756122358,-1.6881770714144007,-1.0557660979094228,-0.6781346126967562,2.9136626081673174,-0.5010947031513064,2.5041896267703483,-1.028216370925072,-0.7564168227928504,-0.5876944411174829,-0.6598158675470419,-1.1456985272304872,-0.7969349863737325,-0.6809692707930926,-1.031761622948018
Teacher and Student,0.5762229761239143,-0.8677365544430583,-0.3458079604790669,-0.38756102312076146,0.5196985663604861,-0.3884005991122429,1.3656835185044613,0.6743246233614264,-0.4080895473474806,-0.2957460943106341,-0.392721283702974,0.11212851088798907,-0.06683556382852154,1.7843090042624723,-1.0099333000434534,-0.9086728482012502,0.7959268158229577,0.21756901519094674,-0.6781346126967562,-0.8805622512109895,-0.45224894591305487,-0.6297873836278036,1.255851736156496,0.21230105289825674,0.677349264087103,1.0589854336677238,0.649203328591948,0.08123739668719217,0.1514963479109336,0.8353269243518281
Professor and Graduate student,0.1957432370738656,0.36510036923854333,0.2582656059678982,-0.21029448468226367,1.072475157784214,-0.7531321495882433,0.733034840333582,1.0460768472589452,0.4134632762406262,-0.3042584508566457,-0.716968211377185,0.7407237903864144,-0.19880685311452612,1.6837095711347982,-0.9665697448265579,-0.8981009285414938,0.7821517480563918,-0.06496430777661236,-0.659411352120022,-0.9806611482548896,-0.14085724351920095,-0.8515027744207895,1.2353207868793588,0.30727339365228684,0.7577545843331572,1.2272085397440622,0.5843273578995706,-0.06361577990017699,0.4677042185814556,0.6698886986417151
Master and Servant,-0.026976610174943343,-0.30340979360288856,-0.05862544528296856,-0.06101739968142355,1.2106693056401459,-0.5586086560010431,-0.5684138690465128,-0.5059886875131939,-0.2617856198591878,0.14689644608198152,-0.5391553800719724,0.7703745111174722,-0.8879902527192178,-1.2739137628188153,1.3360350371905985,-0.04177543610122778,0.5525672852802958,-0.819676608854339,-0.6500497218316549,0.3587574264753923,-0.9346007986407892,1.6293126793169441,-1.2848532368892933,-1.1109802282745624,-1.7830535354421548,0.1812996628346518,-0.20499695219101818,0.10387070552896857,-0.8035804859510499,0.5895329890110887
Between Close Friends,-0.2960964256005875,1.849713847756528,0.46622535835127965,0.7786662034483027,-0.5551448058523195,1.9539864695002946,0.02808345608603061,1.445710487948777,0.8523750587055058,-1.1810311750958649,-0.6960490547530419,0.6043304750235488,1.7844283553223788,0.7682547296729655,-0.35080726074664026,-0.18978231133781684,-1.0774824004299854,1.5837917961162675,-0.49558282207359683,-1.2142252413573231,-0.09811720593573107,-1.2529874009918722,1.035144031427266,0.9277593532452844,1.7011770085535258,-1.1059728010538532,0.022068945232302118,1.7651555745153569,1.4421407179946952,1.336368407931027
Between casual acquaintances,-0.6394561901091678,0.391146219738859,-0.6626990117299337,0.21887713469515174,-0.1559172676018489,0.2600110461784249,-0.10748411780772943,0.3862166498408501,-0.07046509929757364,-0.9767346179915807,0.3289896198299472,-0.5342572010490708,0.1531165849814864,-0.9016958602464219,-0.9188698340879726,-0.845241330242712,-1.3575754450168225,-0.4403852985691226,-0.3364351071713553,-1.0807600452987898,-0.8369092841642861,-1.0792104730730454,0.08558762735964759,-1.326250867317031,-0.7324240175603802,-1.1864273300468848,-1.367358093762776,-1.122854633695313,-1.2165866843778539,-0.5354469458176793
Between teammates in sports,1.1368892582606724,0.8237967363829888,1.1536478731741242,-0.5174009876787836,0.5715213718064602,0.047250975067424573,1.4010817183544986,0.03692445613714009,1.2584622420544211,0.9612452223171142,1.050700523362868,-1.231049138228929,-0.04117447980068718,0.10178348520212568,-0.836479079175871,-0.4791886120236476,-0.9580984797864155,-0.04464513043990438,-0.6886664467711693,-1.0807600452987898,-0.017216420509876724,-0.5384046887739379,-0.10432365345387586,0.8454499912584575,1.8351858756302828,1.4722291507682947,1.503403609374914,-0.543441927345837,1.7389889231139601,0.9487702791244765
Between second cousins,0.3086498263041647,0.6870560212563322,-0.0016840845113285448,1.730307620328659,-0.90190975093526,0.2363710382772028,-0.6023057625199527,0.8880821521024999,0.7792230949613591,-0.09641507852485695,0.8249479581273289,-0.5268445208663063,-0.2290502735759023,-0.9419356334974913,-1.1129217436835805,-0.717056804368166,-1.3656109012139859,-0.5768140606870193,-0.7237725603525461,-0.4611002064555988,-1.4749569880889473,-0.9803373933950922,-1.7006049597513315,-1.6998087409495495,-0.6788204707296774,-1.581385926921767,-1.4917037042564991,0.7828699707822605,-0.6809692707930926,-1.301189590533059
Parent and Infant,1.1260625990194106,-0.8525431416512076,1.6388872954020142,1.4799575090251667,-0.9377378633423538,1.536571472844427,-0.4968643161581397,1.9018814460230233,1.1205989257673759,-0.930626020034017,1.258148826552282,1.9341652998114907,2.1262706532645996,1.7113744152449086,-0.5004115262449301,0.24102341479725525,-0.590763339344662,2.1033821880120867,0.8969596833210166,-0.40151752964375353,-0.7499027790836504,-0.2687508351067929,1.738329044169232,1.807836377565963,0.9668084169728977,-0.7000431320435576,1.4709656240287257,2.0774952365318717,0.9839619666149603,1.8043222463682036
Grandparent and Grandchild,0.8066761514021948,-0.2853223974221137,1.3558309657690777,1.5615934148850013,-0.776511357510433,1.2292513701285372,-0.47050395456768607,1.7121329150753324,1.0549497275354498,-0.8909016894859614,1.2459459851881995,1.2596114031799257,1.8467481308185476,1.0386157062035892,-0.41910486021325083,0.34674261139481893,-0.9007023640923916,1.6292680501555663,0.3820700174608234,-1.2595080757343255,-0.8949136208847098,-0.5533854584221126,1.1942588883250835,1.402621057015435,0.6291060719394703,-0.8682662381198963,1.0925224616565254,2.0412819423850292,0.8419910859057463,-0.010771429994178284
Step-parent and Step-child,-0.09193656562251258,-0.6550287753571481,0.841708244599052,0.7996582935265458,-0.19430453089516342,0.7942752247460478,-0.3756066528420542,1.1483087088307626,0.7070089769062397,-0.4340718881833263,0.666311020394247,-0.08208370990043941,0.9669395355785159,0.22124531204123848,-0.5708773034723854,-0.24792786946647696,-0.7170347938715148,0.7439324661990023,-0.13867066732959926,0.18239270311233016,-1.1467745566444445,-0.5758566128943746,1.035144031427266,0.8707759487928659,0.0019445740202476058,-0.9816339835191681,0.8059869244318597,1.022783044505091,0.34509300342349786,0.8258733114541071
