"Australia1999-2014","Brazil1999-2014","Chile1999-2014","China1999-2014","Egypt1999-2014","France1999-2014","Germany1999-2014","Great Britain1999-2014","Hong Kong1999-2014","India1999-2014","Israel1999-2014","Japan1999-2014","Mexico1999-2014","Qatar1999-2014","Russia1999-2014","South Africa1999-2014","Spain1999-2014","United States1999-2014"
NA,0.0825741090395118,0.0755958052150595,0.114756430342892,0.272447180038723,0.063225081245135,0.0522646618760256,0.0397841255821628,0.091408607045239,0.0895864835893818,0.0536590940502817,0.0821524437753189,0.0994373417766573,0.146575081275581,0.0980955291897164,0.101622227346385,0.0662896247732851,0.0302559955496343
0.0825741090395118,NA,0.0388978367660751,0.124924838983497,0.166577938863166,0.0680940044557171,0.105135977567077,0.0703978258415164,0.103826584048027,0.0756065974558156,0.0845287390291798,0.133798116042347,0.0337383395464037,0.0765274517279111,0.0727009103656715,0.0376693508439019,0.049831215251525,0.0637408100411917
0.0755958052150595,0.0388978367660751,NA,0.125943697609764,0.149261033872474,0.0711762812461773,0.0691969588136385,0.0675363255332608,0.0996344978296065,0.0614554336803442,0.05151472954392,0.0844020004834263,0.0164563676531053,0.106214959921735,0.0575337481531726,0.0340893596089488,0.0320648846563484,0.063623457968634
0.114756430342892,0.124924838983497,0.125943697609764,NA,0.183736771168333,0.178091770711713,0.122266396869246,0.191960143749835,0.101058877095636,0.108084085451042,0.146937048067266,0.137285123070773,0.108149498019442,0.262575305083036,0.0879488370950575,0.128457878953203,0.100033011770566,0.127591085383699
0.272447180038723,0.166577938863166,0.149261033872474,0.183736771168333,NA,0.430578763963235,0.26112110562477,0.36016086467177,0.298609602878759,0.0977483972897268,0.216800084522642,0.232710398819768,0.103351669241321,0.0463165611605758,0.187917445941238,0.0753775658050368,0.174892678236929,0.158179418162887
0.063225081245135,0.0680940044557171,0.0711762812461773,0.178091770711713,0.430578763963235,NA,0.120099629562221,0.0304654079053393,0.122339842984957,0.106319173030508,0.0763167682062145,0.125518424790394,0.101371301784865,0.142537327806576,0.111104146813522,0.115109277276813,0.0358575092509151,0.0805660871492143
0.0522646618760256,0.105135977567077,0.0691969588136385,0.122266396869246,0.26112110562477,0.120099629562221,NA,0.112280933851443,0.0662964497849618,0.11273048102951,0.114239222605488,0.0502430161533935,0.104154700477901,0.274929238157143,0.095853585399405,0.110468777005775,0.0552988935190666,0.0673527545623959
0.0397841255821628,0.0703978258415164,0.0675363255332608,0.191960143749835,0.36016086467177,0.0304654079053393,0.112280933851443,NA,0.106639468128019,0.114965896166228,0.0441694612599158,0.136607795781013,0.0903518762105176,0.125754531131816,0.132737432441113,0.0871427914643381,0.050686972088513,0.0568306768820217
0.091408607045239,0.103826584048027,0.0996344978296065,0.101058877095636,0.298609602878759,0.122339842984957,0.0662964497849618,0.106639468128019,NA,0.126091666057578,0.0955433276379128,0.0894835928646713,0.117480205805463,0.188608484290731,0.126372121242456,0.11689506355465,0.0605413964565988,0.0897937320554999
0.0895864835893818,0.0756065974558156,0.0614554336803442,0.108084085451042,0.0977483972897268,0.106319173030508,0.11273048102951,0.114965896166228,0.126091666057578,NA,0.127764657994134,0.103185941399163,0.0524033248406068,0.120076659817711,0.0867086752186658,0.0401212129874466,0.0667209012882863,0.0758100916277077
0.0536590940502817,0.0845287390291798,0.05151472954392,0.146937048067266,0.216800084522642,0.0763167682062145,0.114239222605488,0.0441694612599158,0.0955433276379128,0.127764657994134,NA,0.110033049490918,0.0633514235487713,0.0944566233758725,0.138957969883488,0.0882642320675758,0.0735321435686185,0.0599886405865429
0.0821524437753189,0.133798116042347,0.0844020004834263,0.137285123070773,0.232710398819768,0.125518424790394,0.0502430161533935,0.136607795781013,0.0894835928646713,0.103185941399163,0.110033049490918,NA,0.105160593860587,0.337995240885503,0.094312933947662,0.119722951109738,0.0723998921376607,0.104184182167624
0.0994373417766573,0.0337383395464037,0.0164563676531053,0.108149498019442,0.103351669241321,0.101371301784865,0.104154700477901,0.0903518762105176,0.117480205805463,0.0524033248406068,0.0633514235487713,0.105160593860587,NA,0.0817673241092787,0.0680331341372842,0.0258071762763479,0.0420670620709867,0.0632761060472443
0.146575081275581,0.0765274517279111,0.106214959921735,0.262575305083036,0.0463165611605758,0.142537327806576,0.274929238157143,0.125754531131816,0.188608484290731,0.120076659817711,0.0944566233758725,0.337995240885503,0.0817673241092787,NA,0.168068987567878,0.0986512007718426,0.146690299335678,0.096736973176796
0.0980955291897164,0.0727009103656715,0.0575337481531726,0.0879488370950575,0.187917445941238,0.111104146813522,0.095853585399405,0.132737432441113,0.126372121242456,0.0867086752186658,0.138957969883488,0.094312933947662,0.0680331341372842,0.168068987567878,NA,0.0565504732378191,0.0504615852636721,0.0700232469778673
0.101622227346385,0.0376693508439019,0.0340893596089488,0.128457878953203,0.0753775658050368,0.115109277276813,0.110468777005775,0.0871427914643381,0.11689506355465,0.0401212129874466,0.0882642320675758,0.119722951109738,0.0258071762763479,0.0986512007718426,0.0565504732378191,NA,0.0511762290995689,0.0475672035716137
0.0662896247732851,0.049831215251525,0.0320648846563484,0.100033011770566,0.174892678236929,0.0358575092509151,0.0552988935190666,0.050686972088513,0.0605413964565988,0.0667209012882863,0.0735321435686185,0.0723998921376607,0.0420670620709867,0.146690299335678,0.0504615852636721,0.0511762290995689,NA,0.0586746746610526
0.0302559955496343,0.0637408100411917,0.063623457968634,0.127591085383699,0.158179418162887,0.0805660871492143,0.0673527545623959,0.0568306768820217,0.0897937320554999,0.0758100916277077,0.0599886405865429,0.104184182167624,0.0632761060472443,0.096736973176796,0.0700232469778673,0.0475672035716137,0.0586746746610526,NA
