,V1,V2,V3,V4,V5,cl_k3
parent and child,-1.85784714043069,0.0279430204624327,-2.25294348390496,-1.04747631290245,0.689878758171987,0
parent and teenager,-1.18876523568352,-0.469003235285526,-1.68313073448451,-0.195333811898625,0.725814960070709,0
wife and husband,-2.24543544904799,0.798374403002936,-0.288203436270592,0.206664092479266,-1.01596274019715,0
fiance and fiancee,-2.07460021928446,1.27443039833669,0.155586127276076,0.378608959219362,-1.25080209731108,0
siblings,-1.7095462783722,-0.355299519937027,-0.762884400233609,0.428628850911962,0.154682007864129,0
divorced spouses,0.0788882125310992,-1.71351731800828,1.37788539164704,-1.09971359772231,-0.0405253616872119,1
a person and their in laws,-0.880746187202625,-0.801773716471742,-0.767378171154571,0.0534736765808286,0.499686390875606,0
employer and employee,0.451395341172533,-0.135663665585143,-1.80942906355094,-0.245975858854045,-1.32986739836326,2
interviewer and job applicant,0.979010019455167,-0.988299574280233,0.303533952863702,-0.293833090292407,-1.42418582009743,2
guard and prisoner,0.745780392278105,0.116918751176953,-0.513499223819595,-1.47243476359191,-0.904519839771461,1
nurse and patient,0.468732603007199,0.171325028034114,-1.68813560289438,0.301635464559262,-0.789280813871235,2
therapist and patient,0.0960086086740491,-0.0842920065703932,-1.50136723146371,0.339682233308052,-2.12926463618431,2
salesperson and customer,0.927086085411341,0.016002566555101,-0.485171810141609,0.0962835123767881,-2.4209937724274,2
business partners,0.62059348495961,-1.17716842423666,-0.023426762611847,1.22692977014016,-2.31821651900203,2
opposing negotiators,0.403559336445941,-0.927064490392759,0.558073363885378,-2.5324762784434,-0.438987023826376,1
political opponents,0.132735304526806,-1.03357582934313,-0.454613810674563,-2.55379823599942,0.0244089590152051,1
business rivals,0.691547141216514,-0.9877835783418,0.848734920600131,-1.74128262793199,-0.762331487627578,1
enemies,-0.197019556343484,-1.13997510976169,1.38768673641579,-2.78628892737012,0.432427421838411,1
teacher and student,0.228374630797873,-0.474224984273092,-2.04701049353369,-0.459899058707462,-0.270223927522411,2
professor and graduate student,0.701116001347137,-1.0779612971201,-0.922617370980174,0.579969161981713,-0.603862826897387,2
master and servant,0.52701964840664,1.15474041356696,-0.494352407064406,-2.88398114417458,-0.530892328585541,1
close friends,-1.52606978040224,-0.603989406435356,-0.500249286174978,0.818961515950651,-0.048810733553787,0
casual acquaintances,-0.627212870081463,-1.72661618649397,0.399849818283701,1.05893609511295,0.0264061004854257,0
teammates in sports,0.0613248712471541,-0.980408459244565,0.113036683767281,1.29097833755274,-0.0734085558764525,0
second cousins,-1.06034670617656,-1.58090839642886,0.161368570313987,0.814155013686723,-0.114784312356864,0
grandparent and grandchild,-1.42168402831954,-0.402632875173967,-1.65769303765797,-0.233822990143034,0.902944711891918,0
foster parent and foster child,-1.15129311332038,-0.321760035589805,-1.13773422717091,0.020087505971679,0.613290990786849,0
godparent and godchild,-1.46812041312359,-0.565186761005391,-1.99670571448608,-0.459069869172816,0.619494364672707,0
step grandparent and step grandchild,-1.27247506737887,-0.907467003198382,-1.09884843576315,-0.0290529982269075,0.6752192100229,0
ancestor and descendant,-1.12185360036958,-1.38407942651209,-1.01821817692401,-0.223932454247434,0.764137901899852,0
man and his mistress,-0.732000352027016,1.250322345974,2.1111417082438,-0.33949422803026,-2.86806506074172,0
step siblings,-1.14040892401417,-0.93878707655582,-0.556741998040288,0.757414808674846,0.198185188812183,0
distant relatives,-0.911186564775049,-2.42444689780669,0.0254354091578493,0.35629915303986,0.368800491915212,0
twins,-1.7991988753917,-0.627648947126263,-0.670496839903326,0.582243579787863,0.254187938837167,0
a person and their family friends,-1.1127862568961,-1.05186390082162,-0.0993380162265306,0.800811663061609,0.190050818249014,0
manager and staff,0.29319267424486,0.341201546894041,-2.13868764988922,-0.664798944131033,-0.660904166592253,2
union leader and union member,0.304176545199061,-0.562615685023981,-1.23334111805781,0.384704240862571,-1.04313404851844,2
