,V1,V2,V3,V4,V5,cl_k3
parent and child,-2.01852760502235,-0.0954694528582392,1.18398807893336,1.46755392724462,-0.354604259219509,0
parent and teenager,-1.81717765819,-0.86932301917925,1.34108907838458,1.15934172158227,0.207541825244007,0
wife and husband,-1.56697171077198,0.373447323499985,0.795556283903541,-0.954022562684222,0.104884482542099,0
fiance and fiancee,-1.57861313326481,0.341963901495883,0.903500402729551,-0.749648613949537,0.219276620392948,0
siblings,-1.21819283277582,0.0210853998465388,0.741560547613206,-1.23799854991302,0.563422794211972,0
divorced spouses,-0.951288031684366,-2.21172990772592,-0.51638977205794,-0.811189992824199,0.160868859690286,1
a person and their in laws,-0.867561247635695,-0.0256876717587222,-0.109320938974698,0.568874814903287,0.159003346083804,0
employer and employee,0.608189693591614,0.603966259705007,0.341403331060088,0.748377876464025,-1.74516741930409,2
interviewer and job applicant,1.15084163197264,0.561007810151678,0.0726746943503846,0.491943749755067,-0.0486989386111324,2
guard and prisoner,0.747390849469021,-2.12516092312579,0.987380807819451,1.02823954531237,1.10047315178496,1
nurse and patient,1.02454354818568,0.753845495387235,0.251969390317513,0.915417529724634,0.0078660712465678,2
therapist and patient,0.392779956141674,0.735138266373161,0.677776969343483,0.786601521772134,-0.456127013958861,2
salesperson and customer,0.779915799579132,0.0770716454442457,-0.23125052992638,-0.59807340108689,-2.41071038319239,2
business partners,0.417093506032512,0.4924786286717,0.897258598110265,-1.71327777942932,-1.08311090390508,2
opposing negotiators,0.776437161540358,-1.84139675396452,0.607247282054453,-1.86768016779383,-1.09802943886587,1
political opponents,0.985871915670093,-1.92477253064747,1.06568354482605,-1.21919756681253,1.38233664209777,1
business rivals,1.02127655298744,-1.3094079456156,-0.0172499300978213,-1.4868316233476,0.185471708973864,1
enemies,-0.438741606582262,-2.38559392435184,-1.10624747740056,-0.204881215746192,0.842137879931686,1
teacher and student,0.895602532495232,0.0623242390210205,1.17713488543643,1.3237796734699,1.49214733336115,2
professor and graduate student,0.792101111752125,0.638099077925411,0.999113650996079,-0.280610229315045,0.37464589176954,2
