,V1,V2,V3,V4,V5,cl_k3
guest and host,0.0768998271336883,-0.185548761630473,0.289704566006823,0.271245326104155,0.420343453969523,0
television host and guest,0.851488473671915,-0.947596888595259,-0.741352865530419,0.764642168709339,0.994555363164852,1
volunteer and organizer,-0.631038471597703,0.237538992008741,-0.165687989953111,0.0382647838449995,1.30332389711666,2
bully and victim,2.38448047218961,-0.456677212876165,1.52166721509583,0.659919671060047,-0.739257972268222,1
a person and their social media follower,0.104506900755251,-1.3215134696448,0.252937870937565,-2.04591298282697,0.165112267845746,0
childhood friends,-1.30219210447676,-1.38956164067009,0.0133841481635696,0.111793861460058,0.628202204747963,0
pen friends,-1.27860776613479,-1.00809287604936,0.528113108791171,-1.15911757936127,0.638910747191478,0
friends with benefits,-0.555186862025983,-0.608042709488688,-0.894367113746917,1.39772567983185,-1.83423770379175,0
life partners,-1.33605962628774,-1.32047522874522,-1.11091047892202,1.4556994288448,-1.26631328657037,0
soul mates,-1.32220449584701,-1.04892252657994,-0.971640048683544,0.852216752591163,-1.71312856420966,0
church members,-0.189707165984116,-1.61224633996257,0.134711395231865,-0.191873864074206,0.676905102039128,0
fans of the same sports team,-0.676705521333668,-1.49287115035914,-0.113227700644778,-2.31101613959708,0.781574945051276,0
fans of opposing sports teams,1.45576912495706,-1.27282938444535,0.899013868460532,-1.65772515836554,-0.400507446746679,1
superior and subordinate,0.587914268505426,1.58927399471067,-0.501639753151517,-0.279027554884717,0.19075279465169,2
a monarch and their minister,0.101189817321976,1.83281747531704,1.23360023843922,0.352410424119777,1.17157239748405,2
cousins,-0.912535609791687,0.102156078676547,1.08298334502826,-0.234650531593842,-0.925545895685441,0
parent and infant,-0.341177095062427,0.432727082654151,0.907710418716939,0.135896248798193,-2.24181048837935,0
step parent and step child,-1.03990968361843,0.321412569529811,0.957071080206432,0.360176773446997,-0.98001490558053,0
bride and groom,-0.959905110318331,0.180184293392612,0.289436226556397,0.740799688873062,-2.13181017201617,0
man wife and man mistress,2.42704681519349,-1.42461190353866,0.579962433624375,-0.994439065676041,-1.67475670714867,1
brother and sister,-1.03666190959225,0.241607260665132,1.21195239427304,0.0497619625823832,-1.11411697208535,0
close relatives,-1.09661163653894,0.329802936905314,1.0568630540829,-0.320563269443707,-1.31055171513491,0
a person and their deceased spouse,0.0583951606216754,-0.717180610586542,-0.0721411376654488,-2.76759462454287,-1.88261130638861,0
foreman and laborer,0.165502743709267,0.227787186967581,-0.967928226485648,-0.207683314548417,1.00661828113428,2
owner and manager,0.0642943046328433,0.532840194333646,-1.4593370599791,-0.72255885765201,0.61163629562578,2
chief and deputy,-0.385984869179693,0.584194978064644,-0.297427663880241,-0.667275267165639,1.18994422790484,2
supervisor and subordinate,0.377893948602639,0.606001647637492,-0.477298012090207,-0.899502062858627,0.678362539220762,2
boss and secretary,-0.0747903505530559,0.0705173325227448,-1.26857466900648,-0.341831825718271,0.851894355999885,2
intern and employee,0.0417839117884139,0.13783268994595,-0.817349415253816,-0.263868745149142,1.00647196043157,2
lawyer and client,0.374533516598845,1.44755185889105,-1.21201401240946,-0.181423505414425,0.116370209757401,2
judge and lawyer,0.377392531183588,1.47663015585651,0.276662416853919,-0.0829926286520178,0.693657287098585,2
victim and criminal,2.4273494455396,-1.42931993496159,-0.322921688587347,0.702716393123834,-0.740672175462881,1
criminal and hostage,2.58205752106822,-0.163380911695635,0.0642174170950208,1.23502375156754,-0.904850468791363,1
defendant and plaintiff,1.84670425536519,0.519139798151208,0.813280793614981,0.194234012053215,-0.314033212092217,1
police officer and offender,2.1201120431112,-0.187093612216858,1.33981239076376,1.17272027430648,0.662242590074187,1
police officer and civilian,1.61503202637723,-0.823031690488824,0.634138239365933,-0.93416309825311,0.657753872855174,1
parole officer and parolee,0.840134453210328,0.0822330723356657,0.412912379008326,0.843336372522213,1.24482563580371,1
consultant and client,0.668949262314538,1.83314480070714,-0.870649404177965,-0.234552603129978,-0.637261440028383,2
chef and customer,0.062523163545447,0.348930751268931,-2.48158493303657,0.303543705345249,-0.115549333466025,2
customer and server,0.239446467582108,0.341281158242042,-2.68960356809385,0.261695680311759,0.0115840366759571,2
doctor and patient,0.199300852312967,1.57319663760699,0.0953415129121542,0.532877066259438,-0.0746600438609287,2
doctor and nurse,-0.710823206076042,0.808494699712202,0.142971655930582,-0.441584623945089,1.16011179585672,2
patient and caretaker,-0.429725880064658,0.991687368688736,-0.953886068737761,0.337877315538062,-1.18540336435359,2
driver and passenger,0.495165674111283,-0.0343344490924912,-1.99501729732123,0.419081107097687,0.422781453958694,2
coach and athlete,-0.702928209468517,1.34709557617419,0.581054601497631,-0.0862223317855603,-0.0497142373941513,2
team captain and team members,-0.815012601989629,0.464243337869994,1.23006827801055,0.595482176983067,0.408196765223932,0
club member and club president,-0.905834406815276,0.35845719102655,0.409210231739186,0.192522060194858,0.319375237520905,0
politician and supporter,-0.568647759490348,1.57824781059076,-1.6432742477346,-0.729338468007923,0.205462766097616,2
leader and follower,0.3007152974645,0.0903419460270744,0.269082028196286,-0.500797405446219,1.09487623880631,2
babysitter and infant,0.117120468377462,0.387756754300691,-0.352499157521983,0.894882716949429,-0.943466345446702,0
religious leader and congregant,-0.565428488006992,0.156729923692985,0.442810793422512,0.315691619095954,0.768802815842494,0
prostitute and customer,1.21938961928769,0.17251593558256,-2.30746208577808,0.439263704062346,-0.816117119255431,2
guide and tourist,0.159063576029201,-0.317443414064958,-2.22217550021981,0.484529781759928,1.21206946097546,2
athlete and referee,0.478601511156545,-0.487497814626469,-0.247781502842592,1.09849172070882,1.43245004293042,1
slave and master,2.06893714358556,-0.964182166835081,-0.403028193383581,1.51229424079955,0.593172870032817,1
performer and audience,0.28352728961103,-0.658500710782422,-2.22678737842046,0.509894844543786,0.63625585836767,2
dealer and buyer,0.779328309772601,0.869780732534766,-2.05829342264037,-0.188285143718422,-0.807544956244346,2
co workers,-0.776829922259477,0.896846916962233,0.718840404164365,0.445625859007106,0.646618492889809,0
sports rivals,0.770973101142888,-0.42049496797201,0.629907310536888,0.352940896785744,0.5124002558132,1
romantic rivals,2.28979325610669,-0.903645796175373,0.741663619693917,-0.382262716936134,-1.72726594491753,1
criminal and their accomplice,0.22895067751091,-0.236364691769813,0.415305546575438,1.0070779161958,-0.383835060707043,0
diplomats,0.0412297330538941,2.07686957556378,0.723161174078553,-0.291168738365548,0.428219315319986,2
principal and teacher,-0.262187806638953,0.845554847038387,0.385267052382366,-0.150635048506791,1.0664308600863,2
professor and teaching assistant,-0.198137631118299,0.61755048838866,-0.228936477213066,-0.264146576312257,1.21618068528393,2
mentor and mentee,-0.647705780658398,1.27372461684162,1.47894938513778,-0.081684613909797,0.653665232529911,0
roommates,-0.460361920030819,-0.287349348390197,0.639491473522737,0.803715573752467,-0.594974618964464,0
sorority sisters,-1.0208972628894,0.260403299353764,0.62540894891225,-0.626586800272181,-0.219206954054401,0
fraternity brothers,-1.086268365857,0.217605841186625,0.656112022366995,-0.542164558726042,-0.450670686839412,0
groom and groomsman,-0.737339333039137,-0.194655156599416,0.418278199605019,1.23185148620729,-0.461938159172664,0
predecessor and successor,-0.0137791301202454,0.158690104995093,0.124544721511473,-3.02452742185283,-0.101204547746482,2
landlord and tenant,1.16251241627521,0.246142217291283,-1.7372900125102,0.0813891314931977,-0.077153179001203,2
landlord and housekeeper,0.373081828354443,-0.445520115612656,-2.30836969590247,-1.03464025707778,0.455285915373328,2
celebrity and fans,0.319779091718783,-0.82644920441098,-0.369637824142398,-1.35354814031557,0.572916760137779,2
celebrity and haters,1.5332036547624,-1.52243316826769,0.417110099581663,-0.632995912127034,0.616001637851541,1
native and tourist,1.33942508838262,-1.7627702922266,-0.4702814703425,-0.201002369054005,0.550792348589121,1
friends,-0.981169840146571,0.427800294644465,0.782209168693295,-0.100879306833089,-1.61019957809038,0
facebook friends,0.147000769972801,-1.756182328428,-0.0694586167758031,-1.15991961362974,0.597580068173697,0
political allies,-0.815913689773694,1.90150741231242,0.363583282033845,-1.04524480481927,0.607244029733086,2
romantic lovers,-0.8254941371649,0.163088033340438,0.210633960599493,0.386489091204284,-2.62321256119824,0
ex lovers,1.4521308835322,-1.08882072652244,1.47890196445967,-0.933244866134933,-0.636122226489801,1
strangers,0.40212890242501,-1.37923298885065,-0.967507718982082,-1.91010564854609,0.541824806282128,2
neighbors,-0.15368971046097,-0.975812361437026,-0.184020606229693,0.130784559228693,0.240593672553442,0
aunt and niece/nephew,-0.97863962407845,0.403145853849457,0.970017403151932,-0.494900213385665,-1.10199256713942,0
uncle and niece/nephew,-0.915204485026507,0.34373802423833,0.955343947603984,-0.346946758462702,-1.14869788066309,0
frenemies,0.829032529171208,-0.583436228515367,1.22380020463703,0.108910591166385,-1.02380031381937,1
half siblings,-0.832829992276246,0.17458351051816,1.021456088399,-0.0111395502369139,-1.15957049965595,0
adoptive parents and adopted kids,-0.97929057426865,0.627902814897995,1.22706524501985,0.110911114721686,-1.14010517150883,0
mother and infant,-0.335074147971152,0.504541695203416,0.899811547175069,-0.0721914258578296,-2.31321355482586,0
alumni,-0.633937893147311,-1.10093643766334,0.200144615995693,-2.49263289614997,1.00158035950619,0
confidants,-1.01699173502054,0.290072434061434,1.36157199426487,0.115345608105925,-0.734099415166702,0
a person and their significant other,-0.850298631091649,0.209111910637212,0.276649116606393,0.440117969633216,-2.54659762378471,0
companions,-0.736085819698762,0.0219929264849288,0.767902966563982,0.227285715070595,-1.17408643542753,0
playmates,-0.676764776195398,-0.0428821336974274,0.775227470854185,0.438155640550548,-1.01871341946465,0
competitors in sports,1.01544228085271,-0.445209383490559,0.963715743602111,1.2537275181868,0.456089156960536,1
a person and their crush,-0.262473853041466,-0.877840710608197,-0.551969613498938,-0.695320353302883,-1.65636209586137,0
cohabitants,-0.231774440572687,-0.680290337667424,-0.611891853396625,1.1045661772575,-0.699071391555606,0
long distance lovers,-0.718717630311522,0.128793403250298,0.455975518581034,-0.275824397187531,-2.22603604817314,0
brothers in arms,-1.0281955727487,0.539074890509162,1.1524278944056,-0.191168058253633,0.548148945098968,0
